Tipo,DIRECCION,A�O,Semana,�rdenes completas Soportes,Ticket Repetido,PorcentajeTR,A�oSemana
NACIONAL,NACIONAL,2022,1,3924,30353,0.129278819,2022-01
NACIONAL,NACIONAL,2022,2,3519,29673,0.11859266,2022-02
NACIONAL,NACIONAL,2022,3,3857,30934,0.124684813,2022-03
NACIONAL,NACIONAL,2022,4,3805,31162,0.122103844,2022-04
NACIONAL,NACIONAL,2022,5,3725,30403,0.122520804,2022-05
NACIONAL,NACIONAL,2022,6,3701,30692,0.120585169,2022-06
NACIONAL,NACIONAL,2022,7,3712,33013,0.112440554,2022-07
NACIONAL,NACIONAL,2022,8,3542,32482,0.10904501,2022-08
NACIONAL,NACIONAL,2022,9,3548,31870,0.111327267,2022-09
NACIONAL,NACIONAL,2022,10,3414,32472,0.105136733,2022-10
NACIONAL,NACIONAL,2022,11,3538,32138,0.110087747,2022-11
NACIONAL,NACIONAL,2022,12,3426,31072,0.110260041,2022-12
NACIONAL,NACIONAL,2022,13,3527,31219,0.112976072,2022-13
NACIONAL,NACIONAL,2022,14,3875,32752,0.118313385,2022-14
NACIONAL,NACIONAL,2022,15,3644,30687,0.118747352,2022-15
NACIONAL,NACIONAL,2022,16,4163,35498,0.117274213,2022-16
NACIONAL,NACIONAL,2022,17,4037,34968,0.11544841,2022-17
NACIONAL,NACIONAL,2022,18,3834,33899,0.113100681,2022-18
NACIONAL,NACIONAL,2022,19,3157,30163,0.104664655,2022-19
NACIONAL,NACIONAL,2022,20,3935,35435,0.111048398,2022-20
NACIONAL,NACIONAL,2022,21,4410,37556,0.117424646,2022-21
NACIONAL,NACIONAL,2022,22,4577,36993,0.12372611,2022-22
NACIONAL,NACIONAL,2022,23,4684,38546,0.121517148,2022-23
NACIONAL,NACIONAL,2022,24,4739,38230,0.123960241,2022-24
NACIONAL,NACIONAL,2022,25,4585,38109,0.120312787,2022-25
NACIONAL,NACIONAL,2022,26,4536,38602,0.117506865,2022-26
NACIONAL,NACIONAL,2022,27,4923,38525,0.127787151,2022-27
NACIONAL,NACIONAL,2022,28,4717,38952,0.121097761,2022-28
NACIONAL,NACIONAL,2022,29,4412,38156,0.115630569,2022-29
NACIONAL,NACIONAL,2022,30,4762,38152,0.124816523,2022-30
NACIONAL,NACIONAL,2022,31,4703,37995,0.123779445,2022-31
NACIONAL,NACIONAL,2022,32,4660,37969,0.122731702,2022-32
NACIONAL,NACIONAL,2022,33,5014,39717,0.12624317,2022-33
NACIONAL,NACIONAL,2022,34,4808,38995,0.123297859,2022-34
NACIONAL,NACIONAL,2022,35,4895,38167,0.128252155,2022-35
NACIONAL,NACIONAL,2022,36,4751,38648,0.122930035,2022-36
NACIONAL,NACIONAL,2022,37,4549,33860,0.134347312,2022-37
NACIONAL,NACIONAL,2022,38,4504,35938,0.125326952,2022-38
NACIONAL,NACIONAL,2022,39,4117,33492,0.122924878,2022-39
NACIONAL,NACIONAL,2022,40,4288,35416,0.12107522,2022-40
NACIONAL,NACIONAL,2022,41,4083,34921,0.11692105,2022-41
NACIONAL,NACIONAL,2022,42,3910,34183,0.114384343,2022-42
NACIONAL,NACIONAL,2022,43,3973,32788,0.12117238,2022-43
NACIONAL,NACIONAL,2022,44,3573,30790,0.11604417,2022-44
NACIONAL,NACIONAL,2022,45,3742,33574,0.111455293,2022-45
DIRECCION,CENTRO,2022,1,1013,9878,0.102551124,2022-01
DIRECCION,CENTRO,2022,2,896,10003,0.089573128,2022-02
DIRECCION,CENTRO,2022,3,1023,10437,0.098016671,2022-03
DIRECCION,CENTRO,2022,4,1027,10662,0.096323391,2022-04
DIRECCION,CENTRO,2022,5,964,10438,0.092354857,2022-05
DIRECCION,CENTRO,2022,6,1053,10467,0.100601892,2022-06
DIRECCION,CENTRO,2022,7,1011,11097,0.091105704,2022-07
DIRECCION,CENTRO,2022,8,923,11120,0.083003597,2022-08
DIRECCION,CENTRO,2022,9,917,10721,0.085533066,2022-09
DIRECCION,CENTRO,2022,10,886,10931,0.081053883,2022-10
DIRECCION,CENTRO,2022,11,1022,11391,0.089719954,2022-11
DIRECCION,CENTRO,2022,12,914,10324,0.088531577,2022-12
DIRECCION,CENTRO,2022,13,918,10253,0.08953477,2022-13
DIRECCION,CENTRO,2022,14,1020,10890,0.093663912,2022-14
DIRECCION,CENTRO,2022,15,989,10461,0.094541631,2022-15
DIRECCION,CENTRO,2022,16,1163,12412,0.093699646,2022-16
DIRECCION,CENTRO,2022,17,1139,11952,0.095297858,2022-17
DIRECCION,CENTRO,2022,18,1093,12320,0.088717532,2022-18
DIRECCION,CENTRO,2022,19,872,10393,0.083902627,2022-19
DIRECCION,CENTRO,2022,20,1114,12014,0.092725154,2022-20
DIRECCION,CENTRO,2022,21,1359,13243,0.102620252,2022-21
DIRECCION,CENTRO,2022,22,1209,12024,0.100548902,2022-22
DIRECCION,CENTRO,2022,23,1223,12758,0.09586142,2022-23
DIRECCION,CENTRO,2022,24,1370,12757,0.10739202,2022-24
DIRECCION,CENTRO,2022,25,1208,12257,0.098555927,2022-25
DIRECCION,CENTRO,2022,26,1259,13482,0.093383771,2022-26
DIRECCION,CENTRO,2022,27,1383,12965,0.106671809,2022-27
DIRECCION,CENTRO,2022,28,1195,12867,0.092873242,2022-28
DIRECCION,CENTRO,2022,29,1133,12754,0.088834875,2022-29
DIRECCION,CENTRO,2022,30,1196,12311,0.097148891,2022-30
DIRECCION,CENTRO,2022,31,1127,12230,0.09215045,2022-31
DIRECCION,CENTRO,2022,32,1137,12459,0.091259331,2022-32
DIRECCION,CENTRO,2022,33,1168,12356,0.094528974,2022-33
DIRECCION,CENTRO,2022,34,1135,12035,0.094308268,2022-34
DIRECCION,CENTRO,2022,35,1168,11808,0.098915989,2022-35
DIRECCION,CENTRO,2022,36,1085,11435,0.094884128,2022-36
DIRECCION,CENTRO,2022,37,1023,9956,0.102752109,2022-37
DIRECCION,CENTRO,2022,38,1063,11524,0.092242277,2022-38
DIRECCION,CENTRO,2022,39,948,10727,0.088375128,2022-39
DIRECCION,CENTRO,2022,40,1006,11246,0.089454028,2022-40
DIRECCION,CENTRO,2022,41,925,10834,0.085379361,2022-41
DIRECCION,CENTRO,2022,42,935,10872,0.086000736,2022-42
DIRECCION,CENTRO,2022,43,938,10349,0.090636777,2022-43
DIRECCION,CENTRO,2022,44,833,9652,0.086303357,2022-44
DIRECCION,CENTRO,2022,45,887,10958,0.080945428,2022-45
DIRECCION,NORTE-NORESTE,2022,1,1395,8477,0.164562935,2022-01
DIRECCION,NORTE-NORESTE,2022,2,1190,7830,0.151979566,2022-02
DIRECCION,NORTE-NORESTE,2022,3,1388,8636,0.160722557,2022-03
DIRECCION,NORTE-NORESTE,2022,4,1312,8508,0.154207804,2022-04
DIRECCION,NORTE-NORESTE,2022,5,1328,8370,0.158661888,2022-05
DIRECCION,NORTE-NORESTE,2022,6,1267,8321,0.152265353,2022-06
DIRECCION,NORTE-NORESTE,2022,7,1334,8931,0.149367372,2022-07
DIRECCION,NORTE-NORESTE,2022,8,1355,9048,0.149756852,2022-08
DIRECCION,NORTE-NORESTE,2022,9,1308,8822,0.148265699,2022-09
DIRECCION,NORTE-NORESTE,2022,10,1232,8804,0.139936393,2022-10
DIRECCION,NORTE-NORESTE,2022,11,1152,8560,0.134579439,2022-11
DIRECCION,NORTE-NORESTE,2022,12,1171,8606,0.13606786,2022-12
DIRECCION,NORTE-NORESTE,2022,13,1295,8810,0.146992054,2022-13
DIRECCION,NORTE-NORESTE,2022,14,1378,8966,0.153691724,2022-14
DIRECCION,NORTE-NORESTE,2022,15,1277,8544,0.14946161,2022-15
DIRECCION,NORTE-NORESTE,2022,16,1440,9830,0.146490336,2022-16
DIRECCION,NORTE-NORESTE,2022,17,1369,9555,0.143275772,2022-17
DIRECCION,NORTE-NORESTE,2022,18,1257,8964,0.140227577,2022-18
DIRECCION,NORTE-NORESTE,2022,19,1053,8186,0.128634254,2022-19
DIRECCION,NORTE-NORESTE,2022,20,1315,9597,0.137021986,2022-20
DIRECCION,NORTE-NORESTE,2022,21,1372,10097,0.135881945,2022-21
DIRECCION,NORTE-NORESTE,2022,22,1519,10074,0.150784197,2022-22
DIRECCION,NORTE-NORESTE,2022,23,1476,10377,0.142237641,2022-23
DIRECCION,NORTE-NORESTE,2022,24,1462,10448,0.139931087,2022-24
DIRECCION,NORTE-NORESTE,2022,25,1570,11691,0.134291335,2022-25
DIRECCION,NORTE-NORESTE,2022,26,1480,10580,0.139886578,2022-26
DIRECCION,NORTE-NORESTE,2022,27,1541,10151,0.151807704,2022-27
DIRECCION,NORTE-NORESTE,2022,28,1480,10536,0.140470767,2022-28
DIRECCION,NORTE-NORESTE,2022,29,1395,10280,0.135700389,2022-29
DIRECCION,NORTE-NORESTE,2022,30,1520,10526,0.144404332,2022-30
DIRECCION,NORTE-NORESTE,2022,31,1534,10530,0.145679012,2022-31
DIRECCION,NORTE-NORESTE,2022,32,1499,10614,0.141228566,2022-32
DIRECCION,NORTE-NORESTE,2022,33,1722,11820,0.145685279,2022-33
DIRECCION,NORTE-NORESTE,2022,34,1754,11607,0.151115706,2022-34
DIRECCION,NORTE-NORESTE,2022,35,1754,11645,0.150622585,2022-35
DIRECCION,NORTE-NORESTE,2022,36,1735,12239,0.141759948,2022-36
DIRECCION,NORTE-NORESTE,2022,37,1691,10355,0.163302752,2022-37
DIRECCION,NORTE-NORESTE,2022,38,1629,10320,0.157848837,2022-38
DIRECCION,NORTE-NORESTE,2022,39,1519,9811,0.154826215,2022-39
DIRECCION,NORTE-NORESTE,2022,40,1495,9969,0.149964891,2022-40
DIRECCION,NORTE-NORESTE,2022,41,1522,10158,0.149832644,2022-41
DIRECCION,NORTE-NORESTE,2022,42,1438,9913,0.14506204,2022-42
DIRECCION,NORTE-NORESTE,2022,43,1446,9495,0.152290679,2022-43
DIRECCION,NORTE-NORESTE,2022,44,1397,9300,0.150215054,2022-44
DIRECCION,NORTE-NORESTE,2022,45,1414,9796,0.14434463,2022-45
DIRECCION,OCCIDENTE-BAJIO,2022,1,1224,8050,0.152049689,2022-01
DIRECCION,OCCIDENTE-BAJIO,2022,2,1137,8051,0.141224693,2022-02
DIRECCION,OCCIDENTE-BAJIO,2022,3,1152,8271,0.139281828,2022-03
DIRECCION,OCCIDENTE-BAJIO,2022,4,1181,8397,0.140645469,2022-04
DIRECCION,OCCIDENTE-BAJIO,2022,5,1133,7943,0.142641319,2022-05
DIRECCION,OCCIDENTE-BAJIO,2022,6,1117,8273,0.135017527,2022-06
DIRECCION,OCCIDENTE-BAJIO,2022,7,1114,9047,0.123134741,2022-07
DIRECCION,OCCIDENTE-BAJIO,2022,8,998,8503,0.11737034,2022-08
DIRECCION,OCCIDENTE-BAJIO,2022,9,1048,8557,0.122472829,2022-09
DIRECCION,OCCIDENTE-BAJIO,2022,10,999,8688,0.114986188,2022-10
DIRECCION,OCCIDENTE-BAJIO,2022,11,1074,8185,0.131215638,2022-11
DIRECCION,OCCIDENTE-BAJIO,2022,12,1026,8145,0.125966851,2022-12
DIRECCION,OCCIDENTE-BAJIO,2022,13,1005,8207,0.12245644,2022-13
DIRECCION,OCCIDENTE-BAJIO,2022,14,1176,8702,0.135141347,2022-14
DIRECCION,OCCIDENTE-BAJIO,2022,15,1110,8053,0.137836831,2022-15
DIRECCION,OCCIDENTE-BAJIO,2022,16,1278,9316,0.13718334,2022-16
DIRECCION,OCCIDENTE-BAJIO,2022,17,1209,9349,0.129318644,2022-17
DIRECCION,OCCIDENTE-BAJIO,2022,18,1193,8764,0.136125057,2022-18
DIRECCION,OCCIDENTE-BAJIO,2022,19,994,8232,0.120748299,2022-19
DIRECCION,OCCIDENTE-BAJIO,2022,20,1223,9902,0.123510402,2022-20
DIRECCION,OCCIDENTE-BAJIO,2022,21,1352,9843,0.137356497,2022-21
DIRECCION,OCCIDENTE-BAJIO,2022,22,1538,10637,0.14458964,2022-22
DIRECCION,OCCIDENTE-BAJIO,2022,23,1685,11192,0.150553967,2022-23
DIRECCION,OCCIDENTE-BAJIO,2022,24,1609,10819,0.148719845,2022-24
DIRECCION,OCCIDENTE-BAJIO,2022,25,1503,9892,0.151940962,2022-25
DIRECCION,OCCIDENTE-BAJIO,2022,26,1487,10322,0.144061228,2022-26
DIRECCION,OCCIDENTE-BAJIO,2022,27,1718,11416,0.15049054,2022-27
DIRECCION,OCCIDENTE-BAJIO,2022,28,1753,11328,0.154749294,2022-28
DIRECCION,OCCIDENTE-BAJIO,2022,29,1629,10971,0.148482363,2022-29
DIRECCION,OCCIDENTE-BAJIO,2022,30,1726,10951,0.157611177,2022-30
DIRECCION,OCCIDENTE-BAJIO,2022,31,1742,10867,0.160301831,2022-31
DIRECCION,OCCIDENTE-BAJIO,2022,32,1728,10776,0.160356347,2022-32
DIRECCION,OCCIDENTE-BAJIO,2022,33,1814,11189,0.162123514,2022-33
DIRECCION,OCCIDENTE-BAJIO,2022,34,1620,10885,0.148828663,2022-34
DIRECCION,OCCIDENTE-BAJIO,2022,35,1667,10273,0.162270028,2022-35
DIRECCION,OCCIDENTE-BAJIO,2022,36,1622,10438,0.155393754,2022-36
DIRECCION,OCCIDENTE-BAJIO,2022,37,1483,9268,0.160012948,2022-37
DIRECCION,OCCIDENTE-BAJIO,2022,38,1484,9678,0.153337466,2022-38
DIRECCION,OCCIDENTE-BAJIO,2022,39,1319,8806,0.149784238,2022-39
DIRECCION,OCCIDENTE-BAJIO,2022,40,1495,9840,0.151930894,2022-40
DIRECCION,OCCIDENTE-BAJIO,2022,41,1350,9479,0.142420087,2022-41
DIRECCION,OCCIDENTE-BAJIO,2022,42,1232,8968,0.137377342,2022-42
DIRECCION,OCCIDENTE-BAJIO,2022,43,1299,8810,0.147446084,2022-43
DIRECCION,OCCIDENTE-BAJIO,2022,44,1070,7890,0.135614702,2022-44
DIRECCION,OCCIDENTE-BAJIO,2022,45,1154,8445,0.136648905,2022-45
DIRECCION,ORIENTE-SUR,2022,1,292,3948,0.073961499,2022-01
DIRECCION,ORIENTE-SUR,2022,2,296,3788,0.078141499,2022-02
DIRECCION,ORIENTE-SUR,2022,3,293,3587,0.081683858,2022-03
DIRECCION,ORIENTE-SUR,2022,4,285,3594,0.079298831,2022-04
DIRECCION,ORIENTE-SUR,2022,5,300,3648,0.082236842,2022-05
DIRECCION,ORIENTE-SUR,2022,6,264,3628,0.072767365,2022-06
DIRECCION,ORIENTE-SUR,2022,7,253,3936,0.064278455,2022-07
DIRECCION,ORIENTE-SUR,2022,8,266,3811,0.069797953,2022-08
DIRECCION,ORIENTE-SUR,2022,9,274,3767,0.072736926,2022-09
DIRECCION,ORIENTE-SUR,2022,10,295,4045,0.072929543,2022-10
DIRECCION,ORIENTE-SUR,2022,11,289,3998,0.072286143,2022-11
DIRECCION,ORIENTE-SUR,2022,12,315,3997,0.078809107,2022-12
DIRECCION,ORIENTE-SUR,2022,13,309,3947,0.078287307,2022-13
DIRECCION,ORIENTE-SUR,2022,14,300,4193,0.071547818,2022-14
DIRECCION,ORIENTE-SUR,2022,15,267,3627,0.073614557,2022-15
DIRECCION,ORIENTE-SUR,2022,16,282,3940,0.071573604,2022-16
DIRECCION,ORIENTE-SUR,2022,17,320,4109,0.077877829,2022-17
DIRECCION,ORIENTE-SUR,2022,18,291,3850,0.075584416,2022-18
DIRECCION,ORIENTE-SUR,2022,19,238,3352,0.071002387,2022-19
DIRECCION,ORIENTE-SUR,2022,20,282,3917,0.071993873,2022-20
DIRECCION,ORIENTE-SUR,2022,21,326,4372,0.074565416,2022-21
DIRECCION,ORIENTE-SUR,2022,22,310,4252,0.072906867,2022-22
DIRECCION,ORIENTE-SUR,2022,23,300,4208,0.071292776,2022-23
DIRECCION,ORIENTE-SUR,2022,24,296,4194,0.070577015,2022-24
DIRECCION,ORIENTE-SUR,2022,25,304,4265,0.071277843,2022-25
DIRECCION,ORIENTE-SUR,2022,26,310,4209,0.073651699,2022-26
DIRECCION,ORIENTE-SUR,2022,27,280,3986,0.070245861,2022-27
DIRECCION,ORIENTE-SUR,2022,28,289,4212,0.068613485,2022-28
DIRECCION,ORIENTE-SUR,2022,29,255,4145,0.061519903,2022-29
DIRECCION,ORIENTE-SUR,2022,30,319,4358,0.073198715,2022-30
DIRECCION,ORIENTE-SUR,2022,31,300,4362,0.068775791,2022-31
DIRECCION,ORIENTE-SUR,2022,32,296,4113,0.071966934,2022-32
DIRECCION,ORIENTE-SUR,2022,33,310,4341,0.071412117,2022-33
DIRECCION,ORIENTE-SUR,2022,34,298,4460,0.066816143,2022-34
DIRECCION,ORIENTE-SUR,2022,35,306,4432,0.069043321,2022-35
DIRECCION,ORIENTE-SUR,2022,36,308,4528,0.068021201,2022-36
DIRECCION,ORIENTE-SUR,2022,37,351,4274,0.082124474,2022-37
DIRECCION,ORIENTE-SUR,2022,38,327,4405,0.074233825,2022-38
DIRECCION,ORIENTE-SUR,2022,39,331,4142,0.079913085,2022-39
DIRECCION,ORIENTE-SUR,2022,40,292,4354,0.067064768,2022-40
DIRECCION,ORIENTE-SUR,2022,41,286,4442,0.064385412,2022-41
DIRECCION,ORIENTE-SUR,2022,42,305,4425,0.068926554,2022-42
DIRECCION,ORIENTE-SUR,2022,43,290,4131,0.07020092,2022-43
DIRECCION,ORIENTE-SUR,2022,44,273,3943,0.069236622,2022-44
DIRECCION,ORIENTE-SUR,2022,45,287,4372,0.065645014,2022-45
PLAZA,ACAPULCO,2022,1,5,60,0.083333333,2022-01
PLAZA,ACAPULCO,2022,2,10,61,0.163934426,2022-02
PLAZA,ACAPULCO,2022,3,10,85,0.117647059,2022-03
PLAZA,ACAPULCO,2022,4,6,55,0.109090909,2022-04
PLAZA,ACAPULCO,2022,5,3,46,0.065217391,2022-05
PLAZA,ACAPULCO,2022,6,6,46,0.130434783,2022-06
PLAZA,ACAPULCO,2022,7,7,71,0.098591549,2022-07
PLAZA,ACAPULCO,2022,8,4,65,0.061538462,2022-08
PLAZA,ACAPULCO,2022,9,6,57,0.105263158,2022-09
PLAZA,ACAPULCO,2022,10,3,61,0.049180328,2022-10
PLAZA,ACAPULCO,2022,11,5,75,0.066666667,2022-11
PLAZA,ACAPULCO,2022,12,8,57,0.140350877,2022-12
PLAZA,ACAPULCO,2022,13,8,57,0.140350877,2022-13
PLAZA,ACAPULCO,2022,14,12,79,0.151898734,2022-14
PLAZA,ACAPULCO,2022,15,3,67,0.044776119,2022-15
PLAZA,ACAPULCO,2022,16,4,55,0.072727273,2022-16
PLAZA,ACAPULCO,2022,17,3,46,0.065217391,2022-17
PLAZA,ACAPULCO,2022,18,1,69,0.014492754,2022-18
PLAZA,ACAPULCO,2022,19,3,61,0.049180328,2022-19
PLAZA,ACAPULCO,2022,20,4,64,0.0625,2022-20
PLAZA,ACAPULCO,2022,21,8,79,0.101265823,2022-21
PLAZA,ACAPULCO,2022,22,2,64,0.03125,2022-22
PLAZA,ACAPULCO,2022,23,6,67,0.089552239,2022-23
PLAZA,ACAPULCO,2022,24,7,80,0.0875,2022-24
PLAZA,ACAPULCO,2022,25,7,98,0.071428571,2022-25
PLAZA,ACAPULCO,2022,26,7,67,0.104477612,2022-26
PLAZA,ACAPULCO,2022,27,3,72,0.041666667,2022-27
PLAZA,ACAPULCO,2022,28,4,67,0.059701493,2022-28
PLAZA,ACAPULCO,2022,29,1,61,0.016393443,2022-29
PLAZA,ACAPULCO,2022,30,4,65,0.061538462,2022-30
PLAZA,ACAPULCO,2022,31,3,97,0.030927835,2022-31
PLAZA,ACAPULCO,2022,32,4,66,0.060606061,2022-32
PLAZA,ACAPULCO,2022,33,2,73,0.02739726,2022-33
PLAZA,ACAPULCO,2022,34,4,72,0.055555556,2022-34
PLAZA,ACAPULCO,2022,35,7,85,0.082352941,2022-35
PLAZA,ACAPULCO,2022,36,4,100,0.04,2022-36
PLAZA,ACAPULCO,2022,37,7,70,0.1,2022-37
PLAZA,ACAPULCO,2022,38,9,88,0.102272727,2022-38
PLAZA,ACAPULCO,2022,39,2,72,0.027777778,2022-39
PLAZA,ACAPULCO,2022,40,8,90,0.088888889,2022-40
PLAZA,ACAPULCO,2022,41,14,97,0.144329897,2022-41
PLAZA,ACAPULCO,2022,42,10,102,0.098039216,2022-42
PLAZA,ACAPULCO,2022,43,10,84,0.119047619,2022-43
PLAZA,ACAPULCO,2022,44,7,87,0.08045977,2022-44
PLAZA,ACAPULCO,2022,45,3,86,0.034883721,2022-45
PLAZA,AGUASCALIENTES,2022,1,20,305,0.06557377,2022-01
PLAZA,AGUASCALIENTES,2022,2,15,276,0.054347826,2022-02
PLAZA,AGUASCALIENTES,2022,3,19,293,0.064846416,2022-03
PLAZA,AGUASCALIENTES,2022,4,24,335,0.071641791,2022-04
PLAZA,AGUASCALIENTES,2022,5,14,311,0.045016077,2022-05
PLAZA,AGUASCALIENTES,2022,6,20,345,0.057971014,2022-06
PLAZA,AGUASCALIENTES,2022,7,18,354,0.050847458,2022-07
PLAZA,AGUASCALIENTES,2022,8,16,366,0.043715847,2022-08
PLAZA,AGUASCALIENTES,2022,9,16,362,0.044198895,2022-09
PLAZA,AGUASCALIENTES,2022,10,22,365,0.060273973,2022-10
PLAZA,AGUASCALIENTES,2022,11,17,341,0.049853372,2022-11
PLAZA,AGUASCALIENTES,2022,12,20,357,0.056022409,2022-12
PLAZA,AGUASCALIENTES,2022,13,21,339,0.061946903,2022-13
PLAZA,AGUASCALIENTES,2022,14,20,334,0.05988024,2022-14
PLAZA,AGUASCALIENTES,2022,15,25,345,0.072463768,2022-15
PLAZA,AGUASCALIENTES,2022,16,22,382,0.057591623,2022-16
PLAZA,AGUASCALIENTES,2022,17,24,473,0.050739958,2022-17
PLAZA,AGUASCALIENTES,2022,18,21,319,0.065830721,2022-18
PLAZA,AGUASCALIENTES,2022,19,22,362,0.060773481,2022-19
PLAZA,AGUASCALIENTES,2022,20,29,356,0.081460674,2022-20
PLAZA,AGUASCALIENTES,2022,21,26,390,0.066666667,2022-21
PLAZA,AGUASCALIENTES,2022,22,26,366,0.071038251,2022-22
PLAZA,AGUASCALIENTES,2022,23,22,384,0.057291667,2022-23
PLAZA,AGUASCALIENTES,2022,24,21,356,0.058988764,2022-24
PLAZA,AGUASCALIENTES,2022,25,23,329,0.069908815,2022-25
PLAZA,AGUASCALIENTES,2022,26,26,451,0.057649667,2022-26
PLAZA,AGUASCALIENTES,2022,27,34,483,0.070393375,2022-27
PLAZA,AGUASCALIENTES,2022,28,44,445,0.098876404,2022-28
PLAZA,AGUASCALIENTES,2022,29,35,439,0.079726651,2022-29
PLAZA,AGUASCALIENTES,2022,30,35,406,0.086206897,2022-30
PLAZA,AGUASCALIENTES,2022,31,28,469,0.059701493,2022-31
PLAZA,AGUASCALIENTES,2022,32,32,429,0.074592075,2022-32
PLAZA,AGUASCALIENTES,2022,33,33,508,0.06496063,2022-33
PLAZA,AGUASCALIENTES,2022,34,37,474,0.078059072,2022-34
PLAZA,AGUASCALIENTES,2022,35,44,464,0.094827586,2022-35
PLAZA,AGUASCALIENTES,2022,36,29,498,0.058232932,2022-36
PLAZA,AGUASCALIENTES,2022,37,35,450,0.077777778,2022-37
PLAZA,AGUASCALIENTES,2022,38,26,400,0.065,2022-38
PLAZA,AGUASCALIENTES,2022,39,28,390,0.071794872,2022-39
PLAZA,AGUASCALIENTES,2022,40,34,429,0.079254079,2022-40
PLAZA,AGUASCALIENTES,2022,41,26,410,0.063414634,2022-41
PLAZA,AGUASCALIENTES,2022,42,20,430,0.046511628,2022-42
PLAZA,AGUASCALIENTES,2022,43,33,408,0.080882353,2022-43
PLAZA,AGUASCALIENTES,2022,44,27,355,0.076056338,2022-44
PLAZA,AGUASCALIENTES,2022,45,36,411,0.087591241,2022-45
PLAZA,CANCUN,2022,1,51,450,0.113333333,2022-01
PLAZA,CANCUN,2022,2,51,531,0.096045198,2022-02
PLAZA,CANCUN,2022,3,64,543,0.11786372,2022-03
PLAZA,CANCUN,2022,4,55,520,0.105769231,2022-04
PLAZA,CANCUN,2022,5,56,510,0.109803922,2022-05
PLAZA,CANCUN,2022,6,49,565,0.086725664,2022-06
PLAZA,CANCUN,2022,7,41,587,0.069846678,2022-07
PLAZA,CANCUN,2022,8,56,517,0.108317215,2022-08
PLAZA,CANCUN,2022,9,50,499,0.100200401,2022-09
PLAZA,CANCUN,2022,10,53,568,0.093309859,2022-10
PLAZA,CANCUN,2022,11,65,582,0.111683849,2022-11
PLAZA,CANCUN,2022,12,61,549,0.111111111,2022-12
PLAZA,CANCUN,2022,13,59,583,0.101200686,2022-13
PLAZA,CANCUN,2022,14,62,646,0.095975232,2022-14
PLAZA,CANCUN,2022,15,68,540,0.125925926,2022-15
PLAZA,CANCUN,2022,16,68,580,0.117241379,2022-16
PLAZA,CANCUN,2022,17,81,619,0.13085622,2022-17
PLAZA,CANCUN,2022,18,61,565,0.107964602,2022-18
PLAZA,CANCUN,2022,19,53,480,0.110416667,2022-19
PLAZA,CANCUN,2022,20,60,563,0.106571936,2022-20
PLAZA,CANCUN,2022,21,64,597,0.10720268,2022-21
PLAZA,CANCUN,2022,22,78,698,0.111747851,2022-22
PLAZA,CANCUN,2022,23,74,674,0.109792285,2022-23
PLAZA,CANCUN,2022,24,88,664,0.13253012,2022-24
PLAZA,CANCUN,2022,25,82,686,0.119533528,2022-25
PLAZA,CANCUN,2022,26,61,604,0.100993377,2022-26
PLAZA,CANCUN,2022,27,62,576,0.107638889,2022-27
PLAZA,CANCUN,2022,28,54,548,0.098540146,2022-28
PLAZA,CANCUN,2022,29,58,566,0.102473498,2022-29
PLAZA,CANCUN,2022,30,95,686,0.138483965,2022-30
PLAZA,CANCUN,2022,31,77,598,0.128762542,2022-31
PLAZA,CANCUN,2022,32,52,612,0.08496732,2022-32
PLAZA,CANCUN,2022,33,74,544,0.136029412,2022-33
PLAZA,CANCUN,2022,34,61,564,0.108156028,2022-34
PLAZA,CANCUN,2022,35,64,529,0.120982987,2022-35
PLAZA,CANCUN,2022,36,52,610,0.085245902,2022-36
PLAZA,CANCUN,2022,37,81,602,0.134551495,2022-37
PLAZA,CANCUN,2022,38,67,584,0.114726027,2022-38
PLAZA,CANCUN,2022,39,67,513,0.130604288,2022-39
PLAZA,CANCUN,2022,40,55,581,0.094664372,2022-40
PLAZA,CANCUN,2022,41,67,574,0.116724739,2022-41
PLAZA,CANCUN,2022,42,63,535,0.117757009,2022-42
PLAZA,CANCUN,2022,43,53,513,0.10331384,2022-43
PLAZA,CANCUN,2022,44,70,540,0.12962963,2022-44
PLAZA,CANCUN,2022,45,70,555,0.126126126,2022-45
PLAZA,CDMX,2022,1,826,8367,0.098721166,2022-01
PLAZA,CDMX,2022,2,746,8530,0.087456038,2022-02
PLAZA,CDMX,2022,3,857,8870,0.096617813,2022-03
PLAZA,CDMX,2022,4,869,9067,0.095842065,2022-04
PLAZA,CDMX,2022,5,798,8931,0.089351696,2022-05
PLAZA,CDMX,2022,6,868,8950,0.09698324,2022-06
PLAZA,CDMX,2022,7,811,9338,0.086849432,2022-07
PLAZA,CDMX,2022,8,770,9414,0.081793074,2022-08
PLAZA,CDMX,2022,9,755,9199,0.082074138,2022-09
PLAZA,CDMX,2022,10,734,9318,0.078772269,2022-10
PLAZA,CDMX,2022,11,838,9629,0.087028767,2022-11
PLAZA,CDMX,2022,12,775,8788,0.088188439,2022-12
PLAZA,CDMX,2022,13,761,8741,0.087060977,2022-13
PLAZA,CDMX,2022,14,856,9326,0.091786404,2022-14
PLAZA,CDMX,2022,15,811,8941,0.090705738,2022-15
PLAZA,CDMX,2022,16,958,10562,0.090702518,2022-16
PLAZA,CDMX,2022,17,964,10263,0.09392965,2022-17
PLAZA,CDMX,2022,18,933,10672,0.087425037,2022-18
