Tipo,DIRECCION,Year,Semana,Amarilla,Naranja,Morada,Roja,TR,YearSemana,
DISTRITO,CANCUN,2022,24,0,0,0,0,3,2022-24,0
DISTRITO,CANCUN,2022,25,2,0,0,0,6,2022-25,2
DISTRITO,CANCUN,2022,26,1,0,0,0,3,2022-26,1
DISTRITO,CANCUN,2022,27,0,0,0,0,0,2022-27,0
DISTRITO,CANCUN,2022,28,2,0,0,0,8,2022-28,2
DISTRITO,CANCUN,2022,30,0,0,0,0,0,2022-30,0
DISTRITO,CANCUN,2022,31,0,0,0,0,0,2022-31,0
DISTRITO,CANCUN,2022,32,0,0,0,0,0,2022-32,0
DISTRITO,CANCUN,2022,33,0,0,0,0,0,2022-33,0
DISTRITO,CANCUN,2022,34,0,0,0,0,0,2022-34,0
DISTRITO,CANCUN,2022,35,0,0,0,0,0,2022-35,0
DISTRITO,CANCUN,2022,36,0,0,0,0,0,2022-36,0
DISTRITO,CANCUN 1,2022,12,0,0,0,0,0,2022-12,0
DISTRITO,CANCUN 1,2022,13,0,0,0,0,0,2022-13,0
DISTRITO,CANCUN 1,2022,14,0,0,0,0,0,2022-14,0
DISTRITO,CANCUN 1,2022,15,0,0,0,0,0,2022-15,0
DISTRITO,CANCUN 1,2022,16,0,0,0,0,0,2022-16,0
DISTRITO,CANCUN 1,2022,17,0,0,0,0,0,2022-17,0
DISTRITO,CANCUN 1,2022,18,0,0,0,0,0,2022-18,0
DISTRITO,CANCUN 1,2022,19,0,0,0,0,0,2022-19,0
DISTRITO,CANCUN 1,2022,20,0,0,0,0,0,2022-20,0
DISTRITO,CANCUN 1,2022,21,0,0,0,0,0,2022-21,0
DISTRITO,CANCUN 1,2022,22,0,0,0,0,0,2022-22,0
DISTRITO,CANCUN 1,2022,23,0,0,0,0,0,2022-23,0
DISTRITO,CANCUN 1,2022,24,0,0,0,0,0,2022-24,0
DISTRITO,CANCUN 1,2022,25,0,0,0,0,0,2022-25,0
DISTRITO,CANCUN 1,2022,26,0,0,0,0,0,2022-26,0
DISTRITO,CANCUN 1,2022,27,0,0,0,0,0,2022-27,0
DISTRITO,CANCUN 1,2022,28,3,0,0,0,9,2022-28,3
DISTRITO,CANCUN 1,2022,30,1,0,0,0,2,2022-30,1
DISTRITO,CANCUN 1,2022,31,0,0,0,0,0,2022-31,0
DISTRITO,CANCUN 1,2022,32,1,0,0,0,2,2022-32,1
DISTRITO,CANCUN 1,2022,33,0,0,0,0,0,2022-33,0
DISTRITO,CANCUN 1,2022,34,4,0,0,0,8,2022-34,4
DISTRITO,CANCUN 1,2022,35,1,0,0,0,2,2022-35,1
DISTRITO,CANCUN 1,2022,36,1,0,0,0,2,2022-36,1
DISTRITO,CANCUN 2,2022,12,0,0,0,0,0,2022-12,0
DISTRITO,CANCUN 2,2022,13,0,0,0,0,0,2022-13,0
DISTRITO,CANCUN 2,2022,14,0,0,0,0,0,2022-14,0
DISTRITO,CANCUN 2,2022,15,0,0,0,0,0,2022-15,0
DISTRITO,CANCUN 2,2022,16,0,0,0,0,0,2022-16,0
DISTRITO,CANCUN 2,2022,17,0,0,0,0,0,2022-17,0
DISTRITO,CANCUN 2,2022,18,0,0,0,0,0,2022-18,0
DISTRITO,CANCUN 2,2022,19,0,0,0,0,0,2022-19,0
DISTRITO,CANCUN 2,2022,20,0,0,0,0,0,2022-20,0
DISTRITO,CANCUN 2,2022,21,0,0,0,0,0,2022-21,0
DISTRITO,CANCUN 2,2022,22,0,0,0,0,0,2022-22,0
DISTRITO,CANCUN 2,2022,23,0,0,0,0,0,2022-23,0
DISTRITO,CANCUN 2,2022,24,0,0,0,0,0,2022-24,0
DISTRITO,CANCUN 2,2022,25,0,0,0,0,0,2022-25,0
DISTRITO,CANCUN 2,2022,26,0,0,0,0,0,2022-26,0
DISTRITO,CANCUN 2,2022,27,1,0,0,0,4,2022-27,1
DISTRITO,CANCUN 2,2022,28,0,0,0,0,0,2022-28,0
DISTRITO,CANCUN 2,2022,30,0,0,0,0,0,2022-30,0
DISTRITO,CANCUN 2,2022,31,0,0,0,0,0,2022-31,0
DISTRITO,CANCUN 2,2022,32,0,0,0,0,2,2022-32,0
DISTRITO,CANCUN 2,2022,33,1,0,0,0,2,2022-33,1
DISTRITO,CANCUN 2,2022,34,0,0,0,0,0,2022-34,0
DISTRITO,CANCUN 2,2022,35,0,0,0,0,0,2022-35,0
DISTRITO,CANCUN 2,2022,36,0,0,0,0,0,2022-36,0
DISTRITO,CELAYA,2022,12,0,0,0,0,0,2022-12,0
DISTRITO,CELAYA,2022,13,0,0,0,0,0,2022-13,0
DISTRITO,CELAYA,2022,14,0,0,0,0,0,2022-14,0
DISTRITO,CELAYA,2022,15,1,0,0,0,3,2022-15,1
DISTRITO,CELAYA,2022,16,0,0,0,0,0,2022-16,0
DISTRITO,CELAYA,2022,17,1,0,0,0,3,2022-17,1
DISTRITO,CELAYA,2022,18,0,0,0,0,0,2022-18,0
DISTRITO,CELAYA,2022,19,0,0,0,0,0,2022-19,0
DISTRITO,CELAYA,2022,20,1,0,0,0,3,2022-20,1
DISTRITO,CELAYA,2022,21,1,0,0,0,3,2022-21,1
DISTRITO,CELAYA,2022,22,0,0,0,0,0,2022-22,0
DISTRITO,CELAYA,2022,23,0,0,0,0,0,2022-23,0
DISTRITO,CELAYA,2022,24,0,0,0,0,0,2022-24,0
DISTRITO,CELAYA,2022,25,0,0,0,0,0,2022-25,0
DISTRITO,CELAYA,2022,26,0,0,0,0,0,2022-26,0
DISTRITO,CELAYA,2022,27,0,0,0,0,0,2022-27,0
DISTRITO,CELAYA,2022,28,0,0,0,0,0,2022-28,0
DISTRITO,CELAYA,2022,30,0,0,0,0,0,2022-30,0
DISTRITO,CELAYA,2022,31,1,0,0,0,2,2022-31,1
DISTRITO,CELAYA,2022,32,1,0,0,0,2,2022-32,1
DISTRITO,CELAYA,2022,33,0,0,0,0,0,2022-33,0
DISTRITO,CELAYA,2022,34,2,0,0,0,4,2022-34,2
DISTRITO,CELAYA,2022,35,1,0,0,0,2,2022-35,1
DISTRITO,CELAYA,2022,36,2,0,0,0,4,2022-36,2
DISTRITO,CENTRO HISTORICO,2022,12,0,0,0,0,0,2022-12,0
DISTRITO,CENTRO HISTORICO,2022,13,1,0,0,0,3,2022-13,1
DISTRITO,CENTRO HISTORICO,2022,14,0,0,0,0,0,2022-14,0
DISTRITO,CENTRO HISTORICO,2022,15,0,0,0,0,0,2022-15,0
DISTRITO,CENTRO HISTORICO,2022,16,0,0,0,0,0,2022-16,0
DISTRITO,CENTRO HISTORICO,2022,17,0,0,0,0,0,2022-17,0
DISTRITO,CENTRO HISTORICO,2022,18,0,0,0,0,0,2022-18,0
DISTRITO,CENTRO HISTORICO,2022,19,0,0,0,0,0,2022-19,0
DISTRITO,CENTRO HISTORICO,2022,20,0,0,0,0,0,2022-20,0
DISTRITO,CENTRO HISTORICO,2022,21,2,0,0,0,6,2022-21,2
DISTRITO,CENTRO HISTORICO,2022,22,0,0,0,0,0,2022-22,0
DISTRITO,CENTRO HISTORICO,2022,23,0,0,0,0,0,2022-23,0
DISTRITO,CENTRO HISTORICO,2022,24,0,0,0,0,0,2022-24,0
DISTRITO,CENTRO HISTORICO,2022,25,0,0,0,0,0,2022-25,0
DISTRITO,CENTRO HISTORICO,2022,26,0,0,0,0,0,2022-26,0
DISTRITO,CENTRO HISTORICO,2022,27,0,0,0,0,0,2022-27,0
DISTRITO,CENTRO HISTORICO,2022,28,1,0,0,0,3,2022-28,1
DISTRITO,CENTRO HISTORICO,2022,30,0,0,0,0,0,2022-30,0
DISTRITO,CENTRO HISTORICO,2022,31,0,0,0,0,0,2022-31,0
DISTRITO,CENTRO HISTORICO,2022,32,0,0,0,0,0,2022-32,0
DISTRITO,CENTRO HISTORICO,2022,33,0,0,0,0,0,2022-33,0
DISTRITO,CENTRO HISTORICO,2022,34,0,0,0,0,0,2022-34,0
DISTRITO,CENTRO HISTORICO,2022,35,0,0,0,0,0,2022-35,0
DISTRITO,CENTRO HISTORICO,2022,36,0,0,0,0,0,2022-36,0
DISTRITO,CERRO GORDO,2022,12,2,0,0,0,7,2022-12,2
DISTRITO,CERRO GORDO,2022,13,1,0,0,0,3,2022-13,1
DISTRITO,CERRO GORDO,2022,14,0,0,0,0,0,2022-14,0
DISTRITO,CERRO GORDO,2022,15,1,0,0,0,3,2022-15,1
DISTRITO,CERRO GORDO,2022,16,1,0,0,0,5,2022-16,1
DISTRITO,CERRO GORDO,2022,17,3,0,0,0,10,2022-17,3
DISTRITO,CERRO GORDO,2022,18,3,0,0,0,10,2022-18,3
DISTRITO,CERRO GORDO,2022,19,0,0,0,0,0,2022-19,0
DISTRITO,CERRO GORDO,2022,20,2,0,0,0,6,2022-20,2
DISTRITO,CERRO GORDO,2022,21,1,0,0,0,3,2022-21,1
DISTRITO,CERRO GORDO,2022,22,0,0,0,0,0,2022-22,0
DISTRITO,CERRO GORDO,2022,23,1,0,0,0,3,2022-23,1
DISTRITO,CERRO GORDO,2022,24,1,0,0,0,4,2022-24,1
DISTRITO,CERRO GORDO,2022,25,1,0,0,0,3,2022-25,1
DISTRITO,CERRO GORDO,2022,26,1,0,0,0,4,2022-26,1
DISTRITO,CERRO GORDO,2022,27,0,0,0,0,0,2022-27,0
DISTRITO,CERRO GORDO,2022,28,2,0,0,0,6,2022-28,2
DISTRITO,CERRO GORDO,2022,30,5,0,0,0,11,2022-30,5
DISTRITO,CERRO GORDO,2022,31,0,0,0,0,0,2022-31,0
DISTRITO,CERRO GORDO,2022,32,0,1,0,0,4,2022-32,1
DISTRITO,CERRO GORDO,2022,33,3,1,0,0,8,2022-33,4
DISTRITO,CERRO GORDO,2022,34,2,0,0,0,4,2022-34,2
DISTRITO,CERRO GORDO,2022,35,1,0,0,0,4,2022-35,1
DISTRITO,CERRO GORDO,2022,36,0,0,0,0,0,2022-36,0
DISTRITO,CHALCO,2022,12,5,0,0,0,15,2022-12,5
DISTRITO,CHALCO,2022,13,2,0,0,0,6,2022-13,2
DISTRITO,CHALCO,2022,14,0,0,0,0,0,2022-14,0
DISTRITO,CHALCO,2022,15,0,0,0,0,0,2022-15,0
DISTRITO,CHALCO,2022,16,0,0,0,0,0,2022-16,0
DISTRITO,CHALCO,2022,17,0,0,0,0,0,2022-17,0
DISTRITO,CHALCO,2022,18,0,0,0,0,0,2022-18,0
DISTRITO,CHALCO,2022,19,0,0,0,0,0,2022-19,0
DISTRITO,CHALCO,2022,20,1,0,0,0,4,2022-20,1
DISTRITO,CHALCO,2022,21,0,0,0,0,0,2022-21,0
DISTRITO,CHALCO,2022,22,0,0,0,0,0,2022-22,0
DISTRITO,CHALCO,2022,23,0,0,0,0,0,2022-23,0
DISTRITO,CHALCO,2022,24,1,0,0,0,3,2022-24,1
DISTRITO,CHALCO,2022,25,1,0,0,0,3,2022-25,1
DISTRITO,CHALCO,2022,26,1,0,0,0,3,2022-26,1
DISTRITO,CHALCO,2022,27,0,0,0,0,0,2022-27,0
DISTRITO,CHALCO,2022,28,1,0,0,0,5,2022-28,1
DISTRITO,CHALCO,2022,30,0,0,0,0,0,2022-30,0
DISTRITO,CHALCO,2022,31,0,0,0,0,0,2022-31,0
DISTRITO,CHALCO,2022,32,2,0,0,0,4,2022-32,2
DISTRITO,CHALCO,2022,33,0,0,0,0,0,2022-33,0
DISTRITO,CHALCO,2022,34,2,0,0,0,4,2022-34,2
DISTRITO,CHALCO,2022,35,0,0,0,0,0,2022-35,0
DISTRITO,CHALCO,2022,36,0,0,0,0,0,2022-36,0
DISTRITO,CHIHUAHUA CUMBRES,2022,12,0,0,0,0,0,2022-12,0
DISTRITO,CHIHUAHUA CUMBRES,2022,13,0,0,0,0,0,2022-13,0
DISTRITO,CHIHUAHUA CUMBRES,2022,14,0,0,0,0,0,2022-14,0
DISTRITO,CHIHUAHUA CUMBRES,2022,15,0,0,0,0,0,2022-15,0
DISTRITO,CHIHUAHUA CUMBRES,2022,16,0,0,0,0,0,2022-16,0
DISTRITO,CHIHUAHUA CUMBRES,2022,17,0,0,0,0,0,2022-17,0
DISTRITO,CHIHUAHUA CUMBRES,2022,18,0,0,0,0,0,2022-18,0
DISTRITO,CHIHUAHUA CUMBRES,2022,19,0,0,0,0,0,2022-19,0
DISTRITO,CHIHUAHUA CUMBRES,2022,20,0,0,0,0,0,2022-20,0
DISTRITO,CHIHUAHUA CUMBRES,2022,21,0,0,0,0,0,2022-21,0
DISTRITO,CHIHUAHUA CUMBRES,2022,22,0,0,0,0,0,2022-22,0
DISTRITO,CHIHUAHUA CUMBRES,2022,23,0,0,0,0,0,2022-23,0
DISTRITO,CHIHUAHUA CUMBRES,2022,24,0,0,0,0,0,2022-24,0
DISTRITO,CHIHUAHUA CUMBRES,2022,25,0,0,0,0,0,2022-25,0
DISTRITO,CHIHUAHUA CUMBRES,2022,26,0,0,0,0,0,2022-26,0
DISTRITO,CHIHUAHUA CUMBRES,2022,27,0,0,0,0,0,2022-27,0
DISTRITO,CHIHUAHUA CUMBRES,2022,28,1,0,0,0,3,2022-28,1
DISTRITO,CHIHUAHUA CUMBRES,2022,30,0,0,0,0,0,2022-30,0
DISTRITO,CHIHUAHUA CUMBRES,2022,31,0,0,0,0,0,2022-31,0
DISTRITO,CHIHUAHUA CUMBRES,2022,32,2,0,0,0,4,2022-32,2
DISTRITO,CHIHUAHUA CUMBRES,2022,33,1,0,0,0,2,2022-33,1
DISTRITO,CHIHUAHUA CUMBRES,2022,34,2,0,0,0,4,2022-34,2
DISTRITO,CHIHUAHUA CUMBRES,2022,35,3,0,0,0,8,2022-35,3
DISTRITO,CHIHUAHUA CUMBRES,2022,36,1,0,0,0,2,2022-36,1
DISTRITO,CHIHUAHUA DEL RELIZ,2022,12,1,0,0,0,3,2022-12,1
DISTRITO,CHIHUAHUA DEL RELIZ,2022,13,1,0,0,0,3,2022-13,1
DISTRITO,CHIHUAHUA DEL RELIZ,2022,14,0,0,0,0,3,2022-14,0
DISTRITO,CHIHUAHUA DEL RELIZ,2022,15,0,0,0,0,0,2022-15,0
DISTRITO,CHIHUAHUA DEL RELIZ,2022,16,0,0,0,0,0,2022-16,0
DISTRITO,CHIHUAHUA DEL RELIZ,2022,17,1,0,0,0,4,2022-17,1
DISTRITO,CHIHUAHUA DEL RELIZ,2022,18,1,0,0,0,6,2022-18,1
DISTRITO,CHIHUAHUA DEL RELIZ,2022,19,0,0,0,0,0,2022-19,0
DISTRITO,CHIHUAHUA DEL RELIZ,2022,20,0,0,0,0,0,2022-20,0
DISTRITO,CHIHUAHUA DEL RELIZ,2022,21,0,0,0,0,0,2022-21,0
DISTRITO,CHIHUAHUA DEL RELIZ,2022,22,0,0,0,0,0,2022-22,0
DISTRITO,CHIHUAHUA DEL RELIZ,2022,23,1,0,0,0,4,2022-23,1
DISTRITO,CHIHUAHUA DEL RELIZ,2022,24,1,0,0,0,3,2022-24,1
DISTRITO,CHIHUAHUA DEL RELIZ,2022,25,2,0,0,0,9,2022-25,2
DISTRITO,CHIHUAHUA DEL RELIZ,2022,26,1,0,0,0,7,2022-26,1
DISTRITO,CHIHUAHUA DEL RELIZ,2022,27,1,0,0,0,8,2022-27,1
DISTRITO,CHIHUAHUA DEL RELIZ,2022,28,1,0,0,0,3,2022-28,1
DISTRITO,CHIHUAHUA DEL RELIZ,2022,30,2,0,0,0,5,2022-30,2
DISTRITO,CHIHUAHUA DEL RELIZ,2022,31,1,1,0,0,6,2022-31,2
DISTRITO,CHIHUAHUA DEL RELIZ,2022,32,1,0,0,0,3,2022-32,1
DISTRITO,CHIHUAHUA DEL RELIZ,2022,33,1,0,0,0,2,2022-33,1
DISTRITO,CHIHUAHUA DEL RELIZ,2022,34,0,1,1,0,8,2022-34,2
DISTRITO,CHIHUAHUA DEL RELIZ,2022,35,3,0,0,0,7,2022-35,3
DISTRITO,CHIHUAHUA DEL RELIZ,2022,36,3,0,0,0,12,2022-36,3
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,12,0,0,0,0,0,2022-12,0
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,13,1,0,0,0,3,2022-13,1
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,14,0,0,0,0,0,2022-14,0
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,15,1,0,0,0,3,2022-15,1
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,16,0,0,0,0,0,2022-16,0
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,17,0,0,0,0,0,2022-17,0
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,18,0,0,0,0,0,2022-18,0
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,19,0,0,0,0,0,2022-19,0
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,20,0,0,0,0,0,2022-20,0
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,21,0,0,0,0,0,2022-21,0
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,22,0,0,0,0,0,2022-22,0
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,23,0,0,0,0,0,2022-23,0
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,24,0,0,0,0,0,2022-24,0
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,25,0,0,0,0,0,2022-25,0
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,26,0,0,0,0,0,2022-26,0
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,27,0,0,0,0,0,2022-27,0
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,28,1,0,0,0,4,2022-28,1
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,30,0,0,0,0,0,2022-30,0
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,31,0,0,0,0,0,2022-31,0
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,32,2,0,0,0,4,2022-32,2
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,33,0,0,0,0,2,2022-33,0
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,34,1,0,0,0,2,2022-34,1
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,35,1,0,0,0,2,2022-35,1
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,36,0,0,0,0,0,2022-36,0
DISTRITO,CIUDAD VICTORIA,2022,12,0,0,0,0,0,2022-12,0
DISTRITO,CIUDAD VICTORIA,2022,13,0,0,0,0,0,2022-13,0
DISTRITO,CIUDAD VICTORIA,2022,14,0,0,0,0,0,2022-14,0
DISTRITO,CIUDAD VICTORIA,2022,15,1,0,0,0,3,2022-15,1
DISTRITO,CIUDAD VICTORIA,2022,16,1,0,0,0,3,2022-16,1
DISTRITO,CIUDAD VICTORIA,2022,17,0,0,0,0,0,2022-17,0
DISTRITO,CIUDAD VICTORIA,2022,18,0,0,0,0,0,2022-18,0
DISTRITO,CIUDAD VICTORIA,2022,19,0,0,0,0,0,2022-19,0
DISTRITO,CIUDAD VICTORIA,2022,20,0,0,0,0,0,2022-20,0
DISTRITO,CIUDAD VICTORIA,2022,21,0,0,0,0,0,2022-21,0
DISTRITO,CIUDAD VICTORIA,2022,22,0,0,0,0,0,2022-22,0
DISTRITO,CIUDAD VICTORIA,2022,23,0,0,0,0,0,2022-23,0
DISTRITO,CIUDAD VICTORIA,2022,24,1,0,0,0,3,2022-24,1
DISTRITO,CIUDAD VICTORIA,2022,25,0,0,0,0,0,2022-25,0
DISTRITO,CIUDAD VICTORIA,2022,26,0,0,0,0,0,2022-26,0
DISTRITO,CIUDAD VICTORIA,2022,27,0,0,0,0,0,2022-27,0
DISTRITO,CIUDAD VICTORIA,2022,28,0,0,0,0,0,2022-28,0
DISTRITO,CIUDAD VICTORIA,2022,30,0,0,0,0,0,2022-30,0
DISTRITO,CIUDAD VICTORIA,2022,31,0,0,0,0,0,2022-31,0
DISTRITO,CIUDAD VICTORIA,2022,32,0,0,0,0,0,2022-32,0
DISTRITO,CIUDAD VICTORIA,2022,33,0,0,0,0,0,2022-33,0
DISTRITO,CIUDAD VICTORIA,2022,34,0,0,0,0,0,2022-34,0
DISTRITO,CIUDAD VICTORIA,2022,35,1,0,0,0,2,2022-35,1
DISTRITO,CIUDAD VICTORIA,2022,36,1,0,0,0,2,2022-36,1
DISTRITO,COACALCO,2022,12,0,0,0,0,0,2022-12,0
DISTRITO,COACALCO,2022,13,0,0,0,0,0,2022-13,0
DISTRITO,COACALCO,2022,14,1,0,0,0,4,2022-14,1
DISTRITO,COACALCO,2022,15,0,0,0,0,0,2022-15,0
DISTRITO,COACALCO,2022,16,2,0,0,0,6,2022-16,2
DISTRITO,COACALCO,2022,17,2,0,0,0,7,2022-17,2
DISTRITO,COACALCO,2022,18,0,0,0,0,0,2022-18,0
DISTRITO,COACALCO,2022,19,2,0,0,0,7,2022-19,2
DISTRITO,COACALCO,2022,20,0,0,0,0,4,2022-20,0
DISTRITO,COACALCO,2022,21,1,0,0,0,3,2022-21,1
DISTRITO,COACALCO,2022,22,3,0,0,0,12,2022-22,3
DISTRITO,COACALCO,2022,23,2,0,0,0,6,2022-23,2
DISTRITO,COACALCO,2022,24,0,0,0,0,0,2022-24,0
DISTRITO,COACALCO,2022,25,1,1,0,0,6,2022-25,2
DISTRITO,COACALCO,2022,26,2,0,0,0,7,2022-26,2
DISTRITO,COACALCO,2022,27,1,0,0,0,3,2022-27,1
DISTRITO,COACALCO,2022,28,0,0,0,0,0,2022-28,0
DISTRITO,COACALCO,2022,30,1,0,0,0,2,2022-30,1
DISTRITO,COACALCO,2022,31,0,0,0,0,0,2022-31,0
DISTRITO,COACALCO,2022,32,0,0,0,0,0,2022-32,0
DISTRITO,COACALCO,2022,33,4,0,0,0,8,2022-33,4
DISTRITO,COACALCO,2022,34,0,0,0,0,2,2022-34,0
DISTRITO,COACALCO,2022,35,0,0,0,0,0,2022-35,0
DISTRITO,COACALCO,2022,36,1,0,0,0,2,2022-36,1
DISTRITO,COATZA / MINA,2022,12,0,0,0,0,0,2022-12,0
DISTRITO,COATZA / MINA,2022,13,0,0,0,0,0,2022-13,0
DISTRITO,COATZA / MINA,2022,14,0,0,0,0,0,2022-14,0
DISTRITO,COATZA / MINA,2022,15,0,0,0,0,0,2022-15,0
DISTRITO,COATZA / MINA,2022,16,0,0,0,0,0,2022-16,0
DISTRITO,COATZA / MINA,2022,17,2,0,0,0,7,2022-17,2
DISTRITO,COATZA / MINA,2022,18,0,0,0,0,0,2022-18,0
DISTRITO,COATZA / MINA,2022,19,0,0,0,0,0,2022-19,0
DISTRITO,COATZA / MINA,2022,20,0,0,0,0,0,2022-20,0
DISTRITO,COATZA / MINA,2022,21,0,0,0,0,0,2022-21,0
DISTRITO,COATZA / MINA,2022,22,1,0,0,0,3,2022-22,1
DISTRITO,COATZA / MINA,2022,23,0,0,0,0,0,2022-23,0
DISTRITO,COATZA / MINA,2022,24,0,0,0,0,0,2022-24,0
DISTRITO,COATZA / MINA,2022,25,0,0,0,0,0,2022-25,0
DISTRITO,COATZA / MINA,2022,26,0,0,0,0,0,2022-26,0
DISTRITO,COATZA / MINA,2022,27,0,0,0,0,0,2022-27,0
DISTRITO,COATZA / MINA,2022,28,0,0,0,0,0,2022-28,0
DISTRITO,COATZA / MINA,2022,30,0,0,0,0,0,2022-30,0
DISTRITO,COATZA / MINA,2022,31,0,0,0,0,0,2022-31,0
DISTRITO,COATZA / MINA,2022,32,0,0,0,0,0,2022-32,0
DISTRITO,COATZA / MINA,2022,33,0,0,0,0,0,2022-33,0
DISTRITO,COATZA / MINA,2022,34,0,0,0,0,0,2022-34,0
DISTRITO,COATZA / MINA,2022,35,0,0,0,0,0,2022-35,0
DISTRITO,COATZA / MINA,2022,36,0,0,0,0,0,2022-36,0
DISTRITO,COLIMA / MANZANILLO,2022,12,0,0,0,0,0,2022-12,0
DISTRITO,COLIMA / MANZANILLO,2022,13,0,0,0,0,0,2022-13,0
DISTRITO,COLIMA / MANZANILLO,2022,14,0,0,0,0,0,2022-14,0
DISTRITO,COLIMA / MANZANILLO,2022,15,0,0,0,0,0,2022-15,0
DISTRITO,COLIMA / MANZANILLO,2022,16,0,0,0,0,0,2022-16,0
DISTRITO,COLIMA / MANZANILLO,2022,17,0,0,0,0,0,2022-17,0
DISTRITO,COLIMA / MANZANILLO,2022,18,0,0,0,0,0,2022-18,0
DISTRITO,COLIMA / MANZANILLO,2022,19,0,0,0,0,0,2022-19,0
DISTRITO,COLIMA / MANZANILLO,2022,20,0,0,0,0,0,2022-20,0
DISTRITO,COLIMA / MANZANILLO,2022,21,0,0,0,0,0,2022-21,0
DISTRITO,COLIMA / MANZANILLO,2022,22,0,0,0,0,0,2022-22,0
DISTRITO,COLIMA / MANZANILLO,2022,23,0,0,0,0,0,2022-23,0
DISTRITO,COLIMA / MANZANILLO,2022,24,0,0,0,0,0,2022-24,0
DISTRITO,COLIMA / MANZANILLO,2022,25,0,0,0,0,0,2022-25,0
DISTRITO,COLIMA / MANZANILLO,2022,26,0,0,0,0,0,2022-26,0
DISTRITO,COLIMA / MANZANILLO,2022,27,0,0,0,0,0,2022-27,0
DISTRITO,COLIMA / MANZANILLO,2022,28,0,0,0,0,0,2022-28,0
DISTRITO,COLIMA / MANZANILLO,2022,30,0,0,0,0,0,2022-30,0
DISTRITO,COLIMA / MANZANILLO,2022,31,0,0,0,0,0,2022-31,0
DISTRITO,COLIMA / MANZANILLO,2022,32,1,0,0,0,2,2022-32,1
DISTRITO,COLIMA / MANZANILLO,2022,33,0,0,0,0,0,2022-33,0
DISTRITO,COLIMA / MANZANILLO,2022,34,0,0,0,0,0,2022-34,0
DISTRITO,COLIMA / MANZANILLO,2022,35,0,0,0,0,0,2022-35,0
DISTRITO,COLIMA / MANZANILLO,2022,36,0,0,0,0,0,2022-36,0
DISTRITO,CONDESA,2022,12,0,0,0,0,0,2022-12,0
DISTRITO,CONDESA,2022,13,0,0,0,0,0,2022-13,0
DISTRITO,CONDESA,2022,14,1,0,0,0,3,2022-14,1
DISTRITO,CONDESA,2022,15,0,0,0,0,0,2022-15,0
DISTRITO,CONDESA,2022,16,0,0,0,0,0,2022-16,0
DISTRITO,CONDESA,2022,17,1,0,0,0,3,2022-17,1
DISTRITO,CONDESA,2022,18,3,0,0,0,10,2022-18,3
DISTRITO,CONDESA,2022,19,0,0,0,0,0,2022-19,0
DISTRITO,CONDESA,2022,20,0,0,0,0,0,2022-20,0
DISTRITO,CONDESA,2022,21,0,0,0,0,0,2022-21,0
DISTRITO,CONDESA,2022,22,1,0,0,0,3,2022-22,1
DISTRITO,CONDESA,2022,23,1,0,0,0,3,2022-23,1
DISTRITO,CONDESA,2022,24,0,0,0,0,0,2022-24,0
DISTRITO,CONDESA,2022,25,1,0,0,0,4,2022-25,1
DISTRITO,CONDESA,2022,26,1,0,0,0,3,2022-26,1
DISTRITO,CONDESA,2022,27,2,0,0,0,8,2022-27,2
DISTRITO,CONDESA,2022,28,3,0,0,0,9,2022-28,3
DISTRITO,CONDESA,2022,30,0,0,0,0,0,2022-30,0
DISTRITO,CONDESA,2022,31,0,0,0,0,0,2022-31,0
DISTRITO,CONDESA,2022,32,0,1,0,0,2,2022-32,1
DISTRITO,CONDESA,2022,33,2,0,0,0,4,2022-33,2
DISTRITO,CONDESA,2022,34,2,0,0,0,4,2022-34,2
DISTRITO,CONDESA,2022,35,2,0,0,0,4,2022-35,2
DISTRITO,CONDESA,2022,36,3,0,0,0,6,2022-36,3
DISTRITO,CONSTITUCION,2022,12,0,0,0,0,0,2022-12,0
DISTRITO,CONSTITUCION,2022,13,0,0,0,0,0,2022-13,0
DISTRITO,CONSTITUCION,2022,14,0,0,0,0,0,2022-14,0
DISTRITO,CONSTITUCION,2022,15,0,0,0,0,0,2022-15,0
