Nivel,NOMBRE,Year,SEMANA_REGISTRO,Calidad,Venta técnico,Productividad,Consumo de materiales,Positiva,Tarjetas,Year_Semana,TarjetasTotales
PLAZA,AGUASCALIENTES,2022,25,0,7,0,0,1,0,2022-25,2
PLAZA,CELAYA,2022,25,4,0,1,0,1,0,2022-25,0
PLAZA,COLIMA / MANZANILLO,2022,25,3,0,2,0,4,0,2022-25,0
PLAZA,GUADALAJARA,2022,25,7,12,16,2,67,10,2022-25,34
PLAZA,GUANAJUATO,2022,25,2,0,0,0,4,1,2022-25,0
PLAZA,IRAPUATO,2022,25,2,1,1,1,6,0,2022-25,2
PLAZA,LEON,2022,25,6,0,18,0,12,0,2022-25,2
PLAZA,MORELIA,2022,25,0,4,0,0,0,0,2022-25,0
PLAZA,QUERETARO,2022,25,6,2,0,0,5,0,2022-25,1
PLAZA,ACAPULCO,2022,25,0,0,2,0,6,0,2022-25,0
PLAZA,CANCUN,2022,25,4,2,7,1,21,2,2022-25,0
PLAZA,COATZA / MINA,2022,25,3,0,2,0,5,0,2022-25,0
PLAZA,CORDOBA / ORIZABA,2022,25,0,8,0,0,7,0,2022-25,0
PLAZA,CUERNAVACA,2022,25,2,1,0,0,5,0,2022-25,0
PLAZA,MERIDA,2022,25,6,0,7,1,13,1,2022-25,0
PLAZA,PACHUCA,2022,25,1,1,7,1,6,2,2022-25,0
PLAZA,POZA RICA,2022,25,2,1,2,1,6,0,2022-25,0
PLAZA,PUEBLA,2022,25,5,11,5,1,14,0,2022-25,1
PLAZA,TUXTLA,2022,25,0,0,2,0,2,0,2022-25,0
PLAZA,VERACRUZ,2022,25,5,0,7,0,12,1,2022-25,0
PLAZA,XALAPA,2022,25,1,3,1,1,10,1,2022-25,0
PLAZA,CDMX,2022,26,12,10,18,0,34,2,2022-26,49
PLAZA,CHIHUAHUA,2022,26,3,3,0,0,3,1,2022-26,2
PLAZA,CIUDAD JUAREZ,2022,26,9,4,8,1,15,2,2022-26,18
PLAZA,CULIACAN,2022,26,2,6,4,0,4,0,2022-26,0
PLAZA,MAZATLAN,2022,26,1,2,1,0,9,1,2022-26,0
PLAZA,MEXICALI,2022,26,2,0,0,0,2,0,2022-26,2
PLAZA,MONTERREY,2022,26,3,0,3,3,18,1,2022-26,10
PLAZA,REYNOSA,2022,26,0,0,0,0,4,0,2022-26,4
PLAZA,SAN LUIS POTOSI,2022,26,1,5,10,1,8,0,2022-26,5
PLAZA,TIJUANA,2022,26,5,0,9,1,9,0,2022-26,9
PLAZA,AGUASCALIENTES,2022,26,2,0,0,1,1,1,2022-26,0
PLAZA,GUADALAJARA,2022,26,2,8,5,0,11,0,2022-26,41
PLAZA,LEON,2022,26,0,4,1,1,2,0,2022-26,5
PLAZA,MORELIA,2022,26,0,0,0,0,4,0,2022-26,0
PLAZA,PUERTO VALLARTA,2022,26,1,0,1,0,9,1,2022-26,12
PLAZA,COATZA / MINA,2022,26,1,0,0,0,1,0,2022-26,0
PLAZA,CUERNAVACA,2022,26,2,0,0,0,9,0,2022-26,1
PLAZA,MERIDA,2022,26,0,0,1,0,3,0,2022-26,1
PLAZA,PUEBLA,2022,26,0,2,1,0,12,0,2022-26,1
PLAZA,TUXTLA,2022,26,0,0,1,0,7,0,2022-26,2
PLAZA,VILLAHERMOSA,2022,26,5,0,0,0,7,0,2022-26,0
PLAZA,CDMX,2022,27,46,52,56,9,201,14,2022-27,35
PLAZA,TOLUCA,2022,27,6,2,15,1,37,2,2022-27,2
PLAZA,CHIHUAHUA,2022,27,0,10,3,0,3,0,2022-27,1
PLAZA,CIUDAD JUAREZ,2022,27,6,1,2,0,7,1,2022-27,13
PLAZA,CIUDAD OBREGON / NAVOJOA,2022,27,1,4,1,1,5,0,2022-27,0
PLAZA,CIUDAD VICTORIA,2022,27,0,1,0,0,9,0,2022-27,0
PLAZA,CULIACAN,2022,27,0,2,2,0,1,0,2022-27,4
PLAZA,LA LAGUNA,2022,27,0,2,1,0,16,0,2022-27,0
PLAZA,MATAMOROS,2022,27,3,0,6,0,7,0,2022-27,0
PLAZA,MAZATLAN,2022,27,0,1,0,0,0,0,2022-27,0
PLAZA,MONTERREY,2022,27,6,6,8,0,35,2,2022-27,11
PLAZA,PIEDRAS NEGRAS / MONCLOVA,2022,27,1,0,5,0,14,0,2022-27,0
PLAZA,REYNOSA,2022,27,2,0,2,0,19,0,2022-27,12
PLAZA,SALTILLO,2022,27,3,2,1,3,6,0,2022-27,6
PLAZA,SAN LUIS POTOSI,2022,27,1,2,5,1,18,1,2022-27,8
PLAZA,TIJUANA,2022,27,0,0,0,0,4,0,2022-27,5
PLAZA,AGUASCALIENTES,2022,27,0,0,0,1,0,0,2022-27,0
PLAZA,CELAYA,2022,27,5,0,3,0,4,0,2022-27,0
PLAZA,COLIMA / MANZANILLO,2022,27,3,3,1,0,1,0,2022-27,0
PLAZA,GUADALAJARA,2022,27,5,9,12,0,44,5,2022-27,42
PLAZA,GUANAJUATO,2022,27,1,3,0,0,7,0,2022-27,0
PLAZA,IRAPUATO,2022,27,3,0,4,1,10,0,2022-27,2
PLAZA,LEON,2022,27,6,3,18,2,14,1,2022-27,7
PLAZA,QUERETARO,2022,27,4,2,1,0,11,1,2022-27,0
PLAZA,ACAPULCO,2022,27,0,0,1,0,7,0,2022-27,0
PLAZA,CANCUN,2022,27,0,1,8,0,16,0,2022-27,1
PLAZA,COATZA / MINA,2022,27,0,0,2,0,10,0,2022-27,0
PLAZA,CORDOBA / ORIZABA,2022,27,0,5,2,0,9,0,2022-27,0
PLAZA,CUERNAVACA,2022,27,7,4,1,1,9,1,2022-27,0
PLAZA,MERIDA,2022,27,7,3,2,0,8,1,2022-27,1
PLAZA,PACHUCA,2022,27,2,5,1,3,4,2,2022-27,6
PLAZA,POZA RICA,2022,27,3,0,4,0,8,0,2022-27,0
PLAZA,PUEBLA,2022,27,7,7,7,1,21,0,2022-27,2
PLAZA,TUXTLA,2022,27,0,0,2,0,1,0,2022-27,2
PLAZA,VERACRUZ,2022,27,4,3,5,0,12,0,2022-27,2
PLAZA,XALAPA,2022,27,0,6,2,0,8,0,2022-27,0
PLAZA,CDMX,2022,28,11,16,18,3,90,1,2022-28,45
PLAZA,TOLUCA,2022,28,0,0,4,0,4,0,2022-28,2
PLAZA,CIUDAD JUAREZ,2022,28,11,5,7,2,11,1,2022-28,25
PLAZA,CIUDAD OBREGON / NAVOJOA,2022,28,0,1,2,0,4,0,2022-28,0
PLAZA,CULIACAN,2022,28,6,2,1,0,8,1,2022-28,4
PLAZA,HERMOSILLO,2022,28,2,3,0,0,4,0,2022-28,2
PLAZA,LA LAGUNA,2022,28,0,1,0,0,2,0,2022-28,0
PLAZA,MAZATLAN,2022,28,0,0,1,0,8,0,2022-28,2
PLAZA,MEXICALI,2022,28,2,1,2,1,14,0,2022-28,4
PLAZA,MONTERREY,2022,28,4,2,7,3,41,2,2022-28,18
PLAZA,SAN LUIS POTOSI,2022,28,0,2,1,1,0,0,2022-28,11
PLAZA,TIJUANA,2022,28,10,6,8,0,16,2,2022-28,10
PLAZA,AGUASCALIENTES,2022,28,5,4,3,1,2,0,2022-28,8
PLAZA,GUADALAJARA,2022,28,8,8,5,1,23,2,2022-28,61
PLAZA,LEON,2022,28,1,0,1,0,1,0,2022-28,7
PLAZA,MORELIA,2022,28,0,0,3,0,5,0,2022-28,0
PLAZA,PUERTO VALLARTA,2022,28,1,0,2,0,5,1,2022-28,6
PLAZA,QUERETARO,2022,28,0,4,0,0,3,0,2022-28,1
PLAZA,CANCUN,2022,28,3,2,0,0,7,0,2022-28,1
PLAZA,CUERNAVACA,2022,28,0,0,2,0,1,0,2022-28,0
PLAZA,MERIDA,2022,28,0,1,2,0,10,0,2022-28,0
PLAZA,PUEBLA,2022,28,3,3,0,0,2,0,2022-28,1
PLAZA,TUXTLA,2022,28,1,1,1,0,6,0,2022-28,0
PLAZA,VILLAHERMOSA,2022,28,3,0,2,1,6,0,2022-28,0
PLAZA,CDMX,2022,29,34,27,36,10,142,6,2022-29,35
PLAZA,TOLUCA,2022,29,4,6,13,0,27,0,2022-29,3
PLAZA,CHIHUAHUA,2022,29,0,2,1,0,9,0,2022-29,2
PLAZA,CIUDAD JUAREZ,2022,29,3,2,0,6,2,5,2022-29,16
PLAZA,CIUDAD OBREGON / NAVOJOA,2022,29,0,0,1,1,2,0,2022-29,2
PLAZA,CIUDAD VICTORIA,2022,29,0,0,0,0,11,0,2022-29,0
PLAZA,LA LAGUNA,2022,29,0,2,3,0,18,0,2022-29,0
PLAZA,MATAMOROS,2022,29,3,0,0,0,3,0,2022-29,0
PLAZA,MEXICALI,2022,29,0,1,1,0,2,0,2022-29,6
PLAZA,MONTERREY,2022,29,5,6,10,0,28,3,2022-29,6
PLAZA,PIEDRAS NEGRAS / MONCLOVA,2022,29,0,0,1,0,10,0,2022-29,0
PLAZA,REYNOSA,2022,29,1,0,0,0,23,1,2022-29,16
PLAZA,SALTILLO,2022,29,3,3,1,4,4,4,2022-29,10
PLAZA,SAN LUIS POTOSI,2022,29,1,2,6,0,13,2,2022-29,20
PLAZA,TIJUANA,2022,29,1,0,0,0,3,0,2022-29,12
PLAZA,AGUASCALIENTES,2022,29,1,0,3,0,2,2,2022-29,6
PLAZA,CELAYA,2022,29,6,4,1,0,1,0,2022-29,0
PLAZA,COLIMA / MANZANILLO,2022,29,0,2,1,0,1,0,2022-29,0
PLAZA,GUADALAJARA,2022,29,5,7,8,1,31,5,2022-29,45
PLAZA,GUANAJUATO,2022,29,2,1,1,0,7,0,2022-29,0
PLAZA,IRAPUATO,2022,29,0,0,3,0,13,0,2022-29,4
PLAZA,LEON,2022,29,9,4,16,1,11,4,2022-29,10
PLAZA,MORELIA,2022,29,0,1,0,2,1,0,2022-29,2
PLAZA,PUERTO VALLARTA,2022,29,1,0,0,0,8,1,2022-29,8
PLAZA,QUERETARO,2022,29,5,3,0,0,12,1,2022-29,1
PLAZA,ACAPULCO,2022,29,0,1,1,0,6,0,2022-29,2
PLAZA,CANCUN,2022,29,3,1,7,0,13,0,2022-29,5
PLAZA,COATZA / MINA,2022,29,1,0,0,1,6,0,2022-29,0
PLAZA,CORDOBA / ORIZABA,2022,29,0,9,4,0,3,0,2022-29,0
PLAZA,CUERNAVACA,2022,29,3,2,2,1,8,0,2022-29,0
PLAZA,MERIDA,2022,29,2,2,3,0,25,0,2022-29,0
PLAZA,PACHUCA,2022,29,6,2,2,3,3,0,2022-29,2
PLAZA,POZA RICA,2022,29,4,1,0,0,11,0,2022-29,0
PLAZA,PUEBLA,2022,29,10,7,4,1,17,0,2022-29,4
PLAZA,TUXTLA,2022,29,0,0,2,0,2,0,2022-29,0
PLAZA,VERACRUZ,2022,29,4,0,8,0,13,0,2022-29,0
PLAZA,XALAPA,2022,29,0,3,2,2,9,0,2022-29,0
PLAZA,CDMX,2022,30,33,36,41,4,154,3,2022-30,0
PLAZA,TOLUCA,2022,30,2,0,7,1,9,0,2022-30,0
PLAZA,CIUDAD JUAREZ,2022,30,1,1,4,0,17,0,2022-30,0
PLAZA,CIUDAD OBREGON / NAVOJOA,2022,30,0,4,1,1,6,0,2022-30,0
PLAZA,CULIACAN,2022,30,2,2,2,0,13,2,2022-30,0
PLAZA,MATAMOROS,2022,30,3,1,0,0,5,0,2022-30,0
PLAZA,MAZATLAN,2022,30,0,0,0,0,10,0,2022-30,0
PLAZA,MEXICALI,2022,30,2,3,0,0,11,2,2022-30,0
PLAZA,MONTERREY,2022,30,3,7,4,5,56,6,2022-30,0
PLAZA,PIEDRAS NEGRAS / MONCLOVA,2022,30,0,0,3,0,1,0,2022-30,0
PLAZA,SAN LUIS POTOSI,2022,30,0,0,0,0,2,0,2022-30,0
PLAZA,TIJUANA,2022,30,1,8,5,3,10,1,2022-30,0
PLAZA,AGUASCALIENTES,2022,30,4,2,3,0,1,0,2022-30,0
PLAZA,GUADALAJARA,2022,30,13,12,7,0,49,4,2022-30,0
PLAZA,MORELIA,2022,30,0,0,0,0,4,0,2022-30,0
PLAZA,QUERETARO,2022,30,2,0,3,0,0,0,2022-30,0
PLAZA,CANCUN,2022,30,2,0,1,0,8,0,2022-30,0
PLAZA,COATZA / MINA,2022,30,1,0,2,0,1,0,2022-30,0
PLAZA,CUERNAVACA,2022,30,0,0,0,0,8,0,2022-30,0
PLAZA,MERIDA,2022,30,1,0,1,0,2,0,2022-30,0
PLAZA,PUEBLA,2022,30,1,2,1,0,4,0,2022-30,0
PLAZA,TUXTLA,2022,30,0,1,1,0,6,0,2022-30,0
PLAZA,VILLAHERMOSA,2022,30,4,0,1,2,4,2,2022-30,0
PLAZA,CDMX,2022,31,36,22,37,3,189,8,2022-31,34
PLAZA,TOLUCA,2022,31,3,4,6,2,21,4,2022-31,10
PLAZA,CHIHUAHUA,2022,31,2,0,1,0,3,2,2022-31,2
PLAZA,CIUDAD JUAREZ,2022,31,1,2,3,1,4,0,2022-31,4
PLAZA,CIUDAD OBREGON / NAVOJOA,2022,31,0,0,1,1,6,1,2022-31,0
PLAZA,CIUDAD VICTORIA,2022,31,0,0,0,1,5,0,2022-31,0
PLAZA,CULIACAN,2022,31,3,0,3,0,6,0,2022-31,4
PLAZA,HERMOSILLO,2022,31,2,0,0,2,2,1,2022-31,4
PLAZA,LA LAGUNA,2022,31,0,2,1,0,12,0,2022-31,1
PLAZA,MATAMOROS,2022,31,0,0,0,0,4,0,2022-31,0
PLAZA,MAZATLAN,2022,31,3,0,0,0,4,0,2022-31,0
PLAZA,MEXICALI,2022,31,1,0,0,0,3,0,2022-31,2
PLAZA,MONTERREY,2022,31,3,5,7,1,46,2,2022-31,10
PLAZA,PIEDRAS NEGRAS / MONCLOVA,2022,31,1,1,1,0,9,0,2022-31,0
PLAZA,REYNOSA,2022,31,2,0,4,0,8,1,2022-31,8
PLAZA,SALTILLO,2022,31,4,3,1,2,3,1,2022-31,4
PLAZA,SAN LUIS POTOSI,2022,31,0,0,4,0,11,2,2022-31,7
PLAZA,TAMPICO,2022,31,0,1,0,0,0,0,2022-31,4
PLAZA,TIJUANA,2022,31,2,6,5,0,11,2,2022-31,9
PLAZA,AGUASCALIENTES,2022,31,5,0,1,0,2,0,2022-31,2
PLAZA,CELAYA,2022,31,2,0,1,0,4,0,2022-31,0
PLAZA,COLIMA / MANZANILLO,2022,31,4,1,1,0,1,0,2022-31,0
PLAZA,GUADALAJARA,2022,31,6,2,4,0,43,3,2022-31,47
PLAZA,GUANAJUATO,2022,31,0,0,0,0,6,0,2022-31,2
PLAZA,IRAPUATO,2022,31,0,0,1,0,7,2,2022-31,6
PLAZA,LEON,2022,31,10,1,6,0,4,4,2022-31,9
PLAZA,MORELIA,2022,31,0,0,0,2,2,0,2022-31,2
PLAZA,PUERTO VALLARTA,2022,31,0,0,1,0,1,0,2022-31,10
PLAZA,QUERETARO,2022,31,2,0,2,0,11,0,2022-31,1
PLAZA,ACAPULCO,2022,31,0,0,1,0,3,0,2022-31,0
PLAZA,CANCUN,2022,31,4,0,3,0,12,1,2022-31,1
PLAZA,CORDOBA / ORIZABA,2022,31,0,1,6,0,3,0,2022-31,0
PLAZA,CUERNAVACA,2022,31,1,3,2,0,8,0,2022-31,0
PLAZA,MERIDA,2022,31,3,0,5,0,13,1,2022-31,4
PLAZA,PACHUCA,2022,31,3,2,0,0,5,0,2022-31,0
PLAZA,POZA RICA,2022,31,2,1,0,1,4,0,2022-31,0
PLAZA,PUEBLA,2022,31,5,2,6,1,13,0,2022-31,1
PLAZA,TUXTLA,2022,31,1,0,0,0,3,0,2022-31,0
PLAZA,VERACRUZ,2022,31,1,0,5,0,6,0,2022-31,0
PLAZA,VILLAHERMOSA,2022,31,0,0,2,1,3,0,2022-31,0
PLAZA,XALAPA,2022,31,0,3,0,1,6,0,2022-31,0
PLAZA,CDMX,2022,32,30,30,38,3,160,1,2022-32,15
PLAZA,TOLUCA,2022,32,4,1,4,1,21,1,2022-32,3
PLAZA,CHIHUAHUA,2022,32,1,3,0,0,2,1,2022-32,2
PLAZA,CIUDAD JUAREZ,2022,32,3,0,6,2,11,1,2022-32,20
PLAZA,CIUDAD OBREGON / NAVOJOA,2022,32,0,1,0,0,8,0,2022-32,0
PLAZA,CIUDAD VICTORIA,2022,32,0,0,1,0,3,0,2022-32,0
PLAZA,CULIACAN,2022,32,0,0,2,0,2,0,2022-32,0
PLAZA,HERMOSILLO,2022,32,0,2,1,1,2,0,2022-32,0
PLAZA,LA LAGUNA,2022,32,0,0,2,0,8,0,2022-32,1
PLAZA,MATAMOROS,2022,32,2,1,0,0,5,0,2022-32,0
PLAZA,MAZATLAN,2022,32,1,0,0,0,6,0,2022-32,0
PLAZA,MEXICALI,2022,32,4,1,0,0,7,0,2022-32,2
PLAZA,MONTERREY,2022,32,2,7,9,0,42,5,2022-32,17
PLAZA,PIEDRAS NEGRAS / MONCLOVA,2022,32,0,0,1,3,2,0,2022-32,0
PLAZA,REYNOSA,2022,32,2,0,0,2,8,0,2022-32,6
PLAZA,SALTILLO,2022,32,3,2,2,2,1,0,2022-32,12
PLAZA,SAN LUIS POTOSI,2022,32,0,2,1,0,7,2,2022-32,9
PLAZA,TIJUANA,2022,32,0,2,3,0,12,1,2022-32,7
PLAZA,AGUASCALIENTES,2022,32,2,1,1,0,2,0,2022-32,0
PLAZA,CELAYA,2022,32,3,2,2,0,0,0,2022-32,2
PLAZA,COLIMA / MANZANILLO,2022,32,1,1,0,0,2,0,2022-32,0
PLAZA,GUADALAJARA,2022,32,7,7,5,0,28,1,2022-32,53
PLAZA,GUANAJUATO,2022,32,2,0,0,0,4,0,2022-32,0
PLAZA,IRAPUATO,2022,32,2,0,1,0,5,0,2022-32,0
PLAZA,LEON,2022,32,3,2,11,0,4,2,2022-32,9
PLAZA,MORELIA,2022,32,0,0,0,0,4,0,2022-32,0
PLAZA,QUERETARO,2022,32,4,0,1,0,7,1,2022-32,3
PLAZA,ACAPULCO,2022,32,0,1,0,0,3,0,2022-32,0
PLAZA,CANCUN,2022,32,2,1,5,0,10,0,2022-32,0
PLAZA,COATZA / MINA,2022,32,1,0,1,0,6,0,2022-32,0
PLAZA,CORDOBA / ORIZABA,2022,32,0,3,2,0,1,0,2022-32,0
PLAZA,CUERNAVACA,2022,32,4,0,1,0,9,0,2022-32,1
PLAZA,MERIDA,2022,32,1,1,3,0,14,0,2022-32,0
PLAZA,PACHUCA,2022,32,0,1,1,0,4,0,2022-32,0
PLAZA,POZA RICA,2022,32,1,0,2,0,5,0,2022-32,0
PLAZA,PUEBLA,2022,32,5,4,2,0,11,1,2022-32,2
PLAZA,TUXTLA,2022,32,0,0,0,0,5,0,2022-32,0
PLAZA,VERACRUZ,2022,32,1,0,4,0,8,0,2022-32,4
PLAZA,VILLAHERMOSA,2022,32,0,0,2,0,4,0,2022-32,0
PLAZA,XALAPA,2022,32,1,1,0,1,4,0,2022-32,0
PLAZA,CDMX,2022,33,15,31,42,9,169,5,2022-33,24
PLAZA,TOLUCA,2022,33,3,5,7,0,20,2,2022-33,5
PLAZA,CHIHUAHUA,2022,33,1,4,0,0,5,0,2022-33,3
PLAZA,CIUDAD JUAREZ,2022,33,1,6,0,0,14,1,2022-33,8
PLAZA,CIUDAD OBREGON / NAVOJOA,2022,33,0,1,3,0,6,0,2022-33,4
PLAZA,CIUDAD VICTORIA,2022,33,0,1,0,0,5,0,2022-33,0
PLAZA,CULIACAN,2022,33,1,0,2,0,5,0,2022-33,2
PLAZA,HERMOSILLO,2022,33,0,2,3,0,3,0,2022-33,0
PLAZA,LA LAGUNA,2022,33,0,1,1,0,10,0,2022-33,0
PLAZA,MATAMOROS,2022,33,2,0,2,0,6,0,2022-33,0
PLAZA,MAZATLAN,2022,33,0,0,0,0,6,0,2022-33,0
PLAZA,MEXICALI,2022,33,3,0,0,1,6,2,2022-33,8
PLAZA,MONTERREY,2022,33,1,6,10,1,28,3,2022-33,24
PLAZA,PIEDRAS NEGRAS / MONCLOVA,2022,33,0,3,4,0,7,0,2022-33,0
PLAZA,REYNOSA,2022,33,4,0,0,0,8,0,2022-33,4
PLAZA,SALTILLO,2022,33,5,3,2,0,1,0,2022-33,4
PLAZA,SAN LUIS POTOSI,2022,33,1,3,1,0,11,0,2022-33,8
PLAZA,TAMPICO,2022,33,0,1,1,0,0,0,2022-33,2
PLAZA,TIJUANA,2022,33,0,4,5,0,13,0,2022-33,7
PLAZA,AGUASCALIENTES,2022,33,0,2,3,1,0,0,2022-33,2
PLAZA,CELAYA,2022,33,2,1,0,0,3,1,2022-33,2
PLAZA,COLIMA / MANZANILLO,2022,33,2,0,1,0,3,0,2022-33,2
PLAZA,GUADALAJARA,2022,33,3,5,3,2,42,3,2022-33,43
PLAZA,GUANAJUATO,2022,33,0,0,0,0,6,0,2022-33,0
PLAZA,IRAPUATO,2022,33,1,0,1,0,4,0,2022-33,2
PLAZA,LEON,2022,33,5,1,12,0,5,1,2022-33,8
PLAZA,MORELIA,2022,33,0,0,0,0,2,0,2022-33,0
PLAZA,PUERTO VALLARTA,2022,33,0,0,2,0,2,1,2022-33,10
PLAZA,QUERETARO,2022,33,4,1,0,0,7,0,2022-33,2
PLAZA,ACAPULCO,2022,33,0,0,0,0,4,0,2022-33,0
PLAZA,CANCUN,2022,33,2,0,5,0,11,1,2022-33,1
PLAZA,COATZA / MINA,2022,33,0,0,2,0,4,0,2022-33,0
PLAZA,CORDOBA / ORIZABA,2022,33,0,2,2,0,4,0,2022-33,0
PLAZA,CUERNAVACA,2022,33,2,1,1,0,9,0,2022-33,0
PLAZA,MERIDA,2022,33,1,1,2,0,14,1,2022-33,2
PLAZA,PACHUCA,2022,33,2,3,0,0,4,0,2022-33,2
PLAZA,POZA RICA,2022,33,2,0,0,0,6,1,2022-33,4
PLAZA,PUEBLA,2022,33,3,4,3,0,12,1,2022-33,4
PLAZA,TUXTLA,2022,33,0,0,1,0,5,0,2022-33,6
PLAZA,VERACRUZ,2022,33,1,0,4,0,7,0,2022-33,4
PLAZA,VILLAHERMOSA,2022,33,1,0,2,0,3,0,2022-33,0
PLAZA,XALAPA,2022,33,0,3,1,0,4,0,2022-33,0
PLAZA,CDMX,2022,34,35,29,38,5,176,9,2022-34,31
PLAZA,TOLUCA,2022,34,0,5,9,0,26,2,2022-34,2
PLAZA,CHIHUAHUA,2022,34,3,0,1,0,6,1,2022-34,2
PLAZA,CIUDAD JUAREZ,2022,34,5,3,0,0,13,1,2022-34,14
PLAZA,CIUDAD OBREGON / NAVOJOA,2022,34,1,1,2,0,7,1,2022-34,0
PLAZA,CIUDAD VICTORIA,2022,34,0,1,1,0,4,0,2022-34,0
PLAZA,CULIACAN,2022,34,1,0,2,0,5,0,2022-34,2
PLAZA,HERMOSILLO,2022,34,1,1,2,0,4,0,2022-34,2
PLAZA,LA LAGUNA,2022,34,0,0,0,0,12,0,2022-34,4
PLAZA,MATAMOROS,2022,34,0,2,1,0,7,0,2022-34,0
PLAZA,MAZATLAN,2022,34,2,0,0,0,6,1,2022-34,6
PLAZA,MEXICALI,2022,34,1,3,0,0,6,0,2022-34,4
PLAZA,MONTERREY,2022,34,4,11,5,1,43,1,2022-34,21
PLAZA,PIEDRAS NEGRAS / MONCLOVA,2022,34,0,1,4,1,8,0,2022-34,0
PLAZA,REYNOSA,2022,34,2,0,2,0,5,0,2022-34,8
PLAZA,SALTILLO,2022,34,3,2,2,1,2,1,2022-34,4
PLAZA,SAN LUIS POTOSI,2022,34,0,2,1,1,12,2,2022-34,9
PLAZA,TAMPICO,2022,34,0,1,0,0,1,0,2022-34,4
PLAZA,TIJUANA,2022,34,0,5,2,0,8,1,2022-34,9
PLAZA,AGUASCALIENTES,2022,34,2,0,5,0,0,0,2022-34,2
PLAZA,CELAYA,2022,34,4,1,0,0,1,0,2022-34,0
PLAZA,COLIMA / MANZANILLO,2022,34,3,0,0,0,3,0,2022-34,0
PLAZA,GUADALAJARA,2022,34,10,6,9,0,35,3,2022-34,48
PLAZA,GUANAJUATO,2022,34,0,2,0,0,4,0,2022-34,4
PLAZA,IRAPUATO,2022,34,0,0,3,0,5,1,2022-34,8
PLAZA,LEON,2022,34,3,2,8,1,8,1,2022-34,7
PLAZA,MORELIA,2022,34,0,0,0,0,2,0,2022-34,0
PLAZA,PUERTO VALLARTA,2022,34,0,0,1,0,3,0,2022-34,14
PLAZA,QUERETARO,2022,34,2,0,0,0,11,2,2022-34,4
PLAZA,ACAPULCO,2022,34,0,0,0,0,4,0,2022-34,0
PLAZA,CANCUN,2022,34,0,0,4,0,14,0,2022-34,1
PLAZA,COATZA / MINA,2022,34,0,0,0,0,6,0,2022-34,0
PLAZA,CORDOBA / ORIZABA,2022,34,1,2,1,0,4,0,2022-34,0
PLAZA,CUERNAVACA,2022,34,3,1,1,1,6,0,2022-34,0
PLAZA,MERIDA,2022,34,2,0,1,0,15,1,2022-34,2
PLAZA,PACHUCA,2022,34,0,4,2,0,2,0,2022-34,0
PLAZA,POZA RICA,2022,34,0,1,1,1,5,0,2022-34,0
PLAZA,PUEBLA,2022,34,5,3,1,0,17,0,2022-34,1
PLAZA,TUXTLA,2022,34,0,0,0,0,5,0,2022-34,2
PLAZA,VERACRUZ,2022,34,1,0,4,0,8,1,2022-34,2
PLAZA,VILLAHERMOSA,2022,34,0,0,1,0,5,0,2022-34,0
PLAZA,XALAPA,2022,34,2,0,0,0,5,0,2022-34,0
PLAZA,CDMX,2022,35,21,27,44,6,185,11,2022-35,33
PLAZA,TOLUCA,2022,35,1,2,6,0,29,1,2022-35,5
PLAZA,CHIHUAHUA,2022,35,0,1,1,0,8,0,2022-35,4
PLAZA,CIUDAD JUAREZ,2022,35,5,0,3,0,15,3,2022-35,14
PLAZA,CIUDAD OBREGON / NAVOJOA,2022,35,2,0,0,1,7,0,2022-35,2
PLAZA,CIUDAD VICTORIA,2022,35,0,1,0,0,7,0,2022-35,0
PLAZA,CULIACAN,2022,35,1,0,2,2,3,0,2022-35,3
PLAZA,HERMOSILLO,2022,35,1,0,3,1,3,0,2022-35,2
PLAZA,LA LAGUNA,2022,35,0,0,1,0,13,0,2022-35,4
PLAZA,MATAMOROS,2022,35,0,0,1,0,10,0,2022-35,0
PLAZA,MAZATLAN,2022,35,1,0,0,0,6,0,2022-35,0
PLAZA,MEXICALI,2022,35,2,3,0,0,6,2,2022-35,4
PLAZA,MONTERREY,2022,35,7,4,4,0,39,2,2022-35,18
PLAZA,PIEDRAS NEGRAS / MONCLOVA,2022,35,0,2,4,0,6,0,2022-35,0
PLAZA,REYNOSA,2022,35,0,0,3,0,6,0,2022-35,0
PLAZA,SALTILLO,2022,35,3,5,0,0,3,1,2022-35,10
PLAZA,SAN LUIS POTOSI,2022,35,1,2,1,0,13,0,2022-35,11
PLAZA,TIJUANA,2022,35,0,3,7,0,14,1,2022-35,12
PLAZA,AGUASCALIENTES,2022,35,1,3,1,1,2,0,2022-35,8
PLAZA,CELAYA,2022,35,6,0,1,0,0,2,2022-35,4
PLAZA,COLIMA / MANZANILLO,2022,35,2,0,1,0,3,0,2022-35,0
PLAZA,GUADALAJARA,2022,35,3,6,9,1,38,1,2022-35,48
PLAZA,GUANAJUATO,2022,35,0,0,0,0,6,0,2022-35,0
PLAZA,IRAPUATO,2022,35,0,0,0,0,8,0,2022-35,0
PLAZA,LEON,2022,35,6,1,8,0,3,1,2022-35,4
PLAZA,MORELIA,2022,35,0,0,0,0,4,0,2022-35,2
PLAZA,PUERTO VALLARTA,2022,35,0,0,1,0,3,0,2022-35,14
PLAZA,QUERETARO,2022,35,1,0,0,0,11,1,2022-35,3
PLAZA,ACAPULCO,2022,35,0,0,0,0,4,0,2022-35,0
PLAZA,CANCUN,2022,35,0,0,2,0,7,0,2022-35,4
