Nivel,NOMBRE,Year,SEMANA_REGISTRO,Calidad,Venta técnico,Productividad,Consumo de materiales,Positiva,Tarjetas,Year_Semana,TarjetasTotales
PLAZA,COATZA / MINA,2022,35,0,0,1,0,5,0,2022-35,0
PLAZA,CORDOBA / ORIZABA,2022,35,0,2,3,0,3,0,2022-35,0
PLAZA,CUERNAVACA,2022,35,2,1,0,0,9,0,2022-35,0
PLAZA,MERIDA,2022,35,0,1,1,0,14,0,2022-35,2
PLAZA,PACHUCA,2022,35,1,1,1,0,5,0,2022-35,4
PLAZA,POZA RICA,2022,35,0,0,0,0,7,0,2022-35,0
PLAZA,PUEBLA,2022,35,4,5,0,1,15,0,2022-35,0
PLAZA,TUXTLA,2022,35,0,0,1,0,5,0,2022-35,2
PLAZA,VERACRUZ,2022,35,0,0,2,2,6,0,2022-35,4
PLAZA,VILLAHERMOSA,2022,35,2,0,1,0,3,0,2022-35,0
PLAZA,XALAPA,2022,35,0,2,1,0,5,0,2022-35,0
PLAZA,CDMX,2022,36,37,23,41,6,171,11,2022-36,37
PLAZA,TOLUCA,2022,36,4,1,5,0,26,0,2022-36,6
PLAZA,CHIHUAHUA,2022,36,0,0,2,0,8,0,2022-36,6
PLAZA,CIUDAD JUAREZ,2022,36,3,1,10,0,11,0,2022-36,13
PLAZA,CIUDAD OBREGON / NAVOJOA,2022,36,2,0,1,0,7,1,2022-36,2
PLAZA,CIUDAD VICTORIA,2022,36,0,0,1,0,7,0,2022-36,2
PLAZA,CULIACAN,2022,36,0,7,0,0,3,0,2022-36,3
PLAZA,HERMOSILLO,2022,36,1,0,1,4,2,0,2022-36,6
PLAZA,LA LAGUNA,2022,36,0,0,2,0,10,0,2022-36,2
PLAZA,MATAMOROS,2022,36,0,0,2,0,10,0,2022-36,0
PLAZA,MAZATLAN,2022,36,1,0,0,0,6,0,2022-36,0
PLAZA,MEXICALI,2022,36,2,0,0,4,4,1,2022-36,4
PLAZA,MONTERREY,2022,36,7,3,2,4,31,4,2022-36,33
PLAZA,PIEDRAS NEGRAS / MONCLOVA,2022,36,4,1,1,0,6,0,2022-36,0
PLAZA,REYNOSA,2022,36,0,0,3,0,6,1,2022-36,4
PLAZA,SALTILLO,2022,36,2,3,2,0,5,1,2022-36,12
PLAZA,SAN LUIS POTOSI,2022,36,3,0,4,0,5,0,2022-36,9
PLAZA,TIJUANA,2022,36,1,7,4,1,8,0,2022-36,8
PLAZA,AGUASCALIENTES,2022,36,2,0,1,0,3,0,2022-36,8
PLAZA,CELAYA,2022,36,4,1,0,0,1,1,2022-36,2
PLAZA,COLIMA / MANZANILLO,2022,36,2,0,0,0,4,0,2022-36,0
PLAZA,GUADALAJARA,2022,36,3,5,6,0,38,2,2022-36,46
PLAZA,GUANAJUATO,2022,36,0,0,0,0,6,0,2022-36,0
PLAZA,IRAPUATO,2022,36,0,1,0,0,5,0,2022-36,2
PLAZA,LEON,2022,36,2,2,5,0,7,1,2022-36,5
PLAZA,MORELIA,2022,36,0,0,0,2,2,0,2022-36,0
PLAZA,PUERTO VALLARTA,2022,36,0,0,0,0,6,0,2022-36,2
PLAZA,QUERETARO,2022,36,2,0,0,0,8,1,2022-36,3
PLAZA,ACAPULCO,2022,36,0,0,0,0,4,0,2022-36,0
PLAZA,CANCUN,2022,36,0,0,2,0,15,0,2022-36,1
PLAZA,COATZA / MINA,2022,36,0,0,2,0,4,0,2022-36,0
PLAZA,CORDOBA / ORIZABA,2022,36,1,3,3,0,1,0,2022-36,0
PLAZA,CUERNAVACA,2022,36,2,0,0,2,9,1,2022-36,1
PLAZA,MERIDA,2022,36,1,0,1,0,14,0,2022-36,1
PLAZA,PACHUCA,2022,36,0,2,0,0,6,0,2022-36,0
PLAZA,POZA RICA,2022,36,2,0,0,0,6,0,2022-36,0
PLAZA,PUEBLA,2022,36,5,5,0,0,14,0,2022-36,1
PLAZA,TUXTLA,2022,36,1,0,0,0,5,0,2022-36,4
PLAZA,VERACRUZ,2022,36,0,0,3,0,8,0,2022-36,0
PLAZA,VILLAHERMOSA,2022,36,0,0,1,1,4,0,2022-36,2
PLAZA,XALAPA,2022,36,1,1,0,0,6,0,2022-36,0
PLAZA,CDMX,2022,37,24,29,33,3,187,3,2022-37,22
PLAZA,TOLUCA,2022,37,1,2,6,0,27,2,2022-37,3
PLAZA,CHIHUAHUA,2022,37,0,0,1,0,9,1,2022-37,4
PLAZA,CIUDAD JUAREZ,2022,37,2,4,1,0,15,1,2022-37,7
PLAZA,CIUDAD OBREGON / NAVOJOA,2022,37,2,0,0,2,4,0,2022-37,0
PLAZA,CIUDAD VICTORIA,2022,37,0,1,1,0,6,0,2022-37,2
PLAZA,CULIACAN,2022,37,1,1,0,0,5,1,2022-37,6
PLAZA,HERMOSILLO,2022,37,1,1,1,1,4,0,2022-37,0
PLAZA,LA LAGUNA,2022,37,3,0,0,0,7,0,2022-37,4
PLAZA,MATAMOROS,2022,37,1,0,1,0,9,0,2022-37,0
PLAZA,MAZATLAN,2022,37,2,0,0,0,5,0,2022-37,0
PLAZA,MEXICALI,2022,37,0,1,0,0,5,0,2022-37,0
PLAZA,MONTERREY,2022,37,12,4,3,2,27,4,2022-37,29
PLAZA,PIEDRAS NEGRAS / MONCLOVA,2022,37,0,1,4,0,9,0,2022-37,0
PLAZA,REYNOSA,2022,37,0,0,0,2,8,0,2022-37,0
PLAZA,SALTILLO,2022,37,3,3,3,0,3,0,2022-37,10
PLAZA,SAN LUIS POTOSI,2022,37,4,0,0,2,6,1,2022-37,12
PLAZA,TIJUANA,2022,37,0,4,9,0,8,2,2022-37,6
PLAZA,AGUASCALIENTES,2022,37,1,2,1,0,0,0,2022-37,4
PLAZA,CELAYA,2022,37,6,0,0,0,1,2,2022-37,4
PLAZA,COLIMA / MANZANILLO,2022,37,1,0,1,0,2,0,2022-37,0
PLAZA,GUADALAJARA,2022,37,2,5,2,2,40,5,2022-37,43
PLAZA,GUANAJUATO,2022,37,0,0,0,0,6,1,2022-37,2
PLAZA,IRAPUATO,2022,37,0,0,0,0,4,0,2022-37,6
PLAZA,LEON,2022,37,2,2,5,0,7,0,2022-37,4
PLAZA,MORELIA,2022,37,0,0,0,1,3,0,2022-37,0
PLAZA,PUERTO VALLARTA,2022,37,0,0,0,0,4,0,2022-37,4
PLAZA,QUERETARO,2022,37,1,1,0,0,10,0,2022-37,0
PLAZA,ACAPULCO,2022,37,0,0,0,0,4,0,2022-37,0
PLAZA,CANCUN,2022,37,1,0,2,2,11,1,2022-37,1
PLAZA,COATZA / MINA,2022,37,1,0,1,0,4,0,2022-37,0
PLAZA,CORDOBA / ORIZABA,2022,37,2,3,0,0,3,0,2022-37,2
PLAZA,CUERNAVACA,2022,37,0,0,2,0,11,0,2022-37,0
PLAZA,MERIDA,2022,37,2,1,0,0,13,0,2022-37,0
PLAZA,PACHUCA,2022,37,0,2,2,0,4,0,2022-37,0
PLAZA,POZA RICA,2022,37,1,0,0,0,7,0,2022-37,0
PLAZA,PUEBLA,2022,37,6,3,1,1,12,1,2022-37,2
PLAZA,TUXTLA,2022,37,0,0,0,0,6,0,2022-37,2
PLAZA,VERACRUZ,2022,37,0,0,2,1,7,1,2022-37,2
PLAZA,VILLAHERMOSA,2022,37,0,0,3,0,3,0,2022-37,0
PLAZA,XALAPA,2022,37,0,0,1,0,7,0,2022-37,0
PLAZA,CDMX,2022,38,24,33,41,4,172,4,2022-38,19
PLAZA,TOLUCA,2022,38,0,1,4,1,26,1,2022-38,5
PLAZA,CHIHUAHUA,2022,38,2,1,0,0,7,0,2022-38,3
PLAZA,CIUDAD JUAREZ,2022,38,0,3,6,1,18,2,2022-38,9
PLAZA,CIUDAD OBREGON / NAVOJOA,2022,38,3,0,0,0,7,1,2022-38,2
PLAZA,CIUDAD VICTORIA,2022,38,0,2,0,0,6,1,2022-38,2
PLAZA,CULIACAN,2022,38,1,2,0,1,5,0,2022-38,0
PLAZA,HERMOSILLO,2022,38,1,1,1,0,3,0,2022-38,2
PLAZA,LA LAGUNA,2022,38,1,0,0,0,11,0,2022-38,7
PLAZA,MATAMOROS,2022,38,0,4,1,0,7,0,2022-38,0
PLAZA,MAZATLAN,2022,38,1,0,0,0,6,0,2022-38,0
PLAZA,MEXICALI,2022,38,0,2,1,0,5,1,2022-38,2
PLAZA,MONTERREY,2022,38,9,1,3,1,33,2,2022-38,21
PLAZA,PIEDRAS NEGRAS / MONCLOVA,2022,38,1,2,3,0,8,0,2022-38,0
PLAZA,REYNOSA,2022,38,1,0,2,0,7,2,2022-38,6
PLAZA,SALTILLO,2022,38,3,3,0,0,4,0,2022-38,2
PLAZA,SAN LUIS POTOSI,2022,38,7,0,1,1,9,2,2022-38,8
PLAZA,TIJUANA,2022,38,0,6,9,0,8,1,2022-38,7
PLAZA,AGUASCALIENTES,2022,38,0,2,1,0,1,0,2022-38,2
PLAZA,CELAYA,2022,38,3,2,1,0,2,0,2022-38,0
PLAZA,COLIMA / MANZANILLO,2022,38,2,2,0,0,2,0,2022-38,0
PLAZA,GUADALAJARA,2022,38,3,8,5,0,37,3,2022-38,31
PLAZA,GUANAJUATO,2022,38,0,0,1,0,5,0,2022-38,2
PLAZA,IRAPUATO,2022,38,0,0,1,0,7,0,2022-38,4
PLAZA,LEON,2022,38,3,5,5,0,5,1,2022-38,6
PLAZA,MORELIA,2022,38,0,0,0,0,4,0,2022-38,0
PLAZA,PUERTO VALLARTA,2022,38,0,0,1,0,3,0,2022-38,8
PLAZA,QUERETARO,2022,38,1,0,1,0,6,1,2022-38,1
PLAZA,ACAPULCO,2022,38,0,0,2,0,2,0,2022-38,0
PLAZA,CANCUN,2022,38,2,1,3,0,11,0,2022-38,3
PLAZA,COATZA / MINA,2022,38,1,0,3,0,4,2,2022-38,4
PLAZA,CORDOBA / ORIZABA,2022,38,0,2,2,0,4,0,2022-38,0
PLAZA,CUERNAVACA,2022,38,3,1,1,1,7,0,2022-38,0
PLAZA,MERIDA,2022,38,0,0,0,0,16,0,2022-38,0
PLAZA,PACHUCA,2022,38,0,3,1,1,3,0,2022-38,0
PLAZA,POZA RICA,2022,38,2,0,1,0,5,0,2022-38,0
PLAZA,PUEBLA,2022,38,6,4,0,2,10,0,2022-38,0
PLAZA,TUXTLA,2022,38,0,0,1,0,7,0,2022-38,0
PLAZA,VERACRUZ,2022,38,1,0,3,0,6,0,2022-38,0
PLAZA,VILLAHERMOSA,2022,38,0,1,1,0,7,0,2022-38,0
PLAZA,XALAPA,2022,38,0,3,0,0,5,0,2022-38,0
PLAZA,CDMX,2022,39,20,28,43,10,171,3,2022-39,18
PLAZA,TOLUCA,2022,39,1,3,5,0,25,1,2022-39,6
PLAZA,CHIHUAHUA,2022,39,1,0,0,2,7,1,2022-39,4
PLAZA,CIUDAD JUAREZ,2022,39,2,2,4,0,15,1,2022-39,9
PLAZA,CIUDAD OBREGON / NAVOJOA,2022,39,0,0,0,0,6,0,2022-39,2
PLAZA,CIUDAD VICTORIA,2022,39,0,2,0,0,6,0,2022-39,0
PLAZA,CULIACAN,2022,39,0,0,0,0,8,1,2022-39,4
PLAZA,HERMOSILLO,2022,39,0,2,2,0,2,0,2022-39,0
PLAZA,LA LAGUNA,2022,39,0,1,0,0,10,0,2022-39,1
PLAZA,MATAMOROS,2022,39,0,4,0,0,8,0,2022-39,0
PLAZA,MAZATLAN,2022,39,1,0,0,0,6,0,2022-39,0
PLAZA,MEXICALI,2022,39,0,0,0,0,6,1,2022-39,4
PLAZA,MONTERREY,2022,39,1,5,2,5,39,1,2022-39,15
PLAZA,PIEDRAS NEGRAS / MONCLOVA,2022,39,0,2,3,0,7,0,2022-39,0
PLAZA,REYNOSA,2022,39,1,0,3,0,6,1,2022-39,2
PLAZA,SALTILLO,2022,39,4,2,2,1,4,0,2022-39,8
PLAZA,SAN LUIS POTOSI,2022,39,4,1,2,0,6,2,2022-39,5
PLAZA,TAMPICO,2022,39,0,1,0,0,0,0,2022-39,4
PLAZA,TIJUANA,2022,39,1,7,5,0,12,1,2022-39,8
PLAZA,AGUASCALIENTES,2022,39,1,5,1,0,1,0,2022-39,2
PLAZA,CELAYA,2022,39,4,0,0,0,2,0,2022-39,0
PLAZA,COLIMA / MANZANILLO,2022,39,0,1,2,0,1,0,2022-39,0
PLAZA,GUADALAJARA,2022,39,5,7,5,0,44,2,2022-39,35
PLAZA,GUANAJUATO,2022,39,1,0,0,0,5,0,2022-39,0
PLAZA,IRAPUATO,2022,39,0,0,2,0,6,0,2022-39,0
PLAZA,LEON,2022,39,3,4,5,1,6,2,2022-39,8
PLAZA,MORELIA,2022,39,0,0,0,0,4,0,2022-39,0
PLAZA,PUERTO VALLARTA,2022,39,0,0,0,0,4,0,2022-39,6
PLAZA,QUERETARO,2022,39,2,0,0,0,6,1,2022-39,3
PLAZA,ACAPULCO,2022,39,0,0,1,0,3,0,2022-39,0
PLAZA,CANCUN,2022,39,0,1,0,0,13,0,2022-39,1
PLAZA,COATZA / MINA,2022,39,0,0,3,0,6,0,2022-39,0
PLAZA,CORDOBA / ORIZABA,2022,39,0,4,0,1,3,0,2022-39,2
PLAZA,CUERNAVACA,2022,39,1,0,2,0,10,0,2022-39,0
PLAZA,MERIDA,2022,39,1,1,0,0,16,0,2022-39,0
PLAZA,PACHUCA,2022,39,1,1,0,0,6,0,2022-39,2
PLAZA,POZA RICA,2022,39,2,0,0,0,6,0,2022-39,0
PLAZA,PUEBLA,2022,39,5,5,1,1,10,1,2022-39,4
PLAZA,TUXTLA,2022,39,0,1,1,0,6,0,2022-39,0
PLAZA,VERACRUZ,2022,39,1,0,3,0,6,1,2022-39,4
PLAZA,VILLAHERMOSA,2022,39,2,0,1,0,5,0,2022-39,0
PLAZA,XALAPA,2022,39,0,3,0,0,5,0,2022-39,0
PLAZA,CDMX,2022,40,26,29,47,3,175,4,2022-40,22
PLAZA,TOLUCA,2022,40,2,5,5,0,22,0,2022-40,4
PLAZA,CHIHUAHUA,2022,40,1,0,0,1,7,1,2022-40,4
PLAZA,CIUDAD JUAREZ,2022,40,0,2,7,0,18,0,2022-40,5
PLAZA,CIUDAD OBREGON / NAVOJOA,2022,40,0,0,0,0,8,0,2022-40,2
PLAZA,CIUDAD VICTORIA,2022,40,0,0,0,0,8,0,2022-40,0
PLAZA,CULIACAN,2022,40,2,3,0,0,5,0,2022-40,0
PLAZA,HERMOSILLO,2022,40,0,3,1,0,4,0,2022-40,2
PLAZA,LA LAGUNA,2022,40,1,1,0,0,11,0,2022-40,0
PLAZA,MATAMOROS,2022,40,0,2,0,0,11,1,2022-40,0
PLAZA,MAZATLAN,2022,40,3,0,0,0,5,1,2022-40,0
PLAZA,MEXICALI,2022,40,1,3,2,0,4,0,2022-40,4
PLAZA,MONTERREY,2022,40,4,5,5,3,38,1,2022-40,7
PLAZA,PIEDRAS NEGRAS / MONCLOVA,2022,40,1,1,2,0,8,0,2022-40,0
PLAZA,REYNOSA,2022,40,2,0,2,0,8,1,2022-40,4
PLAZA,SALTILLO,2022,40,2,2,4,0,4,0,2022-40,6
PLAZA,SAN LUIS POTOSI,2022,40,3,2,1,0,10,0,2022-40,6
PLAZA,TIJUANA,2022,40,2,7,4,0,10,1,2022-40,5
PLAZA,AGUASCALIENTES,2022,40,1,3,3,0,1,0,2022-40,0
PLAZA,CELAYA,2022,40,6,0,1,0,0,0,2022-40,0
PLAZA,COLIMA / MANZANILLO,2022,40,1,0,2,0,3,1,2022-40,2
PLAZA,GUADALAJARA,2022,40,6,10,5,0,41,2,2022-40,26
PLAZA,GUANAJUATO,2022,40,0,0,0,0,6,0,2022-40,0
PLAZA,IRAPUATO,2022,40,0,0,0,0,8,0,2022-40,2
PLAZA,LEON,2022,40,4,2,9,0,6,0,2022-40,3
PLAZA,MORELIA,2022,40,0,0,0,0,4,0,2022-40,0
PLAZA,PUERTO VALLARTA,2022,40,0,0,0,0,6,0,2022-40,2
PLAZA,QUERETARO,2022,40,1,0,0,1,8,0,2022-40,1
PLAZA,ACAPULCO,2022,40,0,1,3,0,2,0,2022-40,0
PLAZA,CANCUN,2022,40,1,1,3,0,11,2,2022-40,2
PLAZA,COATZA / MINA,2022,40,0,1,2,0,5,1,2022-40,2
PLAZA,CORDOBA / ORIZABA,2022,40,0,3,3,0,2,0,2022-40,2
PLAZA,CUERNAVACA,2022,40,1,2,2,0,9,0,2022-40,1
PLAZA,MERIDA,2022,40,0,1,5,0,13,0,2022-40,3
PLAZA,PACHUCA,2022,40,0,4,3,0,1,0,2022-40,2
PLAZA,POZA RICA,2022,40,1,0,0,0,7,0,2022-40,2
PLAZA,PUEBLA,2022,40,7,6,0,1,11,1,2022-40,2
PLAZA,TUXTLA,2022,40,0,0,0,0,6,0,2022-40,2
PLAZA,VERACRUZ,2022,40,0,0,3,0,7,1,2022-40,6
PLAZA,VILLAHERMOSA,2022,40,0,0,1,0,7,0,2022-40,0
PLAZA,XALAPA,2022,40,0,1,2,1,4,0,2022-40,0
DISTRITO,AEROPUERTO,2022,19,1,2,0,1,5,0,2022-19,0
DISTRITO,ARAGON,2022,19,6,4,2,0,6,0,2022-19,1
DISTRITO,AZCAPOTZALCO,2022,19,1,0,2,0,8,0,2022-19,1
DISTRITO,CHALCO,2022,19,4,3,2,0,2,0,2022-19,0
DISTRITO,COACALCO,2022,19,1,0,3,0,12,0,2022-19,0
DISTRITO,CONSTITUCION,2022,19,1,5,0,0,5,0,2022-19,5
DISTRITO,ECATEPEC,2022,19,2,2,1,0,13,1,2022-19,0
DISTRITO,HUEHUETOCA,2022,19,0,1,5,0,1,0,2022-19,0
DISTRITO,IZTAPALAPA,2022,19,0,0,3,0,10,0,2022-19,0
DISTRITO,LAS AGUILAS,2022,19,0,0,0,0,3,0,2022-19,0
DISTRITO,LOS REYES,2022,19,0,0,1,0,2,0,2022-19,0
DISTRITO,NAUCALPAN,2022,19,0,5,1,0,8,0,2022-19,0
DISTRITO,NEZA 1,2022,19,3,0,2,0,7,0,2022-19,0
DISTRITO,NICOLAS ROMERO,2022,19,0,8,3,0,2,0,2022-19,0
DISTRITO,OJO DE AGUA,2022,19,1,0,0,0,7,0,2022-19,0
DISTRITO,PEDREGAL,2022,19,0,0,0,0,7,0,2022-19,0
DISTRITO,POLANCO,2022,19,0,0,0,0,4,0,2022-19,0
DISTRITO,PORTALES,2022,19,2,0,1,0,9,0,2022-19,1
DISTRITO,SANTA FE,2022,19,0,0,1,0,13,0,2022-19,0
DISTRITO,SATELITE,2022,19,0,0,2,0,3,0,2022-19,4
DISTRITO,TECAMAC,2022,19,1,0,1,0,9,0,2022-19,0
DISTRITO,TEXCOCO,2022,19,1,0,0,0,0,0,2022-19,1
DISTRITO,TLALPAN,2022,19,0,0,1,0,8,0,2022-19,2
DISTRITO,TULTEPEC,2022,19,0,1,1,0,16,0,2022-19,1
DISTRITO,TULTITLAN,2022,19,1,0,3,0,6,0,2022-19,4
DISTRITO,XOCHIMILCO,2022,19,1,2,6,0,3,0,2022-19,1
DISTRITO,TOL LERMA SAN MATEO,2022,19,1,2,2,0,3,0,2022-19,1
DISTRITO,TOL METEPEC,2022,19,0,0,2,0,3,0,2022-19,0
DISTRITO,TOL SAN CARLOS,2022,19,0,0,3,1,1,0,2022-19,0
DISTRITO,CHIHUAHUA CUMBRES,2022,19,0,0,0,0,2,0,2022-19,0
DISTRITO,CHIHUAHUA DEL RELIZ,2022,19,0,1,1,0,1,0,2022-19,1
DISTRITO,JUAREZ NORTE,2022,19,0,0,1,0,0,0,2022-19,15
DISTRITO,JUAREZ SUR,2022,19,0,1,2,1,14,0,2022-19,2
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,19,2,1,4,1,6,0,2022-19,0
DISTRITO,CIUDAD VICTORIA,2022,19,0,0,0,0,1,0,2022-19,0
DISTRITO,CULIACAN,2022,19,2,0,1,1,5,0,2022-19,0
DISTRITO,LA LAGUNA GOMEZ,2022,19,0,1,3,0,5,0,2022-19,2
DISTRITO,LA LAGUNA TORREON,2022,19,0,2,0,0,7,0,2022-19,0
DISTRITO,MATAMOROS,2022,19,2,6,3,0,6,0,2022-19,0
DISTRITO,MAZATLAN,2022,19,0,0,0,0,4,0,2022-19,0
DISTRITO,MTY CARRETERA NACIONAL,2022,19,2,1,3,0,1,0,2022-19,2
DISTRITO,MTY GARCIA,2022,19,1,0,1,0,0,0,2022-19,1
DISTRITO,PIEDRAS NEGRAS / MONCLOVA,2022,19,2,0,0,0,1,0,2022-19,0
DISTRITO,REYNOSA,2022,19,0,0,0,0,1,0,2022-19,8
DISTRITO,SALTILLO,2022,19,3,4,6,0,7,0,2022-19,2
DISTRITO,SAN LUIS POTOSI ORIENTE,2022,19,2,1,1,0,0,0,2022-19,4
DISTRITO,SAN LUIS POTOSI PONIENTE,2022,19,0,0,0,1,2,0,2022-19,1
DISTRITO,TAMPICO,2022,19,0,0,1,0,1,0,2022-19,0
DISTRITO,TIJ RIO,2022,19,0,0,1,0,1,0,2022-19,4
DISTRITO,TIJ TECATE,2022,19,0,0,3,0,4,1,2022-19,3
DISTRITO,AGUASCALIENTES,2022,19,0,1,0,0,1,0,2022-19,0
DISTRITO,COLIMA / MANZANILLO,2022,19,0,0,0,0,1,0,2022-19,0
DISTRITO,GDL BARRANCA,2022,19,0,0,1,0,1,0,2022-19,1
DISTRITO,GDL CHAPULTEPEC,2022,19,0,7,1,0,3,1,2022-19,3
DISTRITO,GDL EL TAPATIO,2022,19,1,0,0,0,0,0,2022-19,1
DISTRITO,GDL ESTADIO,2022,19,0,2,2,0,6,0,2022-19,0
DISTRITO,GDL LA PRIMAVERA,2022,19,0,0,0,0,5,0,2022-19,1
DISTRITO,GDL LAZARO CARDENAS,2022,19,0,2,1,0,4,0,2022-19,6
DISTRITO,GDL LOPEZ MATEOS,2022,19,0,0,1,0,8,0,2022-19,1
DISTRITO,GUANAJUATO,2022,19,0,0,0,0,1,0,2022-19,0
DISTRITO,IRAPUATO,2022,19,0,0,2,0,4,0,2022-19,0
DISTRITO,CERRO GORDO,2022,19,2,0,4,0,2,2,2022-19,3
DISTRITO,DELTA,2022,19,2,0,3,0,3,1,2022-19,1
DISTRITO,MORELIA,2022,19,1,0,0,0,2,0,2022-19,0
DISTRITO,PUERTO VALLARTA,2022,19,0,0,0,0,3,0,2022-19,0
DISTRITO,QUERETARO SANTIAGO,2022,19,0,1,0,0,0,0,2022-19,0
DISTRITO,ACAPULCO,2022,19,0,0,0,0,3,0,2022-19,0
DISTRITO,CANCUN,2022,19,0,4,3,0,12,0,2022-19,1
DISTRITO,COATZA / MINA,2022,19,3,0,0,0,1,1,2022-19,0
DISTRITO,CORDOBA / ORIZABA,2022,19,1,6,1,2,2,0,2022-19,0
DISTRITO,CUERNAVACA BUGAMBILIAS,2022,19,5,1,0,0,3,0,2022-19,0
DISTRITO,CUERNAVACA DE CORTEZ,2022,19,2,1,0,0,4,0,2022-19,0
DISTRITO,MERIDA NORTE,2022,19,1,1,1,0,6,0,2022-19,2
DISTRITO,MERIDA SUR,2022,19,0,2,0,0,1,0,2022-19,1
DISTRITO,PACHUCA,2022,19,6,1,1,0,4,1,2022-19,0
DISTRITO,POZA RICA,2022,19,2,0,1,0,3,0,2022-19,0
DISTRITO,PUE ANGELOPOLIS,2022,19,3,4,0,0,9,0,2022-19,0
DISTRITO,PUE LA NORIA,2022,19,1,0,0,0,8,0,2022-19,3
DISTRITO,PUE LORETO,2022,19,4,2,0,0,3,1,2022-19,0
DISTRITO,TUXTLA,2022,19,0,0,1,0,7,0,2022-19,0
DISTRITO,VERACRUZ,2022,19,8,0,4,0,6,0,2022-19,0
DISTRITO,VILLAHERMOSA,2022,19,2,0,1,1,5,0,2022-19,0
DISTRITO,XALAPA,2022,19,0,1,2,1,8,1,2022-19,0
DISTRITO,AEROPUERTO,2022,20,1,5,0,0,4,0,2022-20,2
DISTRITO,ARAGON,2022,20,2,3,3,0,10,0,2022-20,2
DISTRITO,AZCAPOTZALCO,2022,20,0,4,2,0,10,0,2022-20,3
DISTRITO,CENTRO HISTORICO,2022,20,0,0,0,0,1,0,2022-20,0
DISTRITO,CHALCO,2022,20,0,6,4,0,5,0,2022-20,0
DISTRITO,COACALCO,2022,20,1,0,5,0,10,0,2022-20,2
DISTRITO,CONDESA,2022,20,1,0,0,0,0,1,2022-20,0
DISTRITO,CONSTITUCION,2022,20,6,7,1,0,4,5,2022-20,1
DISTRITO,ECATEPEC,2022,20,1,6,5,0,9,0,2022-20,0
DISTRITO,GUADALUPE TEPEYAC,2022,20,4,2,1,0,2,2,2022-20,2
DISTRITO,HUEHUETOCA,2022,20,3,1,3,1,2,0,2022-20,0
DISTRITO,IZTAPALAPA,2022,20,1,4,0,0,4,0,2022-20,0
DISTRITO,LAS AGUILAS,2022,20,0,0,1,0,5,0,2022-20,0
DISTRITO,LOS REYES,2022,20,4,1,2,0,2,0,2022-20,0
DISTRITO,NAUCALPAN,2022,20,3,2,2,0,5,0,2022-20,0
DISTRITO,NEZA 1,2022,20,3,3,1,1,4,0,2022-20,0
DISTRITO,NEZA 2,2022,20,7,0,0,0,4,0,2022-20,0
DISTRITO,NICOLAS ROMERO,2022,20,1,7,1,0,3,0,2022-20,2
DISTRITO,OJO DE AGUA,2022,20,0,1,1,0,6,0,2022-20,0
DISTRITO,PEDREGAL,2022,20,0,1,0,0,5,0,2022-20,1
DISTRITO,POLANCO,2022,20,1,0,4,0,4,0,2022-20,2
DISTRITO,PORTALES,2022,20,1,0,2,0,8,0,2022-20,3
DISTRITO,SANTA FE,2022,20,2,0,1,0,8,0,2022-20,0
DISTRITO,SATELITE,2022,20,2,0,2,0,5,1,2022-20,2
DISTRITO,TECAMAC,2022,20,0,1,2,0,7,0,2022-20,0
DISTRITO,TEXCOCO,2022,20,2,0,0,0,7,0,2022-20,0
DISTRITO,TLALNEPANTLA,2022,20,0,0,0,0,3,0,2022-20,0
DISTRITO,TLALPAN,2022,20,3,0,0,0,15,1,2022-20,1
DISTRITO,TULTEPEC,2022,20,1,1,5,0,8,0,2022-20,3
DISTRITO,TULTITLAN,2022,20,3,5,1,0,4,1,2022-20,4
DISTRITO,XOCHIMILCO,2022,20,2,3,2,0,0,0,2022-20,0
DISTRITO,TOL LERMA SAN MATEO,2022,20,1,3,2,0,10,0,2022-20,2
DISTRITO,TOL METEPEC,2022,20,2,0,1,0,5,0,2022-20,0
DISTRITO,TOL SAN CARLOS,2022,20,1,0,0,0,3,0,2022-20,1
DISTRITO,CHIHUAHUA CUMBRES,2022,20,0,0,0,0,2,0,2022-20,0
DISTRITO,JUAREZ NORTE,2022,20,0,0,1,0,1,1,2022-20,7
DISTRITO,JUAREZ SUR,2022,20,0,0,0,0,3,0,2022-20,0
DISTRITO,CIUDAD OBREGON / NAVOJOA,2022,20,3,0,1,0,4,0,2022-20,0
DISTRITO,CIUDAD VICTORIA,2022,20,2,0,0,0,0,0,2022-20,0
DISTRITO,CULIACAN,2022,20,2,0,1,0,3,0,2022-20,0
DISTRITO,LA LAGUNA GOMEZ,2022,20,3,2,0,0,4,0,2022-20,0
DISTRITO,LA LAGUNA TORREON,2022,20,0,0,0,0,9,0,2022-20,0
DISTRITO,MATAMOROS,2022,20,3,5,4,0,4,0,2022-20,0
DISTRITO,MAZATLAN,2022,20,0,0,0,0,4,0,2022-20,0
DISTRITO,MTY AEROPUERTO,2022,20,1,0,0,0,0,0,2022-20,0
DISTRITO,MTY CARRETERA NACIONAL,2022,20,0,2,3,0,2,1,2022-20,1
DISTRITO,MTY CERRO DE LA SILLA,2022,20,4,2,2,0,2,1,2022-20,0
DISTRITO,MTY GARCIA,2022,20,0,1,1,0,0,0,2022-20,2
DISTRITO,MTY MITRAS,2022,20,0,0,1,0,4,0,2022-20,2
