DIRECCION,REGION,DISTRITO,MES,SEMANA,Sop_Ingresados,Soportes Atendidos -6h,Soportes Atendidos -4h,Soportes Atendidos -2h,año ok,Año
CENTRO,CDMX ORIENTE,LOS REYES,mar,12,211,199,184,104,2022,2022
CENTRO,CDMX ORIENTE,NEZA 1,mar,12,333,283,264,157,2022,2022
CENTRO,CDMX ORIENTE,NEZA 2,mar,12,304,278,260,141,2022,2022
CENTRO,CDMX PONIENTE CONDESA,CENTRO HISTORICO,mar,12,152,115,87,43,2022,2022
CENTRO,CDMX PONIENTE CONDESA,NUEVA CONDESA,mar,12,457,360,293,142,2022,2022
CENTRO,CDMX PONIENTE CONDESA,POLANCO,mar,12,159,119,88,35,2022,2022
CENTRO,CDMX PONIENTE CONDESA,PORTALES,mar,12,417,361,326,191,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,LAS AGUILAS,mar,12,183,162,141,57,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,PEDREGAL,mar,12,280,255,216,98,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,SANTA FE,mar,12,239,193,167,78,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,TLALPAN,mar,12,279,230,186,79,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,XOCHIMILCO,mar,12,350,300,255,133,2022,2022
CENTRO,TOLUCA,TOL LERMA SAN MATEO,mar,12,503,452,407,222,2022,2022
CENTRO,TOLUCA,TOL METEPEC,mar,12,221,178,153,93,2022,2022
CENTRO,TOLUCA,TOL SAN CARLOS,mar,12,548,441,374,196,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY AEROPUERTO,mar,12,122,91,72,30,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY CARRETERA NACIONAL,mar,12,216,142,99,37,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY CERRO DE LA SILLA,mar,12,274,244,225,154,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY GARCIA,mar,12,266,235,214,133,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY MITRAS,mar,12,363,285,226,92,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY SANTA LUCIA,mar,12,448,374,320,141,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY SENDERO DIVISORIO,mar,12,344,251,205,104,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY SIERRA MADRE,mar,12,263,194,157,63,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,SAN LUIS POTOSI ORIENTE,mar,12,520,454,391,186,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,SAN LUIS POTOSI PONIENTE,mar,12,471,419,375,211,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,LA LAGUNA GOMEZ,mar,12,208,193,181,111,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,LA LAGUNA TORREON,mar,12,173,154,143,83,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,REYNOSA,mar,12,88,76,71,43,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,SALTILLO,mar,12,380,347,327,208,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,TAMPICO,mar,12,137,117,107,69,2022,2022
NORTE-NORESTE,NORTE,CIUDAD OBREGON / NAVOJOA,mar,12,48,42,35,18,2022,2022
NORTE-NORESTE,NORTE,HERMOSILLO,mar,12,220,201,183,102,2022,2022
NORTE-NORESTE,NORTE,MEXICALI,mar,12,259,238,222,158,2022,2022
NORTE-NORESTE,NORTE,TIJ FRONTERA,mar,12,543,306,217,84,2022,2022
NORTE-NORESTE,NORTE,TIJ PLAYAS,mar,12,274,209,176,84,2022,2022
NORTE-NORESTE,NORTE,TIJ RIO,mar,12,564,367,280,126,2022,2022
NORTE-NORESTE,NORTE,TIJ TECATE,mar,12,687,382,256,97,2022,2022
NORTE-NORESTE,PACIFICO,CHIHUAHUA CUMBRES,mar,12,184,167,156,116,2022,2022
NORTE-NORESTE,PACIFICO,CHIHUAHUA DEL RELIZ,mar,12,238,220,212,156,2022,2022
NORTE-NORESTE,PACIFICO,CULIACAN,mar,12,195,188,179,123,2022,2022
NORTE-NORESTE,PACIFICO,JUAREZ NORTE,mar,12,1052,305,232,120,2022,2022
NORTE-NORESTE,PACIFICO,JUAREZ SUR,mar,12,833,700,636,406,2022,2022
NORTE-NORESTE,PACIFICO,LOS MOCHIS,mar,12,81,80,80,58,2022,2022
NORTE-NORESTE,PACIFICO,MAZATLAN,mar,12,147,117,98,58,2022,2022
OCCIDENTE-BAJIO,BAJIO,CELAYA,mar,12,111,97,79,38,2022,2022
OCCIDENTE-BAJIO,BAJIO,CERRO GORDO,mar,12,361,335,282,170,2022,2022
OCCIDENTE-BAJIO,BAJIO,DELTA,mar,12,514,428,354,161,2022,2022
OCCIDENTE-BAJIO,BAJIO,GUANAJUATO,mar,12,130,118,106,63,2022,2022
OCCIDENTE-BAJIO,BAJIO,IRAPUATO,mar,12,265,243,224,134,2022,2022
OCCIDENTE-BAJIO,BAJIO,QUERETARO CORREGIDORA,mar,12,119,103,86,37,2022,2022
OCCIDENTE-BAJIO,BAJIO,QUERETARO SANTIAGO,mar,12,145,125,103,56,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,COLIMA / MANZANILLO,mar,12,16,15,13,5,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,GDL EL TAPATIO,mar,12,219,167,134,53,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,GDL LA PRIMAVERA,mar,12,564,439,381,168,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,GDL LOPEZ MATEOS,mar,12,954,481,334,110,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,PUERTO VALLARTA,mar,12,172,135,112,62,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,TEPIC,mar,12,26,22,20,12,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,AGUASCALIENTES,mar,12,357,310,277,167,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL BARRANCA,mar,12,463,421,379,213,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL CHAPULTEPEC,mar,12,642,417,328,166,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL COLOMOS,mar,12,690,554,478,277,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL ESTADIO,mar,12,567,494,433,248,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL LAZARO CARDENAS,mar,12,993,513,369,126,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,MORELIA,mar,12,110,99,93,63,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,CORDOBA / ORIZABA,mar,12,130,117,107,66,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,PACHUCA,mar,12,332,312,279,159,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,POZA RICA,mar,12,60,58,55,40,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,VERACRUZ,mar,12,541,471,423,201,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,XALAPA,mar,12,299,290,263,144,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,ACAPULCO,mar,12,57,56,49,21,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,CUERNAVACA BUGAMBILIAS,mar,12,166,153,144,60,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,CUERNAVACA DE CORTEZ,mar,12,200,189,177,113,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,PUE ANGELOPOLIS,mar,12,213,207,199,123,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,PUE LA NORIA,mar,12,225,214,173,86,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,PUE LORETO,mar,12,238,218,202,115,2022,2022
ORIENTE-SUR,SURESTE,CANCUN,mar,12,549,455,383,189,2022,2022
ORIENTE-SUR,SURESTE,COATZA / MINA,mar,12,106,98,88,48,2022,2022
ORIENTE-SUR,SURESTE,MERIDA NORTE,mar,12,345,284,240,131,2022,2022
ORIENTE-SUR,SURESTE,MERIDA SUR,mar,12,302,266,230,107,2022,2022
ORIENTE-SUR,SURESTE,TUXTLA,mar,12,150,138,118,61,2022,2022
ORIENTE-SUR,SURESTE,VILLAHERMOSA,mar,12,84,83,74,37,2022,2022
CENTRO,CDMX NORORIENTE,COACALCO,mar,13,230,202,182,121,2022,2022
CENTRO,CDMX NORORIENTE,HUEHUETOCA,mar,13,82,67,51,22,2022,2022
CENTRO,CDMX NORORIENTE,OJO DE AGUA,mar,13,49,42,37,16,2022,2022
CENTRO,CDMX NORORIENTE,TECAMAC,mar,13,178,154,141,86,2022,2022
CENTRO,CDMX NORORIENTE,TEXCOCO,mar,13,118,99,83,33,2022,2022
CENTRO,CDMX NORORIENTE,TULTEPEC,mar,13,333,225,168,61,2022,2022
CENTRO,CDMX NORPONIENTE,AZCAPOTZALCO,mar,13,260,206,168,96,2022,2022
CENTRO,CDMX NORPONIENTE,GUADALUPE TEPEYAC,mar,13,199,172,157,93,2022,2022
CENTRO,CDMX NORPONIENTE,NAUCALPAN,mar,13,93,86,81,59,2022,2022
CENTRO,CDMX NORPONIENTE,NICOLAS ROMERO,mar,13,168,157,149,85,2022,2022
CENTRO,CDMX NORPONIENTE,SATELITE,mar,13,171,119,103,49,2022,2022
CENTRO,CDMX NORPONIENTE,TLALNEPANTLA,mar,13,102,87,80,44,2022,2022
CENTRO,CDMX NORPONIENTE,TULTITLAN,mar,13,251,189,160,80,2022,2022
CENTRO,CDMX ORIENTE,AEROPUERTO,mar,13,186,164,110,43,2022,2022
CENTRO,CDMX ORIENTE,ARAGON,mar,13,296,240,200,109,2022,2022
CENTRO,CDMX ORIENTE,CHALCO,mar,13,95,71,58,23,2022,2022
CENTRO,CDMX ORIENTE,CONSTITUCION,mar,13,169,155,147,80,2022,2022
CENTRO,CDMX ORIENTE,ECATEPEC,mar,13,152,130,117,60,2022,2022
CENTRO,CDMX ORIENTE,IZTAPALAPA,mar,13,196,162,137,64,2022,2022
CENTRO,CDMX ORIENTE,LOS REYES,mar,13,114,104,97,65,2022,2022
CENTRO,CDMX ORIENTE,NEZA 1,mar,13,195,140,129,65,2022,2022
CENTRO,CDMX ORIENTE,NEZA 2,mar,13,189,164,144,72,2022,2022
CENTRO,CDMX PONIENTE CONDESA,CENTRO HISTORICO,mar,13,98,68,50,23,2022,2022
CENTRO,CDMX PONIENTE CONDESA,NUEVA CONDESA,mar,13,244,173,131,48,2022,2022
CENTRO,CDMX PONIENTE CONDESA,POLANCO,mar,13,142,97,68,28,2022,2022
CENTRO,CDMX PONIENTE CONDESA,PORTALES,mar,13,251,230,215,130,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,LAS AGUILAS,mar,13,109,99,91,48,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,PEDREGAL,mar,13,174,145,123,68,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,SANTA FE,mar,13,171,147,124,53,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,TLALPAN,mar,13,208,175,141,65,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,XOCHIMILCO,mar,13,241,189,159,72,2022,2022
CENTRO,TOLUCA,TOL LERMA SAN MATEO,mar,13,310,236,200,112,2022,2022
CENTRO,TOLUCA,TOL METEPEC,mar,13,173,137,109,63,2022,2022
CENTRO,TOLUCA,TOL SAN CARLOS,mar,13,278,229,185,111,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY AEROPUERTO,mar,13,80,52,44,14,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY CARRETERA NACIONAL,mar,13,134,87,66,23,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY CERRO DE LA SILLA,mar,13,192,157,143,76,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY GARCIA,mar,13,182,145,129,75,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY MITRAS,mar,13,305,215,174,48,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY SANTA LUCIA,mar,13,246,225,200,108,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY SENDERO DIVISORIO,mar,13,279,199,163,68,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY SIERRA MADRE,mar,13,207,143,96,32,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,SAN LUIS POTOSI ORIENTE,mar,13,314,283,249,152,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,SAN LUIS POTOSI PONIENTE,mar,13,281,254,238,138,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,CIUDAD VICTORIA,mar,13,2,0,0,0,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,LA LAGUNA GOMEZ,mar,13,132,115,101,48,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,LA LAGUNA TORREON,mar,13,128,119,106,59,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,REYNOSA,mar,13,31,28,26,17,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,SALTILLO,mar,13,261,233,209,128,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,TAMPICO,mar,13,80,70,67,36,2022,2022
NORTE-NORESTE,NORTE,CIUDAD OBREGON / NAVOJOA,mar,13,34,31,25,12,2022,2022
NORTE-NORESTE,NORTE,HERMOSILLO,mar,13,175,150,140,77,2022,2022
NORTE-NORESTE,NORTE,MEXICALI,mar,13,151,143,139,104,2022,2022
NORTE-NORESTE,NORTE,TIJ FRONTERA,mar,13,294,195,140,56,2022,2022
NORTE-NORESTE,NORTE,TIJ PLAYAS,mar,13,194,124,89,40,2022,2022
NORTE-NORESTE,NORTE,TIJ RIO,mar,13,293,216,155,59,2022,2022
NORTE-NORESTE,NORTE,TIJ TECATE,mar,13,400,198,96,23,2022,2022
NORTE-NORESTE,PACIFICO,CHIHUAHUA CUMBRES,mar,13,118,104,98,76,2022,2022
NORTE-NORESTE,PACIFICO,CHIHUAHUA DEL RELIZ,mar,13,178,163,149,104,2022,2022
NORTE-NORESTE,PACIFICO,CULIACAN,mar,13,113,106,103,71,2022,2022
NORTE-NORESTE,PACIFICO,JUAREZ NORTE,mar,13,703,197,147,62,2022,2022
NORTE-NORESTE,PACIFICO,JUAREZ SUR,mar,13,495,417,374,257,2022,2022
NORTE-NORESTE,PACIFICO,LOS MOCHIS,mar,13,62,62,58,37,2022,2022
NORTE-NORESTE,PACIFICO,MAZATLAN,mar,13,106,76,62,37,2022,2022
OCCIDENTE-BAJIO,BAJIO,CELAYA,mar,13,88,69,50,23,2022,2022
OCCIDENTE-BAJIO,BAJIO,CERRO GORDO,mar,13,239,230,206,116,2022,2022
OCCIDENTE-BAJIO,BAJIO,DELTA,mar,13,265,210,170,95,2022,2022
OCCIDENTE-BAJIO,BAJIO,GUANAJUATO,mar,13,94,85,76,50,2022,2022
OCCIDENTE-BAJIO,BAJIO,IRAPUATO,mar,13,111,105,97,51,2022,2022
OCCIDENTE-BAJIO,BAJIO,QUERETARO CORREGIDORA,mar,13,94,70,57,34,2022,2022
OCCIDENTE-BAJIO,BAJIO,QUERETARO SANTIAGO,mar,13,110,97,85,51,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,COLIMA / MANZANILLO,mar,13,17,16,15,3,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,GDL EL TAPATIO,mar,13,126,90,74,28,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,GDL LA PRIMAVERA,mar,13,393,243,182,75,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,GDL LOPEZ MATEOS,mar,13,568,237,167,59,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,PUERTO VALLARTA,mar,13,144,110,94,34,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,TEPIC,mar,13,12,11,11,8,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,AGUASCALIENTES,mar,13,231,173,156,82,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL BARRANCA,mar,13,301,274,258,150,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL CHAPULTEPEC,mar,13,442,235,174,68,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL COLOMOS,mar,13,435,335,287,153,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL ESTADIO,mar,13,287,251,210,130,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL LAZARO CARDENAS,mar,13,665,380,275,107,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,MORELIA,mar,13,72,66,62,39,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,CORDOBA / ORIZABA,mar,13,114,95,88,56,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,PACHUCA,mar,13,247,233,204,95,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,POZA RICA,mar,13,30,29,28,13,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,VERACRUZ,mar,13,269,234,214,90,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,XALAPA,mar,13,172,166,149,87,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,ACAPULCO,mar,13,33,33,29,21,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,CUERNAVACA BUGAMBILIAS,mar,13,88,79,73,36,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,CUERNAVACA DE CORTEZ,mar,13,136,132,121,82,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,PUE ANGELOPOLIS,mar,13,174,159,151,79,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,PUE LA NORIA,mar,13,143,136,98,48,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,PUE LORETO,mar,13,150,137,120,52,2022,2022
ORIENTE-SUR,SURESTE,CANCUN,mar,13,349,280,239,133,2022,2022
ORIENTE-SUR,SURESTE,COATZA / MINA,mar,13,59,54,47,20,2022,2022
ORIENTE-SUR,SURESTE,MERIDA NORTE,mar,13,218,174,149,76,2022,2022
ORIENTE-SUR,SURESTE,MERIDA SUR,mar,13,184,143,120,41,2022,2022
ORIENTE-SUR,SURESTE,TUXTLA,mar,13,96,87,80,34,2022,2022
ORIENTE-SUR,SURESTE,VILLAHERMOSA,mar,13,41,38,34,16,2022,2022
CENTRO,CDMX NORORIENTE,COACALCO,abr,13,148,130,118,64,2022,2022
CENTRO,CDMX NORORIENTE,HUEHUETOCA,abr,13,49,34,28,12,2022,2022
CENTRO,CDMX NORORIENTE,OJO DE AGUA,abr,13,26,24,20,9,2022,2022
CENTRO,CDMX NORORIENTE,TECAMAC,abr,13,120,97,88,56,2022,2022
CENTRO,CDMX NORORIENTE,TEXCOCO,abr,13,71,46,38,13,2022,2022
CENTRO,CDMX NORORIENTE,TULTEPEC,abr,13,221,160,127,49,2022,2022
CENTRO,CDMX NORPONIENTE,AZCAPOTZALCO,abr,13,144,116,97,41,2022,2022
CENTRO,CDMX NORPONIENTE,GUADALUPE TEPEYAC,abr,13,115,99,84,42,2022,2022
CENTRO,CDMX NORPONIENTE,NAUCALPAN,abr,13,40,35,34,22,2022,2022
CENTRO,CDMX NORPONIENTE,NICOLAS ROMERO,abr,13,80,76,67,37,2022,2022
CENTRO,CDMX NORPONIENTE,SATELITE,abr,13,122,79,63,26,2022,2022
CENTRO,CDMX NORPONIENTE,TLALNEPANTLA,abr,13,58,52,47,24,2022,2022
CENTRO,CDMX NORPONIENTE,TULTITLAN,abr,13,153,124,104,57,2022,2022
CENTRO,CDMX ORIENTE,AEROPUERTO,abr,13,126,117,94,43,2022,2022
CENTRO,CDMX ORIENTE,ARAGON,abr,13,167,145,134,74,2022,2022
CENTRO,CDMX ORIENTE,CHALCO,abr,13,57,46,41,15,2022,2022
CENTRO,CDMX ORIENTE,CONSTITUCION,abr,13,117,111,107,70,2022,2022
CENTRO,CDMX ORIENTE,ECATEPEC,abr,13,103,95,92,63,2022,2022
CENTRO,CDMX ORIENTE,IZTAPALAPA,abr,13,98,83,71,39,2022,2022
CENTRO,CDMX ORIENTE,LOS REYES,abr,13,73,69,68,43,2022,2022
CENTRO,CDMX ORIENTE,NEZA 1,abr,13,111,100,93,51,2022,2022
CENTRO,CDMX ORIENTE,NEZA 2,abr,13,119,107,94,42,2022,2022
CENTRO,CDMX PONIENTE CONDESA,CENTRO HISTORICO,abr,13,79,61,49,24,2022,2022
CENTRO,CDMX PONIENTE CONDESA,NUEVA CONDESA,abr,13,161,120,101,41,2022,2022
CENTRO,CDMX PONIENTE CONDESA,POLANCO,abr,13,61,48,33,12,2022,2022
CENTRO,CDMX PONIENTE CONDESA,PORTALES,abr,13,127,112,100,66,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,LAS AGUILAS,abr,13,77,67,53,19,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,PEDREGAL,abr,13,115,84,74,39,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,SANTA FE,abr,13,88,74,59,23,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,TLALPAN,abr,13,109,94,77,38,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,XOCHIMILCO,abr,13,141,103,82,36,2022,2022
CENTRO,TOLUCA,TOL LERMA SAN MATEO,abr,13,169,123,102,50,2022,2022
CENTRO,TOLUCA,TOL METEPEC,abr,13,105,77,59,26,2022,2022
CENTRO,TOLUCA,TOL SAN CARLOS,abr,13,177,126,101,55,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY AEROPUERTO,abr,13,59,25,19,5,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY CARRETERA NACIONAL,abr,13,92,54,40,13,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY CERRO DE LA SILLA,abr,13,101,84,72,39,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY GARCIA,abr,13,130,107,96,51,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY MITRAS,abr,13,142,83,63,31,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY SANTA LUCIA,abr,13,194,146,114,48,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY SENDERO DIVISORIO,abr,13,159,120,92,36,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY SIERRA MADRE,abr,13,130,82,62,29,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,SAN LUIS POTOSI ORIENTE,abr,13,212,194,166,75,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,SAN LUIS POTOSI PONIENTE,abr,13,174,152,131,70,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,LA LAGUNA GOMEZ,abr,13,59,55,51,32,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,LA LAGUNA TORREON,abr,13,67,64,57,28,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,REYNOSA,abr,13,29,22,21,11,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,SALTILLO,abr,13,135,117,104,58,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,TAMPICO,abr,13,41,34,31,17,2022,2022
NORTE-NORESTE,NORTE,CIUDAD OBREGON / NAVOJOA,abr,13,22,19,18,11,2022,2022
NORTE-NORESTE,NORTE,HERMOSILLO,abr,13,85,79,68,33,2022,2022
NORTE-NORESTE,NORTE,MEXICALI,abr,13,93,84,74,50,2022,2022
NORTE-NORESTE,NORTE,TIJ FRONTERA,abr,13,182,78,53,20,2022,2022
NORTE-NORESTE,NORTE,TIJ PLAYAS,abr,13,116,64,47,19,2022,2022
NORTE-NORESTE,NORTE,TIJ RIO,abr,13,174,68,40,16,2022,2022
NORTE-NORESTE,NORTE,TIJ TECATE,abr,13,259,220,171,50,2022,2022
NORTE-NORESTE,PACIFICO,CHIHUAHUA CUMBRES,abr,13,74,60,58,40,2022,2022
NORTE-NORESTE,PACIFICO,CHIHUAHUA DEL RELIZ,abr,13,80,74,67,48,2022,2022
NORTE-NORESTE,PACIFICO,CULIACAN,abr,13,83,77,66,38,2022,2022
NORTE-NORESTE,PACIFICO,JUAREZ NORTE,abr,13,363,79,56,29,2022,2022
NORTE-NORESTE,PACIFICO,JUAREZ SUR,abr,13,291,256,239,159,2022,2022
NORTE-NORESTE,PACIFICO,LOS MOCHIS,abr,13,19,19,18,14,2022,2022
NORTE-NORESTE,PACIFICO,MAZATLAN,abr,13,56,47,45,25,2022,2022
OCCIDENTE-BAJIO,BAJIO,CELAYA,abr,13,44,38,28,14,2022,2022
OCCIDENTE-BAJIO,BAJIO,CERRO GORDO,abr,13,142,134,113,64,2022,2022
OCCIDENTE-BAJIO,BAJIO,DELTA,abr,13,183,147,124,64,2022,2022
OCCIDENTE-BAJIO,BAJIO,GUANAJUATO,abr,13,38,34,33,21,2022,2022
OCCIDENTE-BAJIO,BAJIO,IRAPUATO,abr,13,63,62,62,34,2022,2022
OCCIDENTE-BAJIO,BAJIO,QUERETARO CORREGIDORA,abr,13,42,35,30,19,2022,2022
OCCIDENTE-BAJIO,BAJIO,QUERETARO SANTIAGO,abr,13,54,47,43,19,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,COLIMA / MANZANILLO,abr,13,13,10,9,4,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,GDL EL TAPATIO,abr,13,83,56,36,9,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,GDL LA PRIMAVERA,abr,13,220,154,111,48,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,GDL LOPEZ MATEOS,abr,13,362,145,99,27,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,PUERTO VALLARTA,abr,13,76,54,39,15,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,TEPIC,abr,13,7,7,7,7,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,AGUASCALIENTES,abr,13,108,88,77,39,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL BARRANCA,abr,13,247,170,139,76,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL CHAPULTEPEC,abr,13,251,146,115,57,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL COLOMOS,abr,13,260,193,167,86,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL ESTADIO,abr,13,212,186,170,88,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL LAZARO CARDENAS,abr,13,372,176,126,42,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,MORELIA,abr,13,55,53,53,34,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,CORDOBA / ORIZABA,abr,13,46,40,36,17,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,PACHUCA,abr,13,115,102,94,45,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,POZA RICA,abr,13,27,27,26,16,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,VERACRUZ,abr,13,142,129,109,47,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,XALAPA,abr,13,101,93,86,50,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,ACAPULCO,abr,13,24,24,20,14,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,CUERNAVACA BUGAMBILIAS,abr,13,43,40,32,8,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,CUERNAVACA DE CORTEZ,abr,13,73,67,58,36,2022,2022
