DIRECCION,REGION,DISTRITO,MES,SEMANA,Sop_Ingresados,Soportes Atendidos -6h,Soportes Atendidos -4h,Soportes Atendidos -2h,año ok,Año
NORTE-NORESTE,NORESTE-GOLFO,LA LAGUNA GOMEZ,mar,9,187,174,160,99,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,LA LAGUNA TORREON,mar,9,161,141,128,74,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,REYNOSA,mar,9,30,25,21,10,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,SALTILLO,mar,9,352,312,281,162,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,TAMPICO,mar,9,139,116,106,71,2022,2022
NORTE-NORESTE,NORTE,CIUDAD OBREGON / NAVOJOA,mar,9,43,36,32,20,2022,2022
NORTE-NORESTE,NORTE,HERMOSILLO,mar,9,152,120,99,49,2022,2022
NORTE-NORESTE,NORTE,MEXICALI,mar,9,237,178,147,98,2022,2022
NORTE-NORESTE,NORTE,TIJ FRONTERA,mar,9,450,257,179,57,2022,2022
NORTE-NORESTE,NORTE,TIJ PLAYAS,mar,9,236,180,135,62,2022,2022
NORTE-NORESTE,NORTE,TIJ RIO,mar,9,455,326,234,83,2022,2022
NORTE-NORESTE,NORTE,TIJ TECATE,mar,9,638,380,194,72,2022,2022
NORTE-NORESTE,PACIFICO,CHIHUAHUA CUMBRES,mar,9,151,136,132,99,2022,2022
NORTE-NORESTE,PACIFICO,CHIHUAHUA DEL RELIZ,mar,9,203,162,138,78,2022,2022
NORTE-NORESTE,PACIFICO,CULIACAN,mar,9,154,148,141,80,2022,2022
NORTE-NORESTE,PACIFICO,JUAREZ NORTE,mar,9,767,260,193,87,2022,2022
NORTE-NORESTE,PACIFICO,JUAREZ SUR,mar,9,616,425,359,204,2022,2022
NORTE-NORESTE,PACIFICO,LOS MOCHIS,mar,9,48,46,44,36,2022,2022
NORTE-NORESTE,PACIFICO,MAZATLAN,mar,9,141,113,93,57,2022,2022
OCCIDENTE-BAJIO,BAJIO,CELAYA,mar,9,129,112,97,45,2022,2022
OCCIDENTE-BAJIO,BAJIO,CERRO GORDO,mar,9,288,260,230,123,2022,2022
OCCIDENTE-BAJIO,BAJIO,DELTA,mar,9,396,357,311,169,2022,2022
OCCIDENTE-BAJIO,BAJIO,GUANAJUATO,mar,9,86,75,66,43,2022,2022
OCCIDENTE-BAJIO,BAJIO,IRAPUATO,mar,9,182,177,163,105,2022,2022
OCCIDENTE-BAJIO,BAJIO,QUERETARO CORREGIDORA,mar,9,99,87,79,48,2022,2022
OCCIDENTE-BAJIO,BAJIO,QUERETARO SANTIAGO,mar,9,123,106,98,49,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,COLIMA / MANZANILLO,mar,9,17,14,10,4,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,GDL EL TAPATIO,mar,9,224,151,107,37,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,GDL LA PRIMAVERA,mar,9,605,182,118,36,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,GDL LOPEZ MATEOS,mar,9,802,221,138,42,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,PUERTO VALLARTA,mar,9,185,162,138,63,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,TEPIC,mar,9,9,7,7,5,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,AGUASCALIENTES,mar,9,293,256,222,126,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL BARRANCA,mar,9,414,358,321,177,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL CHAPULTEPEC,mar,9,478,376,324,174,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL COLOMOS,mar,9,622,454,361,160,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL ESTADIO,mar,9,460,405,357,183,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL LAZARO CARDENAS,mar,9,761,161,110,45,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,MORELIA,mar,9,135,116,108,60,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,CORDOBA / ORIZABA,mar,9,132,113,108,60,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,PACHUCA,mar,9,263,245,235,145,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,POZA RICA,mar,9,57,57,47,30,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,VERACRUZ,mar,9,445,409,344,163,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,XALAPA,mar,9,233,219,207,112,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,ACAPULCO,mar,9,48,46,43,20,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,CUERNAVACA BUGAMBILIAS,mar,9,119,99,80,32,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,CUERNAVACA DE CORTEZ,mar,9,161,155,142,90,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,PUE ANGELOPOLIS,mar,9,176,165,159,77,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,PUE LA NORIA,mar,9,210,198,146,68,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,PUE LORETO,mar,9,165,151,130,71,2022,2022
ORIENTE-SUR,SURESTE,CANCUN,mar,9,412,301,232,114,2022,2022
ORIENTE-SUR,SURESTE,COATZA / MINA,mar,9,94,90,78,48,2022,2022
ORIENTE-SUR,SURESTE,MERIDA NORTE,mar,9,235,196,168,80,2022,2022
ORIENTE-SUR,SURESTE,MERIDA SUR,mar,9,227,179,149,39,2022,2022
ORIENTE-SUR,SURESTE,TUXTLA,mar,9,119,106,86,42,2022,2022
ORIENTE-SUR,SURESTE,VILLAHERMOSA,mar,9,67,64,61,39,2022,2022
CENTRO,CDMX NORORIENTE,COACALCO,mar,10,460,374,332,174,2022,2022
CENTRO,CDMX NORORIENTE,HUEHUETOCA,mar,10,160,148,130,62,2022,2022
CENTRO,CDMX NORORIENTE,OJO DE AGUA,mar,10,79,69,56,33,2022,2022
CENTRO,CDMX NORORIENTE,TECAMAC,mar,10,343,303,278,173,2022,2022
CENTRO,CDMX NORORIENTE,TEXCOCO,mar,10,204,185,163,100,2022,2022
CENTRO,CDMX NORORIENTE,TULTEPEC,mar,10,641,501,411,206,2022,2022
CENTRO,CDMX NORPONIENTE,AZCAPOTZALCO,mar,10,417,355,312,176,2022,2022
CENTRO,CDMX NORPONIENTE,GUADALUPE TEPEYAC,mar,10,331,289,269,166,2022,2022
CENTRO,CDMX NORPONIENTE,NAUCALPAN,mar,10,165,157,143,97,2022,2022
CENTRO,CDMX NORPONIENTE,NICOLAS ROMERO,mar,10,279,267,243,145,2022,2022
CENTRO,CDMX NORPONIENTE,SATELITE,mar,10,314,259,229,133,2022,2022
CENTRO,CDMX NORPONIENTE,TLALNEPANTLA,mar,10,166,156,149,105,2022,2022
CENTRO,CDMX NORPONIENTE,TULTITLAN,mar,10,424,307,265,137,2022,2022
CENTRO,CDMX ORIENTE,AEROPUERTO,mar,10,320,299,246,121,2022,2022
CENTRO,CDMX ORIENTE,ARAGON,mar,10,503,429,394,228,2022,2022
CENTRO,CDMX ORIENTE,CHALCO,mar,10,58,48,43,29,2022,2022
CENTRO,CDMX ORIENTE,CONSTITUCION,mar,10,298,268,256,189,2022,2022
CENTRO,CDMX ORIENTE,ECATEPEC,mar,10,284,258,237,149,2022,2022
CENTRO,CDMX ORIENTE,IZTAPALAPA,mar,10,340,303,272,156,2022,2022
CENTRO,CDMX ORIENTE,LOS REYES,mar,10,195,185,178,122,2022,2022
CENTRO,CDMX ORIENTE,NEZA 1,mar,10,332,308,299,215,2022,2022
CENTRO,CDMX ORIENTE,NEZA 2,mar,10,332,297,270,167,2022,2022
CENTRO,CDMX PONIENTE CONDESA,CENTRO HISTORICO,mar,10,143,118,101,48,2022,2022
CENTRO,CDMX PONIENTE CONDESA,NUEVA CONDESA,mar,10,463,366,301,134,2022,2022
CENTRO,CDMX PONIENTE CONDESA,POLANCO,mar,10,199,157,128,66,2022,2022
CENTRO,CDMX PONIENTE CONDESA,PORTALES,mar,10,343,305,274,169,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,LAS AGUILAS,mar,10,214,193,165,74,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,PEDREGAL,mar,10,259,228,200,102,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,SANTA FE,mar,10,349,297,260,136,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,TLALPAN,mar,10,346,299,242,118,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,XOCHIMILCO,mar,10,376,312,263,116,2022,2022
CENTRO,TOLUCA,TOL LERMA SAN MATEO,mar,10,545,479,426,248,2022,2022
CENTRO,TOLUCA,TOL METEPEC,mar,10,281,243,210,117,2022,2022
CENTRO,TOLUCA,TOL SAN CARLOS,mar,10,502,412,347,199,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY AEROPUERTO,mar,10,196,139,107,42,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY CARRETERA NACIONAL,mar,10,324,212,160,68,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY CERRO DE LA SILLA,mar,10,322,298,275,197,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY GARCIA,mar,10,328,279,238,134,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY MITRAS,mar,10,437,296,237,117,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY SANTA LUCIA,mar,10,482,377,316,152,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY SENDERO DIVISORIO,mar,10,326,224,174,73,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY SIERRA MADRE,mar,10,251,194,153,56,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,SAN LUIS POTOSI ORIENTE,mar,10,553,468,395,172,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,SAN LUIS POTOSI PONIENTE,mar,10,540,466,412,231,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,CIUDAD VICTORIA,mar,10,1,0,0,0,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,LA LAGUNA GOMEZ,mar,10,191,181,171,108,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,LA LAGUNA TORREON,mar,10,166,156,140,85,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,REYNOSA,mar,10,73,35,27,10,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,SALTILLO,mar,10,418,392,354,230,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,TAMPICO,mar,10,174,141,127,85,2022,2022
NORTE-NORESTE,NORTE,CIUDAD OBREGON / NAVOJOA,mar,10,50,45,43,34,2022,2022
NORTE-NORESTE,NORTE,HERMOSILLO,mar,10,160,139,126,67,2022,2022
NORTE-NORESTE,NORTE,MEXICALI,mar,10,282,231,213,137,2022,2022
NORTE-NORESTE,NORTE,TIJ FRONTERA,mar,10,545,302,212,81,2022,2022
NORTE-NORESTE,NORTE,TIJ PLAYAS,mar,10,282,237,192,101,2022,2022
NORTE-NORESTE,NORTE,TIJ RIO,mar,10,508,395,324,143,2022,2022
NORTE-NORESTE,NORTE,TIJ TECATE,mar,10,617,429,281,101,2022,2022
NORTE-NORESTE,PACIFICO,CHIHUAHUA CUMBRES,mar,10,198,186,179,141,2022,2022
NORTE-NORESTE,PACIFICO,CHIHUAHUA DEL RELIZ,mar,10,247,229,219,149,2022,2022
NORTE-NORESTE,PACIFICO,CULIACAN,mar,10,200,172,141,88,2022,2022
NORTE-NORESTE,PACIFICO,JUAREZ NORTE,mar,10,1005,293,229,99,2022,2022
NORTE-NORESTE,PACIFICO,JUAREZ SUR,mar,10,829,621,539,303,2022,2022
NORTE-NORESTE,PACIFICO,LOS MOCHIS,mar,10,73,71,70,52,2022,2022
NORTE-NORESTE,PACIFICO,MAZATLAN,mar,10,144,113,99,54,2022,2022
OCCIDENTE-BAJIO,BAJIO,CELAYA,mar,10,160,137,109,53,2022,2022
OCCIDENTE-BAJIO,BAJIO,CERRO GORDO,mar,10,367,351,291,159,2022,2022
OCCIDENTE-BAJIO,BAJIO,DELTA,mar,10,464,411,370,193,2022,2022
OCCIDENTE-BAJIO,BAJIO,GUANAJUATO,mar,10,154,122,109,70,2022,2022
OCCIDENTE-BAJIO,BAJIO,IRAPUATO,mar,10,198,188,180,109,2022,2022
OCCIDENTE-BAJIO,BAJIO,QUERETARO CORREGIDORA,mar,10,146,132,111,58,2022,2022
OCCIDENTE-BAJIO,BAJIO,QUERETARO SANTIAGO,mar,10,146,134,113,56,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,COLIMA / MANZANILLO,mar,10,25,17,15,9,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,GDL EL TAPATIO,mar,10,266,154,108,34,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,GDL LA PRIMAVERA,mar,10,760,339,253,96,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,GDL LOPEZ MATEOS,mar,10,1143,543,370,133,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,PUERTO VALLARTA,mar,10,212,154,131,70,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,TEPIC,mar,10,22,21,19,12,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,AGUASCALIENTES,mar,10,365,335,314,213,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL BARRANCA,mar,10,469,403,363,212,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL CHAPULTEPEC,mar,10,680,478,399,200,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL COLOMOS,mar,10,723,627,569,339,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL ESTADIO,mar,10,545,474,426,232,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL LAZARO CARDENAS,mar,10,907,278,172,58,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,MORELIA,mar,10,156,134,127,83,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,CORDOBA / ORIZABA,mar,10,123,116,112,71,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,PACHUCA,mar,10,325,300,275,166,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,POZA RICA,mar,10,79,74,72,45,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,VERACRUZ,mar,10,640,541,451,202,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,XALAPA,mar,10,284,268,249,128,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,ACAPULCO,mar,10,61,61,58,31,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,CUERNAVACA BUGAMBILIAS,mar,10,164,155,140,75,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,CUERNAVACA DE CORTEZ,mar,10,171,165,154,102,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,PUE ANGELOPOLIS,mar,10,249,240,228,126,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,PUE LA NORIA,mar,10,231,221,191,107,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,PUE LORETO,mar,10,172,161,148,86,2022,2022
ORIENTE-SUR,SURESTE,CANCUN,mar,10,568,478,408,223,2022,2022
ORIENTE-SUR,SURESTE,COATZA / MINA,mar,10,137,124,110,67,2022,2022
ORIENTE-SUR,SURESTE,MERIDA NORTE,mar,10,342,290,248,124,2022,2022
ORIENTE-SUR,SURESTE,MERIDA SUR,mar,10,286,260,230,96,2022,2022
ORIENTE-SUR,SURESTE,TUXTLA,mar,10,151,137,128,73,2022,2022
ORIENTE-SUR,SURESTE,VILLAHERMOSA,mar,10,68,64,58,34,2022,2022
CENTRO,CDMX NORORIENTE,COACALCO,mar,11,533,397,336,176,2022,2022
CENTRO,CDMX NORORIENTE,HUEHUETOCA,mar,11,130,116,99,41,2022,2022
CENTRO,CDMX NORORIENTE,OJO DE AGUA,mar,11,97,86,75,31,2022,2022
CENTRO,CDMX NORORIENTE,TECAMAC,mar,11,309,253,234,143,2022,2022
CENTRO,CDMX NORORIENTE,TEXCOCO,mar,11,200,166,151,84,2022,2022
CENTRO,CDMX NORORIENTE,TULTEPEC,mar,11,625,453,346,172,2022,2022
CENTRO,CDMX NORPONIENTE,AZCAPOTZALCO,mar,11,443,341,275,157,2022,2022
CENTRO,CDMX NORPONIENTE,GUADALUPE TEPEYAC,mar,11,408,346,308,168,2022,2022
CENTRO,CDMX NORPONIENTE,NAUCALPAN,mar,11,134,115,109,67,2022,2022
CENTRO,CDMX NORPONIENTE,NICOLAS ROMERO,mar,11,260,246,229,118,2022,2022
CENTRO,CDMX NORPONIENTE,SATELITE,mar,11,328,243,197,119,2022,2022
CENTRO,CDMX NORPONIENTE,TLALNEPANTLA,mar,11,202,187,174,95,2022,2022
CENTRO,CDMX NORPONIENTE,TULTITLAN,mar,11,469,347,289,143,2022,2022
CENTRO,CDMX ORIENTE,AEROPUERTO,mar,11,360,335,264,135,2022,2022
CENTRO,CDMX ORIENTE,ARAGON,mar,11,503,449,399,241,2022,2022
CENTRO,CDMX ORIENTE,CHALCO,mar,11,65,50,44,19,2022,2022
CENTRO,CDMX ORIENTE,CONSTITUCION,mar,11,343,314,299,186,2022,2022
CENTRO,CDMX ORIENTE,ECATEPEC,mar,11,245,221,198,115,2022,2022
CENTRO,CDMX ORIENTE,IZTAPALAPA,mar,11,348,288,258,131,2022,2022
CENTRO,CDMX ORIENTE,LOS REYES,mar,11,227,217,204,114,2022,2022
CENTRO,CDMX ORIENTE,NEZA 1,mar,11,343,306,288,192,2022,2022
CENTRO,CDMX ORIENTE,NEZA 2,mar,11,308,277,251,138,2022,2022
CENTRO,CDMX PONIENTE CONDESA,CENTRO HISTORICO,mar,11,182,130,96,40,2022,2022
CENTRO,CDMX PONIENTE CONDESA,NUEVA CONDESA,mar,11,433,326,252,121,2022,2022
CENTRO,CDMX PONIENTE CONDESA,POLANCO,mar,11,234,187,149,50,2022,2022
CENTRO,CDMX PONIENTE CONDESA,PORTALES,mar,11,346,298,263,153,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,LAS AGUILAS,mar,11,199,158,127,46,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,PEDREGAL,mar,11,300,250,201,118,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,SANTA FE,mar,11,255,204,160,50,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,TLALPAN,mar,11,369,296,234,99,2022,2022
CENTRO,CDMX PONIENTE PEDREGAL,XOCHIMILCO,mar,11,431,349,292,144,2022,2022
CENTRO,TOLUCA,TOL LERMA SAN MATEO,mar,11,546,456,391,216,2022,2022
CENTRO,TOLUCA,TOL METEPEC,mar,11,267,222,199,101,2022,2022
CENTRO,TOLUCA,TOL SAN CARLOS,mar,11,644,491,413,211,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY AEROPUERTO,mar,11,154,103,79,39,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY CARRETERA NACIONAL,mar,11,264,194,147,62,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY CERRO DE LA SILLA,mar,11,301,274,254,168,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY GARCIA,mar,11,286,253,230,142,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY MITRAS,mar,11,402,272,211,92,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY SANTA LUCIA,mar,11,475,403,346,156,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY SENDERO DIVISORIO,mar,11,380,276,224,93,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,MTY SIERRA MADRE,mar,11,268,218,180,78,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,SAN LUIS POTOSI ORIENTE,mar,11,564,494,427,233,2022,2022
NORTE-NORESTE,NORESTE-CENTRO,SAN LUIS POTOSI PONIENTE,mar,11,489,431,395,221,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,LA LAGUNA GOMEZ,mar,11,202,189,180,124,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,LA LAGUNA TORREON,mar,11,156,143,130,70,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,REYNOSA,mar,11,55,47,43,31,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,SALTILLO,mar,11,340,314,292,206,2022,2022
NORTE-NORESTE,NORESTE-GOLFO,TAMPICO,mar,11,150,132,115,64,2022,2022
NORTE-NORESTE,NORTE,CIUDAD OBREGON / NAVOJOA,mar,11,57,49,46,26,2022,2022
NORTE-NORESTE,NORTE,HERMOSILLO,mar,11,199,184,169,97,2022,2022
NORTE-NORESTE,NORTE,MEXICALI,mar,11,300,250,238,169,2022,2022
NORTE-NORESTE,NORTE,TIJ FRONTERA,mar,11,494,293,219,80,2022,2022
NORTE-NORESTE,NORTE,TIJ PLAYAS,mar,11,289,241,216,113,2022,2022
NORTE-NORESTE,NORTE,TIJ RIO,mar,11,523,379,321,139,2022,2022
NORTE-NORESTE,NORTE,TIJ TECATE,mar,11,642,303,218,87,2022,2022
NORTE-NORESTE,PACIFICO,CHIHUAHUA CUMBRES,mar,11,202,188,184,152,2022,2022
NORTE-NORESTE,PACIFICO,CHIHUAHUA DEL RELIZ,mar,11,241,211,195,141,2022,2022
NORTE-NORESTE,PACIFICO,CULIACAN,mar,11,194,175,161,100,2022,2022
NORTE-NORESTE,PACIFICO,JUAREZ NORTE,mar,11,969,232,169,82,2022,2022
NORTE-NORESTE,PACIFICO,JUAREZ SUR,mar,11,749,604,537,322,2022,2022
NORTE-NORESTE,PACIFICO,LOS MOCHIS,mar,11,93,92,91,69,2022,2022
NORTE-NORESTE,PACIFICO,MAZATLAN,mar,11,177,142,119,67,2022,2022
OCCIDENTE-BAJIO,BAJIO,CELAYA,mar,11,138,115,104,61,2022,2022
OCCIDENTE-BAJIO,BAJIO,CERRO GORDO,mar,11,380,358,329,197,2022,2022
OCCIDENTE-BAJIO,BAJIO,DELTA,mar,11,429,364,313,150,2022,2022
OCCIDENTE-BAJIO,BAJIO,GUANAJUATO,mar,11,126,115,106,63,2022,2022
OCCIDENTE-BAJIO,BAJIO,IRAPUATO,mar,11,208,195,182,116,2022,2022
OCCIDENTE-BAJIO,BAJIO,QUERETARO CORREGIDORA,mar,11,139,124,100,59,2022,2022
OCCIDENTE-BAJIO,BAJIO,QUERETARO SANTIAGO,mar,11,166,154,135,81,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,COLIMA / MANZANILLO,mar,11,31,24,22,7,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,GDL EL TAPATIO,mar,11,253,186,154,64,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,GDL LA PRIMAVERA,mar,11,532,419,345,154,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,GDL LOPEZ MATEOS,mar,11,1009,556,386,154,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,PUERTO VALLARTA,mar,11,197,156,126,55,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE FORANEA,TEPIC,mar,11,20,20,16,6,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,AGUASCALIENTES,mar,11,341,307,287,184,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL BARRANCA,mar,11,571,395,315,138,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL CHAPULTEPEC,mar,11,625,489,422,218,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL COLOMOS,mar,11,715,592,519,295,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL ESTADIO,mar,11,521,468,417,245,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,GDL LAZARO CARDENAS,mar,11,873,390,244,81,2022,2022
OCCIDENTE-BAJIO,OCCIDENTE LOCAL,MORELIA,mar,11,165,158,149,113,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,CORDOBA / ORIZABA,mar,11,129,122,117,69,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,PACHUCA,mar,11,326,297,278,150,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,POZA RICA,mar,11,56,55,45,25,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,VERACRUZ,mar,11,603,530,451,219,2022,2022
ORIENTE-SUR,ORIENTE GOLFO,XALAPA,mar,11,281,255,238,134,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,ACAPULCO,mar,11,75,75,60,30,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,CUERNAVACA BUGAMBILIAS,mar,11,188,165,131,42,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,CUERNAVACA DE CORTEZ,mar,11,209,197,188,121,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,PUE ANGELOPOLIS,mar,11,246,234,221,107,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,PUE LA NORIA,mar,11,238,230,185,86,2022,2022
ORIENTE-SUR,ORIENTE PACIFICO,PUE LORETO,mar,11,185,169,156,89,2022,2022
ORIENTE-SUR,SURESTE,CANCUN,mar,11,582,456,393,200,2022,2022
ORIENTE-SUR,SURESTE,COATZA / MINA,mar,11,113,97,91,46,2022,2022
ORIENTE-SUR,SURESTE,MERIDA NORTE,mar,11,266,196,172,71,2022,2022
ORIENTE-SUR,SURESTE,MERIDA SUR,mar,11,277,243,226,113,2022,2022
ORIENTE-SUR,SURESTE,TUXTLA,mar,11,152,128,106,60,2022,2022
ORIENTE-SUR,SURESTE,VILLAHERMOSA,mar,11,72,70,66,36,2022,2022
CENTRO,CDMX NORORIENTE,COACALCO,mar,12,508,353,294,134,2022,2022
CENTRO,CDMX NORORIENTE,HUEHUETOCA,mar,12,112,81,63,28,2022,2022
CENTRO,CDMX NORORIENTE,OJO DE AGUA,mar,12,76,65,59,31,2022,2022
CENTRO,CDMX NORORIENTE,TECAMAC,mar,12,344,293,270,149,2022,2022
CENTRO,CDMX NORORIENTE,TEXCOCO,mar,12,151,127,109,51,2022,2022
CENTRO,CDMX NORORIENTE,TULTEPEC,mar,12,598,418,320,147,2022,2022
CENTRO,CDMX NORPONIENTE,AZCAPOTZALCO,mar,12,371,327,286,147,2022,2022
CENTRO,CDMX NORPONIENTE,GUADALUPE TEPEYAC,mar,12,307,266,237,133,2022,2022
CENTRO,CDMX NORPONIENTE,NAUCALPAN,mar,12,136,129,120,73,2022,2022
CENTRO,CDMX NORPONIENTE,NICOLAS ROMERO,mar,12,248,237,226,135,2022,2022
CENTRO,CDMX NORPONIENTE,SATELITE,mar,12,239,202,181,114,2022,2022
CENTRO,CDMX NORPONIENTE,TLALNEPANTLA,mar,12,180,165,150,90,2022,2022
CENTRO,CDMX NORPONIENTE,TULTITLAN,mar,12,358,288,255,130,2022,2022
CENTRO,CDMX ORIENTE,AEROPUERTO,mar,12,347,314,250,130,2022,2022
CENTRO,CDMX ORIENTE,ARAGON,mar,12,457,394,345,199,2022,2022
CENTRO,CDMX ORIENTE,CHALCO,mar,12,159,110,91,37,2022,2022
CENTRO,CDMX ORIENTE,CONSTITUCION,mar,12,275,252,240,154,2022,2022
CENTRO,CDMX ORIENTE,ECATEPEC,mar,12,246,218,202,117,2022,2022
CENTRO,CDMX ORIENTE,IZTAPALAPA,mar,12,312,271,245,139,2022,2022
