Tipo,DIRECCION,YearMonth,Repeat Report,Ingreso de Soporte,Porcentaje
DISTRITO,QUERETARO,2023-05,126,1672,0.075358852
DISTRITO,QUERETARO,2023-06,144,1564,0.092071611
DISTRITO,REYNOSA,2022-01,0,4,0
DISTRITO,REYNOSA,2022-02,3,89,0.033707865
DISTRITO,REYNOSA,2022-03,24,274,0.087591241
DISTRITO,REYNOSA,2022-04,80,389,0.205655527
DISTRITO,REYNOSA,2022-05,65,504,0.128968254
DISTRITO,REYNOSA,2022-06,92,698,0.131805158
DISTRITO,REYNOSA,2022-07,115,932,0.123390558
DISTRITO,REYNOSA,2022-08,108,943,0.114528102
DISTRITO,REYNOSA,2022-09,57,747,0.076305221
DISTRITO,REYNOSA,2022-10,72,745,0.096644295
DISTRITO,REYNOSA,2022-11,93,845,0.110059172
DISTRITO,REYNOSA,2022-12,87,755,0.115231788
DISTRITO,REYNOSA,2023-01,89,901,0.098779134
DISTRITO,REYNOSA,2023-02,164,1465,0.111945392
DISTRITO,REYNOSA,2023-03,180,1493,0.120562626
DISTRITO,REYNOSA,2023-04,245,1737,0.141047784
DISTRITO,REYNOSA,2023-05,275,1877,0.146510389
DISTRITO,REYNOSA,2023-06,308,1872,0.164529915
DISTRITO,SALTILLO,2022-01,261,1937,0.13474445
DISTRITO,SALTILLO,2022-02,212,1700,0.124705882
DISTRITO,SALTILLO,2022-03,187,1751,0.106796117
DISTRITO,SALTILLO,2022-04,193,1845,0.104607046
DISTRITO,SALTILLO,2022-05,228,2285,0.099781182
DISTRITO,SALTILLO,2022-06,269,2133,0.126113455
DISTRITO,SALTILLO,2022-07,270,2108,0.128083491
DISTRITO,SALTILLO,2022-08,320,2373,0.1348504
DISTRITO,SALTILLO,2022-09,259,2093,0.123745819
DISTRITO,SALTILLO,2022-10,232,1871,0.123997862
DISTRITO,SALTILLO,2022-11,196,1708,0.114754098
DISTRITO,SALTILLO,2022-12,205,1551,0.132172792
DISTRITO,SALTILLO,2023-01,233,1757,0.132612408
DISTRITO,SALTILLO,2023-02,222,1466,0.151432469
DISTRITO,SALTILLO,2023-03,348,1945,0.178920308
DISTRITO,SALTILLO,2023-04,353,1901,0.185691741
DISTRITO,SALTILLO,2023-05,432,2405,0.17962578
DISTRITO,SALTILLO,2023-06,372,2221,0.167492121
DISTRITO,SAN LUIS POTOSI,2022-01,573,4787,0.119699185
DISTRITO,SAN LUIS POTOSI,2022-02,547,4542,0.120431528
DISTRITO,SAN LUIS POTOSI,2022-03,536,4829,0.110996065
DISTRITO,SAN LUIS POTOSI,2022-04,785,5069,0.154862892
DISTRITO,SAN LUIS POTOSI,2022-05,803,5987,0.134123935
DISTRITO,SAN LUIS POTOSI,2022-06,794,5566,0.142651815
DISTRITO,SAN LUIS POTOSI,2022-07,851,5835,0.145844045
DISTRITO,SAN LUIS POTOSI,2022-08,980,5908,0.165876777
DISTRITO,SAN LUIS POTOSI,2022-09,931,5616,0.165776353
DISTRITO,SAN LUIS POTOSI,2022-10,837,5426,0.15425728
DISTRITO,SAN LUIS POTOSI,2022-11,696,5143,0.135329574
DISTRITO,SAN LUIS POTOSI,2022-12,729,4919,0.148200854
DISTRITO,SAN LUIS POTOSI,2023-01,873,5935,0.147093513
DISTRITO,SAN LUIS POTOSI,2023-02,737,4752,0.155092593
DISTRITO,SAN LUIS POTOSI,2023-03,795,5481,0.145046524
DISTRITO,SAN LUIS POTOSI,2023-04,822,5665,0.1451015
DISTRITO,SAN LUIS POTOSI,2023-05,1028,6490,0.158397535
DISTRITO,SAN LUIS POTOSI,2023-06,889,5749,0.154635589
DISTRITO,SANTA FE,2022-01,89,1267,0.070244672
DISTRITO,SANTA FE,2022-02,106,1263,0.083927158
DISTRITO,SANTA FE,2022-03,90,1400,0.064285714
DISTRITO,SANTA FE,2022-04,91,1294,0.070324575
DISTRITO,SANTA FE,2022-05,138,1555,0.088745981
DISTRITO,SANTA FE,2022-06,172,1535,0.112052117
DISTRITO,SANTA FE,2022-07,147,1592,0.092336683
DISTRITO,SANTA FE,2022-08,189,1748,0.10812357
DISTRITO,SANTA FE,2022-09,155,1416,0.109463277
DISTRITO,SANTA FE,2022-10,86,1411,0.060949681
DISTRITO,SANTA FE,2022-11,89,1309,0.067990833
DISTRITO,SANTA FE,2022-12,99,1214,0.0815486
DISTRITO,SANTA FE,2023-01,105,1477,0.071090047
DISTRITO,SANTA FE,2023-02,111,1224,0.090686275
DISTRITO,SANTA FE,2023-03,113,1657,0.068195534
DISTRITO,SANTA FE,2023-04,98,1398,0.070100143
DISTRITO,SANTA FE,2023-05,132,1466,0.090040928
DISTRITO,SANTA FE,2023-06,130,1528,0.085078534
DISTRITO,TAMPICO,2022-01,43,408,0.105392157
DISTRITO,TAMPICO,2022-02,58,580,0.1
DISTRITO,TAMPICO,2022-03,80,679,0.117820324
DISTRITO,TAMPICO,2022-04,64,621,0.103059581
DISTRITO,TAMPICO,2022-05,74,738,0.100271003
DISTRITO,TAMPICO,2022-06,86,875,0.098285714
DISTRITO,TAMPICO,2022-07,94,975,0.096410256
DISTRITO,TAMPICO,2022-08,82,846,0.096926714
DISTRITO,TAMPICO,2022-09,59,881,0.066969353
DISTRITO,TAMPICO,2022-10,64,770,0.083116883
DISTRITO,TAMPICO,2022-11,46,763,0.060288336
DISTRITO,TAMPICO,2022-12,33,698,0.047277937
DISTRITO,TAMPICO,2023-01,43,770,0.055844156
DISTRITO,TAMPICO,2023-02,68,947,0.071805702
DISTRITO,TAMPICO,2023-03,97,1044,0.092911877
DISTRITO,TAMPICO,2023-04,81,993,0.081570997
DISTRITO,TAMPICO,2023-05,118,1125,0.104888889
DISTRITO,TAMPICO,2023-06,83,996,0.083333333
DISTRITO,TECAMAC,2022-01,120,1418,0.084626234
DISTRITO,TECAMAC,2022-02,67,1281,0.052302888
DISTRITO,TECAMAC,2022-03,105,1302,0.080645161
DISTRITO,TECAMAC,2022-04,108,1413,0.076433121
DISTRITO,TECAMAC,2022-05,138,1516,0.091029024
DISTRITO,TECAMAC,2022-06,126,1512,0.083333333
DISTRITO,TECAMAC,2022-07,126,1550,0.081290323
DISTRITO,TECAMAC,2022-08,118,1523,0.077478661
DISTRITO,TECAMAC,2022-09,85,1256,0.067675159
DISTRITO,TECAMAC,2022-10,84,1335,0.062921348
DISTRITO,TECAMAC,2022-11,91,1259,0.072279587
DISTRITO,TECAMAC,2022-12,92,1241,0.074133763
DISTRITO,TECAMAC,2023-01,96,1529,0.062786135
DISTRITO,TECAMAC,2023-02,93,1158,0.080310881
DISTRITO,TECAMAC,2023-03,142,1539,0.092267706
DISTRITO,TECAMAC,2023-04,97,1418,0.068406206
DISTRITO,TECAMAC,2023-05,139,1490,0.093288591
DISTRITO,TECAMAC,2023-06,128,1455,0.087972509
DISTRITO,TEPIC,2022-01,5,43,0.11627907
DISTRITO,TEPIC,2022-02,6,68,0.088235294
DISTRITO,TEPIC,2022-03,4,90,0.044444444
DISTRITO,TEPIC,2022-04,3,104,0.028846154
DISTRITO,TEPIC,2022-05,11,174,0.063218391
DISTRITO,TEPIC,2022-06,9,200,0.045
DISTRITO,TEPIC,2022-07,10,315,0.031746032
DISTRITO,TEPIC,2022-08,15,326,0.04601227
DISTRITO,TEPIC,2022-09,15,313,0.047923323
DISTRITO,TEPIC,2022-10,15,301,0.049833887
DISTRITO,TEPIC,2022-11,13,327,0.039755352
DISTRITO,TEPIC,2022-12,6,270,0.022222222
DISTRITO,TEPIC,2023-01,16,310,0.051612903
DISTRITO,TEPIC,2023-02,9,290,0.031034483
DISTRITO,TEPIC,2023-03,21,365,0.057534247
DISTRITO,TEPIC,2023-04,14,296,0.047297297
DISTRITO,TEPIC,2023-05,20,368,0.054347826
DISTRITO,TEPIC,2023-06,15,330,0.045454545
DISTRITO,TEXCOCO,2022-01,107,1002,0.106786427
DISTRITO,TEXCOCO,2022-02,76,985,0.07715736
DISTRITO,TEXCOCO,2022-03,76,1051,0.072312084
DISTRITO,TEXCOCO,2022-04,102,1150,0.088695652
DISTRITO,TEXCOCO,2022-05,102,1110,0.091891892
DISTRITO,TEXCOCO,2022-06,107,1153,0.092801388
DISTRITO,TEXCOCO,2022-07,109,1095,0.099543379
DISTRITO,TEXCOCO,2022-08,121,1151,0.105125977
DISTRITO,TEXCOCO,2022-09,103,995,0.103517588
DISTRITO,TEXCOCO,2022-10,96,1125,0.085333333
DISTRITO,TEXCOCO,2022-11,87,1146,0.07591623
DISTRITO,TEXCOCO,2022-12,99,1115,0.088789238
DISTRITO,TEXCOCO,2023-01,112,1366,0.081991215
DISTRITO,TEXCOCO,2023-02,89,991,0.089808274
DISTRITO,TEXCOCO,2023-03,78,1175,0.066382979
DISTRITO,TEXCOCO,2023-04,79,1093,0.072278134
DISTRITO,TEXCOCO,2023-05,165,1262,0.130744849
DISTRITO,TEXCOCO,2023-06,136,1239,0.10976594
DISTRITO,TIJUANA PLAYAS,2022-01,503,3100,0.162258065
DISTRITO,TIJUANA PLAYAS,2022-02,407,3073,0.132443866
DISTRITO,TIJUANA PLAYAS,2022-03,392,3444,0.113821138
DISTRITO,TIJUANA PLAYAS,2022-04,431,3244,0.132860666
DISTRITO,TIJUANA PLAYAS,2022-05,417,3086,0.135126377
DISTRITO,TIJUANA PLAYAS,2022-06,409,3182,0.128535512
DISTRITO,TIJUANA PLAYAS,2022-07,373,3366,0.110814023
DISTRITO,TIJUANA PLAYAS,2022-08,421,3339,0.126085654
DISTRITO,TIJUANA PLAYAS,2022-09,423,3298,0.128259551
DISTRITO,TIJUANA PLAYAS,2022-10,464,3628,0.127894157
DISTRITO,TIJUANA PLAYAS,2022-11,546,4050,0.134814815
DISTRITO,TIJUANA PLAYAS,2022-12,597,3662,0.163025669
DISTRITO,TIJUANA PLAYAS,2023-01,794,4737,0.167616635
DISTRITO,TIJUANA PLAYAS,2023-02,782,4173,0.187395159
DISTRITO,TIJUANA PLAYAS,2023-03,863,4809,0.179455188
DISTRITO,TIJUANA PLAYAS,2023-04,587,3552,0.165259009
DISTRITO,TIJUANA PLAYAS,2023-05,630,4232,0.148865784
DISTRITO,TIJUANA PLAYAS,2023-06,633,4127,0.153380179
DISTRITO,TIJUANA RIO,2022-01,950,4901,0.193837992
DISTRITO,TIJUANA RIO,2022-02,902,4708,0.191588785
DISTRITO,TIJUANA RIO,2022-03,1061,5471,0.19393164
DISTRITO,TIJUANA RIO,2022-04,1105,5146,0.214729887
DISTRITO,TIJUANA RIO,2022-05,991,4848,0.204414191
DISTRITO,TIJUANA RIO,2022-06,1036,5661,0.183006536
DISTRITO,TIJUANA RIO,2022-07,896,5015,0.178664008
DISTRITO,TIJUANA RIO,2022-08,1020,5462,0.186744782
DISTRITO,TIJUANA RIO,2022-09,1241,5608,0.221291013
DISTRITO,TIJUANA RIO,2022-10,1251,5751,0.217527387
DISTRITO,TIJUANA RIO,2022-11,1175,5769,0.203674814
DISTRITO,TIJUANA RIO,2022-12,1238,5374,0.230368441
DISTRITO,TIJUANA RIO,2023-01,1415,6097,0.232081351
DISTRITO,TIJUANA RIO,2023-02,1241,5441,0.228083073
DISTRITO,TIJUANA RIO,2023-03,1710,6944,0.24625576
DISTRITO,TIJUANA RIO,2023-04,1177,5481,0.214741835
DISTRITO,TIJUANA RIO,2023-05,1063,5469,0.194368257
DISTRITO,TIJUANA RIO,2023-06,886,5205,0.170220941
DISTRITO,TLALNEPANTLA,2022-01,81,1080,0.075
DISTRITO,TLALNEPANTLA,2022-02,108,1148,0.094076655
DISTRITO,TLALNEPANTLA,2022-03,127,1318,0.096358118
DISTRITO,TLALNEPANTLA,2022-04,135,1212,0.111386139
DISTRITO,TLALNEPANTLA,2022-05,137,1394,0.098278336
DISTRITO,TLALNEPANTLA,2022-06,154,1355,0.113653137
DISTRITO,TLALNEPANTLA,2022-07,136,1288,0.105590062
DISTRITO,TLALNEPANTLA,2022-08,156,1422,0.109704641
DISTRITO,TLALNEPANTLA,2022-09,167,1319,0.126611069
DISTRITO,TLALNEPANTLA,2022-10,126,1360,0.092647059
DISTRITO,TLALNEPANTLA,2022-11,137,1417,0.096683133
DISTRITO,TLALNEPANTLA,2022-12,145,1310,0.110687023
DISTRITO,TLALNEPANTLA,2023-01,144,1700,0.084705882
DISTRITO,TLALNEPANTLA,2023-02,199,1622,0.122688039
DISTRITO,TLALNEPANTLA,2023-03,211,1770,0.11920904
DISTRITO,TLALNEPANTLA,2023-04,170,1512,0.112433862
DISTRITO,TLALNEPANTLA,2023-05,174,1570,0.110828025
DISTRITO,TLALNEPANTLA,2023-06,174,1386,0.125541126
DISTRITO,TLALPAN,2022-01,109,1309,0.083269672
DISTRITO,TLALPAN,2022-02,100,1338,0.074738416
DISTRITO,TLALPAN,2022-03,113,1488,0.07594086
DISTRITO,TLALPAN,2022-04,119,1553,0.076625885
DISTRITO,TLALPAN,2022-05,121,1610,0.07515528
DISTRITO,TLALPAN,2022-06,144,1621,0.088834053
DISTRITO,TLALPAN,2022-07,145,1647,0.088038859
DISTRITO,TLALPAN,2022-08,127,1570,0.08089172
DISTRITO,TLALPAN,2022-09,113,1392,0.081178161
DISTRITO,TLALPAN,2022-10,91,1263,0.072050673
DISTRITO,TLALPAN,2022-11,95,1345,0.07063197
DISTRITO,TLALPAN,2022-12,88,1212,0.072607261
DISTRITO,TLALPAN,2023-01,102,1473,0.069246436
DISTRITO,TLALPAN,2023-02,97,1209,0.080231596
DISTRITO,TLALPAN,2023-03,122,1462,0.083447332
DISTRITO,TLALPAN,2023-04,106,1394,0.076040172
DISTRITO,TLALPAN,2023-05,147,1546,0.095084088
DISTRITO,TLALPAN,2023-06,136,1411,0.096385542
DISTRITO,TOLUCA LERMA,2022-01,337,2719,0.123942626
DISTRITO,TOLUCA LERMA,2022-02,356,2887,0.123311396
DISTRITO,TOLUCA LERMA,2022-03,305,2921,0.104416296
DISTRITO,TOLUCA LERMA,2022-04,318,2855,0.111383538
DISTRITO,TOLUCA LERMA,2022-05,368,3100,0.118709677
DISTRITO,TOLUCA LERMA,2022-06,362,3186,0.113622097
DISTRITO,TOLUCA LERMA,2022-07,387,3470,0.111527378
DISTRITO,TOLUCA LERMA,2022-08,357,3321,0.107497742
DISTRITO,TOLUCA LERMA,2022-09,370,2951,0.125381227
DISTRITO,TOLUCA LERMA,2022-10,256,2643,0.096859629
DISTRITO,TOLUCA LERMA,2022-11,237,2672,0.088697605
DISTRITO,TOLUCA LERMA,2022-12,264,2510,0.105179283
DISTRITO,TOLUCA LERMA,2023-01,366,3191,0.114697587
DISTRITO,TOLUCA LERMA,2023-02,380,2458,0.154597234
DISTRITO,TOLUCA LERMA,2023-03,296,2882,0.102706454
DISTRITO,TOLUCA LERMA,2023-04,275,2526,0.108867775
DISTRITO,TOLUCA LERMA,2023-05,431,2854,0.151016118
DISTRITO,TOLUCA LERMA,2023-06,421,2861,0.147151346
DISTRITO,TOLUCA METEPEC,2022-01,273,2610,0.104597701
DISTRITO,TOLUCA METEPEC,2022-02,260,2476,0.105008078
DISTRITO,TOLUCA METEPEC,2022-03,300,2907,0.103199174
DISTRITO,TOLUCA METEPEC,2022-04,327,2962,0.110398379
DISTRITO,TOLUCA METEPEC,2022-05,345,3109,0.110968157
DISTRITO,TOLUCA METEPEC,2022-06,326,2966,0.10991234
DISTRITO,TOLUCA METEPEC,2022-07,341,3269,0.104313246
DISTRITO,TOLUCA METEPEC,2022-08,338,3516,0.096131968
DISTRITO,TOLUCA METEPEC,2022-09,302,2893,0.104389907
DISTRITO,TOLUCA METEPEC,2022-10,238,2692,0.088410104
DISTRITO,TOLUCA METEPEC,2022-11,178,2588,0.06877898
DISTRITO,TOLUCA METEPEC,2022-12,196,2263,0.086610694
DISTRITO,TOLUCA METEPEC,2023-01,188,2718,0.069168506
DISTRITO,TOLUCA METEPEC,2023-02,151,1995,0.075689223
DISTRITO,TOLUCA METEPEC,2023-03,200,2424,0.082508251
DISTRITO,TOLUCA METEPEC,2023-04,177,2226,0.079514825
DISTRITO,TOLUCA METEPEC,2023-05,318,2793,0.113856069
DISTRITO,TOLUCA METEPEC,2023-06,296,2576,0.114906832
DISTRITO,TULTITLAN,2022-01,350,2689,0.130159911
DISTRITO,TULTITLAN,2022-02,360,2801,0.128525527
DISTRITO,TULTITLAN,2022-03,381,3231,0.117920149
DISTRITO,TULTITLAN,2022-04,457,3283,0.139201949
DISTRITO,TULTITLAN,2022-05,450,3506,0.128351398
DISTRITO,TULTITLAN,2022-06,632,3849,0.164198493
DISTRITO,TULTITLAN,2022-07,582,3778,0.154049762
DISTRITO,TULTITLAN,2022-08,573,3793,0.151067756
DISTRITO,TULTITLAN,2022-09,448,3242,0.138186305
DISTRITO,TULTITLAN,2022-10,406,3080,0.131818182
DISTRITO,TULTITLAN,2022-11,300,2582,0.116189001
DISTRITO,TULTITLAN,2022-12,316,2788,0.113342898
DISTRITO,TULTITLAN,2023-01,301,3189,0.094386955
DISTRITO,TULTITLAN,2023-02,316,2626,0.12033511
DISTRITO,TULTITLAN,2023-03,298,2866,0.103977669
DISTRITO,TULTITLAN,2023-04,301,2584,0.116486068
DISTRITO,TULTITLAN,2023-05,371,2982,0.124413146
DISTRITO,TULTITLAN,2023-06,318,2737,0.116185605
DISTRITO,TUXTLA,2022-01,23,460,0.05
DISTRITO,TUXTLA,2022-02,29,602,0.048172757
DISTRITO,TUXTLA,2022-03,48,668,0.071856287
DISTRITO,TUXTLA,2022-04,39,631,0.061806656
DISTRITO,TUXTLA,2022-05,53,826,0.064164649
DISTRITO,TUXTLA,2022-06,49,942,0.052016985
DISTRITO,TUXTLA,2022-07,49,847,0.05785124
DISTRITO,TUXTLA,2022-08,31,905,0.034254144
DISTRITO,TUXTLA,2022-09,38,869,0.043728423
DISTRITO,TUXTLA,2022-10,57,864,0.065972222
DISTRITO,TUXTLA,2022-11,55,852,0.064553991
DISTRITO,TUXTLA,2022-12,58,774,0.074935401
DISTRITO,TUXTLA,2023-01,62,829,0.074788902
DISTRITO,TUXTLA,2023-02,59,919,0.064200218
DISTRITO,TUXTLA,2023-03,81,996,0.081325301
DISTRITO,TUXTLA,2023-04,93,1065,0.087323944
DISTRITO,TUXTLA,2023-05,104,1182,0.087986464
DISTRITO,TUXTLA,2023-06,142,1488,0.095430108
DISTRITO,VERACRUZ,2022-01,210,2507,0.083765457
DISTRITO,VERACRUZ,2022-02,157,1960,0.080102041
DISTRITO,VERACRUZ,2022-03,214,2497,0.085702843
DISTRITO,VERACRUZ,2022-04,176,2063,0.085312651
DISTRITO,VERACRUZ,2022-05,170,2033,0.083620266
DISTRITO,VERACRUZ,2022-06,207,2449,0.084524296
DISTRITO,VERACRUZ,2022-07,176,2292,0.076788831
DISTRITO,VERACRUZ,2022-08,181,2558,0.070758405
DISTRITO,VERACRUZ,2022-09,250,2705,0.092421442
DISTRITO,VERACRUZ,2022-10,194,2482,0.078162772
DISTRITO,VERACRUZ,2022-11,169,2303,0.073382545
DISTRITO,VERACRUZ,2022-12,238,2746,0.086671522
DISTRITO,VERACRUZ,2023-01,255,2917,0.087418581
DISTRITO,VERACRUZ,2023-02,253,2813,0.089939566
DISTRITO,VERACRUZ,2023-03,259,2850,0.090877193
DISTRITO,VERACRUZ,2023-04,238,2647,0.089913109
DISTRITO,VERACRUZ,2023-05,273,2720,0.100367647
DISTRITO,VERACRUZ,2023-06,241,2742,0.08789205
DISTRITO,VILLAHERMOSA,2022-01,13,325,0.04
DISTRITO,VILLAHERMOSA,2022-02,11,316,0.034810127
DISTRITO,VILLAHERMOSA,2022-03,18,332,0.054216867
DISTRITO,VILLAHERMOSA,2022-04,19,444,0.042792793
DISTRITO,VILLAHERMOSA,2022-05,20,426,0.046948357
DISTRITO,VILLAHERMOSA,2022-06,9,406,0.022167488
DISTRITO,VILLAHERMOSA,2022-07,20,432,0.046296296
DISTRITO,VILLAHERMOSA,2022-08,23,487,0.047227926
DISTRITO,VILLAHERMOSA,2022-09,31,518,0.05984556
DISTRITO,VILLAHERMOSA,2022-10,28,613,0.045676998
DISTRITO,VILLAHERMOSA,2022-11,38,603,0.063018242
DISTRITO,VILLAHERMOSA,2022-12,35,511,0.068493151
DISTRITO,VILLAHERMOSA,2023-01,38,625,0.0608
DISTRITO,VILLAHERMOSA,2023-02,35,606,0.057755776
DISTRITO,VILLAHERMOSA,2023-03,36,604,0.059602649
DISTRITO,VILLAHERMOSA,2023-04,49,546,0.08974359
DISTRITO,VILLAHERMOSA,2023-05,50,656,0.076219512
DISTRITO,VILLAHERMOSA,2023-06,43,663,0.064856712
DISTRITO,XALAPA,2022-01,45,1028,0.043774319
DISTRITO,XALAPA,2022-02,45,935,0.048128342
DISTRITO,XALAPA,2022-03,49,1269,0.038613081
DISTRITO,XALAPA,2022-04,43,1168,0.036815068
DISTRITO,XALAPA,2022-05,55,1048,0.052480916
DISTRITO,XALAPA,2022-06,54,1117,0.048343778
DISTRITO,XALAPA,2022-07,39,1112,0.035071942
DISTRITO,XALAPA,2022-08,44,1161,0.037898363
DISTRITO,XALAPA,2022-09,44,1176,0.037414966
DISTRITO,XALAPA,2022-10,55,1188,0.046296296
DISTRITO,XALAPA,2022-11,51,1153,0.044232437
DISTRITO,XALAPA,2022-12,37,1040,0.035576923
DISTRITO,XALAPA,2023-01,46,1548,0.029715762
DISTRITO,XALAPA,2023-02,39,1313,0.02970297
DISTRITO,XALAPA,2023-03,79,1474,0.053595658
DISTRITO,XALAPA,2023-04,62,1333,0.046511628
DISTRITO,XALAPA,2023-05,41,1380,0.029710145
DISTRITO,XALAPA,2023-06,71,1462,0.048563611
DISTRITO,XOCHIMILCO,2022-01,83,968,0.085743802
DISTRITO,XOCHIMILCO,2022-02,96,945,0.101587302
DISTRITO,XOCHIMILCO,2022-03,98,1213,0.080791426
DISTRITO,XOCHIMILCO,2022-04,84,1103,0.076155938
DISTRITO,XOCHIMILCO,2022-05,101,1230,0.082113821
DISTRITO,XOCHIMILCO,2022-06,135,1299,0.103926097
DISTRITO,XOCHIMILCO,2022-07,136,1301,0.104534973
DISTRITO,XOCHIMILCO,2022-08,112,1284,0.087227414
DISTRITO,XOCHIMILCO,2022-09,81,1060,0.076415094
DISTRITO,XOCHIMILCO,2022-10,86,987,0.087132725
DISTRITO,XOCHIMILCO,2022-11,53,932,0.056866953
DISTRITO,XOCHIMILCO,2022-12,90,958,0.09394572
DISTRITO,XOCHIMILCO,2023-01,78,1004,0.077689243
DISTRITO,XOCHIMILCO,2023-02,77,1038,0.074181118
DISTRITO,XOCHIMILCO,2023-03,69,1077,0.064066852
DISTRITO,XOCHIMILCO,2023-04,58,933,0.062165059
DISTRITO,XOCHIMILCO,2023-05,69,1067,0.064667291
DISTRITO,XOCHIMILCO,2023-06,53,977,0.054247697
