REGION,Fecha_Descarga,CDD,Addon,Soportes,Instalaciones,Recolecciones
NORESTE 2,2025-01-28,93,73,238,209,88
NORESTE 2,2025-01-29,97,74,250,241,87
NORESTE 2,2025-01-30,101,80,293,266,79
NORESTE 2,2025-01-31,110,70,287,266,73
NORESTE 2,2025-02-01,117,76,267,244,65
NORESTE 2,2025-02-02,97,67,256,198,69
NORESTE 2,2025-02-03,72,54,196,180,52
NORESTE 2,2025-02-04,79,51,214,189,75
NORESTE 2,2025-02-05,92,66,271,187,102
NORESTE 2,2025-02-06,76,64,319,199,116
NORESTE 2,2025-02-07,87,64,295,236,110
NORESTE 2,2025-02-08,93,72,289,236,121
NORESTE 2,2025-02-09,72,61,251,176,95
NORESTE 2,2025-02-10,71,43,192,160,62
NORESTE 2,2025-02-11,90,73,242,207,95
NORESTE 2,2025-02-12,91,105,275,256,171
NORESTE 2,2025-02-13,85,95,271,269,128
NORESTE 2,2025-02-14,84,72,281,284,112
NORESTE 2,2025-02-15,85,75,253,276,95
NORESTE 2,2025-02-16,92,74,228,240,67
NORESTE 2,2025-02-17,66,67,232,214,46
NORESTE 2,2025-02-18,87,49,231,248,72
NORESTE 2,2025-02-19,91,65,233,241,121
NORESTE 2,2025-02-20,89,50,239,274,101
NORESTE 2,2025-02-21,79,48,246,307,117
NORESTE 2,2025-02-22,79,65,281,286,128
NORESTE 2,2025-02-23,81,47,225,250,77
NORESTE 2,2025-02-24,69,45,181,204,82
NORESTE 2,2025-02-25,85,71,246,271,114
NORESTE 2,2025-02-26,89,70,260,251,138
NORESTE 2,2025-02-27,102,78,252,274,123
NORESTE 2,2025-02-28,104,62,261,293,120
NORESTE 2,2025-03-01,113,85,283,242,149
NORESTE 2,2025-03-02,91,62,246,190,142
NORESTE 2,2025-03-03,82,41,232,153,112
NORESTE 2,2025-03-04,83,60,260,217,146
NORESTE 2,2025-03-05,86,59,359,202,166
NORESTE 2,2025-03-06,74,57,341,261,160
NORESTE 2,2025-03-07,74,54,395,291,144
NORESTE 2,2025-03-08,89,58,377,311,85
NORESTE 2,2025-03-09,87,56,356,237,68
NORESTE 2,2025-03-10,74,50,260,176,57
NORESTE 2,2025-03-11,87,72,348,239,97
NORESTE 2,2025-03-12,105,74,321,253,96
NORESTE 2,2025-03-13,108,77,321,273,108
NORESTE 2,2025-03-14,111,74,329,324,128
NORESTE 2,2025-03-15,106,81,399,281,133
NORESTE 2,2025-03-16,107,98,430,261,135
NORESTE 2,2025-03-17,90,98,403,273,131
NORESTE 2,2025-03-18,107,109,394,306,150
NORESTE 2,2025-03-19,119,112,415,352,184
NORESTE 2,2025-03-20,111,115,363,355,206
NORESTE 2,2025-03-21,104,89,335,330,171
NORESTE 2,2025-03-22,94,72,323,319,145
NORESTE 2,2025-03-23,81,67,295,251,101
NORESTE 2,2025-03-24,75,62,284,184,69
NORESTE 2,2025-03-25,74,75,302,264,90
NORESTE 2,2025-03-26,83,78,286,250,81
NORESTE 2,2025-03-27,81,70,370,288,83
NORESTE 2,2025-03-28,97,50,349,259,82
NORESTE 2,2025-03-29,98,56,259,269,77
NORESTE 2,2025-03-30,82,51,269,186,61
NORESTE 2,2025-03-31,89,48,252,164,59
NORESTE 2,2025-04-01,81,54,320,211,89
NORESTE 2,2025-04-02,103,55,367,244,131
NORESTE 2,2025-04-03,110,76,441,275,175
NORESTE 2,2025-04-04,112,81,363,244,209
NORESTE 2,2025-04-05,108,49,354,219,167
NORESTE 2,2025-04-06,85,42,309,156,105
NORESTE 2,2025-04-07,63,26,224,124,57
NORESTE 2,2025-04-08,64,43,242,156,76
NORESTE 2,2025-04-09,78,64,249,176,139
NORESTE 2,2025-04-10,72,49,203,195,167
NORESTE 2,2025-04-11,72,50,232,190,153
NORESTE 2,2025-04-12,89,48,214,182,142
NORESTE 2,2025-04-13,82,41,223,189,103
NORESTE 2,2025-04-14,57,32,185,184,72
NORESTE 2,2025-04-15,74,49,238,194,122
NORESTE 2,2025-04-16,87,61,292,206,153
NORESTE 2,2025-04-17,77,52,289,222,155
NORESTE 2,2025-04-18,69,45,241,180,139
NORESTE 2,2025-04-19,62,31,227,136,114
NORESTE 2,2025-04-20,64,32,182,120,100
NORESTE 2,2025-04-21,58,33,204,78,72
NORESTE 2,2025-04-22,55,44,285,146,156
NORESTE 2,2025-04-23,54,42,286,179,132
NORESTE 2,2025-04-24,68,43,311,179,157
NORESTE 2,2025-04-25,66,36,259,202,120
NORESTE 2,2025-04-26,59,37,285,192,119
NORESTE 2,2025-04-27,58,41,280,168,107
NORESTE 2,2025-04-28,56,35,205,116,70
NORESTE 2,2025-04-29,67,27,280,175,98
NORESTE 2,2025-04-30,60,37,278,164,103
NORESTE 2,2025-05-01,58,48,353,165,124
NORESTE 2,2025-05-02,71,44,364,184,134
NORESTE 2,2025-05-03,71,42,324,221,148
NORESTE 2,2025-05-04,76,45,313,206,136
NORESTE 2,2025-05-05,63,35,297,159,111
NORESTE 2,2025-05-06,64,50,333,214,152
NORESTE 2,2025-05-07,72,52,324,199,137
NORESTE 2,2025-05-08,74,41,336,197,160
NORESTE 2,2025-05-09,60,50,316,203,137
NORESTE 2,2025-05-10,66,51,374,212,167
NORESTE 2,2025-05-11,48,40,293,151,138
NORESTE 2,2025-05-12,50,39,293,144,94
NORESTE 2,2025-05-13,48,48,338,174,188
NORESTE 2,2025-05-14,67,58,337,226,185
NORESTE 2,2025-05-15,63,75,344,259,185
NORESTE 2,2025-05-16,69,83,389,261,241
NORESTE 2,2025-05-17,81,86,428,281,263
NORESTE 2,2025-05-18,90,86,438,255,275
NORESTE 2,2025-05-19,81,78,482,220,200
NORESTE 2,2025-05-20,91,87,561,291,275
NORESTE 2,2025-05-21,97,84,530,279,304
NORESTE 2,2025-05-22,92,89,544,254,339
NORESTE 2,2025-05-23,80,70,459,290,347
NORESTE 2,2025-05-24,75,73,495,270,330
NORESTE 2,2025-05-25,69,55,424,220,278
NORESTE 2,2025-05-26,69,57,361,166,217
NORESTE 2,2025-05-27,82,58,385,258,244
NORESTE 2,2025-05-28,80,63,355,270,249
NORESTE 2,2025-05-29,71,46,345,240,192
NORESTE 2,2025-05-30,83,41,362,247,178
NORESTE 2,2025-05-31,76,77,448,266,158
NORESTE 2,2025-06-01,96,76,490,188,140
NORESTE 2,2025-06-02,83,61,522,191,105
NORESTE 2,2025-06-03,108,80,655,216,171
NORESTE 2,2025-06-04,95,77,689,263,202
NORESTE 2,2025-06-05,114,84,724,245,190
NORESTE 2,2025-06-06,114,76,601,252,207
NORESTE 2,2025-06-07,111,71,612,292,233
NORESTE 2,2025-06-08,98,62,504,245,253
NORESTE 2,2025-06-09,78,42,394,209,214
NORESTE 2,2025-06-10,92,54,471,244,220
NORESTE 2,2025-06-11,81,70,444,236,258
NORESTE 2,2025-06-12,86,56,376,232,259
NORESTE 2,2025-06-13,86,47,347,254,187
NORESTE 2,2025-06-14,85,54,401,237,144
NORESTE 2,2025-06-15,76,42,329,197,124
NORESTE 2,2025-06-16,57,32,274,163,115
NORESTE 2,2025-06-17,64,41,327,225,140
NORESTE 2,2025-06-18,76,43,368,233,153
NORESTE 2,2025-06-19,72,59,441,250,172
NORESTE 2,2025-06-20,85,45,460,265,154
NORESTE 2,2025-06-21,93,36,372,241,127
NORESTE 2,2025-06-22,74,26,357,184,102
NORESTE 2,2025-06-23,65,25,328,157,71
NORESTE 2,2025-06-24,60,39,403,216,146
NORESTE 2,2025-06-25,75,47,454,284,169
NORESTE 2,2025-06-26,93,48,520,275,184
NORESTE 2,2025-06-27,99,39,494,302,160
NORESTE 2,2025-06-28,123,49,503,265,136
NORESTE 2,2025-06-29,102,45,420,242,128
NORESTE 2,2025-06-30,86,39,384,129,103
NORESTE 2,2025-07-01,108,70,470,208,172
NORESTE 2,2025-07-02,109,67,573,254,181
NORESTE 2,2025-07-03,114,90,629,290,183
NORESTE 2,2025-07-04,135,95,588,306,202
NORESTE 2,2025-07-05,126,104,560,312,187
NORESTE 2,2025-07-06,121,104,535,269,145
NORESTE 2,2025-07-07,125,102,476,231,108
NORESTE 2,2025-07-08,133,116,570,283,165
NORESTE 2,2025-07-09,136,113,587,308,175
NORESTE 2,2025-07-10,126,103,609,287,171
NORESTE 2,2025-07-11,122,94,563,336,154
NORESTE 2,2025-07-12,143,92,589,354,145
NORESTE 2,2025-07-13,132,76,511,310,152
NORESTE 2,2025-07-14,148,73,467,236,101
NORESTE 2,2025-07-15,152,83,530,288,165
NORESTE 2,2025-07-16,140,87,611,366,169
NORESTE 2,2025-07-17,154,123,587,368,192
NORESTE 2,2025-07-18,151,131,611,394,212
NORTE BARRANCA,2024-07-18,255,445,836,167,462
NORTE BARRANCA,2024-07-19,249,442,705,159,440
NORTE BARRANCA,2024-07-20,245,411,679,136,422
NORTE BARRANCA,2024-07-21,232,394,658,118,399
NORTE BARRANCA,2024-07-22,232,379,641,113,366
NORTE BARRANCA,2024-07-23,221,369,694,112,379
NORTE BARRANCA,2024-07-24,199,361,708,130,367
NORTE BARRANCA,2024-07-26,207,367,691,169,360
NORTE BARRANCA,2024-07-27,193,343,673,137,330
NORTE BARRANCA,2024-07-28,168,314,591,115,270
NORTE BARRANCA,2024-07-29,169,325,490,75,240
NORTE BARRANCA,2024-07-30,166,318,529,114,250
NORTE BARRANCA,2024-07-31,160,301,560,109,257
NORTE BARRANCA,2024-08-01,139,307,609,114,237
NORTE BARRANCA,2024-08-02,153,333,644,125,218
NORTE BARRANCA,2024-08-03,146,335,618,112,212
NORTE BARRANCA,2024-08-04,136,334,586,93,205
NORTE BARRANCA,2024-08-05,128,322,556,77,197
NORTE BARRANCA,2024-08-06,138,295,563,127,208
NORTE BARRANCA,2024-08-07,135,319,590,144,203
NORTE BARRANCA,2024-08-08,125,317,513,155,249
NORTE BARRANCA,2024-08-09,135,315,474,168,252
NORTE BARRANCA,2024-08-10,152,326,397,157,245
NORTE BARRANCA,2024-08-11,159,320,392,98,254
NORTE BARRANCA,2024-08-12,145,300,327,84,238
NORTE BARRANCA,2024-08-13,146,310,433,134,200
NORTE BARRANCA,2024-08-14,142,312,463,136,202
NORTE BARRANCA,2024-08-15,145,314,416,162,174
NORTE BARRANCA,2024-08-16,149,342,459,131,167
NORTE BARRANCA,2024-08-17,158,359,428,158,182
NORTE BARRANCA,2024-08-18,157,365,482,116,185
NORTE BARRANCA,2024-08-19,152,366,453,97,176
NORTE BARRANCA,2024-08-20,150,360,462,146,159
NORTE BARRANCA,2024-08-21,145,372,451,148,158
NORTE BARRANCA,2024-08-22,144,374,456,180,156
NORTE BARRANCA,2024-08-23,137,377,485,157,194
NORTE BARRANCA,2024-08-24,126,355,518,132,219
NORTE BARRANCA,2024-08-25,128,346,534,102,227
NORTE BARRANCA,2024-08-26,126,343,441,84,226
NORTE BARRANCA,2024-08-28,148,362,620,260,255
NORTE BARRANCA,2024-08-29,153,340,506,291,273
NORTE BARRANCA,2024-08-30,159,328,434,357,320
NORTE BARRANCA,2024-08-31,170,313,382,278,352
NORTE BARRANCA,2024-09-01,174,307,619,218,342
NORTE BARRANCA,2024-09-02,178,313,719,201,325
NORTE BARRANCA,2024-09-03,199,328,777,245,351
NORTE BARRANCA,2024-09-04,198,314,751,271,385
NORTE BARRANCA,2024-09-05,183,289,645,320,371
NORTE BARRANCA,2024-09-06,170,263,494,333,357
NORTE BARRANCA,2024-09-07,164,237,373,379,341
NORTE BARRANCA,2024-09-08,154,229,381,213,340
NORTE BARRANCA,2024-09-09,143,206,230,192,335
NORTE BARRANCA,2024-09-10,140,200,305,161,329
NORTE BARRANCA,2024-09-11,124,197,232,133,325
NORTE BARRANCA,2024-09-12,113,181,213,132,327
NORTE BARRANCA,2024-09-13,109,182,219,144,330
NORTE BARRANCA,2024-09-14,115,189,214,141,305
NORTE BARRANCA,2024-09-15,112,192,213,89,282
NORTE BARRANCA,2024-09-16,110,188,169,89,287
NORTE BARRANCA,2024-09-17,111,201,269,105,305
NORTE BARRANCA,2024-09-18,115,212,285,112,320
NORTE BARRANCA,2024-09-19,118,207,229,133,312
NORTE BARRANCA,2024-09-20,113,203,229,119,308
NORTE BARRANCA,2024-09-21,116,200,246,133,267
NORTE BARRANCA,2024-09-22,107,194,290,96,249
NORTE BARRANCA,2024-09-23,98,201,247,66,231
NORTE BARRANCA,2024-09-24,86,216,298,108,229
NORTE BARRANCA,2024-09-25,92,226,349,135,218
NORTE BARRANCA,2024-09-26,99,238,306,134,232
NORTE BARRANCA,2024-09-27,98,219,223,171,205
NORTE BARRANCA,2024-09-28,89,208,303,169,194
NORTE BARRANCA,2024-09-29,87,199,267,135,199
NORTE BARRANCA,2024-10-01,76,183,221,145,219
NORTE BARRANCA,2024-10-02,78,193,295,156,193
NORTE BARRANCA,2024-10-03,75,170,235,148,186
NORTE BARRANCA,2024-10-04,70,156,208,127,176
NORTE BARRANCA,2024-10-05,55,109,203,141,145
NORTE BARRANCA,2024-10-06,57,94,165,95,141
NORTE BARRANCA,2024-10-07,45,62,94,61,116
NORTE BARRANCA,2024-10-08,41,54,169,107,103
NORTE BARRANCA,2024-10-09,48,56,230,128,85
NORTE BARRANCA,2024-10-10,41,71,223,121,76
NORTE BARRANCA,2024-10-11,38,85,179,106,100
NORTE BARRANCA,2024-10-12,37,72,220,123,96
NORTE BARRANCA,2024-10-13,38,72,194,90,92
NORTE BARRANCA,2024-10-14,38,56,156,73,83
NORTE BARRANCA,2024-10-15,42,56,204,121,70
NORTE BARRANCA,2024-10-16,48,72,236,121,95
NORTE BARRANCA,2024-10-17,56,70,213,118,108
NORTE BARRANCA,2024-10-18,61,65,235,119,104
NORTE BARRANCA,2024-10-19,57,59,278,125,94
NORTE BARRANCA,2024-10-20,53,61,279,97,116
NORTE BARRANCA,2024-10-21,41,58,227,69,108
NORTE BARRANCA,2024-10-22,55,70,280,104,129
NORTE BARRANCA,2024-10-23,60,65,269,104,113
NORTE BARRANCA,2024-10-24,37,58,238,121,92
NORTE BARRANCA,2024-10-26,50,51,229,127,104
NORTE BARRANCA,2024-10-27,41,40,186,62,78
NORTE BARRANCA,2024-10-28,29,39,129,41,71
NORTE BARRANCA,2024-10-29,25,33,176,56,38
NORTE BARRANCA,2024-10-30,39,36,186,82,43
NORTE BARRANCA,2024-10-31,33,37,180,82,51
NORTE BARRANCA,2024-11-01,30,37,161,72,53
NORTE BARRANCA,2024-11-02,40,28,132,82,38
NORTE BARRANCA,2024-11-03,34,30,142,64,43
NORTE BARRANCA,2024-11-04,28,26,138,53,24
NORTE BARRANCA,2024-11-05,30,40,222,64,42
NORTE BARRANCA,2024-11-06,40,52,262,71,50
NORTE BARRANCA,2024-11-07,49,40,242,94,63
NORTE BARRANCA,2024-11-08,55,53,235,106,83
NORTE BARRANCA,2024-11-09,56,37,246,101,111
NORTE BARRANCA,2024-11-10,54,33,237,59,70
NORTE BARRANCA,2024-11-11,51,42,163,59,67
NORTE BARRANCA,2024-11-12,33,45,154,74,60
NORTE BARRANCA,2024-11-13,38,40,164,80,99
NORTE BARRANCA,2024-11-14,37,30,177,86,81
NORTE BARRANCA,2024-11-15,35,36,161,124,95
NORTE BARRANCA,2024-11-16,46,37,185,108,84
NORTE BARRANCA,2024-11-17,46,45,229,96,77
NORTE BARRANCA,2024-11-18,57,59,256,69,85
NORTE BARRANCA,2024-11-19,66,70,460,99,105
NORTE BARRANCA,2024-11-20,63,94,521,122,118
NORTE BARRANCA,2024-11-21,63,123,460,124,130
NORTE BARRANCA,2024-11-22,71,129,344,139,149
NORTE BARRANCA,2024-11-23,63,126,253,117,158
NORTE BARRANCA,2024-11-24,65,132,247,65,162
NORTE BARRANCA,2024-11-25,55,108,203,70,161
NORTE BARRANCA,2024-11-26,71,97,254,93,162
NORTE BARRANCA,2024-11-27,64,106,272,107,183
NORTE BARRANCA,2024-11-28,58,84,232,125,162
NORTE BARRANCA,2024-11-29,52,71,229,102,142
NORTE BARRANCA,2024-11-30,62,68,166,92,141
NORTE BARRANCA,2024-12-01,60,58,213,60,113
NORTE BARRANCA,2024-12-02,48,47,187,40,84
NORTE BARRANCA,2024-12-03,43,49,200,80,70
NORTE BARRANCA,2024-12-04,37,62,200,78,62
NORTE BARRANCA,2024-12-05,40,53,180,84,84
NORTE BARRANCA,2024-12-06,26,37,160,93,69
NORTE BARRANCA,2024-12-07,32,28,181,94,61
NORTE BARRANCA,2024-12-08,24,41,177,66,55
NORTE BARRANCA,2024-12-09,31,37,131,53,48
NORTE BARRANCA,2024-12-10,29,40,180,62,59
NORTE BARRANCA,2024-12-11,18,31,160,79,70
NORTE BARRANCA,2024-12-12,34,36,165,80,53
NORTE BARRANCA,2024-12-13,40,37,219,80,87
NORTE BARRANCA,2024-12-14,52,38,204,75,82
NORTE BARRANCA,2024-12-15,53,31,186,57,78
NORTE BARRANCA,2024-12-16,33,33,121,33,83
NORTE BARRANCA,2024-12-17,44,27,156,74,84
NORTE BARRANCA,2024-12-18,35,25,161,76,73
NORTE BARRANCA,2024-12-19,46,36,168,60,65
NORTE BARRANCA,2024-12-20,36,28,175,89,86
NORTE BARRANCA,2024-12-21,47,36,174,79,98
NORTE BARRANCA,2024-12-22,31,38,190,59,102
NORTE BARRANCA,2024-12-23,30,31,171,61,93
NORTE BARRANCA,2024-12-24,25,33,176,43,99
NORTE BARRANCA,2024-12-25,17,17,133,24,77
NORTE BARRANCA,2024-12-26,23,15,183,45,75
NORTE BARRANCA,2024-12-27,34,31,174,64,91
NORTE BARRANCA,2024-12-28,37,41,170,80,105
NORTE BARRANCA,2024-12-29,31,41,156,56,97
NORTE BARRANCA,2024-12-30,42,27,128,40,59
NORTE BARRANCA,2024-12-31,32,22,125,63,74
NORTE BARRANCA,2025-01-01,31,28,105,30,82
NORTE BARRANCA,2025-01-02,46,33,172,45,91
NORTE BARRANCA,2025-01-03,38,37,171,96,78
NORTE BARRANCA,2025-01-04,36,53,186,100,87
NORTE BARRANCA,2025-01-05,42,49,162,84,86
NORTE BARRANCA,2025-01-06,44,34,167,47,78
NORTE BARRANCA,2025-01-07,42,45,164,92,81
NORTE BARRANCA,2025-01-08,43,46,182,97,66
NORTE BARRANCA,2025-01-09,42,46,204,94,89
NORTE BARRANCA,2025-01-10,44,57,283,108,91
NORTE BARRANCA,2025-01-11,66,68,313,142,131
NORTE BARRANCA,2025-01-12,76,71,317,97,115
NORTE BARRANCA,2025-01-13,94,78,247,72,136
NORTE BARRANCA,2025-01-14,89,85,282,106,171
NORTE BARRANCA,2025-01-15,68,90,237,102,156
NORTE BARRANCA,2025-01-16,59,58,216,117,145
NORTE BARRANCA,2025-01-17,67,59,212,119,138
NORTE BARRANCA,2025-01-18,55,46,227,132,139
NORTE BARRANCA,2025-01-19,69,41,269,97,146
NORTE BARRANCA,2025-01-20,70,41,224,68,123
NORTE BARRANCA,2025-01-21,73,64,248,113,164
NORTE BARRANCA,2025-01-22,65,77,244,99,148
NORTE BARRANCA,2025-01-23,71,71,219,132,113
NORTE BARRANCA,2025-01-24,68,54,159,109,106
NORTE BARRANCA,2025-01-25,73,48,147,128,110
NORTE BARRANCA,2025-01-26,79,46,177,97,150
NORTE BARRANCA,2025-01-27,78,50,136,59,162
NORTE BARRANCA,2025-01-28,74,50,193,94,147
NORTE BARRANCA,2025-01-29,69,51,185,96,135
NORTE BARRANCA,2025-01-30,62,48,164,100,121
NORTE BARRANCA,2025-01-31,63,42,161,122,115
NORTE BARRANCA,2025-02-01,67,47,214,102,109
NORTE BARRANCA,2025-02-02,75,50,209,81,126
NORTE BARRANCA,2025-02-03,68,51,187,46,123
NORTE BARRANCA,2025-02-04,82,71,299,128,148
NORTE BARRANCA,2025-02-05,94,75,271,132,164
NORTE BARRANCA,2025-02-06,102,72,259,137,166
NORTE BARRANCA,2025-02-07,96,79,209,154,159
NORTE BARRANCA,2025-02-08,85,80,266,109,152
NORTE BARRANCA,2025-02-09,84,75,238,87,167
NORTE BARRANCA,2025-02-10,85,62,203,52,172
NORTE BARRANCA,2025-02-11,94,79,231,103,196
NORTE BARRANCA,2025-02-12,116,92,157,175,181
NORTE BARRANCA,2025-02-13,119,96,192,193,186
NORTE BARRANCA,2025-02-14,120,94,161,191,160
NORTE BARRANCA,2025-02-15,131,86,165,159,186
NORTE BARRANCA,2025-02-16,148,77,209,124,189
NORTE BARRANCA,2025-02-17,158,83,187,89,195
NORTE BARRANCA,2025-02-18,163,82,252,147,185
NORTE BARRANCA,2025-02-19,132,87,222,128,171
NORTE BARRANCA,2025-02-20,120,77,203,129,162
NORTE BARRANCA,2025-02-21,122,87,147,137,177
NORTE BARRANCA,2025-02-22,115,88,145,141,147
NORTE BARRANCA,2025-02-23,88,68,112,94,128
NORTE BARRANCA,2025-02-24,59,53,95,59,122
NORTE BARRANCA,2025-02-25,54,36,119,114,87
NORTE BARRANCA,2025-02-26,63,43,153,118,102
NORTE BARRANCA,2025-02-27,73,40,144,143,112
NORTE BARRANCA,2025-02-28,87,53,160,143,133
NORTE BARRANCA,2025-03-01,103,44,172,134,148
NORTE BARRANCA,2025-03-02,100,53,178,115,171
NORTE BARRANCA,2025-03-03,111,70,147,76,186
NORTE BARRANCA,2025-03-04,117,70,180,145,165
NORTE BARRANCA,2025-03-05,135,87,299,125,204
NORTE BARRANCA,2025-03-06,146,103,265,126,197
NORTE BARRANCA,2025-03-07,155,107,319,123,193
NORTE BARRANCA,2025-03-08,145,113,314,143,205
NORTE BARRANCA,2025-03-09,128,117,372,126,222
NORTE BARRANCA,2025-03-10,123,119,352,68,228
NORTE BARRANCA,2025-03-11,139,116,346,141,232
NORTE BARRANCA,2025-03-12,141,129,463,153,220
NORTE BARRANCA,2025-03-13,135,120,418,132,189
NORTE BARRANCA,2025-03-14,126,120,374,114,206
NORTE BARRANCA,2025-03-15,132,129,542,114,206
NORTE BARRANCA,2025-03-16,130,137,596,113,209
NORTE BARRANCA,2025-03-17,136,155,618,79,210
NORTE BARRANCA,2025-03-18,149,153,652,162,257
NORTE BARRANCA,2025-03-19,164,158,649,222,263
NORTE BARRANCA,2025-03-20,165,167,618,228,265
NORTE BARRANCA,2025-03-21,156,148,590,253,230
NORTE BARRANCA,2025-03-22,161,144,566,232,202
NORTE BARRANCA,2025-03-23,158,142,545,164,152
NORTE BARRANCA,2025-03-24,174,147,549,106,152
NORTE BARRANCA,2025-03-25,193,143,520,150,140
NORTE BARRANCA,2025-03-26,197,156,482,139,139
NORTE BARRANCA,2025-03-27,200,164,494,154,152
NORTE BARRANCA,2025-03-28,188,164,557,137,144
NORTE BARRANCA,2025-03-29,190,160,506,127,133
NORTE BARRANCA,2025-03-30,178,146,472,104,123
NORTE BARRANCA,2025-03-31,165,144,458,74,101
NORTE BARRANCA,2025-04-01,152,124,458,106,110
NORTE BARRANCA,2025-04-02,159,135,461,121,123
NORTE BARRANCA,2025-04-03,151,136,509,103,142
NORTE BARRANCA,2025-04-04,150,128,431,88,147
NORTE BARRANCA,2025-04-05,161,131,662,97,163
NORTE BARRANCA,2025-04-06,159,126,808,73,189
NORTE BARRANCA,2025-04-07,141,122,741,59,173
NORTE BARRANCA,2025-04-08,138,122,674,91,184
NORTE BARRANCA,2025-04-09,125,94,597,96,180
NORTE BARRANCA,2025-04-10,122,98,557,89,220
NORTE BARRANCA,2025-04-11,115,96,536,68,229
NORTE BARRANCA,2025-04-12,121,92,458,88,220
NORTE BARRANCA,2025-04-13,121,93,419,82,221
NORTE BARRANCA,2025-04-14,128,91,391,47,208
NORTE BARRANCA,2025-04-15,116,96,366,109,231
NORTE BARRANCA,2025-04-16,122,102,314,100,247
NORTE BARRANCA,2025-04-17,111,92,287,81,282
NORTE BARRANCA,2025-04-18,104,89,289,80,277
NORTE BARRANCA,2025-04-19,90,72,217,66,250
NORTE BARRANCA,2025-04-20,74,68,210,54,228
NORTE BARRANCA,2025-04-21,68,64,139,37,190
NORTE BARRANCA,2025-04-22,51,53,260,93,221
NORTE BARRANCA,2025-04-23,56,50,244,80,208
NORTE BARRANCA,2025-04-24,43,34,230,98,185
NORTE BARRANCA,2025-04-25,41,28,223,73,198
NORTE BARRANCA,2025-04-26,53,31,201,73,143
NORTE BARRANCA,2025-04-27,42,22,179,66,107
NORTE BARRANCA,2025-04-28,31,24,238,42,88
NORTE BARRANCA,2025-04-29,31,35,234,85,127
NORTE BARRANCA,2025-04-30,37,39,225,78,127
NORTE BARRANCA,2025-05-01,42,28,202,64,113
NORTE BARRANCA,2025-05-02,47,26,243,82,134
NORTE BARRANCA,2025-05-03,45,28,242,88,125
NORTE BARRANCA,2025-05-04,46,19,220,60,117
NORTE BARRANCA,2025-05-05,37,16,161,36,95
NORTE BARRANCA,2025-05-06,33,24,160,82,86
NORTE BARRANCA,2025-05-07,31,30,161,79,92
NORTE BARRANCA,2025-05-08,29,23,198,73,77
NORTE BARRANCA,2025-05-09,23,26,224,93,103
NORTE BARRANCA,2025-05-10,23,25,210,71,94
NORTE BARRANCA,2025-05-11,23,15,145,58,76
NORTE BARRANCA,2025-05-12,26,14,114,39,36
NORTE BARRANCA,2025-05-13,32,24,185,76,71
NORTE BARRANCA,2025-05-14,28,29,228,90,90
NORTE BARRANCA,2025-05-15,32,18,239,87,102
NORTE BARRANCA,2025-05-16,25,23,181,108,90
NORTE BARRANCA,2025-05-17,34,23,195,96,113
NORTE BARRANCA,2025-05-18,21,24,224,71,130
NORTE BARRANCA,2025-05-19,29,16,202,41,116
NORTE BARRANCA,2025-05-20,32,19,227,70,118
NORTE BARRANCA,2025-05-21,40,25,234,75,151
NORTE BARRANCA,2025-05-22,28,22,294,89,140
NORTE BARRANCA,2025-05-23,35,17,366,84,130
NORTE BARRANCA,2025-05-24,32,17,356,82,131
NORTE BARRANCA,2025-05-25,31,21,355,55,106
NORTE BARRANCA,2025-05-26,34,18,289,45,98
NORTE BARRANCA,2025-05-27,54,23,256,84,121
NORTE BARRANCA,2025-05-28,40,22,234,75,107
NORTE BARRANCA,2025-05-29,37,25,249,88,95
NORTE BARRANCA,2025-05-30,39,24,307,89,75
NORTE BARRANCA,2025-05-31,46,25,364,69,68
NORTE BARRANCA,2025-06-01,64,28,445,72,73
NORTE BARRANCA,2025-06-02,75,35,467,63,78
NORTE BARRANCA,2025-06-03,81,46,611,114,123
NORTE BARRANCA,2025-06-04,88,53,567,115,149
NORTE BARRANCA,2025-06-05,75,49,586,118,150
NORTE BARRANCA,2025-06-06,90,50,558,108,123
NORTE BARRANCA,2025-06-07,100,61,590,99,130
NORTE BARRANCA,2025-06-08,107,70,564,90,160
NORTE BARRANCA,2025-06-09,109,61,483,61,137
NORTE BARRANCA,2025-06-10,97,66,485,70,139
NORTE BARRANCA,2025-06-11,86,76,425,94,141
NORTE BARRANCA,2025-06-12,94,77,408,107,136
NORTE BARRANCA,2025-06-13,93,70,357,103,145
NORTE BARRANCA,2025-06-14,86,55,348,87,141
NORTE BARRANCA,2025-06-15,84,45,405,66,124
NORTE BARRANCA,2025-06-16,91,41,376,40,111
NORTE BARRANCA,2025-06-17,106,49,387,77,137
NORTE BARRANCA,2025-06-18,100,42,451,91,111
NORTE BARRANCA,2025-06-19,98,41,420,110,104
NORTE BARRANCA,2025-06-20,94,28,412,128,114
NORTE BARRANCA,2025-06-21,95,40,314,109,119
NORTE BARRANCA,2025-06-22,82,37,297,76,89
NORTE BARRANCA,2025-06-23,70,31,267,42,53
NORTE BARRANCA,2025-06-24,51,33,357,76,70
NORTE BARRANCA,2025-06-25,44,27,409,99,73
NORTE BARRANCA,2025-06-26,48,30,563,145,94
NORTE BARRANCA,2025-06-27,54,33,622,124,97
NORTE BARRANCA,2025-06-28,81,45,653,114,96
NORTE BARRANCA,2025-06-29,88,51,560,82,97
NORTE BARRANCA,2025-06-30,86,54,491,61,94
