REGION,Fecha_Descarga,CDD,Addon,Soportes,Instalaciones,Recolecciones
FRONTERA,2024-08-05,233,408,517,449,509
FRONTERA,2024-08-06,232,427,548,533,507
FRONTERA,2024-08-07,235,434,548,550,510
FRONTERA,2024-08-08,232,430,540,564,536
FRONTERA,2024-08-09,234,406,538,590,567
FRONTERA,2024-08-10,243,391,494,597,582
FRONTERA,2024-08-11,229,377,520,496,559
FRONTERA,2024-08-12,233,345,490,391,527
FRONTERA,2024-08-13,231,356,569,473,515
FRONTERA,2024-08-14,241,360,551,534,507
FRONTERA,2024-08-15,250,362,587,564,487
FRONTERA,2024-08-16,245,377,631,598,508
FRONTERA,2024-08-17,260,395,561,615,498
FRONTERA,2024-08-18,270,396,530,532,494
FRONTERA,2024-08-19,257,365,430,470,501
FRONTERA,2024-08-20,259,287,475,485,440
FRONTERA,2024-08-21,219,274,407,493,425
FRONTERA,2024-08-22,192,289,415,482,405
FRONTERA,2024-08-23,178,267,513,478,395
FRONTERA,2024-08-24,151,257,466,465,380
FRONTERA,2024-08-25,127,259,450,390,318
FRONTERA,2024-08-26,116,243,368,341,283
FRONTERA,2024-08-28,114,275,451,400,291
FRONTERA,2024-08-29,107,289,533,419,276
FRONTERA,2024-08-30,116,206,456,483,234
FRONTERA,2024-08-31,133,237,471,475,249
FRONTERA,2024-09-01,170,229,433,424,254
FRONTERA,2024-09-02,183,246,359,354,256
FRONTERA,2024-09-03,185,257,353,435,256
FRONTERA,2024-09-04,177,255,350,469,265
FRONTERA,2024-09-05,180,240,370,458,287
FRONTERA,2024-09-06,188,227,413,484,308
FRONTERA,2024-09-07,182,216,396,495,281
FRONTERA,2024-09-08,162,195,331,414,291
FRONTERA,2024-09-09,151,185,266,409,279
FRONTERA,2024-09-10,152,212,292,436,311
FRONTERA,2024-09-11,153,205,304,471,300
FRONTERA,2024-09-12,153,195,267,482,324
FRONTERA,2024-09-13,141,184,224,461,313
FRONTERA,2024-09-14,153,184,249,504,306
FRONTERA,2024-09-15,166,185,219,436,274
FRONTERA,2024-09-16,152,164,248,400,265
FRONTERA,2024-09-17,143,177,337,411,268
FRONTERA,2024-09-18,156,186,281,466,284
FRONTERA,2024-09-19,169,175,299,476,285
FRONTERA,2024-09-20,169,170,292,456,252
FRONTERA,2024-09-21,169,178,307,473,248
FRONTERA,2024-09-22,146,176,256,402,245
FRONTERA,2024-09-23,143,154,170,324,256
FRONTERA,2024-09-24,132,143,200,406,264
FRONTERA,2024-09-25,112,137,225,428,287
FRONTERA,2024-09-26,105,110,185,429,262
FRONTERA,2024-09-27,91,82,156,438,214
FRONTERA,2024-09-28,99,64,149,402,175
FRONTERA,2024-09-29,87,55,135,326,152
FRONTERA,2024-10-01,93,67,181,318,176
FRONTERA,2024-10-02,95,81,202,349,129
FRONTERA,2024-10-03,103,73,167,364,143
FRONTERA,2024-10-04,88,71,152,325,140
FRONTERA,2024-10-05,91,57,150,311,112
FRONTERA,2024-10-06,87,46,160,262,114
FRONTERA,2024-10-07,75,36,156,164,109
FRONTERA,2024-10-08,75,48,191,231,117
FRONTERA,2024-10-09,64,62,206,233,105
FRONTERA,2024-10-10,73,61,175,232,107
FRONTERA,2024-10-11,66,62,138,234,85
FRONTERA,2024-10-12,66,68,152,255,83
FRONTERA,2024-10-13,77,63,169,250,84
FRONTERA,2024-10-14,63,58,134,182,86
FRONTERA,2024-10-15,65,66,179,295,86
FRONTERA,2024-10-16,75,70,176,338,111
FRONTERA,2024-10-17,78,78,196,305,103
FRONTERA,2024-10-18,80,69,189,364,113
FRONTERA,2024-10-19,79,59,141,424,114
FRONTERA,2024-10-20,62,55,159,346,101
FRONTERA,2024-10-21,52,50,122,203,100
FRONTERA,2024-10-22,68,55,175,291,119
FRONTERA,2024-10-23,71,64,205,270,122
FRONTERA,2024-10-24,66,53,179,296,107
FRONTERA,2024-10-26,83,62,217,464,143
FRONTERA,2024-10-27,89,59,186,331,135
FRONTERA,2024-10-28,72,56,154,215,114
FRONTERA,2024-10-29,76,56,205,269,99
FRONTERA,2024-10-30,76,49,171,292,106
FRONTERA,2024-10-31,78,45,148,317,95
FRONTERA,2024-11-01,68,42,139,278,84
FRONTERA,2024-11-02,69,56,200,349,86
FRONTERA,2024-11-03,83,48,146,290,83
FRONTERA,2024-11-04,77,38,150,244,71
FRONTERA,2024-11-05,71,49,176,312,98
FRONTERA,2024-11-06,81,68,217,321,110
FRONTERA,2024-11-07,77,61,167,343,110
FRONTERA,2024-11-08,77,56,151,331,85
FRONTERA,2024-11-09,87,51,179,325,77
FRONTERA,2024-11-10,70,41,153,291,58
FRONTERA,2024-11-11,56,32,106,229,55
FRONTERA,2024-11-12,57,44,163,282,55
FRONTERA,2024-11-13,54,42,159,309,66
FRONTERA,2024-11-14,59,48,135,350,82
FRONTERA,2024-11-15,71,49,132,362,82
FRONTERA,2024-11-16,71,46,205,409,85
FRONTERA,2024-11-17,76,56,168,379,60
FRONTERA,2024-11-18,67,54,154,326,60
FRONTERA,2024-11-19,73,75,266,410,69
FRONTERA,2024-11-20,89,71,231,412,89
FRONTERA,2024-11-21,89,70,182,418,87
FRONTERA,2024-11-22,76,54,180,389,99
FRONTERA,2024-11-23,63,50,153,407,100
FRONTERA,2024-11-24,48,47,159,312,75
FRONTERA,2024-11-25,44,31,119,263,45
FRONTERA,2024-11-26,58,41,149,334,61
FRONTERA,2024-11-27,73,43,149,282,81
FRONTERA,2024-11-28,70,32,142,294,80
FRONTERA,2024-11-29,63,42,149,293,53
FRONTERA,2024-11-30,50,40,146,307,59
FRONTERA,2024-12-01,60,47,148,235,57
FRONTERA,2024-12-02,49,38,117,164,54
FRONTERA,2024-12-03,63,39,199,202,63
FRONTERA,2024-12-04,63,43,184,253,85
FRONTERA,2024-12-05,69,43,168,246,75
FRONTERA,2024-12-06,52,51,134,261,53
FRONTERA,2024-12-07,54,43,146,269,61
FRONTERA,2024-12-08,34,35,131,227,63
FRONTERA,2024-12-09,37,21,121,161,51
FRONTERA,2024-12-10,46,37,191,266,75
FRONTERA,2024-12-11,54,47,216,325,68
FRONTERA,2024-12-12,68,48,189,295,78
FRONTERA,2024-12-13,74,60,229,284,93
FRONTERA,2024-12-14,83,55,202,336,87
FRONTERA,2024-12-15,75,54,195,289,85
FRONTERA,2024-12-16,72,48,172,202,72
FRONTERA,2024-12-17,68,52,194,273,73
FRONTERA,2024-12-18,67,50,208,313,66
FRONTERA,2024-12-19,70,45,192,327,61
FRONTERA,2024-12-20,60,40,156,320,66
FRONTERA,2024-12-21,57,38,150,303,65
FRONTERA,2024-12-22,61,34,146,271,61
FRONTERA,2024-12-23,55,33,126,225,47
FRONTERA,2024-12-24,56,37,153,227,49
FRONTERA,2024-12-25,40,30,107,143,45
FRONTERA,2024-12-26,49,38,143,148,46
FRONTERA,2024-12-27,50,39,181,273,68
FRONTERA,2024-12-28,56,48,166,323,68
FRONTERA,2024-12-29,52,34,131,315,53
FRONTERA,2024-12-30,49,20,144,262,42
FRONTERA,2024-12-31,72,25,177,246,51
FRONTERA,2025-01-01,76,25,125,154,64
FRONTERA,2025-01-02,88,31,181,173,75
FRONTERA,2025-01-03,83,39,155,361,89
FRONTERA,2025-01-04,89,44,174,399,80
FRONTERA,2025-01-05,82,47,156,376,86
FRONTERA,2025-01-06,59,47,117,305,67
FRONTERA,2025-01-07,82,46,194,300,87
FRONTERA,2025-01-08,78,51,222,339,98
FRONTERA,2025-01-09,86,66,221,313,115
FRONTERA,2025-01-10,72,53,196,341,81
FRONTERA,2025-01-11,75,45,214,363,92
FRONTERA,2025-01-12,60,46,180,350,84
FRONTERA,2025-01-13,60,27,118,261,56
FRONTERA,2025-01-14,69,38,125,297,74
FRONTERA,2025-01-15,75,35,144,323,81
FRONTERA,2025-01-16,91,38,133,392,92
FRONTERA,2025-01-17,96,59,152,407,90
FRONTERA,2025-01-18,87,50,174,411,84
FRONTERA,2025-01-19,76,47,178,360,78
FRONTERA,2025-01-20,73,36,152,314,91
FRONTERA,2025-01-21,65,49,146,387,103
FRONTERA,2025-01-22,63,44,218,399,112
FRONTERA,2025-01-23,64,48,240,425,102
FRONTERA,2025-01-24,62,38,197,396,81
FRONTERA,2025-01-25,72,29,169,431,78
FRONTERA,2025-01-26,70,39,190,390,89
FRONTERA,2025-01-27,64,37,167,318,73
FRONTERA,2025-01-28,79,44,194,361,110
FRONTERA,2025-01-29,75,58,176,426,106
FRONTERA,2025-01-30,91,57,182,418,106
FRONTERA,2025-01-31,92,56,207,444,99
FRONTERA,2025-02-01,102,51,218,406,104
FRONTERA,2025-02-02,117,61,211,445,100
FRONTERA,2025-02-03,104,50,195,381,87
FRONTERA,2025-02-04,112,53,265,468,104
FRONTERA,2025-02-05,118,50,274,494,110
FRONTERA,2025-02-06,98,50,232,478,123
FRONTERA,2025-02-07,95,48,179,482,105
FRONTERA,2025-02-08,94,48,222,505,122
FRONTERA,2025-02-09,95,47,199,419,109
FRONTERA,2025-02-10,58,48,140,339,86
FRONTERA,2025-02-11,80,57,209,344,82
FRONTERA,2025-02-12,103,55,296,424,116
FRONTERA,2025-02-13,98,59,226,426,105
FRONTERA,2025-02-14,76,53,182,420,92
FRONTERA,2025-02-15,64,30,145,414,81
FRONTERA,2025-02-16,60,36,170,404,79
FRONTERA,2025-02-17,58,34,120,309,66
FRONTERA,2025-02-18,61,44,211,391,80
FRONTERA,2025-02-19,70,44,167,374,78
FRONTERA,2025-02-20,64,37,186,332,61
FRONTERA,2025-02-21,56,33,152,339,74
FRONTERA,2025-02-22,68,32,162,343,73
FRONTERA,2025-02-23,71,29,129,261,70
FRONTERA,2025-02-24,70,20,115,190,63
FRONTERA,2025-02-25,68,28,154,288,61
FRONTERA,2025-02-26,54,34,146,292,63
FRONTERA,2025-02-27,62,41,145,239,81
FRONTERA,2025-02-28,78,25,187,292,87
FRONTERA,2025-03-01,93,37,167,244,90
FRONTERA,2025-03-02,90,40,174,222,102
FRONTERA,2025-03-03,76,35,107,158,84
FRONTERA,2025-03-04,80,38,173,244,89
FRONTERA,2025-03-05,76,35,206,225,89
FRONTERA,2025-03-06,83,42,171,246,89
FRONTERA,2025-03-07,84,39,184,292,79
FRONTERA,2025-03-08,81,43,176,263,84
FRONTERA,2025-03-09,62,35,185,230,60
FRONTERA,2025-03-10,53,28,138,162,61
FRONTERA,2025-03-11,70,37,159,195,76
FRONTERA,2025-03-12,72,36,175,232,77
FRONTERA,2025-03-13,65,42,209,233,64
FRONTERA,2025-03-14,68,39,205,304,77
FRONTERA,2025-03-15,88,49,238,336,94
FRONTERA,2025-03-16,84,39,273,315,73
FRONTERA,2025-03-17,76,39,202,247,81
FRONTERA,2025-03-18,83,51,230,298,93
FRONTERA,2025-03-19,78,70,268,352,96
FRONTERA,2025-03-20,83,57,215,350,76
FRONTERA,2025-03-21,89,43,212,323,84
FRONTERA,2025-03-22,82,40,189,323,90
FRONTERA,2025-03-23,67,38,198,259,65
FRONTERA,2025-03-24,63,30,158,175,54
FRONTERA,2025-03-25,76,24,182,274,69
FRONTERA,2025-03-26,82,29,192,308,83
FRONTERA,2025-03-27,71,32,215,321,79
FRONTERA,2025-03-28,86,33,294,305,77
FRONTERA,2025-03-29,103,37,508,317,87
FRONTERA,2025-03-30,122,38,514,360,93
FRONTERA,2025-03-31,120,49,444,335,87
FRONTERA,2025-04-01,130,71,430,376,99
FRONTERA,2025-04-02,130,74,396,464,107
FRONTERA,2025-04-03,130,76,386,451,99
FRONTERA,2025-04-04,124,75,290,447,119
FRONTERA,2025-04-05,101,51,299,444,106
FRONTERA,2025-04-06,87,32,260,398,85
FRONTERA,2025-04-07,84,22,232,273,73
FRONTERA,2025-04-08,69,24,227,246,89
FRONTERA,2025-04-09,52,30,207,249,94
FRONTERA,2025-04-10,61,28,179,223,123
FRONTERA,2025-04-11,68,32,174,245,107
FRONTERA,2025-04-12,69,27,154,215,86
FRONTERA,2025-04-13,76,37,164,215,82
FRONTERA,2025-04-14,62,23,147,163,67
FRONTERA,2025-04-15,68,29,198,238,90
FRONTERA,2025-04-16,73,32,199,222,100
FRONTERA,2025-04-17,86,30,192,235,88
FRONTERA,2025-04-18,72,39,219,222,84
FRONTERA,2025-04-19,56,27,223,209,93
FRONTERA,2025-04-20,49,20,145,183,85
FRONTERA,2025-04-21,40,18,157,110,69
FRONTERA,2025-04-22,52,30,188,202,98
FRONTERA,2025-04-23,57,26,235,210,120
FRONTERA,2025-04-24,63,26,210,186,99
FRONTERA,2025-04-25,62,26,193,183,108
FRONTERA,2025-04-26,55,26,216,206,115
FRONTERA,2025-04-27,63,29,189,170,108
FRONTERA,2025-04-28,54,16,155,129,65
FRONTERA,2025-04-29,54,24,229,190,84
FRONTERA,2025-04-30,50,23,253,190,100
FRONTERA,2025-05-01,59,25,230,160,82
FRONTERA,2025-05-02,72,36,248,210,84
FRONTERA,2025-05-03,88,40,304,254,102
FRONTERA,2025-05-04,89,36,281,237,104
FRONTERA,2025-05-05,78,36,228,159,92
FRONTERA,2025-05-06,74,42,280,231,114
FRONTERA,2025-05-07,80,46,317,274,135
FRONTERA,2025-05-08,78,54,272,261,105
FRONTERA,2025-05-09,67,36,245,244,75
FRONTERA,2025-05-10,75,30,256,249,81
FRONTERA,2025-05-11,57,26,203,172,75
FRONTERA,2025-05-12,65,25,154,155,68
FRONTERA,2025-05-13,71,28,240,178,101
FRONTERA,2025-05-14,67,40,230,209,145
FRONTERA,2025-05-15,60,39,237,261,117
FRONTERA,2025-05-16,58,34,255,253,105
FRONTERA,2025-05-17,82,45,322,273,131
FRONTERA,2025-05-18,63,37,312,234,107
FRONTERA,2025-05-19,61,41,284,201,84
FRONTERA,2025-05-20,69,46,358,299,95
FRONTERA,2025-05-21,96,48,312,345,126
FRONTERA,2025-05-22,97,45,301,358,132
FRONTERA,2025-05-23,87,28,335,400,120
FRONTERA,2025-05-24,92,27,309,412,100
FRONTERA,2025-05-25,110,28,337,427,86
FRONTERA,2025-05-26,99,30,313,308,71
FRONTERA,2025-05-27,110,39,297,393,88
FRONTERA,2025-05-28,95,43,294,415,76
FRONTERA,2025-05-29,88,28,235,402,79
FRONTERA,2025-05-30,94,36,259,412,77
FRONTERA,2025-05-31,101,32,270,410,57
FRONTERA,2025-06-01,112,34,287,317,64
FRONTERA,2025-06-02,103,34,238,264,53
FRONTERA,2025-06-03,110,39,319,301,76
FRONTERA,2025-06-04,95,43,347,341,74
FRONTERA,2025-06-05,114,30,351,333,76
FRONTERA,2025-06-06,104,20,318,283,59
FRONTERA,2025-06-07,87,20,301,278,57
FRONTERA,2025-06-08,94,29,314,261,84
FRONTERA,2025-06-09,82,23,227,194,70
FRONTERA,2025-06-10,79,37,256,229,87
FRONTERA,2025-06-11,86,35,261,212,114
FRONTERA,2025-06-12,75,15,305,257,102
FRONTERA,2025-06-13,74,19,409,252,96
FRONTERA,2025-06-14,89,27,380,283,76
FRONTERA,2025-06-15,82,30,340,237,54
FRONTERA,2025-06-16,85,27,271,177,43
FRONTERA,2025-06-17,96,27,339,243,61
FRONTERA,2025-06-18,109,32,331,315,78
FRONTERA,2025-06-19,127,46,387,325,70
FRONTERA,2025-06-20,123,43,363,383,95
FRONTERA,2025-06-21,108,42,463,396,98
FRONTERA,2025-06-22,101,32,420,393,109
FRONTERA,2025-06-23,98,35,307,290,105
FRONTERA,2025-06-24,100,38,344,365,126
FRONTERA,2025-06-25,106,38,317,313,125
FRONTERA,2025-06-26,100,33,286,310,126
FRONTERA,2025-06-27,94,32,297,325,116
FRONTERA,2025-06-28,101,31,304,339,105
FRONTERA,2025-06-29,85,32,238,334,77
FRONTERA,2025-06-30,69,29,173,241,82
FRONTERA,2025-07-01,99,47,314,252,117
FRONTERA,2025-07-02,110,52,387,277,118
FRONTERA,2025-07-03,111,39,470,354,107
FRONTERA,2025-07-04,134,55,447,385,130
FRONTERA,2025-07-05,139,48,408,413,128
FRONTERA,2025-07-06,127,40,363,335,114
FRONTERA,2025-07-07,114,27,258,242,100
FRONTERA,2025-07-08,117,29,265,270,103
FRONTERA,2025-07-09,98,35,296,261,98
FRONTERA,2025-07-10,97,43,283,261,98
FRONTERA,2025-07-11,94,33,283,261,85
FRONTERA,2025-07-12,88,29,289,255,74
FRONTERA,2025-07-13,86,35,270,228,79
FRONTERA,2025-07-14,59,26,211,183,72
FRONTERA,2025-07-15,82,35,288,235,99
FRONTERA,2025-07-16,80,38,309,237,92
FRONTERA,2025-07-17,84,36,272,300,95
FRONTERA,2025-07-18,81,34,233,297,78
METRO NOT 1,2024-07-18,265,278,562,419,701
METRO NOT 1,2024-07-19,267,255,562,486,733
METRO NOT 1,2024-07-20,289,239,489,474,680
METRO NOT 1,2024-07-21,282,226,507,439,669
METRO NOT 1,2024-07-22,254,213,484,426,633
METRO NOT 1,2024-07-23,239,267,514,443,668
METRO NOT 1,2024-07-24,240,281,477,405,692
METRO NOT 1,2024-07-26,223,256,443,475,704
METRO NOT 1,2024-07-27,212,255,446,457,704
METRO NOT 1,2024-07-28,234,259,435,418,676
METRO NOT 1,2024-07-29,217,219,437,388,626
METRO NOT 1,2024-07-30,230,231,470,393,607
METRO NOT 1,2024-07-31,252,246,552,408,670
METRO NOT 1,2024-08-01,274,274,517,473,686
METRO NOT 1,2024-08-02,302,275,600,396,648
METRO NOT 1,2024-08-03,316,271,533,421,616
METRO NOT 1,2024-08-04,333,279,554,369,566
METRO NOT 1,2024-08-05,301,275,519,384,475
METRO NOT 1,2024-08-06,312,265,525,409,478
METRO NOT 1,2024-08-07,305,293,530,470,495
METRO NOT 1,2024-08-08,329,321,580,485,547
METRO NOT 1,2024-08-09,356,319,567,447,543
METRO NOT 1,2024-08-10,335,279,538,490,553
METRO NOT 1,2024-08-11,328,270,437,477,553
METRO NOT 1,2024-08-12,312,241,367,434,492
METRO NOT 1,2024-08-13,349,268,402,441,538
METRO NOT 1,2024-08-14,328,289,449,479,538
METRO NOT 1,2024-08-15,326,212,388,530,522
METRO NOT 1,2024-08-16,320,220,459,453,543
METRO NOT 1,2024-08-17,325,235,465,440,532
METRO NOT 1,2024-08-18,324,213,501,441,563
METRO NOT 1,2024-08-19,298,203,491,366,546
METRO NOT 1,2024-08-20,307,231,513,466,585
METRO NOT 1,2024-08-21,310,247,537,500,637
METRO NOT 1,2024-08-22,257,247,496,496,625
METRO NOT 1,2024-08-23,277,247,510,534,617
METRO NOT 1,2024-08-24,289,233,544,496,678
METRO NOT 1,2024-08-25,282,227,572,435,711
METRO NOT 1,2024-08-26,240,214,481,460,674
METRO NOT 1,2024-08-28,282,265,527,507,743
METRO NOT 1,2024-08-29,281,230,447,504,672
METRO NOT 1,2024-08-30,271,220,454,501,580
METRO NOT 1,2024-08-31,282,201,458,458,580
METRO NOT 1,2024-09-01,290,222,567,429,579
METRO NOT 1,2024-09-02,290,240,628,467,574
METRO NOT 1,2024-09-03,284,296,652,454,599
METRO NOT 1,2024-09-04,278,326,608,477,631
METRO NOT 1,2024-09-05,239,282,549,492,658
METRO NOT 1,2024-09-06,252,311,586,539,678
METRO NOT 1,2024-09-07,265,302,674,486,689
METRO NOT 1,2024-09-08,267,272,573,409,659
METRO NOT 1,2024-09-09,219,254,503,374,640
METRO NOT 1,2024-09-10,212,250,476,411,584
METRO NOT 1,2024-09-11,205,228,487,366,552
METRO NOT 1,2024-09-12,177,208,428,372,518
METRO NOT 1,2024-09-13,167,164,357,412,441
METRO NOT 1,2024-09-14,176,170,414,443,453
METRO NOT 1,2024-09-15,165,180,516,433,457
METRO NOT 1,2024-09-16,152,203,485,385,476
METRO NOT 1,2024-09-17,162,233,647,418,524
METRO NOT 1,2024-09-18,190,286,658,434,586
METRO NOT 1,2024-09-19,160,285,620,476,587
METRO NOT 1,2024-09-20,171,310,593,484,623
METRO NOT 1,2024-09-21,161,295,557,504,622
METRO NOT 1,2024-09-22,161,277,561,442,624
METRO NOT 1,2024-09-23,140,272,470,417,641
METRO NOT 1,2024-09-24,172,294,516,441,650
METRO NOT 1,2024-09-25,186,261,508,429,620
METRO NOT 1,2024-09-26,184,239,447,396,618
METRO NOT 1,2024-09-27,192,208,401,404,569
METRO NOT 1,2024-09-28,187,198,428,440,503
METRO NOT 1,2024-09-29,170,186,372,393,500
METRO NOT 1,2024-10-01,170,223,490,379,487
METRO NOT 1,2024-10-02,181,243,526,427,450
METRO NOT 1,2024-10-03,187,254,494,344,441
METRO NOT 1,2024-10-04,184,220,476,337,418
METRO NOT 1,2024-10-05,178,212,438,388,407
METRO NOT 1,2024-10-06,167,190,392,354,364
METRO NOT 1,2024-10-07,163,175,372,305,335
METRO NOT 1,2024-10-08,175,196,383,342,355
METRO NOT 1,2024-10-09,155,192,384,315,351
METRO NOT 1,2024-10-10,157,197,313,296,378
METRO NOT 1,2024-10-11,151,178,316,298,364
METRO NOT 1,2024-10-12,148,174,366,291,345
METRO NOT 1,2024-10-13,138,145,299,287,316
METRO NOT 1,2024-10-14,109,122,277,286,279
METRO NOT 1,2024-10-15,128,153,332,362,276
METRO NOT 1,2024-10-16,141,143,339,318,314
METRO NOT 1,2024-10-17,138,142,339,306,294
METRO NOT 1,2024-10-18,141,112,299,276,292
METRO NOT 1,2024-10-19,140,124,326,329,306
METRO NOT 1,2024-10-20,126,102,278,274,281
METRO NOT 1,2024-10-21,116,97,258,235,239
METRO NOT 1,2024-10-22,115,130,330,279,236
METRO NOT 1,2024-10-23,113,137,351,295,269
METRO NOT 1,2024-10-24,113,128,334,278,253
METRO NOT 1,2024-10-26,147,125,276,334,274
METRO NOT 1,2024-10-27,136,99,273,278,230
METRO NOT 1,2024-10-28,108,89,242,209,193
METRO NOT 1,2024-10-29,111,93,354,231,184
METRO NOT 1,2024-10-30,118,97,318,234,200
METRO NOT 1,2024-10-31,122,101,288,275,189
METRO NOT 1,2024-11-01,121,82,259,215,194
METRO NOT 1,2024-11-02,117,73,284,179,175
METRO NOT 1,2024-11-03,104,82,246,188,170
METRO NOT 1,2024-11-04,72,85,207,194,128
METRO NOT 1,2024-11-05,75,104,232,177,151
METRO NOT 1,2024-11-06,82,116,297,193,208
METRO NOT 1,2024-11-07,87,133,334,216,199
METRO NOT 1,2024-11-08,93,121,295,238,214
METRO NOT 1,2024-11-09,99,102,263,224,230
METRO NOT 1,2024-11-10,103,93,247,207,151
METRO NOT 1,2024-11-11,78,81,204,154,124
METRO NOT 1,2024-11-12,80,83,259,208,168
METRO NOT 1,2024-11-13,100,90,256,221,219
METRO NOT 1,2024-11-14,113,90,261,253,225
METRO NOT 1,2024-11-15,114,78,223,312,191
METRO NOT 1,2024-11-16,111,99,271,337,213
METRO NOT 1,2024-11-17,101,116,281,289,186
METRO NOT 1,2024-11-18,97,135,254,240,149
METRO NOT 1,2024-11-19,102,127,344,250,184
METRO NOT 1,2024-11-20,102,151,350,286,189
METRO NOT 1,2024-11-21,106,127,364,235,187
METRO NOT 1,2024-11-22,107,130,315,246,212
METRO NOT 1,2024-11-23,93,127,301,249,211
METRO NOT 1,2024-11-24,85,103,318,226,184
METRO NOT 1,2024-11-25,75,92,223,200,158
METRO NOT 1,2024-11-26,89,100,283,242,194
METRO NOT 1,2024-11-27,80,116,254,229,237
METRO NOT 1,2024-11-28,108,113,243,240,233
METRO NOT 1,2024-11-29,123,112,263,276,251
METRO NOT 1,2024-11-30,112,106,233,259,187
METRO NOT 1,2024-12-01,125,101,238,205,132
METRO NOT 1,2024-12-02,116,98,254,169,126
METRO NOT 1,2024-12-03,104,98,304,183,156
METRO NOT 1,2024-12-04,81,94,278,188,180
METRO NOT 1,2024-12-05,98,111,258,197,179
METRO NOT 1,2024-12-06,91,87,193,194,162
METRO NOT 1,2024-12-07,98,97,212,218,149
METRO NOT 1,2024-12-08,80,80,190,181,134
METRO NOT 1,2024-12-09,66,81,237,169,104
METRO NOT 1,2024-12-10,89,83,276,191,145
METRO NOT 1,2024-12-11,97,89,275,204,143
METRO NOT 1,2024-12-12,99,90,285,174,152
METRO NOT 1,2024-12-13,111,122,299,233,185
METRO NOT 1,2024-12-14,114,125,220,248,202
METRO NOT 1,2024-12-15,123,90,245,223,171
METRO NOT 1,2024-12-16,109,88,233,197,146
METRO NOT 1,2024-12-17,99,101,225,225,193
METRO NOT 1,2024-12-18,108,99,230,253,212
METRO NOT 1,2024-12-19,123,105,267,202,225
METRO NOT 1,2024-12-20,133,112,259,237,251
METRO NOT 1,2024-12-21,131,113,298,237,257
METRO NOT 1,2024-12-22,108,92,225,216,229
METRO NOT 1,2024-12-23,104,90,246,217,178
METRO NOT 1,2024-12-24,88,79,250,180,242
METRO NOT 1,2024-12-25,84,69,179,153,204
METRO NOT 1,2024-12-26,96,68,211,151,193
METRO NOT 1,2024-12-27,95,94,225,207,208
METRO NOT 1,2024-12-28,115,93,250,208,232
METRO NOT 1,2024-12-29,121,91,218,225,193
METRO NOT 1,2024-12-30,116,90,198,214,168
METRO NOT 1,2024-12-31,94,79,208,180,213
METRO NOT 1,2025-01-01,95,55,138,94,237
METRO NOT 1,2025-01-02,100,72,213,128,244
METRO NOT 1,2025-01-03,123,95,292,227,262
METRO NOT 1,2025-01-04,127,99,294,223,253
METRO NOT 1,2025-01-05,110,98,264,231,217
METRO NOT 1,2025-01-06,108,96,222,200,199
METRO NOT 1,2025-01-07,101,129,303,241,255
METRO NOT 1,2025-01-08,113,120,250,244,259
METRO NOT 1,2025-01-09,123,116,283,244,249
METRO NOT 1,2025-01-10,130,121,319,245,260
METRO NOT 1,2025-01-11,135,115,296,246,273
METRO NOT 1,2025-01-12,113,124,295,217,255
METRO NOT 1,2025-01-13,99,120,295,286,277
METRO NOT 1,2025-01-14,102,124,334,243,308
METRO NOT 1,2025-01-15,121,125,300,277,344
METRO NOT 1,2025-01-16,123,124,319,247,348
METRO NOT 1,2025-01-17,131,97,311,270,330
METRO NOT 1,2025-01-18,142,105,315,300,320
METRO NOT 1,2025-01-19,128,111,274,261,347
METRO NOT 1,2025-01-20,140,97,269,241,331
METRO NOT 1,2025-01-21,155,124,386,313,366
METRO NOT 1,2025-01-22,140,145,272,250,388
METRO NOT 1,2025-01-23,141,127,281,267,361
METRO NOT 1,2025-01-24,134,113,262,246,317
METRO NOT 1,2025-01-25,144,120,240,232,248
METRO NOT 1,2025-01-26,131,98,241,226,304
METRO NOT 1,2025-01-27,119,99,219,221,284
METRO NOT 1,2025-01-28,119,110,229,242,263
METRO NOT 1,2025-01-29,121,102,227,217,254
METRO NOT 1,2025-01-30,141,86,184,239,246
METRO NOT 1,2025-01-31,156,101,188,247,238
METRO NOT 1,2025-02-01,168,94,213,284,225
METRO NOT 1,2025-02-02,157,116,280,200,248
METRO NOT 1,2025-02-03,141,114,272,206,210
METRO NOT 1,2025-02-04,134,110,304,249,251
METRO NOT 1,2025-02-05,144,125,335,243,309
METRO NOT 1,2025-02-06,137,111,294,222,332
METRO NOT 1,2025-02-07,122,92,258,213,299
METRO NOT 1,2025-02-08,131,98,279,270,296
METRO NOT 1,2025-02-09,118,99,234,207,298
METRO NOT 1,2025-02-10,105,69,191,186,208
METRO NOT 1,2025-02-11,107,104,255,213,213
METRO NOT 1,2025-02-12,130,122,296,210,368
METRO NOT 1,2025-02-13,113,130,240,248,314
METRO NOT 1,2025-02-14,110,109,224,239,241
METRO NOT 1,2025-02-15,136,83,236,285,203
METRO NOT 1,2025-02-16,117,96,278,268,239
METRO NOT 1,2025-02-17,123,91,282,256,224
METRO NOT 1,2025-02-18,124,135,312,262,262
METRO NOT 1,2025-02-19,121,118,311,216,235
METRO NOT 1,2025-02-20,127,102,259,220,210
METRO NOT 1,2025-02-21,110,99,218,227,226
METRO NOT 1,2025-02-22,109,91,224,237,216
METRO NOT 1,2025-02-23,93,70,196,221,181
METRO NOT 1,2025-02-24,80,67,206,177,149
