Tipo,DIRECCION,Mes,Clientes,Soportes,Reincidencias,RR,Reincidencias sobre soportes,RR sobre soportes,IDS,IDR,YEAR
DISTRITO,GDL COLOMOS,ABRIL,63525,3161,922,443,29.17,14.01,4.98,1.45,2022
DISTRITO,GDL COLOMOS,MAYO,64465,3398,943,480,27.75,14.13,5.27,1.46,2022
DISTRITO,GDL COLOMOS,JUNIO,70437,4230,1012,669,23.92,15.82,6.01,1.44,2022
DISTRITO,GDL COLOMOS,JULIO,70437,4603,1387,837,30.13,18.18,6.53,1.97,2022
DISTRITO,GDL COLOMOS,AGOSTO,70437,4958,1666,960,33.6,19.36,7.04,2.37,2022
DISTRITO,GDL COLOMOS,SEPTIEMBRE,70437,4326,1346,834,31.11,19.28,6.14,1.91,2022
DISTRITO,GDL COLOMOS,OCTUBRE,70437,4091,1316,758,32.17,18.53,5.81,1.87,2022
DISTRITO,GDL COLOMOS,NOVIEMBRE,70437,3526,1037,574,29.41,16.28,5.01,1.47,2022
DISTRITO,GDL COLOMOS,DICIEMBRE,70437,2823,779,425,27.59,15.05,4.01,1.11,2022
DISTRITO,GDL COLOMOS,ENERO,70848,3441,624,430,18.13,12.5,4.86,0.88,2023
DISTRITO,GDL COLOMOS,FEBRERO,71614,3060,721,391,23.56,12.78,4.27,1.01,2023
DISTRITO,GDL COLOMOS,MARZO,72510,3168,774,398,24.43,12.56,4.37,1.07,2023
DISTRITO,GDL COLOMOS,ABRIL,73204,3151,726,341,23.04,10.82,4.3,0.99,2023
DISTRITO,GDL COLOMOS,MAYO,74586,3553,871,446,24.51,12.55,4.76,1.17,2023
DISTRITO,GDL COLOMOS,JUNIO,75482,3441,875,485,25.43,14.09,4.56,1.16,2023
DISTRITO,GDL EL SALTO,ENERO,0,0,0,0,0,0,0,0,2022
DISTRITO,GDL EL SALTO,FEBRERO,0,0,0,0,0,0,0,0,2022
DISTRITO,GDL EL SALTO,MARZO,0,0,0,0,0,0,0,0,2022
DISTRITO,GDL EL SALTO,ABRIL,0,0,0,0,0,0,0,0,2022
DISTRITO,GDL EL SALTO,MAYO,29,5,1,0,20,0,17.24,3.45,2022
DISTRITO,GDL EL SALTO,JUNIO,5818,8,8,2,100,25,0.14,0.14,2022
DISTRITO,GDL EL SALTO,JULIO,5818,160,127,13,79.38,8.12,2.75,2.18,2022
DISTRITO,GDL EL SALTO,AGOSTO,5818,251,241,33,96.02,13.15,4.31,4.14,2022
DISTRITO,GDL EL SALTO,SEPTIEMBRE,5818,302,243,52,80.46,17.22,5.19,4.18,2022
DISTRITO,GDL EL SALTO,OCTUBRE,5818,316,232,46,73.42,14.56,5.43,3.99,2022
DISTRITO,GDL EL SALTO,NOVIEMBRE,5818,297,174,41,58.59,13.8,5.1,2.99,2022
DISTRITO,GDL EL SALTO,DICIEMBRE,5818,323,166,47,51.39,14.55,5.55,2.85,2022
DISTRITO,GDL EL SALTO,ENERO,6138,384,142,44,36.98,11.46,6.26,2.31,2023
DISTRITO,GDL EL SALTO,FEBRERO,6668,321,138,35,42.99,10.9,4.81,2.07,2023
DISTRITO,GDL EL SALTO,MARZO,7354,430,170,55,39.53,12.79,5.85,2.31,2023
DISTRITO,GDL EL SALTO,ABRIL,8034,395,174,49,44.05,12.41,4.92,2.17,2023
DISTRITO,GDL EL SALTO,MAYO,9098,537,211,71,39.29,13.22,5.9,2.32,2023
DISTRITO,GDL EL TAPATIO,ENERO,18396,1001,229,110,22.88,10.99,5.44,1.24,2022
DISTRITO,GDL EL TAPATIO,FEBRERO,19005,985,300,125,30.46,12.69,5.18,1.58,2022
DISTRITO,GDL EL TAPATIO,MARZO,19624,1086,306,150,28.18,13.81,5.53,1.56,2022
DISTRITO,GDL EL TAPATIO,ABRIL,20162,959,234,116,24.4,12.1,4.76,1.16,2022
DISTRITO,GDL EL TAPATIO,MAYO,20824,1144,316,154,27.62,13.46,5.49,1.52,2022
DISTRITO,GDL EL TAPATIO,JUNIO,25528,1460,300,185,20.55,12.67,5.72,1.18,2022
DISTRITO,GDL EL TAPATIO,JULIO,25528,1465,443,199,30.24,13.58,5.74,1.74,2022
DISTRITO,GDL EL TAPATIO,AGOSTO,25528,1457,418,184,28.69,12.63,5.71,1.64,2022
DISTRITO,GDL EL TAPATIO,SEPTIEMBRE,25528,1258,339,152,26.95,12.08,4.93,1.33,2022
DISTRITO,GDL EL TAPATIO,OCTUBRE,25528,1249,374,142,29.94,11.37,4.89,1.47,2022
DISTRITO,GDL EL TAPATIO,NOVIEMBRE,25528,1099,281,119,25.57,10.83,4.31,1.1,2022
DISTRITO,GDL EL TAPATIO,DICIEMBRE,25528,920,209,85,22.72,9.24,3.6,0.82,2022
DISTRITO,GDL EL TAPATIO,ENERO,25822,1048,189,85,18.03,8.11,4.06,0.73,2023
DISTRITO,GDL EL TAPATIO,FEBRERO,26211,1004,227,96,22.61,9.56,3.83,0.87,2023
DISTRITO,GDL EL TAPATIO,MARZO,26752,1062,231,97,21.75,9.13,3.97,0.86,2023
DISTRITO,GDL EL TAPATIO,ABRIL,27026,894,160,61,17.9,6.82,3.31,0.59,2023
DISTRITO,GDL EL TAPATIO,MAYO,27378,1073,286,112,26.65,10.44,3.92,1.04,2023
DISTRITO,GDL EL TAPATIO,JUNIO,19462,992,323,129,32.56,13,5.1,1.66,2023
DISTRITO,GDL ESTADIO,ENERO,52184,2265,534,229,23.58,10.11,4.34,1.02,2022
DISTRITO,GDL ESTADIO,FEBRERO,52874,2286,524,230,22.92,10.06,4.32,0.99,2022
DISTRITO,GDL ESTADIO,MARZO,53458,2380,535,218,22.48,9.16,4.45,1,2022
DISTRITO,GDL ESTADIO,ABRIL,53984,2875,684,304,23.79,10.57,5.33,1.27,2022
DISTRITO,GDL ESTADIO,MAYO,54394,2831,639,284,22.57,10.03,5.2,1.17,2022
DISTRITO,GDL ESTADIO,JUNIO,55860,3529,742,439,21.03,12.44,6.32,1.33,2022
DISTRITO,GDL ESTADIO,JULIO,55860,3669,966,512,26.33,13.95,6.57,1.73,2022
DISTRITO,GDL ESTADIO,AGOSTO,55860,3733,1057,499,28.32,13.37,6.68,1.89,2022
DISTRITO,GDL ESTADIO,SEPTIEMBRE,55860,2500,627,335,25.08,13.4,4.48,1.12,2022
DISTRITO,GDL ESTADIO,OCTUBRE,55860,2439,622,301,25.5,12.34,4.37,1.11,2022
DISTRITO,GDL ESTADIO,NOVIEMBRE,55860,2332,478,202,20.5,8.66,4.17,0.86,2022
DISTRITO,GDL ESTADIO,DICIEMBRE,55860,2215,445,224,20.09,10.11,3.97,0.8,2022
DISTRITO,GDL ESTADIO,ENERO,56075,2236,371,179,16.59,8.01,3.99,0.66,2023
DISTRITO,GDL ESTADIO,FEBRERO,56259,2296,450,169,19.6,7.36,4.08,0.8,2023
DISTRITO,GDL ESTADIO,MARZO,56472,2627,508,189,19.34,7.19,4.65,0.9,2023
DISTRITO,GDL ESTADIO,ABRIL,56460,2636,612,210,23.22,7.97,4.67,1.08,2023
DISTRITO,GDL ESTADIO,MAYO,55791,2820,648,291,22.98,10.32,5.05,1.16,2023
DISTRITO,GDL ESTADIO,JUNIO,55601,2447,480,237,19.62,9.69,4.4,0.86,2023
DISTRITO,GDL LA PRIMAVERA,ENERO,47613,3343,976,576,29.2,17.23,7.02,2.05,2022
DISTRITO,GDL LA PRIMAVERA,FEBRERO,48402,3116,882,446,28.31,14.31,6.44,1.82,2022
DISTRITO,GDL LA PRIMAVERA,MARZO,48934,2853,768,346,26.92,12.13,5.83,1.57,2022
DISTRITO,GDL LA PRIMAVERA,ABRIL,49384,3112,781,412,25.1,13.24,6.3,1.58,2022
DISTRITO,GDL LA PRIMAVERA,MAYO,49997,3280,837,418,25.52,12.74,6.56,1.67,2022
DISTRITO,GDL LA PRIMAVERA,JUNIO,52953,3671,958,575,26.1,15.66,6.93,1.81,2022
DISTRITO,GDL LA PRIMAVERA,JULIO,52953,3981,1143,615,28.71,15.45,7.52,2.16,2022
DISTRITO,GDL LA PRIMAVERA,AGOSTO,52953,3864,1234,665,31.94,17.21,7.3,2.33,2022
DISTRITO,GDL LA PRIMAVERA,SEPTIEMBRE,52953,3291,999,544,30.36,16.53,6.21,1.89,2022
DISTRITO,GDL LA PRIMAVERA,OCTUBRE,52953,3021,903,479,29.89,15.86,5.71,1.71,2022
DISTRITO,GDL LA PRIMAVERA,NOVIEMBRE,52953,2404,627,310,26.08,12.9,4.54,1.18,2022
DISTRITO,GDL LA PRIMAVERA,DICIEMBRE,52953,2163,480,236,22.19,10.91,4.08,0.91,2022
DISTRITO,GDL LA PRIMAVERA,ENERO,53153,2399,413,249,17.22,10.38,4.51,0.78,2023
DISTRITO,GDL LA PRIMAVERA,FEBRERO,53281,2088,391,182,18.73,8.72,3.92,0.73,2023
DISTRITO,GDL LA PRIMAVERA,MARZO,53636,2139,458,232,21.41,10.85,3.99,0.85,2023
DISTRITO,GDL LA PRIMAVERA,ABRIL,53751,2037,402,186,19.73,9.13,3.79,0.75,2023
DISTRITO,GDL LA PRIMAVERA,MAYO,53469,2190,479,214,21.87,9.77,4.1,0.9,2023
DISTRITO,GDL LA PRIMAVERA,JUNIO,53652,2247,472,239,21.01,10.64,4.19,0.88,2023
DISTRITO,GDL LAZARO CARDENAS,ENERO,58702,3676,1058,623,28.78,16.95,6.26,1.8,2022
DISTRITO,GDL LAZARO CARDENAS,FEBRERO,60027,3724,1116,557,29.97,14.96,6.2,1.86,2022
DISTRITO,GDL LAZARO CARDENAS,MARZO,61273,4201,1358,666,32.33,15.85,6.86,2.22,2022
DISTRITO,GDL LAZARO CARDENAS,ABRIL,62265,4116,1319,710,32.05,17.25,6.61,2.12,2022
DISTRITO,GDL LAZARO CARDENAS,MAYO,63202,4521,1290,724,28.53,16.01,7.15,2.04,2022
DISTRITO,GDL LAZARO CARDENAS,JUNIO,63838,4419,1228,797,27.79,18.04,6.92,1.92,2022
DISTRITO,GDL LAZARO CARDENAS,JULIO,63838,4655,1336,826,28.7,17.74,7.29,2.09,2022
DISTRITO,GDL LAZARO CARDENAS,AGOSTO,63838,4682,1446,858,30.88,18.33,7.33,2.27,2022
DISTRITO,GDL LAZARO CARDENAS,SEPTIEMBRE,63838,3633,1057,617,29.09,16.98,5.69,1.66,2022
DISTRITO,GDL LAZARO CARDENAS,OCTUBRE,63838,3585,1014,633,28.28,17.66,5.62,1.59,2022
DISTRITO,GDL LAZARO CARDENAS,NOVIEMBRE,63838,2972,796,431,26.78,14.5,4.66,1.25,2022
DISTRITO,GDL LAZARO CARDENAS,DICIEMBRE,63838,2749,638,358,23.21,13.02,4.31,1,2022
DISTRITO,GDL LAZARO CARDENAS,ENERO,63800,3129,618,414,19.75,13.23,4.9,0.97,2023
DISTRITO,GDL LAZARO CARDENAS,FEBRERO,63758,2449,530,285,21.64,11.64,3.84,0.83,2023
DISTRITO,GDL LAZARO CARDENAS,MARZO,63854,2535,563,301,22.21,11.87,3.97,0.88,2023
DISTRITO,GDL LAZARO CARDENAS,ABRIL,63727,2290,454,223,19.83,9.74,3.59,0.71,2023
DISTRITO,GDL LAZARO CARDENAS,MAYO,62574,2764,577,280,20.88,10.13,4.42,0.92,2023
DISTRITO,GDL LAZARO CARDENAS,JUNIO,63755,2832,629,333,22.21,11.76,4.44,0.99,2023
DISTRITO,GDL LOPEZ MATEOS,ENERO,47281,4127,1327,845,32.15,20.47,8.73,2.81,2022
DISTRITO,GDL LOPEZ MATEOS,FEBRERO,48071,3556,1135,690,31.92,19.4,7.4,2.36,2022
DISTRITO,GDL LOPEZ MATEOS,MARZO,48739,4471,1537,802,34.38,17.94,9.17,3.15,2022
DISTRITO,GDL LOPEZ MATEOS,ABRIL,49289,3990,1364,822,34.19,20.6,8.1,2.77,2022
DISTRITO,GDL LOPEZ MATEOS,MAYO,49917,4014,1323,751,32.96,18.71,8.04,2.65,2022
DISTRITO,GDL LOPEZ MATEOS,JUNIO,51465,4976,1617,1151,32.5,23.13,9.67,3.14,2022
DISTRITO,GDL LOPEZ MATEOS,JULIO,51465,4705,1562,1038,33.2,22.06,9.14,3.04,2022
DISTRITO,GDL LOPEZ MATEOS,AGOSTO,51465,4450,1612,1003,36.22,22.54,8.65,3.13,2022
DISTRITO,GDL LOPEZ MATEOS,SEPTIEMBRE,51465,3553,1220,768,34.34,21.62,6.9,2.37,2022
DISTRITO,GDL LOPEZ MATEOS,OCTUBRE,51465,3097,972,608,31.39,19.63,6.02,1.89,2022
DISTRITO,GDL LOPEZ MATEOS,NOVIEMBRE,51465,2619,751,429,28.68,16.38,5.09,1.46,2022
DISTRITO,GDL LOPEZ MATEOS,DICIEMBRE,51465,2387,599,364,25.09,15.25,4.64,1.16,2022
DISTRITO,GDL LOPEZ MATEOS,ENERO,51580,2761,529,347,19.16,12.57,5.35,1.03,2023
DISTRITO,GDL LOPEZ MATEOS,FEBRERO,51605,2338,533,262,22.8,11.21,4.53,1.03,2023
DISTRITO,GDL LOPEZ MATEOS,MARZO,51860,2546,598,295,23.49,11.59,4.91,1.15,2023
DISTRITO,GDL LOPEZ MATEOS,ABRIL,52044,2362,563,264,23.84,11.18,4.54,1.08,2023
DISTRITO,GDL LOPEZ MATEOS,MAYO,52288,2622,602,308,22.96,11.75,5.01,1.15,2023
DISTRITO,GDL LOPEZ MATEOS,JUNIO,51298,2448,619,312,25.29,12.75,4.77,1.21,2023
DISTRITO,GUADALUPE TEPEYAC,ENERO,42643,1454,401,148,27.58,10.18,3.41,0.94,2022
DISTRITO,GUADALUPE TEPEYAC,FEBRERO,43570,1415,398,133,28.13,9.4,3.25,0.91,2022
DISTRITO,GUADALUPE TEPEYAC,MARZO,44289,1587,405,112,25.52,7.06,3.58,0.91,2022
DISTRITO,GUADALUPE TEPEYAC,ABRIL,44884,1555,393,145,25.27,9.32,3.46,0.88,2022
DISTRITO,GUADALUPE TEPEYAC,MAYO,45576,1764,486,176,27.55,9.98,3.87,1.07,2022
DISTRITO,GUADALUPE TEPEYAC,JUNIO,47986,1684,418,169,24.82,10.04,3.51,0.87,2022
DISTRITO,GUADALUPE TEPEYAC,JULIO,47986,1583,399,148,25.21,9.35,3.3,0.83,2022
DISTRITO,GUADALUPE TEPEYAC,AGOSTO,47986,1589,409,149,25.74,9.38,3.31,0.85,2022
DISTRITO,GUADALUPE TEPEYAC,SEPTIEMBRE,47986,1405,329,116,23.42,8.26,2.93,0.69,2022
DISTRITO,GUADALUPE TEPEYAC,OCTUBRE,47986,1422,333,122,23.42,8.58,2.96,0.69,2022
DISTRITO,GUADALUPE TEPEYAC,NOVIEMBRE,47986,1234,279,70,22.61,5.67,2.57,0.58,2022
DISTRITO,GUADALUPE TEPEYAC,DICIEMBRE,47986,1264,325,93,25.71,7.36,2.63,0.68,2022
DISTRITO,GUADALUPE TEPEYAC,ENERO,48242,1456,282,113,19.37,7.76,3.02,0.58,2023
DISTRITO,GUADALUPE TEPEYAC,FEBRERO,48592,1311,258,95,19.68,7.25,2.7,0.53,2023
DISTRITO,GUADALUPE TEPEYAC,MARZO,49187,1511,339,118,22.44,7.81,3.07,0.69,2023
DISTRITO,GUADALUPE TEPEYAC,ABRIL,49567,1271,338,112,26.59,8.81,2.56,0.68,2023
DISTRITO,GUADALUPE TEPEYAC,MAYO,50024,1488,383,115,25.74,7.73,2.97,0.77,2023
DISTRITO,GUADALUPE TEPEYAC,JUNIO,54297,1542,374,132,24.25,8.56,2.84,0.69,2023
DISTRITO,GUANAJUATO,ENERO,12867,414,151,34,36.47,8.21,3.22,1.17,2022
DISTRITO,GUANAJUATO,FEBRERO,13575,447,114,27,25.5,6.04,3.29,0.84,2022
DISTRITO,GUANAJUATO,MARZO,14221,590,159,26,26.95,4.41,4.15,1.12,2022
DISTRITO,GUANAJUATO,ABRIL,14798,610,207,32,33.93,5.25,4.12,1.4,2022
DISTRITO,GUANAJUATO,MAYO,15391,598,178,29,29.77,4.85,3.89,1.16,2022
DISTRITO,GUANAJUATO,JUNIO,18586,525,133,40,25.33,7.62,2.82,0.72,2022
DISTRITO,GUANAJUATO,JULIO,18586,550,176,35,32,6.36,2.96,0.95,2022
DISTRITO,GUANAJUATO,AGOSTO,18586,656,180,51,27.44,7.77,3.53,0.97,2022
DISTRITO,GUANAJUATO,SEPTIEMBRE,18586,605,164,34,27.11,5.62,3.26,0.88,2022
DISTRITO,GUANAJUATO,OCTUBRE,18586,651,185,65,28.42,9.98,3.5,1,2022
DISTRITO,GUANAJUATO,NOVIEMBRE,18586,532,135,30,25.38,5.64,2.86,0.73,2022
DISTRITO,GUANAJUATO,DICIEMBRE,18586,509,146,48,28.68,9.43,2.74,0.79,2022
DISTRITO,GUANAJUATO,ENERO,18820,513,91,36,17.74,7.02,2.73,0.48,2023
DISTRITO,GUANAJUATO,FEBRERO,19169,524,157,34,29.96,6.49,2.73,0.82,2023
DISTRITO,GUANAJUATO,MARZO,19623,591,190,54,32.15,9.14,3.01,0.97,2023
DISTRITO,GUANAJUATO,ABRIL,20054,609,177,47,29.06,7.72,3.04,0.88,2023
DISTRITO,GUANAJUATO,MAYO,20435,703,244,53,34.71,7.54,3.44,1.19,2023
DISTRITO,GUANAJUATO,JUNIO,20845,622,214,38,34.41,6.11,2.98,1.03,2023
DISTRITO,HERMOSILLO,ENERO,27261,865,197,73,22.77,8.44,3.17,0.72,2022
DISTRITO,HERMOSILLO,FEBRERO,28183,675,211,57,31.26,8.44,2.4,0.75,2022
DISTRITO,HERMOSILLO,MARZO,29164,906,248,88,27.37,9.71,3.11,0.85,2022
DISTRITO,HERMOSILLO,ABRIL,29882,1055,271,82,25.69,7.77,3.53,0.91,2022
DISTRITO,HERMOSILLO,MAYO,30666,1000,213,64,21.3,6.4,3.26,0.69,2022
DISTRITO,HERMOSILLO,JUNIO,34178,1321,206,112,15.59,8.48,3.87,0.6,2022
DISTRITO,HERMOSILLO,JULIO,34178,1760,416,208,23.64,11.82,5.15,1.22,2022
DISTRITO,HERMOSILLO,AGOSTO,34178,1805,498,229,27.59,12.69,5.28,1.46,2022
DISTRITO,HERMOSILLO,SEPTIEMBRE,34178,1450,374,164,25.79,11.31,4.24,1.09,2022
DISTRITO,HERMOSILLO,OCTUBRE,34178,1432,479,150,33.45,10.47,4.19,1.4,2022
DISTRITO,HERMOSILLO,NOVIEMBRE,34178,1212,407,109,33.58,8.99,3.55,1.19,2022
DISTRITO,HERMOSILLO,DICIEMBRE,34178,991,247,89,24.92,8.98,2.9,0.72,2022
DISTRITO,HERMOSILLO,ENERO,34357,919,187,98,20.35,10.66,2.67,0.54,2023
DISTRITO,HERMOSILLO,FEBRERO,34643,1090,284,106,26.06,9.72,3.15,0.82,2023
DISTRITO,HERMOSILLO,MARZO,35120,1065,290,96,27.23,9.01,3.03,0.83,2023
DISTRITO,HERMOSILLO,ABRIL,35320,946,259,79,27.38,8.35,2.68,0.73,2023
DISTRITO,HERMOSILLO,MAYO,35563,1132,345,119,30.48,10.51,3.18,0.97,2023
DISTRITO,HERMOSILLO,JUNIO,35970,1183,305,143,25.78,12.09,3.29,0.85,2023
DISTRITO,HUEHUETOCA,ENERO,13921,418,165,34,39.47,8.13,3,1.19,2022
DISTRITO,HUEHUETOCA,FEBRERO,14745,437,154,42,35.24,9.61,2.96,1.04,2022
DISTRITO,HUEHUETOCA,MARZO,16079,459,155,29,33.77,6.32,2.85,0.96,2022
DISTRITO,HUEHUETOCA,ABRIL,17698,468,190,40,40.6,8.55,2.64,1.07,2022
DISTRITO,HUEHUETOCA,MAYO,19202,537,198,47,36.87,8.75,2.8,1.03,2022
DISTRITO,HUEHUETOCA,JUNIO,28516,646,133,57,20.59,8.82,2.27,0.47,2022
DISTRITO,HUEHUETOCA,JULIO,28516,627,196,63,31.26,10.05,2.2,0.69,2022
DISTRITO,HUEHUETOCA,AGOSTO,28516,713,224,62,31.42,8.7,2.5,0.79,2022
DISTRITO,HUEHUETOCA,SEPTIEMBRE,28516,675,192,59,28.44,8.74,2.37,0.67,2022
DISTRITO,HUEHUETOCA,OCTUBRE,28516,629,203,47,32.27,7.47,2.21,0.71,2022
DISTRITO,HUEHUETOCA,NOVIEMBRE,28516,597,165,42,27.64,7.04,2.09,0.58,2022
DISTRITO,HUEHUETOCA,DICIEMBRE,28516,599,169,46,28.21,7.68,2.1,0.59,2022
DISTRITO,HUEHUETOCA,ENERO,29131,905,171,62,18.9,6.85,3.11,0.59,2023
DISTRITO,HUEHUETOCA,FEBRERO,30047,654,189,58,28.9,8.87,2.18,0.63,2023
DISTRITO,HUEHUETOCA,MARZO,31244,842,282,78,33.49,9.26,2.69,0.9,2023
DISTRITO,HUEHUETOCA,ABRIL,32268,841,248,55,29.49,6.54,2.61,0.77,2023
DISTRITO,HUEHUETOCA,MAYO,44753,1308,400,141,30.58,10.78,2.92,0.89,2023
DISTRITO,HUEHUETOCA,JUNIO,46246,1018,319,93,31.34,9.14,2.2,0.69,2023
DISTRITO,IRAPUATO,ENERO,32711,897,261,76,29.1,8.47,2.74,0.8,2022
DISTRITO,IRAPUATO,FEBRERO,33855,718,197,39,27.44,5.43,2.12,0.58,2022
DISTRITO,IRAPUATO,MARZO,34765,964,252,54,26.14,5.6,2.77,0.72,2022
DISTRITO,IRAPUATO,ABRIL,35660,843,220,57,26.1,6.76,2.36,0.62,2022
DISTRITO,IRAPUATO,MAYO,36423,934,216,51,23.13,5.46,2.56,0.59,2022
DISTRITO,IRAPUATO,JUNIO,39563,1032,187,82,18.12,7.95,2.61,0.47,2022
DISTRITO,IRAPUATO,JULIO,39563,1311,336,123,25.63,9.38,3.31,0.85,2022
DISTRITO,IRAPUATO,AGOSTO,39563,1195,303,108,25.36,9.04,3.02,0.77,2022
DISTRITO,IRAPUATO,SEPTIEMBRE,39563,1125,296,118,26.31,10.49,2.84,0.75,2022
DISTRITO,IRAPUATO,OCTUBRE,39563,1195,315,102,26.36,8.54,3.02,0.8,2022
DISTRITO,IRAPUATO,NOVIEMBRE,39563,1072,288,92,26.87,8.58,2.71,0.73,2022
DISTRITO,IRAPUATO,DICIEMBRE,39563,995,272,100,27.34,10.05,2.51,0.69,2022
DISTRITO,IRAPUATO,ENERO,39792,1035,209,94,20.19,9.08,2.6,0.53,2023
DISTRITO,IRAPUATO,FEBRERO,40032,968,211,73,21.8,7.54,2.42,0.53,2023
DISTRITO,IRAPUATO,MARZO,40516,1055,221,76,20.95,7.2,2.6,0.55,2023
DISTRITO,IRAPUATO,ABRIL,40771,1132,253,110,22.35,9.72,2.78,0.62,2023
DISTRITO,IRAPUATO,MAYO,41027,1272,301,103,23.66,8.1,3.1,0.73,2023
DISTRITO,IRAPUATO,JUNIO,41239,1156,261,94,22.58,8.13,2.8,0.63,2023
DISTRITO,IZTAPALAPA,ENERO,45015,1377,361,116,26.22,8.42,3.06,0.8,2022
DISTRITO,IZTAPALAPA,FEBRERO,46047,1344,335,83,24.93,6.18,2.92,0.73,2022
DISTRITO,IZTAPALAPA,MARZO,46921,1502,416,115,27.7,7.66,3.2,0.89,2022
DISTRITO,IZTAPALAPA,ABRIL,47737,1530,391,131,25.56,8.56,3.21,0.82,2022
DISTRITO,IZTAPALAPA,MAYO,48559,1798,449,139,24.97,7.73,3.7,0.92,2022
DISTRITO,IZTAPALAPA,JUNIO,52396,1748,374,123,21.4,7.04,3.34,0.71,2022
DISTRITO,IZTAPALAPA,JULIO,52396,1862,501,143,26.91,7.68,3.55,0.96,2022
DISTRITO,IZTAPALAPA,AGOSTO,52396,1700,426,114,25.06,6.71,3.24,0.81,2022
DISTRITO,IZTAPALAPA,SEPTIEMBRE,52396,1346,316,102,23.48,7.58,2.57,0.6,2022
DISTRITO,IZTAPALAPA,OCTUBRE,52396,1488,372,113,25,7.59,2.84,0.71,2022
DISTRITO,IZTAPALAPA,NOVIEMBRE,52396,1322,300,69,22.69,5.22,2.52,0.57,2022
DISTRITO,IZTAPALAPA,DICIEMBRE,52396,1254,249,86,19.86,6.86,2.39,0.48,2022
DISTRITO,IZTAPALAPA,ENERO,52753,1512,233,90,15.41,5.95,2.87,0.44,2023
DISTRITO,IZTAPALAPA,FEBRERO,53161,1300,304,97,23.38,7.46,2.45,0.57,2023
DISTRITO,IZTAPALAPA,MARZO,53863,1403,340,74,24.23,5.27,2.6,0.63,2023
DISTRITO,IZTAPALAPA,ABRIL,54305,1368,333,65,24.34,4.75,2.52,0.61,2023
DISTRITO,IZTAPALAPA,MAYO,55070,1479,389,121,26.3,8.18,2.69,0.71,2023
DISTRITO,IZTAPALAPA,JUNIO,55792,1543,452,123,29.29,7.97,2.77,0.81,2023
DISTRITO,JUAREZ NORTE,ENERO,57941,4277,1607,1005,37.57,23.5,7.38,2.77,2022
DISTRITO,JUAREZ NORTE,FEBRERO,59090,3754,1552,919,41.34,24.48,6.35,2.63,2022
DISTRITO,JUAREZ NORTE,MARZO,60017,4495,1560,866,34.71,19.27,7.49,2.6,2022
DISTRITO,JUAREZ NORTE,ABRIL,60809,4133,1600,982,38.71,23.76,6.8,2.63,2022
DISTRITO,JUAREZ NORTE,MAYO,61733,4179,1414,818,33.84,19.57,6.77,2.29,2022
DISTRITO,JUAREZ NORTE,JUNIO,62469,5433,1358,1003,25,18.46,8.7,2.17,2022
DISTRITO,JUAREZ NORTE,JULIO,62469,5047,1821,1164,36.08,23.06,8.08,2.92,2022
DISTRITO,JUAREZ NORTE,AGOSTO,62469,5220,1748,1225,33.49,23.47,8.36,2.8,2022
DISTRITO,JUAREZ NORTE,SEPTIEMBRE,62469,3905,1315,883,33.67,22.61,6.25,2.11,2022
DISTRITO,JUAREZ NORTE,OCTUBRE,62469,3432,1097,679,31.96,19.78,5.49,1.76,2022
DISTRITO,JUAREZ NORTE,NOVIEMBRE,62469,2751,847,446,30.79,16.21,4.4,1.36,2022
DISTRITO,JUAREZ NORTE,DICIEMBRE,62469,2851,925,486,32.44,17.05,4.56,1.48,2022
DISTRITO,JUAREZ NORTE,ENERO,62667,2914,786,549,26.97,18.84,4.65,1.25,2023
DISTRITO,JUAREZ NORTE,FEBRERO,62775,3417,870,627,25.46,18.35,5.44,1.39,2023
DISTRITO,JUAREZ NORTE,MARZO,63191,3872,1129,846,29.16,21.85,6.13,1.79,2023
DISTRITO,JUAREZ NORTE,ABRIL,63295,3384,1083,668,32,19.74,5.35,1.71,2023
DISTRITO,JUAREZ NORTE,MAYO,62916,3266,1031,575,31.57,17.61,5.19,1.64,2023
DISTRITO,JUAREZ SUR,ENERO,66284,3376,1187,630,35.16,18.66,5.09,1.79,2022
DISTRITO,JUAREZ SUR,FEBRERO,68078,3222,1139,588,35.35,18.25,4.73,1.67,2022
DISTRITO,JUAREZ SUR,MARZO,70182,3515,1167,542,33.2,15.42,5.01,1.66,2022
DISTRITO,JUAREZ SUR,ABRIL,71909,3542,921,480,26,13.55,4.93,1.28,2022
DISTRITO,JUAREZ SUR,MAYO,73503,3176,754,368,23.74,11.59,4.32,1.03,2022
DISTRITO,JUAREZ SUR,JUNIO,76614,4579,879,627,19.2,13.69,5.98,1.15,2022
DISTRITO,JUAREZ SUR,JULIO,76614,3980,1004,536,25.23,13.47,5.19,1.31,2022
DISTRITO,JUAREZ SUR,AGOSTO,76614,3826,910,536,23.78,14.01,4.99,1.19,2022
DISTRITO,JUAREZ SUR,SEPTIEMBRE,76614,3301,837,458,25.36,13.87,4.31,1.09,2022
DISTRITO,JUAREZ SUR,OCTUBRE,76614,3250,820,454,25.23,13.97,4.24,1.07,2022
DISTRITO,JUAREZ SUR,NOVIEMBRE,76614,2609,671,272,25.72,10.43,3.41,0.88,2022
DISTRITO,JUAREZ SUR,DICIEMBRE,76614,2679,786,355,29.34,13.25,3.5,1.03,2022
DISTRITO,JUAREZ SUR,ENERO,76957,2715,577,333,21.25,12.27,3.53,0.75,2023
