Tipo,DIRECCION,Mes,Clientes,Soportes,Reincidencias,RR,Reincidencias sobre soportes,RR sobre soportes,IDS,IDR,YEAR
PLAZA,PUERTO VALLARTA,JULIO,29051,1459,460,295,31.53,20.22,5.02,1.58,2022
PLAZA,PUERTO VALLARTA,AGOSTO,29051,1655,647,348,39.09,21.03,5.7,2.23,2022
PLAZA,PUERTO VALLARTA,SEPTIEMBRE,29051,1614,493,314,30.55,19.45,5.56,1.7,2022
PLAZA,PUERTO VALLARTA,OCTUBRE,29051,1729,571,318,33.02,18.39,5.95,1.97,2022
PLAZA,PUERTO VALLARTA,NOVIEMBRE,29051,1421,569,238,40.04,16.75,4.89,1.96,2022
PLAZA,PUERTO VALLARTA,DICIEMBRE,29051,1290,491,218,38.06,16.9,4.44,1.69,2022
PLAZA,PUERTO VALLARTA,ENERO,29444,1221,306,184,25.06,15.07,4.15,1.04,2023
PLAZA,PUERTO VALLARTA,FEBRERO,29941,1216,350,157,28.78,12.91,4.06,1.17,2023
PLAZA,PUERTO VALLARTA,MARZO,30566,2035,674,368,33.12,18.08,6.66,2.21,2023
PLAZA,PUERTO VALLARTA,ABRIL,30955,1574,569,301,36.15,19.12,5.08,1.84,2023
PLAZA,PUERTO VALLARTA,MAYO,31476,1512,490,262,32.41,17.33,4.8,1.56,2023
PLAZA,PUERTO VALLARTA,JUNIO,32169,1676,586,296,34.96,17.66,5.21,1.82,2023
PLAZA,QUERETARO,ENERO,38570,1094,261,71,23.86,6.49,2.84,0.68,2022
PLAZA,QUERETARO,FEBRERO,39515,1162,256,82,22.03,7.06,2.94,0.65,2022
PLAZA,QUERETARO,MARZO,40379,1284,291,83,22.66,6.46,3.18,0.72,2022
PLAZA,QUERETARO,ABRIL,41128,1201,253,106,21.07,8.83,2.92,0.62,2022
PLAZA,QUERETARO,MAYO,41903,1515,331,105,21.85,6.93,3.62,0.79,2022
PLAZA,QUERETARO,JUNIO,47539,1516,299,136,19.72,8.97,3.19,0.63,2022
PLAZA,QUERETARO,JULIO,47539,1580,343,119,21.71,7.53,3.32,0.72,2022
PLAZA,QUERETARO,AGOSTO,47539,1870,473,173,25.29,9.25,3.93,0.99,2022
PLAZA,QUERETARO,SEPTIEMBRE,47539,1603,424,149,26.45,9.3,3.37,0.89,2022
PLAZA,QUERETARO,OCTUBRE,47539,1629,413,167,25.35,10.25,3.43,0.87,2022
PLAZA,QUERETARO,NOVIEMBRE,47539,1722,402,168,23.34,9.76,3.62,0.85,2022
PLAZA,QUERETARO,DICIEMBRE,47539,1499,325,112,21.68,7.47,3.15,0.68,2022
PLAZA,QUERETARO,ENERO,48002,1600,297,124,18.56,7.75,3.33,0.62,2023
PLAZA,QUERETARO,FEBRERO,48615,1511,323,113,21.38,7.48,3.11,0.66,2023
PLAZA,QUERETARO,MARZO,49458,1653,386,98,23.35,5.93,3.34,0.78,2023
PLAZA,QUERETARO,ABRIL,50081,1443,349,73,24.19,5.06,2.88,0.7,2023
PLAZA,QUERETARO,MAYO,50877,1673,481,126,28.75,7.53,3.29,0.95,2023
PLAZA,QUERETARO,JUNIO,51615,1564,437,144,27.94,9.21,3.03,0.85,2023
PLAZA,REYNOSA,ENERO,96,1,0,0,0,0,1.04,0,2022
PLAZA,REYNOSA,FEBRERO,1099,89,15,3,16.85,3.37,8.1,1.36,2022
PLAZA,REYNOSA,MARZO,3868,272,210,23,77.21,8.46,7.03,5.43,2022
PLAZA,REYNOSA,ABRIL,6320,388,371,95,95.62,24.48,6.14,5.87,2022
PLAZA,REYNOSA,MAYO,9412,510,397,67,77.84,13.14,5.42,4.22,2022
PLAZA,REYNOSA,JUNIO,27038,698,350,92,50.14,13.18,2.58,1.29,2022
PLAZA,REYNOSA,JULIO,27038,932,645,115,69.21,12.34,3.45,2.39,2022
PLAZA,REYNOSA,AGOSTO,27038,943,595,108,63.1,11.45,3.49,2.2,2022
PLAZA,REYNOSA,SEPTIEMBRE,27038,748,344,57,45.99,7.62,2.77,1.27,2022
PLAZA,REYNOSA,OCTUBRE,27038,743,330,72,44.41,9.69,2.75,1.22,2022
PLAZA,REYNOSA,NOVIEMBRE,27038,846,340,93,40.19,10.99,3.13,1.26,2022
PLAZA,REYNOSA,DICIEMBRE,27038,756,287,87,37.96,11.51,2.8,1.06,2022
PLAZA,REYNOSA,ENERO,27949,900,270,89,30,9.89,3.22,0.97,2023
PLAZA,REYNOSA,FEBRERO,29339,1466,382,164,26.06,11.19,5,1.3,2023
PLAZA,REYNOSA,MARZO,31157,1490,492,180,33.02,12.08,4.78,1.58,2023
PLAZA,REYNOSA,ABRIL,32762,1736,495,245,28.51,14.11,5.3,1.51,2023
PLAZA,REYNOSA,MAYO,34743,1883,645,275,34.25,14.6,5.42,1.86,2023
PLAZA,REYNOSA,JUNIO,36401,1872,706,308,37.71,16.45,5.14,1.94,2023
PLAZA,SALTILLO,ENERO,57760,2032,665,276,32.73,13.58,3.52,1.15,2022
PLAZA,SALTILLO,FEBRERO,59880,1711,504,211,29.46,12.33,2.86,0.84,2022
PLAZA,SALTILLO,MARZO,61613,1752,502,190,28.65,10.84,2.84,0.81,2022
PLAZA,SALTILLO,ABRIL,62642,1846,433,193,23.46,10.46,2.95,0.69,2022
PLAZA,SALTILLO,MAYO,63828,2324,510,228,21.94,9.81,3.64,0.8,2022
PLAZA,SALTILLO,JUNIO,63912,2133,449,269,21.05,12.61,3.34,0.7,2022
PLAZA,SALTILLO,JULIO,63912,2109,571,270,27.07,12.8,3.3,0.89,2022
PLAZA,SALTILLO,AGOSTO,63912,2377,688,320,28.94,13.46,3.72,1.08,2022
PLAZA,SALTILLO,SEPTIEMBRE,63912,2095,561,259,26.78,12.36,3.28,0.88,2022
PLAZA,SALTILLO,OCTUBRE,63912,1873,483,232,25.79,12.39,2.93,0.76,2022
PLAZA,SALTILLO,NOVIEMBRE,63912,1712,398,196,23.25,11.45,2.68,0.62,2022
PLAZA,SALTILLO,DICIEMBRE,63912,1553,364,205,23.44,13.2,2.43,0.57,2022
PLAZA,SALTILLO,ENERO,63866,1757,410,233,23.34,13.26,2.75,0.64,2023
PLAZA,SALTILLO,FEBRERO,63662,1463,341,222,23.31,15.17,2.3,0.54,2023
PLAZA,SALTILLO,MARZO,64174,1950,508,348,26.05,17.85,3.04,0.79,2023
PLAZA,SALTILLO,ABRIL,64189,1906,558,353,29.28,18.52,2.97,0.87,2023
PLAZA,SALTILLO,MAYO,64264,2412,609,433,25.25,17.95,3.75,0.95,2023
PLAZA,SALTILLO,JUNIO,63922,2221,587,372,26.43,16.75,3.47,0.92,2023
PLAZA,SAN LUIS POTOSI,ENERO,125247,5023,1391,587,27.69,11.69,4.01,1.11,2022
PLAZA,SAN LUIS POTOSI,FEBRERO,127634,4567,1261,551,27.61,12.06,3.58,0.99,2022
PLAZA,SAN LUIS POTOSI,MARZO,129360,4828,1152,529,23.86,10.96,3.73,0.89,2022
PLAZA,SAN LUIS POTOSI,ABRIL,130639,5059,1249,795,24.69,15.71,3.87,0.96,2022
PLAZA,SAN LUIS POTOSI,MAYO,132019,6061,1420,795,23.43,13.12,4.59,1.08,2022
PLAZA,SAN LUIS POTOSI,JUNIO,129302,5558,1239,794,22.29,14.29,4.3,0.96,2022
PLAZA,SAN LUIS POTOSI,JULIO,129302,5835,1597,851,27.37,14.58,4.51,1.24,2022
PLAZA,SAN LUIS POTOSI,AGOSTO,129302,5911,1653,980,27.96,16.58,4.57,1.28,2022
PLAZA,SAN LUIS POTOSI,SEPTIEMBRE,129302,5619,1442,931,25.66,16.57,4.35,1.12,2022
PLAZA,SAN LUIS POTOSI,OCTUBRE,129302,5439,1387,837,25.5,15.39,4.21,1.07,2022
PLAZA,SAN LUIS POTOSI,NOVIEMBRE,129302,5143,1297,696,25.22,13.53,3.98,1,2022
PLAZA,SAN LUIS POTOSI,DICIEMBRE,129302,4924,1324,729,26.89,14.81,3.81,1.02,2022
PLAZA,SAN LUIS POTOSI,ENERO,129104,5943,1245,873,20.95,14.69,4.6,0.96,2023
PLAZA,SAN LUIS POTOSI,FEBRERO,128633,4761,1271,737,26.7,15.48,3.7,0.99,2023
PLAZA,SAN LUIS POTOSI,MARZO,128447,5492,1402,795,25.53,14.48,4.28,1.09,2023
PLAZA,SAN LUIS POTOSI,ABRIL,127389,5672,1578,822,27.82,14.49,4.45,1.24,2023
PLAZA,SAN LUIS POTOSI,MAYO,126205,6501,1692,1031,26.03,15.86,5.15,1.34,2023
PLAZA,SAN LUIS POTOSI,JUNIO,125332,5749,1644,889,28.6,15.46,4.59,1.31,2023
PLAZA,TAMPICO,ENERO,4548,426,339,42,79.58,9.86,9.37,7.45,2022
PLAZA,TAMPICO,FEBRERO,7563,586,259,57,44.2,9.73,7.75,3.42,2022
PLAZA,TAMPICO,MARZO,10307,680,362,78,53.24,11.47,6.6,3.51,2022
PLAZA,TAMPICO,ABRIL,12512,621,312,64,50.24,10.31,4.96,2.49,2022
PLAZA,TAMPICO,MAYO,14628,759,389,74,51.25,9.75,5.19,2.66,2022
PLAZA,TAMPICO,JUNIO,23045,875,271,86,30.97,9.83,3.8,1.18,2022
PLAZA,TAMPICO,JULIO,23045,976,417,94,42.73,9.63,4.24,1.81,2022
PLAZA,TAMPICO,AGOSTO,23045,846,387,82,45.74,9.69,3.67,1.68,2022
PLAZA,TAMPICO,SEPTIEMBRE,23045,883,318,59,36.01,6.68,3.83,1.38,2022
PLAZA,TAMPICO,OCTUBRE,23045,771,290,64,37.61,8.3,3.35,1.26,2022
PLAZA,TAMPICO,NOVIEMBRE,23045,763,254,46,33.29,6.03,3.31,1.1,2022
PLAZA,TAMPICO,DICIEMBRE,23045,698,194,33,27.79,4.73,3.03,0.84,2022
PLAZA,TAMPICO,ENERO,23557,770,204,43,26.49,5.58,3.27,0.87,2023
PLAZA,TAMPICO,FEBRERO,24221,949,269,68,28.35,7.17,3.92,1.11,2023
PLAZA,TAMPICO,MARZO,25210,1044,321,97,30.75,9.29,4.14,1.27,2023
PLAZA,TAMPICO,ABRIL,26017,994,304,81,30.58,8.15,3.82,1.17,2023
PLAZA,TAMPICO,MAYO,26788,1124,334,118,29.72,10.5,4.2,1.25,2023
PLAZA,TAMPICO,JUNIO,27520,996,253,83,25.4,8.33,3.62,0.92,2023
PLAZA,TEPIC,ENERO,1037,43,30,5,69.77,11.63,4.15,2.89,2022
PLAZA,TEPIC,FEBRERO,1751,68,35,6,51.47,8.82,3.88,2,2022
PLAZA,TEPIC,MARZO,3028,89,45,4,50.56,4.49,2.94,1.49,2022
PLAZA,TEPIC,ABRIL,4459,104,55,3,52.88,2.88,2.33,1.23,2022
PLAZA,TEPIC,MAYO,5515,175,93,11,53.14,6.29,3.17,1.69,2022
PLAZA,TEPIC,JUNIO,9649,200,38,9,19,4.5,2.07,0.39,2022
PLAZA,TEPIC,JULIO,9649,315,92,10,29.21,3.17,3.26,0.95,2022
PLAZA,TEPIC,AGOSTO,9649,326,102,15,31.29,4.6,3.38,1.06,2022
PLAZA,TEPIC,SEPTIEMBRE,9649,313,99,15,31.63,4.79,3.24,1.03,2022
PLAZA,TEPIC,OCTUBRE,9649,301,100,15,33.22,4.98,3.12,1.04,2022
PLAZA,TEPIC,NOVIEMBRE,9649,327,96,13,29.36,3.98,3.39,0.99,2022
PLAZA,TEPIC,DICIEMBRE,9649,270,63,6,23.33,2.22,2.8,0.65,2022
PLAZA,TEPIC,ENERO,9817,311,65,16,20.9,5.14,3.17,0.66,2023
PLAZA,TEPIC,FEBRERO,10048,291,60,9,20.62,3.09,2.9,0.6,2023
PLAZA,TEPIC,MARZO,10367,367,88,21,23.98,5.72,3.54,0.85,2023
PLAZA,TEPIC,ABRIL,10606,296,82,14,27.7,4.73,2.79,0.77,2023
PLAZA,TEPIC,MAYO,10975,370,109,20,29.46,5.41,3.37,0.99,2023
PLAZA,TEPIC,JUNIO,11337,330,93,15,28.18,4.55,2.91,0.82,2023
PLAZA,TIJUANA,ENERO,163452,8476,2656,1543,31.34,18.2,5.19,1.62,2022
PLAZA,TIJUANA,FEBRERO,166810,7845,2318,1293,29.55,16.48,4.7,1.39,2022
PLAZA,TIJUANA,MARZO,170256,8912,2745,1429,30.8,16.03,5.23,1.61,2022
PLAZA,TIJUANA,ABRIL,173191,8376,2648,1544,31.61,18.43,4.84,1.53,2022
PLAZA,TIJUANA,MAYO,177025,8025,2510,1334,31.28,16.62,4.53,1.42,2022
PLAZA,TIJUANA,JUNIO,191313,8840,2183,1440,24.69,16.29,4.62,1.14,2022
PLAZA,TIJUANA,JULIO,191313,8374,2183,1265,26.07,15.11,4.38,1.14,2022
PLAZA,TIJUANA,AGOSTO,191313,8808,2415,1435,27.42,16.29,4.6,1.26,2022
PLAZA,TIJUANA,SEPTIEMBRE,191313,8902,2081,1656,23.38,18.6,4.65,1.09,2022
PLAZA,TIJUANA,OCTUBRE,191313,9389,2671,1710,28.45,18.21,4.91,1.4,2022
PLAZA,TIJUANA,NOVIEMBRE,191313,9837,2917,1720,29.65,17.49,5.14,1.52,2022
PLAZA,TIJUANA,DICIEMBRE,191313,9038,2944,1834,32.57,20.29,4.72,1.54,2022
PLAZA,TIJUANA,ENERO,192017,10861,2616,2209,24.09,20.34,5.66,1.36,2023
PLAZA,TIJUANA,FEBRERO,193378,9627,2841,2023,29.51,21.01,4.98,1.47,2023
PLAZA,TIJUANA,MARZO,194879,11701,3428,2573,29.3,21.99,6,1.76,2023
PLAZA,TIJUANA,ABRIL,196008,9032,2863,1763,31.7,19.52,4.61,1.46,2023
PLAZA,TIJUANA,MAYO,196193,9708,2845,1694,29.31,17.45,4.95,1.45,2023
PLAZA,TIJUANA,JUNIO,196965,9332,2727,1519,29.22,16.28,4.74,1.38,2023
PLAZA,TOLUCA,ENERO,141042,5596,1309,627,23.39,11.2,3.97,0.93,2022
PLAZA,TOLUCA,FEBRERO,143202,5413,1445,611,26.69,11.29,3.78,1.01,2022
PLAZA,TOLUCA,MARZO,144797,5831,1432,603,24.56,10.34,4.03,0.99,2022
PLAZA,TOLUCA,ABRIL,147660,5812,1393,643,23.97,11.06,3.94,0.94,2022
PLAZA,TOLUCA,MAYO,150001,6327,1554,716,24.56,11.32,4.22,1.04,2022
PLAZA,TOLUCA,JUNIO,161708,6148,1260,688,20.49,11.19,3.8,0.78,2022
PLAZA,TOLUCA,JULIO,161708,6739,1586,728,23.53,10.8,4.17,0.98,2022
PLAZA,TOLUCA,AGOSTO,161708,6842,1683,695,24.6,10.16,4.23,1.04,2022
PLAZA,TOLUCA,SEPTIEMBRE,161708,5847,1465,672,25.06,11.49,3.62,0.91,2022
PLAZA,TOLUCA,OCTUBRE,161708,5339,1240,494,23.23,9.25,3.3,0.77,2022
PLAZA,TOLUCA,NOVIEMBRE,161708,5257,1096,415,20.85,7.89,3.25,0.68,2022
PLAZA,TOLUCA,DICIEMBRE,161708,4774,1167,460,24.44,9.64,2.95,0.72,2022
PLAZA,TOLUCA,ENERO,162427,5910,1108,554,18.75,9.37,3.64,0.68,2023
PLAZA,TOLUCA,FEBRERO,163269,4458,1014,531,22.75,11.91,2.73,0.62,2023
PLAZA,TOLUCA,MARZO,164891,5304,1126,483,21.23,9.11,3.22,0.68,2023
PLAZA,TOLUCA,ABRIL,166145,4766,1099,452,23.06,9.48,2.87,0.66,2023
PLAZA,TOLUCA,MAYO,166743,5649,1411,749,24.98,13.26,3.39,0.85,2023
PLAZA,TOLUCA,JUNIO,168394,5464,1433,720,26.23,13.18,3.24,0.85,2023
PLAZA,TUXTLA,ENERO,25689,470,132,25,28.09,5.32,1.83,0.51,2022
PLAZA,TUXTLA,FEBRERO,26399,604,151,27,25,4.47,2.29,0.57,2022
PLAZA,TUXTLA,MARZO,27244,669,180,48,26.91,7.17,2.46,0.66,2022
PLAZA,TUXTLA,ABRIL,27866,630,164,39,26.03,6.19,2.26,0.59,2022
PLAZA,TUXTLA,MAYO,28558,847,216,53,25.5,6.26,2.97,0.76,2022
PLAZA,TUXTLA,JUNIO,34992,943,221,49,23.44,5.2,2.69,0.63,2022
PLAZA,TUXTLA,JULIO,34992,847,263,49,31.05,5.79,2.42,0.75,2022
PLAZA,TUXTLA,AGOSTO,34992,906,250,31,27.59,3.42,2.59,0.71,2022
PLAZA,TUXTLA,SEPTIEMBRE,34992,869,237,38,27.27,4.37,2.48,0.68,2022
PLAZA,TUXTLA,OCTUBRE,34992,864,283,57,32.75,6.6,2.47,0.81,2022
PLAZA,TUXTLA,NOVIEMBRE,34992,853,283,55,33.18,6.45,2.44,0.81,2022
PLAZA,TUXTLA,DICIEMBRE,34992,775,261,58,33.68,7.48,2.21,0.75,2022
PLAZA,TUXTLA,ENERO,35414,831,209,62,25.15,7.46,2.35,0.59,2023
PLAZA,TUXTLA,FEBRERO,35974,921,252,59,27.36,6.41,2.56,0.7,2023
PLAZA,TUXTLA,MARZO,36857,996,313,81,31.43,8.13,2.7,0.85,2023
PLAZA,TUXTLA,ABRIL,37659,1064,346,93,32.52,8.74,2.83,0.92,2023
PLAZA,TUXTLA,MAYO,38337,1183,353,104,29.84,8.79,3.09,0.92,2023
PLAZA,TUXTLA,JUNIO,39075,1488,388,142,26.08,9.54,3.81,0.99,2023
PLAZA,VERACRUZ,ENERO,55801,2663,527,217,19.79,8.15,4.77,0.94,2022
PLAZA,VERACRUZ,FEBRERO,57007,1960,399,154,20.36,7.86,3.44,0.7,2022
PLAZA,VERACRUZ,MARZO,58232,2503,659,214,26.33,8.55,4.3,1.13,2022
PLAZA,VERACRUZ,ABRIL,59079,2063,436,176,21.13,8.53,3.49,0.74,2022
PLAZA,VERACRUZ,MAYO,59958,2075,450,174,21.69,8.39,3.46,0.75,2022
PLAZA,VERACRUZ,JUNIO,63039,2450,433,207,17.67,8.45,3.89,0.69,2022
PLAZA,VERACRUZ,JULIO,63039,2294,471,176,20.53,7.67,3.64,0.75,2022
PLAZA,VERACRUZ,AGOSTO,63039,2563,517,181,20.17,7.06,4.07,0.82,2022
PLAZA,VERACRUZ,SEPTIEMBRE,63039,2711,589,250,21.73,9.22,4.3,0.93,2022
PLAZA,VERACRUZ,OCTUBRE,63039,2485,464,194,18.67,7.81,3.94,0.74,2022
PLAZA,VERACRUZ,NOVIEMBRE,63039,2305,433,169,18.79,7.33,3.66,0.69,2022
PLAZA,VERACRUZ,DICIEMBRE,63039,2751,556,238,20.21,8.65,4.36,0.88,2022
PLAZA,VERACRUZ,ENERO,63250,2924,544,255,18.6,8.72,4.62,0.86,2023
PLAZA,VERACRUZ,FEBRERO,63565,2816,614,253,21.8,8.98,4.43,0.97,2023
PLAZA,VERACRUZ,MARZO,64073,2851,648,259,22.73,9.08,4.45,1.01,2023
PLAZA,VERACRUZ,ABRIL,64213,2649,590,238,22.27,8.98,4.13,0.92,2023
PLAZA,VERACRUZ,MAYO,64458,2722,637,273,23.4,10.03,4.22,0.99,2023
PLAZA,VERACRUZ,JUNIO,64684,2742,640,241,23.34,8.79,4.24,0.99,2023
PLAZA,VILLAHERMOSA,ENERO,16652,334,104,16,31.14,4.79,2.01,0.62,2022
PLAZA,VILLAHERMOSA,FEBRERO,17389,316,103,11,32.59,3.48,1.82,0.59,2022
PLAZA,VILLAHERMOSA,MARZO,17992,332,102,18,30.72,5.42,1.85,0.57,2022
PLAZA,VILLAHERMOSA,ABRIL,18507,444,116,18,26.13,4.05,2.4,0.63,2022
PLAZA,VILLAHERMOSA,MAYO,19004,432,118,21,27.31,4.86,2.27,0.62,2022
PLAZA,VILLAHERMOSA,JUNIO,23873,406,84,9,20.69,2.22,1.7,0.35,2022
PLAZA,VILLAHERMOSA,JULIO,23873,432,120,20,27.78,4.63,1.81,0.5,2022
PLAZA,VILLAHERMOSA,AGOSTO,23873,487,93,22,19.1,4.52,2.04,0.39,2022
PLAZA,VILLAHERMOSA,SEPTIEMBRE,23873,518,116,24,22.39,4.63,2.17,0.49,2022
PLAZA,VILLAHERMOSA,OCTUBRE,23873,613,175,25,28.55,4.08,2.57,0.73,2022
PLAZA,VILLAHERMOSA,NOVIEMBRE,23873,604,187,34,30.96,5.63,2.53,0.78,2022
PLAZA,VILLAHERMOSA,DICIEMBRE,23873,511,152,34,29.75,6.65,2.14,0.64,2022
PLAZA,VILLAHERMOSA,ENERO,24262,625,131,33,20.96,5.28,2.58,0.54,2023
PLAZA,VILLAHERMOSA,FEBRERO,24850,605,133,34,21.98,5.62,2.43,0.54,2023
PLAZA,VILLAHERMOSA,MARZO,25498,604,150,35,24.83,5.79,2.37,0.59,2023
PLAZA,VILLAHERMOSA,ABRIL,26004,547,135,44,24.68,8.04,2.1,0.52,2023
PLAZA,VILLAHERMOSA,MAYO,26265,656,200,50,30.49,7.62,2.5,0.76,2023
PLAZA,VILLAHERMOSA,JUNIO,26848,663,201,43,30.32,6.49,2.47,0.75,2023
PLAZA,XALAPA,ENERO,52306,1078,185,46,17.16,4.27,2.06,0.35,2022
PLAZA,XALAPA,FEBRERO,53016,944,173,46,18.33,4.87,1.78,0.33,2022
PLAZA,XALAPA,MARZO,53659,1264,228,49,18.04,3.88,2.36,0.42,2022
PLAZA,XALAPA,ABRIL,54026,1169,200,43,17.11,3.68,2.16,0.37,2022
PLAZA,XALAPA,MAYO,54485,1068,191,56,17.88,5.24,1.96,0.35,2022
PLAZA,XALAPA,JUNIO,55831,1117,148,54,13.25,4.83,2,0.27,2022
PLAZA,XALAPA,JULIO,55831,1111,201,39,18.09,3.51,1.99,0.36,2022
PLAZA,XALAPA,AGOSTO,55831,1163,211,44,18.14,3.78,2.08,0.38,2022
PLAZA,XALAPA,SEPTIEMBRE,55831,1176,201,44,17.09,3.74,2.11,0.36,2022
PLAZA,XALAPA,OCTUBRE,55831,1187,236,55,19.88,4.63,2.13,0.42,2022
PLAZA,XALAPA,NOVIEMBRE,55831,1151,257,51,22.33,4.43,2.06,0.46,2022
PLAZA,XALAPA,DICIEMBRE,55831,1040,185,37,17.79,3.56,1.86,0.33,2022
PLAZA,XALAPA,ENERO,55956,1549,233,46,15.04,2.97,2.77,0.42,2023
PLAZA,XALAPA,FEBRERO,56164,1316,245,39,18.62,2.96,2.34,0.44,2023
PLAZA,XALAPA,MARZO,56572,1477,355,79,24.04,5.35,2.61,0.63,2023
PLAZA,XALAPA,ABRIL,56761,1333,371,62,27.83,4.65,2.35,0.65,2023
PLAZA,XALAPA,MAYO,56875,1380,334,41,24.2,2.97,2.43,0.59,2023
PLAZA,XALAPA,JUNIO,57001,1462,410,71,28.04,4.86,2.56,0.72,2023
DISTRITO,ACAPULCO,ENERO,9755,277,107,33,38.63,11.91,2.84,1.1,2022
DISTRITO,ACAPULCO,FEBRERO,10290,249,83,21,33.33,8.43,2.42,0.81,2022
DISTRITO,ACAPULCO,MARZO,10746,274,92,29,33.58,10.58,2.55,0.86,2022
DISTRITO,ACAPULCO,ABRIL,11087,267,92,23,34.46,8.61,2.41,0.83,2022
DISTRITO,ACAPULCO,MAYO,11477,311,79,17,25.4,5.47,2.71,0.69,2022
DISTRITO,ACAPULCO,JUNIO,15019,321,63,25,19.63,7.79,2.14,0.42,2022
DISTRITO,ACAPULCO,JULIO,15019,292,68,15,23.29,5.14,1.94,0.45,2022
DISTRITO,ACAPULCO,AGOSTO,15019,334,91,16,27.25,4.79,2.22,0.61,2022
DISTRITO,ACAPULCO,SEPTIEMBRE,15019,371,81,25,21.83,6.74,2.47,0.54,2022
DISTRITO,ACAPULCO,OCTUBRE,15019,403,120,43,29.78,10.67,2.68,0.8,2022
DISTRITO,ACAPULCO,NOVIEMBRE,15019,398,124,25,31.16,6.28,2.65,0.83,2022
DISTRITO,ACAPULCO,DICIEMBRE,15019,425,134,27,31.53,6.35,2.83,0.89,2022
DISTRITO,ACAPULCO,ENERO,15236,476,129,34,27.1,7.14,3.12,0.85,2023
DISTRITO,ACAPULCO,FEBRERO,15593,479,150,30,31.32,6.26,3.07,0.96,2023
DISTRITO,ACAPULCO,MARZO,16124,564,170,43,30.14,7.62,3.5,1.05,2023
DISTRITO,ACAPULCO,ABRIL,16689,519,178,29,34.3,5.59,3.11,1.07,2023
DISTRITO,ACAPULCO,MAYO,17362,577,218,68,37.78,11.79,3.32,1.26,2023
DISTRITO,ACAPULCO,JUNIO,17937,566,180,57,31.8,10.07,3.16,1,2023
DISTRITO,AEROPUERTO,ENERO,41329,1484,365,160,24.6,10.78,3.59,0.88,2022
DISTRITO,AEROPUERTO,FEBRERO,41947,1313,300,130,22.85,9.9,3.13,0.72,2022
DISTRITO,AEROPUERTO,MARZO,42487,1508,388,171,25.73,11.34,3.55,0.91,2022
DISTRITO,AEROPUERTO,ABRIL,43018,1634,388,151,23.75,9.24,3.8,0.9,2022
DISTRITO,AEROPUERTO,MAYO,43571,1826,422,153,23.11,8.38,4.19,0.97,2022
DISTRITO,AEROPUERTO,JUNIO,46222,1893,403,170,21.29,8.98,4.1,0.87,2022
DISTRITO,AEROPUERTO,JULIO,46222,1915,443,153,23.13,7.99,4.14,0.96,2022
DISTRITO,AEROPUERTO,AGOSTO,46222,1548,353,119,22.8,7.69,3.35,0.76,2022
DISTRITO,AEROPUERTO,SEPTIEMBRE,46222,1347,286,115,21.23,8.54,2.91,0.62,2022
DISTRITO,AEROPUERTO,OCTUBRE,46222,1469,268,140,18.24,9.53,3.18,0.58,2022
DISTRITO,AEROPUERTO,NOVIEMBRE,46222,1207,235,90,19.47,7.46,2.61,0.51,2022
DISTRITO,AEROPUERTO,DICIEMBRE,46222,1373,282,134,20.54,9.76,2.97,0.61,2022
DISTRITO,AEROPUERTO,ENERO,46495,1422,229,119,16.1,8.37,3.06,0.49,2023
DISTRITO,AEROPUERTO,FEBRERO,46737,1088,246,107,22.61,9.83,2.33,0.53,2023
DISTRITO,AEROPUERTO,MARZO,47281,1380,291,88,21.09,6.38,2.92,0.62,2023
DISTRITO,AEROPUERTO,ABRIL,47712,1315,287,77,21.83,5.86,2.76,0.6,2023
DISTRITO,AEROPUERTO,MAYO,47927,1395,337,104,24.16,7.46,2.91,0.7,2023
DISTRITO,AEROPUERTO,JUNIO,48506,1377,337,105,24.47,7.63,2.84,0.69,2023
DISTRITO,AGUASCALIENTES,ENERO,56708,1320,304,89,23.03,6.74,2.33,0.54,2022
DISTRITO,AGUASCALIENTES,FEBRERO,57800,1397,333,65,23.84,4.65,2.42,0.58,2022
DISTRITO,AGUASCALIENTES,MARZO,58816,1586,318,86,20.05,5.42,2.7,0.54,2022
DISTRITO,AGUASCALIENTES,ABRIL,59488,1604,304,98,18.95,6.11,2.7,0.51,2022
DISTRITO,AGUASCALIENTES,MAYO,60297,1609,319,116,19.83,7.21,2.67,0.53,2022
DISTRITO,AGUASCALIENTES,JUNIO,63128,1580,222,94,14.05,5.95,2.5,0.35,2022
DISTRITO,AGUASCALIENTES,JULIO,63128,1973,442,161,22.4,8.16,3.13,0.7,2022
DISTRITO,AGUASCALIENTES,AGOSTO,63128,2109,519,154,24.61,7.3,3.34,0.82,2022
DISTRITO,AGUASCALIENTES,SEPTIEMBRE,63128,1895,462,131,24.38,6.91,3,0.73,2022
DISTRITO,AGUASCALIENTES,OCTUBRE,63128,1814,382,121,21.06,6.67,2.87,0.61,2022
DISTRITO,AGUASCALIENTES,NOVIEMBRE,63128,1787,375,132,20.98,7.39,2.83,0.59,2022
DISTRITO,AGUASCALIENTES,DICIEMBRE,63128,1472,311,90,21.13,6.11,2.33,0.49,2022
DISTRITO,AGUASCALIENTES,ENERO,63253,1541,242,88,15.7,5.71,2.44,0.38,2023
DISTRITO,AGUASCALIENTES,FEBRERO,63279,1531,280,95,18.29,6.21,2.42,0.44,2023
DISTRITO,AGUASCALIENTES,MARZO,63370,1742,317,88,18.2,5.05,2.75,0.5,2023
