PLAZA,Fecha,Instalaciones,Activaciones_automaticas,Ativaciones_manuales,%Act_Manuales
CIUDAD JUAREZ,2023-03-14,179,60,119,0.6648
CIUDAD JUAREZ,2023-03-15,161,51,110,0.68323
CIUDAD JUAREZ,2023-03-16,109,41,68,0.62385
CIUDAD JUAREZ,2023-03-17,146,52,94,0.64384
CIUDAD JUAREZ,2023-03-18,170,61,109,0.64118
CIUDAD JUAREZ,2023-03-19,104,51,53,0.50962
CIUDAD JUAREZ,2023-03-20,118,58,60,0.50847
CIUDAD OBREGON / NAVOJOA,2023-01-01,2,2,0,0
CIUDAD OBREGON / NAVOJOA,2023-01-02,20,18,2,0.1
CIUDAD OBREGON / NAVOJOA,2023-01-03,37,29,8,0.21622
CIUDAD OBREGON / NAVOJOA,2023-01-04,21,21,0,0
CIUDAD OBREGON / NAVOJOA,2023-01-05,36,35,1,0.02778
CIUDAD OBREGON / NAVOJOA,2023-01-06,33,31,2,0.06061
CIUDAD OBREGON / NAVOJOA,2023-01-07,42,41,1,0.02381
CIUDAD OBREGON / NAVOJOA,2023-01-08,27,27,0,0
CIUDAD OBREGON / NAVOJOA,2023-01-09,32,32,0,0
CIUDAD OBREGON / NAVOJOA,2023-01-10,35,34,1,0.02857
CIUDAD OBREGON / NAVOJOA,2023-01-11,33,33,0,0
CIUDAD OBREGON / NAVOJOA,2023-01-12,33,33,0,0
CIUDAD OBREGON / NAVOJOA,2023-01-13,24,23,1,0.04167
CIUDAD OBREGON / NAVOJOA,2023-01-14,39,39,0,0
CIUDAD OBREGON / NAVOJOA,2023-01-15,30,27,3,0.1
CIUDAD OBREGON / NAVOJOA,2023-01-16,32,32,0,0
CIUDAD OBREGON / NAVOJOA,2023-01-17,25,25,0,0
CIUDAD OBREGON / NAVOJOA,2023-01-18,46,46,0,0
CIUDAD OBREGON / NAVOJOA,2023-01-19,32,32,0,0
CIUDAD OBREGON / NAVOJOA,2023-01-20,18,18,0,0
CIUDAD OBREGON / NAVOJOA,2023-01-21,38,32,6,0.15789
CIUDAD OBREGON / NAVOJOA,2023-01-22,29,24,5,0.17241
CIUDAD OBREGON / NAVOJOA,2023-01-23,21,21,0,0
CIUDAD OBREGON / NAVOJOA,2023-01-24,28,27,1,0.03571
CIUDAD OBREGON / NAVOJOA,2023-01-25,33,33,0,0
CIUDAD OBREGON / NAVOJOA,2023-01-26,34,33,1,0.02941
CIUDAD OBREGON / NAVOJOA,2023-01-27,33,30,3,0.09091
CIUDAD OBREGON / NAVOJOA,2023-01-28,29,25,4,0.13793
CIUDAD OBREGON / NAVOJOA,2023-01-29,33,31,2,0.06061
CIUDAD OBREGON / NAVOJOA,2023-01-30,36,36,0,0
CIUDAD OBREGON / NAVOJOA,2023-01-31,43,43,0,0
CIUDAD OBREGON / NAVOJOA,2023-02-02,27,25,2,0.07407
CIUDAD OBREGON / NAVOJOA,2023-02-03,38,36,2,0.05263
CIUDAD OBREGON / NAVOJOA,2023-02-04,31,29,2,0.06452
CIUDAD OBREGON / NAVOJOA,2023-02-05,23,20,3,0.13043
CIUDAD OBREGON / NAVOJOA,2023-02-06,23,22,1,0.04348
CIUDAD OBREGON / NAVOJOA,2023-02-07,24,24,0,0
CIUDAD OBREGON / NAVOJOA,2023-02-08,29,29,0,0
CIUDAD OBREGON / NAVOJOA,2023-02-09,20,20,0,0
CIUDAD OBREGON / NAVOJOA,2023-02-10,31,30,1,0.03226
CIUDAD OBREGON / NAVOJOA,2023-02-11,31,31,0,0
CIUDAD OBREGON / NAVOJOA,2023-02-12,9,9,0,0
CIUDAD OBREGON / NAVOJOA,2023-02-13,22,22,0,0
CIUDAD OBREGON / NAVOJOA,2023-02-14,29,29,0,0
CIUDAD OBREGON / NAVOJOA,2023-02-15,35,33,2,0.05714
CIUDAD OBREGON / NAVOJOA,2023-02-16,25,25,0,0
CIUDAD OBREGON / NAVOJOA,2023-02-17,31,31,0,0
CIUDAD OBREGON / NAVOJOA,2023-02-18,25,23,2,0.08
CIUDAD OBREGON / NAVOJOA,2023-02-19,16,16,0,0
CIUDAD OBREGON / NAVOJOA,2023-02-20,35,35,0,0
CIUDAD OBREGON / NAVOJOA,2023-02-21,30,30,0,0
CIUDAD OBREGON / NAVOJOA,2023-02-22,18,18,0,0
CIUDAD OBREGON / NAVOJOA,2023-02-23,32,32,0,0
CIUDAD OBREGON / NAVOJOA,2023-02-24,34,34,0,0
CIUDAD OBREGON / NAVOJOA,2023-02-25,27,26,1,0.03704
CIUDAD OBREGON / NAVOJOA,2023-02-26,9,9,0,0
CIUDAD OBREGON / NAVOJOA,2023-02-27,31,31,0,0
CIUDAD OBREGON / NAVOJOA,2023-02-28,41,41,0,0
CIUDAD OBREGON / NAVOJOA,2023-03-01,23,23,0,0
CIUDAD OBREGON / NAVOJOA,2023-03-02,25,25,0,0
CIUDAD OBREGON / NAVOJOA,2023-03-03,29,28,1,0.03448
CIUDAD OBREGON / NAVOJOA,2023-03-04,30,30,0,0
CIUDAD OBREGON / NAVOJOA,2023-03-05,19,17,2,0.10526
CIUDAD OBREGON / NAVOJOA,2023-03-07,37,37,0,0
CIUDAD OBREGON / NAVOJOA,2023-03-08,30,30,0,0
CIUDAD OBREGON / NAVOJOA,2023-03-09,29,29,0,0
CIUDAD OBREGON / NAVOJOA,2023-03-10,26,25,1,0.03846
CIUDAD OBREGON / NAVOJOA,2023-03-11,30,28,2,0.06667
CIUDAD OBREGON / NAVOJOA,2023-03-12,20,17,3,0.15
CIUDAD OBREGON / NAVOJOA,2023-03-13,22,22,0,0
CIUDAD OBREGON / NAVOJOA,2023-03-14,19,19,0,0
CIUDAD OBREGON / NAVOJOA,2023-03-15,10,10,0,0
CIUDAD OBREGON / NAVOJOA,2023-03-16,28,28,0,0
CIUDAD OBREGON / NAVOJOA,2023-03-17,30,29,1,0.03333
CIUDAD OBREGON / NAVOJOA,2023-03-18,30,30,0,0
CIUDAD OBREGON / NAVOJOA,2023-03-19,17,17,0,0
CIUDAD OBREGON / NAVOJOA,2023-03-20,33,33,0,0
CIUDAD VICTORIA,2023-01-02,3,1,2,0.66667
CIUDAD VICTORIA,2023-01-03,2,2,0,0
CIUDAD VICTORIA,2023-01-04,5,5,0,0
CIUDAD VICTORIA,2023-01-05,10,10,0,0
CIUDAD VICTORIA,2023-01-06,1,1,0,0
CIUDAD VICTORIA,2023-01-07,1,1,0,0
CIUDAD VICTORIA,2023-01-08,1,1,0,0
CIUDAD VICTORIA,2023-01-09,4,4,0,0
CIUDAD VICTORIA,2023-01-10,4,4,0,0
CIUDAD VICTORIA,2023-01-11,3,3,0,0
CIUDAD VICTORIA,2023-01-12,4,2,2,0.5
CIUDAD VICTORIA,2023-01-13,27,26,1,0.03704
CIUDAD VICTORIA,2023-01-14,31,31,0,0
CIUDAD VICTORIA,2023-01-15,22,21,1,0.04545
CIUDAD VICTORIA,2023-01-16,35,35,0,0
CIUDAD VICTORIA,2023-01-17,31,30,1,0.03226
CIUDAD VICTORIA,2023-01-18,36,34,2,0.05556
CIUDAD VICTORIA,2023-01-19,32,29,3,0.09375
CIUDAD VICTORIA,2023-01-20,34,34,0,0
CIUDAD VICTORIA,2023-01-21,35,30,5,0.14286
CIUDAD VICTORIA,2023-01-22,18,18,0,0
CIUDAD VICTORIA,2023-01-23,16,10,6,0.375
CIUDAD VICTORIA,2023-01-24,28,25,3,0.10714
CIUDAD VICTORIA,2023-01-25,18,18,0,0
CIUDAD VICTORIA,2023-01-26,30,25,5,0.16667
CIUDAD VICTORIA,2023-01-27,25,25,0,0
CIUDAD VICTORIA,2023-01-28,49,49,0,0
CIUDAD VICTORIA,2023-01-29,18,17,1,0.05556
CIUDAD VICTORIA,2023-01-30,20,20,0,0
CIUDAD VICTORIA,2023-01-31,24,24,0,0
CIUDAD VICTORIA,2023-02-02,33,33,0,0
CIUDAD VICTORIA,2023-02-03,18,17,1,0.05556
CIUDAD VICTORIA,2023-02-04,33,33,0,0
CIUDAD VICTORIA,2023-02-05,25,24,1,0.04
CIUDAD VICTORIA,2023-02-06,18,18,0,0
CIUDAD VICTORIA,2023-02-07,25,25,0,0
CIUDAD VICTORIA,2023-02-08,23,20,3,0.13043
CIUDAD VICTORIA,2023-02-09,27,25,2,0.07407
CIUDAD VICTORIA,2023-02-10,24,24,0,0
CIUDAD VICTORIA,2023-02-11,31,31,0,0
CIUDAD VICTORIA,2023-02-12,19,19,0,0
CIUDAD VICTORIA,2023-02-13,18,17,1,0.05556
CIUDAD VICTORIA,2023-02-14,27,26,1,0.03704
CIUDAD VICTORIA,2023-02-15,28,28,0,0
CIUDAD VICTORIA,2023-02-16,32,29,3,0.09375
CIUDAD VICTORIA,2023-02-17,19,19,0,0
CIUDAD VICTORIA,2023-02-18,27,22,5,0.18519
CIUDAD VICTORIA,2023-02-19,11,11,0,0
CIUDAD VICTORIA,2023-02-20,24,24,0,0
CIUDAD VICTORIA,2023-02-21,21,21,0,0
CIUDAD VICTORIA,2023-02-22,28,28,0,0
CIUDAD VICTORIA,2023-02-23,22,22,0,0
CIUDAD VICTORIA,2023-02-24,19,19,0,0
CIUDAD VICTORIA,2023-02-25,20,20,0,0
CIUDAD VICTORIA,2023-02-26,11,11,0,0
CIUDAD VICTORIA,2023-02-27,22,22,0,0
CIUDAD VICTORIA,2023-02-28,33,31,2,0.06061
CIUDAD VICTORIA,2023-03-01,25,25,0,0
CIUDAD VICTORIA,2023-03-02,55,55,0,0
CIUDAD VICTORIA,2023-03-03,30,26,4,0.13333
CIUDAD VICTORIA,2023-03-04,36,36,0,0
CIUDAD VICTORIA,2023-03-05,18,18,0,0
CIUDAD VICTORIA,2023-03-07,30,26,4,0.13333
CIUDAD VICTORIA,2023-03-08,17,15,2,0.11765
CIUDAD VICTORIA,2023-03-09,31,29,2,0.06452
CIUDAD VICTORIA,2023-03-10,25,25,0,0
CIUDAD VICTORIA,2023-03-11,29,23,6,0.2069
CIUDAD VICTORIA,2023-03-12,14,11,3,0.21429
CIUDAD VICTORIA,2023-03-13,41,38,3,0.07317
CIUDAD VICTORIA,2023-03-14,44,43,1,0.02273
CIUDAD VICTORIA,2023-03-15,37,37,0,0
CIUDAD VICTORIA,2023-03-16,36,36,0,0
CIUDAD VICTORIA,2023-03-17,34,34,0,0
CIUDAD VICTORIA,2023-03-18,53,50,3,0.0566
CIUDAD VICTORIA,2023-03-19,45,45,0,0
CIUDAD VICTORIA,2023-03-20,33,33,0,0
COATZA / MINA,2023-01-02,14,14,0,0
COATZA / MINA,2023-01-03,15,15,0,0
COATZA / MINA,2023-01-04,19,19,0,0
COATZA / MINA,2023-01-05,15,15,0,0
COATZA / MINA,2023-01-06,32,30,2,0.0625
COATZA / MINA,2023-01-07,32,30,2,0.0625
COATZA / MINA,2023-01-08,28,28,0,0
COATZA / MINA,2023-01-09,38,34,4,0.10526
COATZA / MINA,2023-01-10,29,29,0,0
COATZA / MINA,2023-01-11,30,30,0,0
COATZA / MINA,2023-01-12,19,19,0,0
COATZA / MINA,2023-01-13,38,38,0,0
COATZA / MINA,2023-01-14,19,17,2,0.10526
COATZA / MINA,2023-01-15,25,25,0,0
COATZA / MINA,2023-01-16,28,24,4,0.14286
COATZA / MINA,2023-01-17,56,38,18,0.32143
COATZA / MINA,2023-01-18,97,70,27,0.27835
COATZA / MINA,2023-01-19,81,56,25,0.30864
COATZA / MINA,2023-01-20,119,112,7,0.05882
COATZA / MINA,2023-01-21,78,48,30,0.38462
COATZA / MINA,2023-01-22,73,44,29,0.39726
COATZA / MINA,2023-01-23,70,50,20,0.28571
COATZA / MINA,2023-01-24,92,89,3,0.03261
COATZA / MINA,2023-01-25,81,54,27,0.33333
COATZA / MINA,2023-01-26,92,65,27,0.29348
COATZA / MINA,2023-01-27,40,33,7,0.175
COATZA / MINA,2023-01-28,52,50,2,0.03846
COATZA / MINA,2023-01-29,78,56,22,0.28205
COATZA / MINA,2023-01-30,39,34,5,0.12821
COATZA / MINA,2023-01-31,62,41,21,0.33871
COATZA / MINA,2023-02-02,94,51,43,0.45745
COATZA / MINA,2023-02-03,62,39,23,0.37097
COATZA / MINA,2023-02-04,56,25,31,0.55357
COATZA / MINA,2023-02-05,74,48,26,0.35135
COATZA / MINA,2023-02-06,185,113,72,0.38919
COATZA / MINA,2023-02-07,57,55,2,0.03509
COATZA / MINA,2023-02-08,74,63,11,0.14865
COATZA / MINA,2023-02-09,142,104,38,0.26761
COATZA / MINA,2023-02-10,80,56,24,0.3
COATZA / MINA,2023-02-11,43,40,3,0.06977
COATZA / MINA,2023-02-12,150,132,18,0.12
COATZA / MINA,2023-02-13,28,24,4,0.14286
COATZA / MINA,2023-02-14,99,31,68,0.68687
COATZA / MINA,2023-02-15,104,81,23,0.22115
COATZA / MINA,2023-02-16,73,48,25,0.34247
COATZA / MINA,2023-02-17,23,15,8,0.34783
COATZA / MINA,2023-02-18,103,38,65,0.63107
COATZA / MINA,2023-02-19,103,59,44,0.42718
COATZA / MINA,2023-02-20,36,21,15,0.41667
COATZA / MINA,2023-02-21,65,64,1,0.01538
COATZA / MINA,2023-02-22,77,66,11,0.14286
COATZA / MINA,2023-02-23,52,52,0,0
COATZA / MINA,2023-02-24,117,104,13,0.11111
COATZA / MINA,2023-02-25,71,40,31,0.43662
COATZA / MINA,2023-02-26,104,43,61,0.58654
COATZA / MINA,2023-02-27,44,37,7,0.15909
COATZA / MINA,2023-02-28,95,84,11,0.11579
COATZA / MINA,2023-03-01,68,58,10,0.14706
COATZA / MINA,2023-03-02,111,69,42,0.37838
COATZA / MINA,2023-03-03,85,54,31,0.36471
COATZA / MINA,2023-03-04,128,82,46,0.35938
COATZA / MINA,2023-03-05,39,37,2,0.05128
COATZA / MINA,2023-03-07,64,39,25,0.39062
COATZA / MINA,2023-03-08,46,44,2,0.04348
COATZA / MINA,2023-03-09,66,27,39,0.59091
COATZA / MINA,2023-03-10,92,60,32,0.34783
COATZA / MINA,2023-03-11,54,35,19,0.35185
COATZA / MINA,2023-03-12,36,25,11,0.30556
COATZA / MINA,2023-03-13,56,22,34,0.60714
COATZA / MINA,2023-03-14,66,48,18,0.27273
COATZA / MINA,2023-03-15,19,19,0,0
COATZA / MINA,2023-03-16,50,40,10,0.2
COATZA / MINA,2023-03-17,44,33,11,0.25
COATZA / MINA,2023-03-18,46,46,0,0
COATZA / MINA,2023-03-19,43,43,0,0
COATZA / MINA,2023-03-20,32,32,0,0
COLIMA / MANZANILLO,2023-01-01,9,9,0,0
COLIMA / MANZANILLO,2023-01-02,65,65,0,0
COLIMA / MANZANILLO,2023-01-03,69,69,0,0
COLIMA / MANZANILLO,2023-01-04,47,45,2,0.04255
COLIMA / MANZANILLO,2023-01-05,28,28,0,0
COLIMA / MANZANILLO,2023-01-06,30,30,0,0
COLIMA / MANZANILLO,2023-01-07,35,35,0,0
COLIMA / MANZANILLO,2023-01-08,13,13,0,0
COLIMA / MANZANILLO,2023-01-09,32,32,0,0
COLIMA / MANZANILLO,2023-01-10,32,32,0,0
COLIMA / MANZANILLO,2023-01-11,15,15,0,0
COLIMA / MANZANILLO,2023-01-12,19,19,0,0
COLIMA / MANZANILLO,2023-01-13,26,26,0,0
COLIMA / MANZANILLO,2023-01-14,22,22,0,0
COLIMA / MANZANILLO,2023-01-15,23,23,0,0
COLIMA / MANZANILLO,2023-01-16,27,27,0,0
COLIMA / MANZANILLO,2023-01-17,27,27,0,0
COLIMA / MANZANILLO,2023-01-18,41,41,0,0
COLIMA / MANZANILLO,2023-01-19,163,163,0,0
COLIMA / MANZANILLO,2023-01-20,124,124,0,0
COLIMA / MANZANILLO,2023-01-21,66,66,0,0
COLIMA / MANZANILLO,2023-01-22,25,25,0,0
COLIMA / MANZANILLO,2023-01-23,55,55,0,0
COLIMA / MANZANILLO,2023-01-24,69,69,0,0
COLIMA / MANZANILLO,2023-01-25,95,95,0,0
COLIMA / MANZANILLO,2023-01-26,162,162,0,0
COLIMA / MANZANILLO,2023-01-27,96,96,0,0
COLIMA / MANZANILLO,2023-01-28,53,52,1,0.01887
COLIMA / MANZANILLO,2023-01-29,84,81,3,0.03571
COLIMA / MANZANILLO,2023-01-30,74,70,4,0.05405
COLIMA / MANZANILLO,2023-01-31,125,125,0,0
COLIMA / MANZANILLO,2023-02-02,178,158,20,0.11236
COLIMA / MANZANILLO,2023-02-03,71,71,0,0
COLIMA / MANZANILLO,2023-02-04,97,97,0,0
COLIMA / MANZANILLO,2023-02-05,136,136,0,0
COLIMA / MANZANILLO,2023-02-06,70,45,25,0.35714
COLIMA / MANZANILLO,2023-02-07,219,219,0,0
COLIMA / MANZANILLO,2023-02-08,105,103,2,0.01905
COLIMA / MANZANILLO,2023-02-09,122,122,0,0
COLIMA / MANZANILLO,2023-02-10,61,56,5,0.08197
COLIMA / MANZANILLO,2023-02-11,253,253,0,0
COLIMA / MANZANILLO,2023-02-12,51,47,4,0.07843
COLIMA / MANZANILLO,2023-02-13,179,179,0,0
COLIMA / MANZANILLO,2023-02-14,150,147,3,0.02
COLIMA / MANZANILLO,2023-02-15,81,81,0,0
COLIMA / MANZANILLO,2023-02-16,231,177,54,0.23377
COLIMA / MANZANILLO,2023-02-17,187,186,1,0.00535
COLIMA / MANZANILLO,2023-02-18,248,247,1,0.00403
COLIMA / MANZANILLO,2023-02-19,168,146,22,0.13095
COLIMA / MANZANILLO,2023-02-20,283,203,80,0.28269
COLIMA / MANZANILLO,2023-02-21,101,86,15,0.14851
COLIMA / MANZANILLO,2023-02-22,105,105,0,0
COLIMA / MANZANILLO,2023-02-23,111,111,0,0
COLIMA / MANZANILLO,2023-02-24,66,53,13,0.19697
COLIMA / MANZANILLO,2023-02-25,132,118,14,0.10606
COLIMA / MANZANILLO,2023-02-26,15,14,1,0.06667
COLIMA / MANZANILLO,2023-02-27,43,41,2,0.04651
COLIMA / MANZANILLO,2023-02-28,24,23,1,0.04167
COLIMA / MANZANILLO,2023-03-01,59,58,1,0.01695
COLIMA / MANZANILLO,2023-03-02,128,125,3,0.02344
COLIMA / MANZANILLO,2023-03-03,55,55,0,0
COLIMA / MANZANILLO,2023-03-04,25,22,3,0.12
COLIMA / MANZANILLO,2023-03-05,61,57,4,0.06557
COLIMA / MANZANILLO,2023-03-07,37,36,1,0.02703
COLIMA / MANZANILLO,2023-03-08,46,44,2,0.04348
COLIMA / MANZANILLO,2023-03-09,66,49,17,0.25758
COLIMA / MANZANILLO,2023-03-10,90,86,4,0.04444
COLIMA / MANZANILLO,2023-03-11,56,56,0,0
COLIMA / MANZANILLO,2023-03-12,69,68,1,0.01449
COLIMA / MANZANILLO,2023-03-13,42,42,0,0
COLIMA / MANZANILLO,2023-03-14,38,37,1,0.02632
COLIMA / MANZANILLO,2023-03-15,86,85,1,0.01163
COLIMA / MANZANILLO,2023-03-16,47,43,4,0.08511
COLIMA / MANZANILLO,2023-03-17,70,70,0,0
COLIMA / MANZANILLO,2023-03-18,154,154,0,0
COLIMA / MANZANILLO,2023-03-19,68,68,0,0
COLIMA / MANZANILLO,2023-03-20,89,89,0,0
CORDOBA / ORIZABA,2023-01-01,1,1,0,0
CORDOBA / ORIZABA,2023-01-02,27,22,5,0.18519
CORDOBA / ORIZABA,2023-01-03,69,65,4,0.05797
CORDOBA / ORIZABA,2023-01-04,62,58,4,0.06452
CORDOBA / ORIZABA,2023-01-05,50,43,7,0.14
CORDOBA / ORIZABA,2023-01-06,55,42,13,0.23636
CORDOBA / ORIZABA,2023-01-07,47,40,7,0.14894
CORDOBA / ORIZABA,2023-01-08,45,43,2,0.04444
CORDOBA / ORIZABA,2023-01-09,34,34,0,0
CORDOBA / ORIZABA,2023-01-10,50,31,19,0.38
CORDOBA / ORIZABA,2023-01-11,43,43,0,0
CORDOBA / ORIZABA,2023-01-12,50,38,12,0.24
CORDOBA / ORIZABA,2023-01-13,44,33,11,0.25
CORDOBA / ORIZABA,2023-01-14,40,40,0,0
CORDOBA / ORIZABA,2023-01-15,31,29,2,0.06452
CORDOBA / ORIZABA,2023-01-16,75,67,8,0.10667
CORDOBA / ORIZABA,2023-01-17,76,75,1,0.01316
CORDOBA / ORIZABA,2023-01-18,62,60,2,0.03226
CORDOBA / ORIZABA,2023-01-19,97,67,30,0.30928
CORDOBA / ORIZABA,2023-01-20,77,58,19,0.24675
CORDOBA / ORIZABA,2023-01-21,81,70,11,0.1358
CORDOBA / ORIZABA,2023-01-22,55,54,1,0.01818
CORDOBA / ORIZABA,2023-01-23,90,85,5,0.05556
CORDOBA / ORIZABA,2023-01-24,119,108,11,0.09244
CORDOBA / ORIZABA,2023-01-25,187,155,32,0.17112
CORDOBA / ORIZABA,2023-01-26,130,106,24,0.18462
CORDOBA / ORIZABA,2023-01-27,103,102,1,0.00971
CORDOBA / ORIZABA,2023-01-28,175,147,28,0.16
CORDOBA / ORIZABA,2023-01-29,85,73,12,0.14118
CORDOBA / ORIZABA,2023-01-30,137,133,4,0.0292
CORDOBA / ORIZABA,2023-01-31,163,150,13,0.07975
CORDOBA / ORIZABA,2023-02-02,127,103,24,0.18898
CORDOBA / ORIZABA,2023-02-03,143,128,15,0.1049
CORDOBA / ORIZABA,2023-02-04,147,88,59,0.40136
CORDOBA / ORIZABA,2023-02-05,55,51,4,0.07273
CORDOBA / ORIZABA,2023-02-06,121,80,41,0.33884
CORDOBA / ORIZABA,2023-02-07,202,134,68,0.33663
CORDOBA / ORIZABA,2023-02-08,126,96,30,0.2381
CORDOBA / ORIZABA,2023-02-09,124,95,29,0.23387
CORDOBA / ORIZABA,2023-02-10,115,101,14,0.12174
CORDOBA / ORIZABA,2023-02-11,78,64,14,0.17949
CORDOBA / ORIZABA,2023-02-12,72,63,9,0.125
CORDOBA / ORIZABA,2023-02-13,144,129,15,0.10417
CORDOBA / ORIZABA,2023-02-14,151,87,64,0.42384
CORDOBA / ORIZABA,2023-02-15,197,193,4,0.0203
CORDOBA / ORIZABA,2023-02-16,206,98,108,0.52427
CORDOBA / ORIZABA,2023-02-17,180,179,1,0.00556
CORDOBA / ORIZABA,2023-02-18,177,172,5,0.02825
CORDOBA / ORIZABA,2023-02-19,141,120,21,0.14894
CORDOBA / ORIZABA,2023-02-20,332,205,127,0.38253
CORDOBA / ORIZABA,2023-02-21,184,171,13,0.07065
CORDOBA / ORIZABA,2023-02-22,181,127,54,0.29834
CORDOBA / ORIZABA,2023-02-23,130,111,19,0.14615
CORDOBA / ORIZABA,2023-02-24,200,184,16,0.08
CORDOBA / ORIZABA,2023-02-25,99,84,15,0.15152
CORDOBA / ORIZABA,2023-02-26,75,74,1,0.01333
CORDOBA / ORIZABA,2023-02-27,165,157,8,0.04848
CORDOBA / ORIZABA,2023-02-28,215,172,43,0.2
CORDOBA / ORIZABA,2023-03-01,109,88,21,0.19266
CORDOBA / ORIZABA,2023-03-02,112,104,8,0.07143
CORDOBA / ORIZABA,2023-03-03,128,124,4,0.03125
CORDOBA / ORIZABA,2023-03-04,117,111,6,0.05128
CORDOBA / ORIZABA,2023-03-05,77,49,28,0.36364
CORDOBA / ORIZABA,2023-03-07,116,83,33,0.28448
CORDOBA / ORIZABA,2023-03-08,128,93,35,0.27344
CORDOBA / ORIZABA,2023-03-09,65,38,27,0.41538
CORDOBA / ORIZABA,2023-03-10,91,82,9,0.0989
CORDOBA / ORIZABA,2023-03-11,82,79,3,0.03659
CORDOBA / ORIZABA,2023-03-12,83,83,0,0
CORDOBA / ORIZABA,2023-03-13,101,96,5,0.0495
CORDOBA / ORIZABA,2023-03-14,123,119,4,0.03252
CORDOBA / ORIZABA,2023-03-15,136,120,16,0.11765
CORDOBA / ORIZABA,2023-03-16,82,78,4,0.04878
CORDOBA / ORIZABA,2023-03-17,90,90,0,0
CORDOBA / ORIZABA,2023-03-18,158,154,4,0.02532
CORDOBA / ORIZABA,2023-03-19,35,32,3,0.08571
CORDOBA / ORIZABA,2023-03-20,111,101,10,0.09009
CUERNAVACA,2023-01-01,20,18,2,0.1
CUERNAVACA,2023-01-02,56,54,2,0.03571
CUERNAVACA,2023-01-03,110,103,7,0.06364
CUERNAVACA,2023-01-04,135,92,43,0.31852
CUERNAVACA,2023-01-05,87,74,13,0.14943
CUERNAVACA,2023-01-06,79,67,12,0.1519
CUERNAVACA,2023-01-07,46,40,6,0.13043
CUERNAVACA,2023-01-08,71,71,0,0
CUERNAVACA,2023-01-09,79,70,9,0.11392
CUERNAVACA,2023-01-10,115,114,1,0.0087
CUERNAVACA,2023-01-11,107,101,6,0.05607
CUERNAVACA,2023-01-12,91,87,4,0.04396
CUERNAVACA,2023-01-13,99,95,4,0.0404
CUERNAVACA,2023-01-14,103,95,8,0.07767
CUERNAVACA,2023-01-15,76,72,4,0.05263
CUERNAVACA,2023-01-16,238,185,53,0.22269
CUERNAVACA,2023-01-17,230,212,18,0.07826
CUERNAVACA,2023-01-18,277,215,62,0.22383
CUERNAVACA,2023-01-19,220,214,6,0.02727
CUERNAVACA,2023-01-20,269,261,8,0.02974
CUERNAVACA,2023-01-21,366,288,78,0.21311
CUERNAVACA,2023-01-22,245,232,13,0.05306
CUERNAVACA,2023-01-23,264,224,40,0.15152
CUERNAVACA,2023-01-24,257,250,7,0.02724
CUERNAVACA,2023-01-25,236,209,27,0.11441
CUERNAVACA,2023-01-26,322,300,22,0.06832
CUERNAVACA,2023-01-27,318,262,56,0.1761
CUERNAVACA,2023-01-28,349,247,102,0.29226
CUERNAVACA,2023-01-29,269,257,12,0.04461
CUERNAVACA,2023-01-30,234,207,27,0.11538
CUERNAVACA,2023-01-31,313,249,64,0.20447
CUERNAVACA,2023-02-02,221,183,38,0.17195
CUERNAVACA,2023-02-03,330,233,97,0.29394
CUERNAVACA,2023-02-04,365,337,28,0.07671
CUERNAVACA,2023-02-05,328,300,28,0.08537
CUERNAVACA,2023-02-06,278,240,38,0.13669
CUERNAVACA,2023-02-07,284,226,58,0.20423
CUERNAVACA,2023-02-08,278,216,62,0.22302
CUERNAVACA,2023-02-09,379,310,69,0.18206
CUERNAVACA,2023-02-10,350,275,75,0.21429
CUERNAVACA,2023-02-11,410,312,98,0.23902
CUERNAVACA,2023-02-12,202,176,26,0.12871
CUERNAVACA,2023-02-13,293,273,20,0.06826
CUERNAVACA,2023-02-14,212,157,55,0.25943
CUERNAVACA,2023-02-15,596,549,47,0.07886
CUERNAVACA,2023-02-16,620,525,95,0.15323
CUERNAVACA,2023-02-17,692,567,125,0.18064
CUERNAVACA,2023-02-18,444,428,16,0.03604
CUERNAVACA,2023-02-19,420,369,51,0.12143
CUERNAVACA,2023-02-20,383,280,103,0.26893
CUERNAVACA,2023-02-21,380,276,104,0.27368
CUERNAVACA,2023-02-22,301,259,42,0.13953
CUERNAVACA,2023-02-23,254,252,2,0.00787
CUERNAVACA,2023-02-24,354,322,32,0.0904
CUERNAVACA,2023-02-25,289,253,36,0.12457
CUERNAVACA,2023-02-26,136,83,53,0.38971
CUERNAVACA,2023-02-27,294,266,28,0.09524
CUERNAVACA,2023-02-28,168,152,16,0.09524
CUERNAVACA,2023-03-01,335,308,27,0.0806
CUERNAVACA,2023-03-02,178,175,3,0.01685
CUERNAVACA,2023-03-03,187,181,6,0.03209
CUERNAVACA,2023-03-04,264,264,0,0
CUERNAVACA,2023-03-05,109,104,5,0.04587
CUERNAVACA,2023-03-07,208,208,0,0
CUERNAVACA,2023-03-08,259,259,0,0
CUERNAVACA,2023-03-09,58,58,0,0
CUERNAVACA,2023-03-10,97,97,0,0
CUERNAVACA,2023-03-11,88,86,2,0.02273
CUERNAVACA,2023-03-12,241,223,18,0.07469
CUERNAVACA,2023-03-13,92,91,1,0.01087
CUERNAVACA,2023-03-14,148,127,21,0.14189
CUERNAVACA,2023-03-15,190,190,0,0
CUERNAVACA,2023-03-16,98,93,5,0.05102
