DIRECCION,Fecha,Instalaciones,Activaciones_automaticas,Activaciones_manuales,PorcAM
OCCIDENTE-BAJIO,2023-07-25,645,604,41,0.0635658914728682
OCCIDENTE-BAJIO,2023-07-26,664,615,49,0.0737951807228916
OCCIDENTE-BAJIO,2023-07-27,603,585,18,0.0298507462686567
OCCIDENTE-BAJIO,2023-07-28,681,640,41,0.0602055800293686
OCCIDENTE-BAJIO,2023-07-29,808,767,41,0.0507425742574257
OCCIDENTE-BAJIO,2023-07-30,492,455,37,0.0752032520325203
OCCIDENTE-BAJIO,2023-07-31,690,659,31,0.0449275362318841
OCCIDENTE-BAJIO,2023-08-01,674,627,47,0.0697329376854599
OCCIDENTE-BAJIO,2023-08-02,672,632,40,0.0595238095238095
OCCIDENTE-BAJIO,2023-08-03,607,479,128,0.210873146622735
OCCIDENTE-BAJIO,2023-08-04,585,539,46,0.0786324786324786
OCCIDENTE-BAJIO,2023-08-05,705,669,36,0.051063829787234
OCCIDENTE-BAJIO,2023-08-06,480,457,23,0.0479166666666667
OCCIDENTE-BAJIO,2023-08-07,560,542,18,0.0321428571428571
OCCIDENTE-BAJIO,2023-08-08,631,616,15,0.0237717908082409
OCCIDENTE-BAJIO,2023-08-09,616,582,34,0.0551948051948052
OCCIDENTE-BAJIO,2023-08-10,660,625,35,0.053030303030303
OCCIDENTE-BAJIO,2023-08-11,697,663,34,0.0487804878048781
OCCIDENTE-BAJIO,2023-08-12,765,725,40,0.0522875816993464
OCCIDENTE-BAJIO,2023-08-13,497,466,31,0.062374245472837
OCCIDENTE-BAJIO,2023-08-14,583,554,29,0.0497427101200686
OCCIDENTE-BAJIO,2023-08-15,733,692,41,0.0559345156889495
OCCIDENTE-BAJIO,2023-08-16,684,655,29,0.0423976608187134
OCCIDENTE-BAJIO,2023-08-17,640,602,38,0.059375
OCCIDENTE-BAJIO,2023-08-18,689,660,29,0.0420899854862119
OCCIDENTE-BAJIO,2023-08-19,775,733,42,0.0541935483870968
OCCIDENTE-BAJIO,2023-08-20,489,465,24,0.049079754601227
OCCIDENTE-BAJIO,2023-08-21,601,581,20,0.0332778702163062
OCCIDENTE-BAJIO,2023-08-22,623,605,18,0.028892455858748
OCCIDENTE-BAJIO,2023-08-23,613,587,26,0.0424143556280587
OCCIDENTE-BAJIO,2023-08-24,637,614,23,0.0361067503924647
OCCIDENTE-BAJIO,2023-08-25,693,679,14,0.0202020202020202
OCCIDENTE-BAJIO,2023-08-26,813,788,25,0.030750307503075
OCCIDENTE-BAJIO,2023-08-27,529,512,17,0.0321361058601134
OCCIDENTE-BAJIO,2023-08-28,588,570,18,0.0306122448979592
OCCIDENTE-BAJIO,2023-08-29,700,680,20,0.0285714285714286
OCCIDENTE-BAJIO,2023-08-30,612,601,11,0.0179738562091503
OCCIDENTE-BAJIO,2023-08-31,644,624,20,0.031055900621118
OCCIDENTE-BAJIO,2023-09-01,592,575,17,0.0287162162162162
OCCIDENTE-BAJIO,2023-09-02,650,640,10,0.0153846153846154
OCCIDENTE-BAJIO,2023-09-03,462,454,8,0.0173160173160173
OCCIDENTE-BAJIO,2023-09-04,521,511,10,0.0191938579654511
OCCIDENTE-BAJIO,2023-09-05,649,640,9,0.0138674884437596
OCCIDENTE-BAJIO,2023-09-06,595,579,16,0.026890756302521
OCCIDENTE-BAJIO,2023-09-07,617,600,17,0.0275526742301459
OCCIDENTE-BAJIO,2023-09-08,583,575,8,0.0137221269296741
OCCIDENTE-BAJIO,2023-09-09,653,641,12,0.0183767228177642
OCCIDENTE-BAJIO,2023-09-10,434,426,8,0.0184331797235023
OCCIDENTE-BAJIO,2023-09-11,557,544,13,0.0233393177737881
OCCIDENTE-BAJIO,2023-09-12,595,587,8,0.0134453781512605
OCCIDENTE-BAJIO,2023-09-13,580,569,11,0.0189655172413793
OCCIDENTE-BAJIO,2023-09-14,591,575,16,0.027072758037225
OCCIDENTE-BAJIO,2023-09-15,672,660,12,0.0178571428571429
OCCIDENTE-BAJIO,2023-09-16,584,574,10,0.0171232876712329
OCCIDENTE-BAJIO,2023-09-17,451,444,7,0.0155210643015521
OCCIDENTE-BAJIO,2023-09-18,567,557,10,0.017636684303351
OCCIDENTE-BAJIO,2023-09-19,600,581,19,0.0316666666666667
OCCIDENTE-BAJIO,2023-09-20,479,470,9,0.0187891440501044
OCCIDENTE-BAJIO,2023-09-21,533,520,13,0.024390243902439
OCCIDENTE-BAJIO,2023-09-22,591,573,18,0.0304568527918782
OCCIDENTE-BAJIO,2023-09-23,690,673,17,0.0246376811594203
OCCIDENTE-BAJIO,2023-09-24,425,418,7,0.0164705882352941
OCCIDENTE-BAJIO,2023-09-25,514,502,12,0.0233463035019455
OCCIDENTE-BAJIO,2023-09-26,578,564,14,0.0242214532871972
OCCIDENTE-BAJIO,2023-09-27,564,552,12,0.0212765957446809
OCCIDENTE-BAJIO,2023-09-28,610,591,19,0.0311475409836066
OCCIDENTE-BAJIO,2023-09-29,667,647,20,0.0299850074962519
OCCIDENTE-BAJIO,2023-09-30,804,776,28,0.0348258706467662
OCCIDENTE-BAJIO,2023-10-01,462,449,13,0.0281385281385281
OCCIDENTE-BAJIO,2023-10-02,544,530,14,0.0257352941176471
OCCIDENTE-BAJIO,2023-10-03,540,519,21,0.0388888888888889
OCCIDENTE-BAJIO,2023-10-04,514,490,24,0.0466926070038911
OCCIDENTE-BAJIO,2023-10-05,520,494,26,0.05
OCCIDENTE-BAJIO,2023-10-06,543,515,28,0.0515653775322284
OCCIDENTE-BAJIO,2023-10-07,670,645,25,0.0373134328358209
OCCIDENTE-BAJIO,2023-10-08,428,410,18,0.0420560747663551
OCCIDENTE-BAJIO,2023-10-09,561,535,26,0.0463458110516934
OCCIDENTE-BAJIO,2023-10-10,475,451,24,0.0505263157894737
OCCIDENTE-BAJIO,2023-10-11,458,429,29,0.0633187772925764
OCCIDENTE-BAJIO,2023-10-12,489,465,24,0.049079754601227
OCCIDENTE-BAJIO,2023-10-13,449,422,27,0.0601336302895323
OCCIDENTE-BAJIO,2023-10-14,585,560,25,0.0427350427350427
OCCIDENTE-BAJIO,2023-10-15,453,433,20,0.0441501103752759
OCCIDENTE-BAJIO,2023-10-16,575,551,24,0.0417391304347826
OCCIDENTE-BAJIO,2023-10-17,513,503,10,0.0194931773879142
OCCIDENTE-BAJIO,2023-10-18,531,507,24,0.0451977401129944
OCCIDENTE-BAJIO,2023-10-19,504,484,20,0.0396825396825397
OCCIDENTE-BAJIO,2023-10-20,589,567,22,0.0373514431239389
OCCIDENTE-BAJIO,2023-10-21,672,652,20,0.0297619047619048
OCCIDENTE-BAJIO,2023-10-22,451,443,8,0.0177383592017738
OCCIDENTE-BAJIO,2023-10-23,517,503,14,0.0270793036750484
OCCIDENTE-BAJIO,2023-10-24,545,528,17,0.0311926605504587
OCCIDENTE-BAJIO,2023-10-25,558,543,15,0.0268817204301075
ORIENTE-SUR,2023-01-01,NA,NA,19,NA
ORIENTE-SUR,2023-01-02,338,246,92,0.272189349112426
ORIENTE-SUR,2023-01-03,501,326,175,0.349301397205589
ORIENTE-SUR,2023-01-04,580,374,206,0.355172413793103
ORIENTE-SUR,2023-01-05,553,368,185,0.334538878842676
ORIENTE-SUR,2023-01-06,531,364,167,0.314500941619586
ORIENTE-SUR,2023-01-07,522,378,144,0.275862068965517
ORIENTE-SUR,2023-01-08,430,293,137,0.318604651162791
ORIENTE-SUR,2023-01-09,501,346,155,0.30938123752495
ORIENTE-SUR,2023-01-10,572,361,211,0.368881118881119
ORIENTE-SUR,2023-01-11,576,373,203,0.352430555555556
ORIENTE-SUR,2023-01-12,520,340,180,0.346153846153846
ORIENTE-SUR,2023-01-13,466,314,152,0.32618025751073
ORIENTE-SUR,2023-01-14,567,378,189,0.333333333333333
ORIENTE-SUR,2023-01-15,463,304,159,0.34341252699784
ORIENTE-SUR,2023-01-16,523,242,281,0.537284894837476
ORIENTE-SUR,2023-01-17,530,254,276,0.520754716981132
ORIENTE-SUR,2023-01-18,493,247,246,0.498985801217039
ORIENTE-SUR,2023-01-19,482,280,202,0.419087136929461
ORIENTE-SUR,2023-01-20,498,268,230,0.461847389558233
ORIENTE-SUR,2023-01-21,552,297,255,0.46195652173913
ORIENTE-SUR,2023-01-22,449,245,204,0.4543429844098
ORIENTE-SUR,2023-01-23,520,261,259,0.498076923076923
ORIENTE-SUR,2023-01-24,489,235,254,0.519427402862986
ORIENTE-SUR,2023-01-25,527,276,251,0.476280834914611
ORIENTE-SUR,2023-01-26,475,228,247,0.52
ORIENTE-SUR,2023-01-27,460,226,234,0.508695652173913
ORIENTE-SUR,2023-01-28,522,252,270,0.517241379310345
ORIENTE-SUR,2023-01-29,449,197,252,0.561247216035635
ORIENTE-SUR,2023-01-30,490,229,261,0.53265306122449
ORIENTE-SUR,2023-01-31,581,297,284,0.48881239242685
ORIENTE-SUR,2023-02-01,552,265,287,0.519927536231884
ORIENTE-SUR,2023-02-02,561,276,285,0.508021390374332
ORIENTE-SUR,2023-02-03,532,246,286,0.537593984962406
ORIENTE-SUR,2023-02-04,611,287,324,0.530278232405892
ORIENTE-SUR,2023-02-05,468,213,255,0.544871794871795
ORIENTE-SUR,2023-02-06,538,244,294,0.546468401486989
ORIENTE-SUR,2023-02-07,492,238,254,0.516260162601626
ORIENTE-SUR,2023-02-08,528,264,264,0.5
ORIENTE-SUR,2023-02-09,484,235,249,0.514462809917355
ORIENTE-SUR,2023-02-10,506,241,265,0.523715415019763
ORIENTE-SUR,2023-02-11,566,283,283,0.5
ORIENTE-SUR,2023-02-12,444,200,244,0.54954954954955
ORIENTE-SUR,2023-02-13,465,220,245,0.526881720430108
ORIENTE-SUR,2023-02-14,482,218,264,0.547717842323652
ORIENTE-SUR,2023-02-15,543,249,294,0.541436464088398
ORIENTE-SUR,2023-02-16,551,263,288,0.522686025408348
ORIENTE-SUR,2023-02-17,472,228,244,0.516949152542373
ORIENTE-SUR,2023-02-18,547,285,262,0.478976234003656
ORIENTE-SUR,2023-02-19,442,199,243,0.549773755656109
ORIENTE-SUR,2023-02-20,479,265,214,0.446764091858038
ORIENTE-SUR,2023-02-21,529,299,230,0.434782608695652
ORIENTE-SUR,2023-02-22,479,250,229,0.478079331941545
ORIENTE-SUR,2023-02-23,499,279,220,0.440881763527054
ORIENTE-SUR,2023-02-24,537,323,214,0.398510242085661
ORIENTE-SUR,2023-02-25,570,349,221,0.387719298245614
ORIENTE-SUR,2023-02-26,447,260,187,0.41834451901566
ORIENTE-SUR,2023-02-27,571,322,249,0.436077057793345
ORIENTE-SUR,2023-02-28,594,337,257,0.432659932659933
ORIENTE-SUR,2023-03-01,507,270,237,0.467455621301775
ORIENTE-SUR,2023-03-02,469,274,195,0.415778251599147
ORIENTE-SUR,2023-03-03,498,321,177,0.355421686746988
ORIENTE-SUR,2023-03-04,578,341,237,0.410034602076125
ORIENTE-SUR,2023-03-05,398,237,161,0.404522613065327
ORIENTE-SUR,2023-03-06,505,341,164,0.324752475247525
ORIENTE-SUR,2023-03-07,512,357,155,0.302734375
ORIENTE-SUR,2023-03-08,522,404,118,0.226053639846743
ORIENTE-SUR,2023-03-09,492,411,81,0.164634146341463
ORIENTE-SUR,2023-03-10,473,420,53,0.112050739957717
ORIENTE-SUR,2023-03-11,528,455,73,0.138257575757576
ORIENTE-SUR,2023-03-12,423,361,62,0.146572104018913
ORIENTE-SUR,2023-03-13,479,414,65,0.135699373695198
ORIENTE-SUR,2023-03-14,496,444,52,0.104838709677419
ORIENTE-SUR,2023-03-15,533,480,53,0.099437148217636
ORIENTE-SUR,2023-03-16,610,571,39,0.0639344262295082
ORIENTE-SUR,2023-03-17,683,611,72,0.105417276720351
ORIENTE-SUR,2023-03-18,785,725,60,0.0764331210191083
ORIENTE-SUR,2023-03-19,539,491,48,0.0890538033395176
ORIENTE-SUR,2023-03-20,655,601,54,0.0824427480916031
ORIENTE-SUR,2023-03-21,625,582,43,0.0688
ORIENTE-SUR,2023-03-22,551,514,37,0.0671506352087114
ORIENTE-SUR,2023-03-23,556,527,29,0.052158273381295
ORIENTE-SUR,2023-03-24,574,548,26,0.0452961672473868
ORIENTE-SUR,2023-03-25,613,585,28,0.0456769983686786
ORIENTE-SUR,2023-03-26,507,479,28,0.0552268244575937
ORIENTE-SUR,2023-03-27,458,432,26,0.0567685589519651
ORIENTE-SUR,2023-03-28,487,459,28,0.0574948665297741
ORIENTE-SUR,2023-03-29,527,511,16,0.0303605313092979
ORIENTE-SUR,2023-03-30,635,603,32,0.0503937007874016
ORIENTE-SUR,2023-03-31,824,772,52,0.0631067961165049
ORIENTE-SUR,2023-04-01,673,638,35,0.0520059435364042
ORIENTE-SUR,2023-04-02,412,393,19,0.0461165048543689
ORIENTE-SUR,2023-04-03,596,577,19,0.0318791946308725
ORIENTE-SUR,2023-04-04,569,530,39,0.0685413005272408
ORIENTE-SUR,2023-04-05,486,432,54,0.111111111111111
ORIENTE-SUR,2023-04-06,531,503,28,0.0527306967984934
ORIENTE-SUR,2023-04-07,429,411,18,0.041958041958042
ORIENTE-SUR,2023-04-08,394,374,20,0.050761421319797
ORIENTE-SUR,2023-04-09,272,261,11,0.0404411764705882
ORIENTE-SUR,2023-04-10,427,396,31,0.0725995316159251
ORIENTE-SUR,2023-04-11,484,453,31,0.0640495867768595
ORIENTE-SUR,2023-04-12,509,470,39,0.0766208251473477
ORIENTE-SUR,2023-04-13,449,430,19,0.0423162583518931
ORIENTE-SUR,2023-04-14,592,563,29,0.0489864864864865
ORIENTE-SUR,2023-04-15,794,748,46,0.0579345088161209
ORIENTE-SUR,2023-04-16,672,653,19,0.0282738095238095
ORIENTE-SUR,2023-04-17,584,563,21,0.035958904109589
ORIENTE-SUR,2023-04-18,490,468,22,0.0448979591836735
ORIENTE-SUR,2023-04-19,498,475,23,0.0461847389558233
ORIENTE-SUR,2023-04-20,528,500,28,0.053030303030303
ORIENTE-SUR,2023-04-21,526,507,19,0.0361216730038023
ORIENTE-SUR,2023-04-22,616,588,28,0.0454545454545455
ORIENTE-SUR,2023-04-23,484,459,25,0.0516528925619835
ORIENTE-SUR,2023-04-24,594,577,17,0.0286195286195286
ORIENTE-SUR,2023-04-25,744,704,40,0.0537634408602151
ORIENTE-SUR,2023-04-26,627,603,24,0.0382775119617225
ORIENTE-SUR,2023-04-27,517,487,30,0.058027079303675
ORIENTE-SUR,2023-04-28,630,592,38,0.0603174603174603
ORIENTE-SUR,2023-04-29,774,742,32,0.041343669250646
ORIENTE-SUR,2023-04-30,611,584,27,0.044189852700491
ORIENTE-SUR,2023-05-01,545,523,22,0.0403669724770642
ORIENTE-SUR,2023-05-02,520,501,19,0.0365384615384615
ORIENTE-SUR,2023-05-03,495,478,17,0.0343434343434343
ORIENTE-SUR,2023-05-04,441,419,22,0.0498866213151927
ORIENTE-SUR,2023-05-05,530,511,19,0.0358490566037736
ORIENTE-SUR,2023-05-06,575,558,17,0.0295652173913043
ORIENTE-SUR,2023-05-07,368,351,17,0.046195652173913
ORIENTE-SUR,2023-05-08,429,409,20,0.0466200466200466
ORIENTE-SUR,2023-05-09,527,507,20,0.0379506641366224
ORIENTE-SUR,2023-05-10,439,414,25,0.0569476082004556
ORIENTE-SUR,2023-05-11,448,419,29,0.0647321428571429
ORIENTE-SUR,2023-05-12,481,468,13,0.027027027027027
ORIENTE-SUR,2023-05-13,729,697,32,0.0438957475994513
ORIENTE-SUR,2023-05-14,653,627,26,0.0398162327718224
ORIENTE-SUR,2023-05-15,753,725,28,0.0371845949535193
ORIENTE-SUR,2023-05-16,832,794,38,0.0456730769230769
ORIENTE-SUR,2023-05-17,648,611,37,0.0570987654320988
ORIENTE-SUR,2023-05-18,490,467,23,0.0469387755102041
ORIENTE-SUR,2023-05-19,503,478,25,0.0497017892644135
ORIENTE-SUR,2023-05-20,691,662,29,0.0419681620839363
ORIENTE-SUR,2023-05-21,597,573,24,0.0402010050251256
ORIENTE-SUR,2023-05-22,552,520,32,0.0579710144927536
ORIENTE-SUR,2023-05-23,556,531,25,0.0449640287769784
ORIENTE-SUR,2023-05-24,543,523,20,0.0368324125230203
ORIENTE-SUR,2023-05-25,558,532,26,0.046594982078853
ORIENTE-SUR,2023-05-26,590,559,31,0.0525423728813559
ORIENTE-SUR,2023-05-27,670,634,36,0.0537313432835821
ORIENTE-SUR,2023-05-28,418,393,25,0.0598086124401914
ORIENTE-SUR,2023-05-29,549,522,27,0.0491803278688525
ORIENTE-SUR,2023-05-30,641,612,29,0.0452418096723869
ORIENTE-SUR,2023-05-31,699,668,31,0.0443490701001431
ORIENTE-SUR,2023-06-01,574,542,32,0.0557491289198606
ORIENTE-SUR,2023-06-02,506,486,20,0.0395256916996047
ORIENTE-SUR,2023-06-03,555,535,20,0.036036036036036
ORIENTE-SUR,2023-06-04,559,526,33,0.0590339892665474
ORIENTE-SUR,2023-06-05,519,506,13,0.0250481695568401
ORIENTE-SUR,2023-06-06,480,460,20,0.0416666666666667
ORIENTE-SUR,2023-06-07,458,429,29,0.0633187772925764
ORIENTE-SUR,2023-06-08,494,477,17,0.034412955465587
ORIENTE-SUR,2023-06-09,503,483,20,0.0397614314115308
ORIENTE-SUR,2023-06-10,624,597,27,0.0432692307692308
ORIENTE-SUR,2023-06-11,555,535,20,0.036036036036036
ORIENTE-SUR,2023-06-12,473,456,17,0.0359408033826638
ORIENTE-SUR,2023-06-13,465,451,14,0.0301075268817204
ORIENTE-SUR,2023-06-14,533,511,22,0.0412757973733583
ORIENTE-SUR,2023-06-15,590,571,19,0.0322033898305085
ORIENTE-SUR,2023-06-16,528,510,18,0.0340909090909091
ORIENTE-SUR,2023-06-17,636,612,24,0.0377358490566038
ORIENTE-SUR,2023-06-18,551,534,17,0.0308529945553539
ORIENTE-SUR,2023-06-19,577,564,13,0.0225303292894281
ORIENTE-SUR,2023-06-20,609,590,19,0.0311986863711002
ORIENTE-SUR,2023-06-21,566,541,25,0.0441696113074205
ORIENTE-SUR,2023-06-22,492,465,27,0.0548780487804878
ORIENTE-SUR,2023-06-23,471,451,20,0.0424628450106157
ORIENTE-SUR,2023-06-24,518,507,11,0.0212355212355212
ORIENTE-SUR,2023-06-25,523,507,16,0.0305927342256214
ORIENTE-SUR,2023-06-26,525,508,17,0.0323809523809524
ORIENTE-SUR,2023-06-27,582,565,17,0.0292096219931271
ORIENTE-SUR,2023-06-28,525,506,19,0.0361904761904762
ORIENTE-SUR,2023-06-29,589,571,18,0.0305602716468591
ORIENTE-SUR,2023-06-30,427,387,40,0.0936768149882904
ORIENTE-SUR,2023-07-01,672,649,23,0.0342261904761905
ORIENTE-SUR,2023-07-02,450,440,10,0.0222222222222222
ORIENTE-SUR,2023-07-03,565,552,13,0.0230088495575221
ORIENTE-SUR,2023-07-04,518,502,16,0.0308880308880309
ORIENTE-SUR,2023-07-05,522,503,19,0.0363984674329502
ORIENTE-SUR,2023-07-06,491,470,21,0.0427698574338086
ORIENTE-SUR,2023-07-07,594,570,24,0.0404040404040404
ORIENTE-SUR,2023-07-08,659,644,15,0.0227617602427921
ORIENTE-SUR,2023-07-09,511,499,12,0.0234833659491194
ORIENTE-SUR,2023-07-10,588,571,17,0.0289115646258503
ORIENTE-SUR,2023-07-11,581,565,16,0.0275387263339071
ORIENTE-SUR,2023-07-12,547,534,13,0.0237659963436929
ORIENTE-SUR,2023-07-13,505,485,20,0.0396039603960396
ORIENTE-SUR,2023-07-14,538,524,14,0.0260223048327138
ORIENTE-SUR,2023-07-15,635,623,12,0.0188976377952756
ORIENTE-SUR,2023-07-16,525,516,9,0.0171428571428571
ORIENTE-SUR,2023-07-17,539,521,18,0.0333951762523191
ORIENTE-SUR,2023-07-18,499,486,13,0.0260521042084168
ORIENTE-SUR,2023-07-19,491,480,11,0.0224032586558045
ORIENTE-SUR,2023-07-20,605,588,17,0.028099173553719
ORIENTE-SUR,2023-07-21,521,509,12,0.0230326295585413
ORIENTE-SUR,2023-07-22,567,557,10,0.017636684303351
ORIENTE-SUR,2023-07-23,489,479,10,0.0204498977505112
ORIENTE-SUR,2023-07-24,553,543,10,0.0180831826401447
ORIENTE-SUR,2023-07-25,576,561,15,0.0260416666666667
ORIENTE-SUR,2023-07-26,558,540,18,0.032258064516129
ORIENTE-SUR,2023-07-27,538,522,16,0.0297397769516729
ORIENTE-SUR,2023-07-28,572,559,13,0.0227272727272727
ORIENTE-SUR,2023-07-29,721,705,16,0.0221914008321775
ORIENTE-SUR,2023-07-30,566,559,7,0.0123674911660777
ORIENTE-SUR,2023-07-31,736,725,11,0.014945652173913
ORIENTE-SUR,2023-08-01,602,574,28,0.0465116279069767
ORIENTE-SUR,2023-08-02,570,555,15,0.0263157894736842
ORIENTE-SUR,2023-08-03,545,477,68,0.124770642201835
ORIENTE-SUR,2023-08-04,493,477,16,0.0324543610547667
ORIENTE-SUR,2023-08-05,565,548,17,0.0300884955752212
ORIENTE-SUR,2023-08-06,488,479,9,0.0184426229508197
ORIENTE-SUR,2023-08-07,555,541,14,0.0252252252252252
ORIENTE-SUR,2023-08-08,534,517,17,0.0318352059925094
ORIENTE-SUR,2023-08-09,595,580,15,0.0252100840336134
ORIENTE-SUR,2023-08-10,606,597,9,0.0148514851485149
ORIENTE-SUR,2023-08-11,563,545,18,0.0319715808170515
ORIENTE-SUR,2023-08-12,588,567,21,0.0357142857142857
ORIENTE-SUR,2023-08-13,524,506,18,0.0343511450381679
ORIENTE-SUR,2023-08-14,561,547,14,0.0249554367201426
ORIENTE-SUR,2023-08-15,574,566,8,0.0139372822299652
ORIENTE-SUR,2023-08-16,614,597,17,0.0276872964169381
ORIENTE-SUR,2023-08-17,588,557,31,0.0527210884353742
ORIENTE-SUR,2023-08-18,650,631,19,0.0292307692307692
ORIENTE-SUR,2023-08-19,645,628,17,0.0263565891472868
ORIENTE-SUR,2023-08-20,509,492,17,0.0333988212180747
ORIENTE-SUR,2023-08-21,522,518,4,0.00766283524904215
ORIENTE-SUR,2023-08-22,517,513,4,0.00773694390715667
ORIENTE-SUR,2023-08-23,508,504,4,0.0078740157480315
ORIENTE-SUR,2023-08-24,590,584,6,0.0101694915254237
ORIENTE-SUR,2023-08-25,621,612,9,0.0144927536231884
ORIENTE-SUR,2023-08-26,653,646,7,0.0107197549770291
ORIENTE-SUR,2023-08-27,502,498,4,0.00796812749003984
ORIENTE-SUR,2023-08-28,565,558,7,0.0123893805309735
ORIENTE-SUR,2023-08-29,571,568,3,0.00525394045534151
ORIENTE-SUR,2023-08-30,557,554,3,0.00538599640933573
ORIENTE-SUR,2023-08-31,565,563,2,0.00353982300884956
ORIENTE-SUR,2023-09-01,499,492,7,0.0140280561122244
ORIENTE-SUR,2023-09-02,524,522,2,0.00381679389312977
ORIENTE-SUR,2023-09-03,440,438,2,0.00454545454545455
ORIENTE-SUR,2023-09-04,496,494,2,0.00403225806451613
ORIENTE-SUR,2023-09-05,603,601,2,0.0033167495854063
ORIENTE-SUR,2023-09-06,543,541,2,0.00368324125230203
ORIENTE-SUR,2023-09-07,539,535,4,0.00742115027829314
ORIENTE-SUR,2023-09-08,537,534,3,0.00558659217877095
ORIENTE-SUR,2023-09-09,596,593,3,0.00503355704697987
ORIENTE-SUR,2023-09-10,442,441,1,0.00226244343891403
ORIENTE-SUR,2023-09-11,501,497,4,0.00798403193612774
ORIENTE-SUR,2023-09-12,604,599,5,0.00827814569536424
ORIENTE-SUR,2023-09-13,517,511,6,0.011605415860735
ORIENTE-SUR,2023-09-14,570,566,4,0.00701754385964912
ORIENTE-SUR,2023-09-15,644,638,6,0.0093167701863354
ORIENTE-SUR,2023-09-16,520,516,4,0.00769230769230769
ORIENTE-SUR,2023-09-17,427,425,2,0.00468384074941452
ORIENTE-SUR,2023-09-18,527,527,0,0
ORIENTE-SUR,2023-09-19,530,527,3,0.00566037735849057
ORIENTE-SUR,2023-09-20,469,465,4,0.00852878464818763
ORIENTE-SUR,2023-09-21,496,492,4,0.00806451612903226
ORIENTE-SUR,2023-09-22,510,508,2,0.00392156862745098
ORIENTE-SUR,2023-09-23,598,594,4,0.00668896321070234
ORIENTE-SUR,2023-09-24,484,480,4,0.00826446280991736
ORIENTE-SUR,2023-09-25,538,534,4,0.00743494423791822
ORIENTE-SUR,2023-09-26,580,576,4,0.00689655172413793
ORIENTE-SUR,2023-09-27,527,526,1,0.00189753320683112
ORIENTE-SUR,2023-09-28,518,515,3,0.00579150579150579
ORIENTE-SUR,2023-09-29,653,649,4,0.00612557427258806
ORIENTE-SUR,2023-09-30,755,751,4,0.00529801324503311
ORIENTE-SUR,2023-10-01,505,504,1,0.00198019801980198
ORIENTE-SUR,2023-10-02,497,494,3,0.00603621730382294
ORIENTE-SUR,2023-10-03,496,487,9,0.0181451612903226
ORIENTE-SUR,2023-10-04,473,465,8,0.0169133192389006
ORIENTE-SUR,2023-10-05,476,468,8,0.0168067226890756
ORIENTE-SUR,2023-10-06,543,527,16,0.0294659300184162
ORIENTE-SUR,2023-10-07,550,540,10,0.0181818181818182
ORIENTE-SUR,2023-10-08,392,381,11,0.0280612244897959
ORIENTE-SUR,2023-10-09,428,417,11,0.0257009345794393
ORIENTE-SUR,2023-10-10,411,398,13,0.0316301703163017
ORIENTE-SUR,2023-10-11,476,461,15,0.0315126050420168
ORIENTE-SUR,2023-10-12,416,411,5,0.0120192307692308
ORIENTE-SUR,2023-10-13,503,493,10,0.0198807157057654
ORIENTE-SUR,2023-10-14,564,554,10,0.0177304964539007
ORIENTE-SUR,2023-10-15,460,453,7,0.0152173913043478
ORIENTE-SUR,2023-10-16,520,514,6,0.0115384615384615
ORIENTE-SUR,2023-10-17,485,470,15,0.0309278350515464
ORIENTE-SUR,2023-10-18,523,506,17,0.0325047801147228
ORIENTE-SUR,2023-10-19,511,500,11,0.0215264187866928
ORIENTE-SUR,2023-10-20,503,487,16,0.0318091451292246
ORIENTE-SUR,2023-10-21,628,614,14,0.0222929936305732
ORIENTE-SUR,2023-10-22,469,454,15,0.0319829424307036
ORIENTE-SUR,2023-10-23,488,476,12,0.0245901639344262
ORIENTE-SUR,2023-10-24,496,483,13,0.0262096774193548
ORIENTE-SUR,2023-10-25,452,441,11,0.0243362831858407
