DISTRITO,fecha_apertura,Cliente Reagenda,CONFIRMACION DE VISITA,INCUMPLIMIENTO FUERA DE TIEMPO,Splitter,% incump. sobre total agendado
LA LAGUNA TORREON,2021-11-28,1,1,0,0,3
LA LAGUNA TORREON,2021-11-29,0,2,0,0,2
LA LAGUNA TORREON,2021-11-30,1,2,1,0,3
LA LAGUNA TORREON,2021-12-01,0,4,2,0,NA
LA LAGUNA TORREON,2021-12-02,1,2,1,0,3
LA LAGUNA TORREON,2021-12-03,0,3,0,0,NA
LA LAGUNA TORREON,2021-12-04,0,2,1,0,2
LA LAGUNA TORREON,2021-12-05,0,2,0,0,3
LA LAGUNA TORREON,2021-12-06,0,7,1,0,NA
LA LAGUNA TORREON,2021-12-07,0,1,1,0,1
LA LAGUNA TORREON,2021-12-08,0,3,1,0,4
LA LAGUNA TORREON,2021-12-09,0,1,0,0,1
LA LAGUNA TORREON,2021-12-10,0,1,0,0,1
LA LAGUNA TORREON,2021-12-11,0,2,0,0,2
LA LAGUNA TORREON,2021-12-12,0,2,0,0,3
LA LAGUNA TORREON,2021-12-13,2,5,1,0,7
LA LAGUNA TORREON,2021-12-14,1,3,3,0,6
LA LAGUNA TORREON,2021-12-15,1,3,2,0,5
LA LAGUNA TORREON,2021-12-16,0,1,0,0,NA
LA LAGUNA TORREON,2021-12-17,0,5,3,0,6
LA LAGUNA TORREON,2021-12-18,0,8,1,0,7
LA LAGUNA TORREON,2021-12-19,3,5,2,0,11
LA LAGUNA TORREON,2021-12-20,0,13,3,0,10
LA LAGUNA TORREON,2021-12-21,0,15,5,0,NA
LA LAGUNA TORREON,2021-12-22,0,8,0,0,6
LA LAGUNA TORREON,2021-12-23,0,1,0,0,1
LA LAGUNA TORREON,2021-12-24,1,4,0,0,5
LA LAGUNA TORREON,2021-12-25,1,0,0,0,2
LA LAGUNA TORREON,2021-12-26,1,5,0,0,6
LA LAGUNA TORREON,2021-12-27,0,2,1,0,2
LA LAGUNA TORREON,2021-12-28,0,2,2,0,3
LA LAGUNA TORREON,2021-12-29,0,4,0,0,3
LA LAGUNA TORREON,2021-12-30,1,3,0,0,2
LA LAGUNA TORREON,2021-12-31,1,5,1,0,5
LA LAGUNA TORREON,2022-01-01,1,4,1,0,8
LA LAGUNA TORREON,2022-01-02,0,5,2,1,9
LA LAGUNA TORREON,2022-01-03,0,5,0,0,4
LA LAGUNA TORREON,2022-01-04,0,4,0,0,NA
LA LAGUNA TORREON,2022-01-05,0,2,0,0,2
LA LAGUNA TORREON,2022-01-06,0,1,0,0,1
LA LAGUNA TORREON,2022-01-08,0,2,1,1,3
LA LAGUNA TORREON,2022-01-09,0,2,1,0,4
LA LAGUNA TORREON,2022-01-10,1,3,0,0,NA
LA LAGUNA TORREON,2022-01-11,1,2,1,0,3
LA LAGUNA TORREON,2022-01-12,0,5,2,0,6
LA LAGUNA TORREON,2022-01-13,0,2,0,0,2
LA LAGUNA TORREON,2022-01-14,0,3,3,0,5
LA LAGUNA TORREON,2022-01-15,0,4,0,0,3
LA LAGUNA TORREON,2022-01-16,0,1,0,0,NA
LA LAGUNA TORREON,2022-01-17,1,4,1,0,6
LA LAGUNA TORREON,2022-01-18,0,1,2,0,2
LA LAGUNA TORREON,2022-01-19,0,1,1,0,2
LA LAGUNA TORREON,2022-01-20,0,2,0,0,2
LA LAGUNA TORREON,2022-01-21,0,3,0,0,2
LA LAGUNA TORREON,2022-01-22,0,1,0,0,1
LA LAGUNA TORREON,2022-01-23,0,3,0,0,3
LA LAGUNA TORREON,2022-01-24,0,2,0,0,2
LA LAGUNA TORREON,2022-01-25,0,1,1,0,2
LA LAGUNA TORREON,2022-01-26,0,5,0,0,4
LA LAGUNA TORREON,2022-01-27,1,5,0,0,5
LA LAGUNA TORREON,2022-01-28,1,1,0,0,2
LA LAGUNA TORREON,2022-01-29,2,2,1,0,4
LA LAGUNA TORREON,2022-01-30,1,1,0,0,3
LA LAGUNA TORREON,2022-01-31,0,3,1,0,3
LA LAGUNA TORREON,2022-02-01,0,3,0,0,2
LA LAGUNA TORREON,2022-02-02,0,2,0,0,2
LA LAGUNA TORREON,2022-02-03,0,4,0,0,3
LA LAGUNA TORREON,2022-02-04,0,1,0,0,1
LA LAGUNA TORREON,2022-02-05,1,2,0,0,2
LA LAGUNA TORREON,2022-02-06,0,1,0,0,1
LA LAGUNA TORREON,2022-02-07,0,2,0,0,2
LA LAGUNA TORREON,2022-02-08,0,2,0,0,2
LA LAGUNA TORREON,2022-02-10,0,3,0,0,2
LA LAGUNA TORREON,2022-02-11,0,3,0,0,2
LA LAGUNA TORREON,2022-02-12,1,3,2,0,4
LA LAGUNA TORREON,2022-02-13,2,1,1,0,5
LA LAGUNA TORREON,2022-02-14,0,2,1,0,2
LA LAGUNA TORREON,2022-02-16,0,1,0,0,1
LA LAGUNA TORREON,2022-02-17,0,6,2,0,5
LA LAGUNA TORREON,2022-02-18,3,6,2,0,8
LA LAGUNA TORREON,2022-02-19,0,3,0,0,2
LA LAGUNA TORREON,2022-02-20,0,4,4,0,9
LA LAGUNA TORREON,2022-02-21,0,0,3,0,2
LA LAGUNA TORREON,2022-02-22,0,8,2,0,7
LA LAGUNA TORREON,2022-02-23,0,7,1,0,NA
LA LAGUNA TORREON,2022-02-24,2,3,0,0,4
LA LAGUNA TORREON,2022-02-25,1,1,1,0,2
LA LAGUNA TORREON,2022-02-26,1,4,0,0,4
LA LAGUNA TORREON,2022-02-27,1,1,1,0,2
LA LAGUNA TORREON,2022-02-28,0,2,0,0,1
LA LAGUNA TORREON,2022-03-01,0,1,1,0,2
LA LAGUNA TORREON,2022-03-02,2,4,1,0,5
LA LAGUNA TORREON,2022-03-03,0,5,1,0,4
LA LAGUNA TORREON,2022-03-04,0,3,2,1,4
LA LAGUNA TORREON,2022-03-05,0,3,1,0,3
LA LAGUNA TORREON,2022-03-06,1,1,0,0,3
LA LAGUNA TORREON,2022-03-07,0,2,0,0,2
LA LAGUNA TORREON,2022-03-08,0,2,2,0,3
LA LAGUNA TORREON,2022-03-09,0,1,1,0,1
LA LAGUNA TORREON,2022-03-10,0,1,0,0,1
LA LAGUNA TORREON,2022-03-11,1,0,1,0,1
LA LAGUNA TORREON,2022-03-13,0,1,0,0,1
LA LAGUNA TORREON,2022-03-15,1,5,0,0,5
LA LAGUNA TORREON,2022-03-16,2,1,0,0,2
LA LAGUNA TORREON,2022-03-17,0,1,0,0,1
LA LAGUNA TORREON,2022-03-18,0,0,1,0,1
LA LAGUNA TORREON,2022-03-19,1,1,0,0,2
LA LAGUNA TORREON,2022-03-20,0,1,0,0,1
LA LAGUNA TORREON,2022-03-21,0,6,1,0,6
LA LAGUNA TORREON,2022-03-22,0,2,0,0,1
LA LAGUNA TORREON,2022-03-23,0,1,0,0,1
LA LAGUNA TORREON,2022-03-24,1,3,1,0,NA
LA LAGUNA TORREON,2022-03-26,0,2,0,0,2
LA LAGUNA TORREON,2022-03-27,1,0,0,0,1
LA LAGUNA TORREON,2022-03-28,0,1,0,0,1
LA LAGUNA TORREON,2022-03-29,1,4,0,0,NA
LA LAGUNA TORREON,2022-03-30,0,3,0,1,3
LA LAGUNA TORREON,2022-03-31,0,5,0,0,4
LAS AGUILAS,2021-08-16,3,16,9,0,20
LAS AGUILAS,2021-08-17,3,10,5,0,13
LAS AGUILAS,2021-08-18,1,6,4,0,9
LAS AGUILAS,2021-08-19,3,8,4,0,13
LAS AGUILAS,2021-08-20,3,12,5,0,16
LAS AGUILAS,2021-08-21,5,4,2,2,11
LAS AGUILAS,2021-08-22,0,15,3,1,18
LAS AGUILAS,2021-08-23,2,10,5,0,12
LAS AGUILAS,2021-08-24,2,10,2,0,10
LAS AGUILAS,2021-08-25,3,11,4,0,12
LAS AGUILAS,2021-08-26,3,16,7,0,18
LAS AGUILAS,2021-08-27,2,12,2,1,12
LAS AGUILAS,2021-08-28,0,23,9,0,23
LAS AGUILAS,2021-08-29,2,8,4,0,11
LAS AGUILAS,2021-08-30,2,13,11,0,20
LAS AGUILAS,2021-08-31,2,15,5,0,11
LAS AGUILAS,2021-09-01,1,16,16,0,17
LAS AGUILAS,2021-09-02,4,20,10,1,23
LAS AGUILAS,2021-09-03,2,22,9,2,21
LAS AGUILAS,2021-09-04,4,24,12,0,24
LAS AGUILAS,2021-09-05,2,33,15,0,30
LAS AGUILAS,2021-09-06,5,30,14,0,24
LAS AGUILAS,2021-09-07,1,26,6,0,17
LAS AGUILAS,2021-09-08,6,29,20,0,26
LAS AGUILAS,2021-09-09,6,22,19,0,32
LAS AGUILAS,2021-09-10,3,20,13,0,20
LAS AGUILAS,2021-09-11,3,26,8,0,23
LAS AGUILAS,2021-09-12,4,23,13,0,30
LAS AGUILAS,2021-09-13,5,29,14,1,30
LAS AGUILAS,2021-09-14,6,16,15,2,20
LAS AGUILAS,2021-09-15,1,5,5,1,11
LAS AGUILAS,2021-09-16,0,8,0,0,11
LAS AGUILAS,2021-09-17,2,17,4,0,15
LAS AGUILAS,2021-09-18,4,22,7,0,17
LAS AGUILAS,2021-09-19,0,6,2,0,6
LAS AGUILAS,2021-09-20,2,10,8,0,14
LAS AGUILAS,2021-09-21,1,10,7,0,13
LAS AGUILAS,2021-09-22,1,8,2,1,8
LAS AGUILAS,2021-09-23,4,4,0,0,6
LAS AGUILAS,2021-09-24,2,4,1,0,4
LAS AGUILAS,2021-09-25,2,2,1,0,4
LAS AGUILAS,2021-09-26,2,4,0,0,5
LAS AGUILAS,2021-09-27,2,4,0,1,5
LAS AGUILAS,2021-09-28,4,9,6,0,11
LAS AGUILAS,2021-09-29,3,2,4,0,7
LAS AGUILAS,2021-09-30,1,3,3,0,5
LAS AGUILAS,2021-10-01,1,17,11,0,18
LAS AGUILAS,2021-10-02,7,19,11,0,25
LAS AGUILAS,2021-10-03,0,12,2,0,10
LAS AGUILAS,2021-10-04,3,23,9,1,24
LAS AGUILAS,2021-10-05,1,7,1,1,8
LAS AGUILAS,2021-10-06,2,9,1,0,8
LAS AGUILAS,2021-10-07,3,7,6,0,12
LAS AGUILAS,2021-10-08,0,11,5,1,11
LAS AGUILAS,2021-10-09,3,11,2,1,15
LAS AGUILAS,2021-10-10,1,11,6,0,17
LAS AGUILAS,2021-10-11,5,11,3,1,14
LAS AGUILAS,2021-10-12,4,6,4,0,9
LAS AGUILAS,2021-10-13,3,8,1,0,9
LAS AGUILAS,2021-10-14,2,6,5,0,9
LAS AGUILAS,2021-10-15,2,10,1,0,9
LAS AGUILAS,2021-10-16,2,10,3,0,12
LAS AGUILAS,2021-10-17,2,6,5,0,11
LAS AGUILAS,2021-10-18,0,21,13,1,23
LAS AGUILAS,2021-10-19,2,19,11,0,23
LAS AGUILAS,2021-10-20,3,21,20,0,16
LAS AGUILAS,2021-10-21,6,12,20,0,17
LAS AGUILAS,2021-10-22,4,14,17,0,14
LAS AGUILAS,2021-10-23,3,20,13,0,19
LAS AGUILAS,2021-10-24,1,10,8,0,10
LAS AGUILAS,2021-10-25,2,14,12,0,12
LAS AGUILAS,2021-10-26,5,19,13,0,17
LAS AGUILAS,2021-10-27,3,22,16,0,20
LAS AGUILAS,2021-10-28,3,22,13,0,17
LAS AGUILAS,2021-10-29,6,14,5,0,11
LAS AGUILAS,2021-10-30,6,19,17,0,19
LAS AGUILAS,2021-10-31,1,7,4,0,7
LAS AGUILAS,2021-11-01,2,7,8,0,11
LAS AGUILAS,2021-11-02,2,9,5,0,10
LAS AGUILAS,2021-11-03,1,6,4,0,7
LAS AGUILAS,2021-11-04,2,4,0,1,5
LAS AGUILAS,2021-11-05,0,5,1,0,4
LAS AGUILAS,2021-11-06,1,7,1,1,6
LAS AGUILAS,2021-11-07,1,7,2,0,7
LAS AGUILAS,2021-11-08,3,8,3,0,8
LAS AGUILAS,2021-11-09,0,3,3,1,4
LAS AGUILAS,2021-11-10,1,7,0,0,4
LAS AGUILAS,2021-11-11,1,4,1,0,NA
LAS AGUILAS,2021-11-12,2,2,0,0,3
LAS AGUILAS,2021-11-13,2,15,5,0,13
LAS AGUILAS,2021-11-14,2,4,3,0,7
LAS AGUILAS,2021-11-15,1,9,4,0,8
LAS AGUILAS,2021-11-16,4,11,6,0,11
LAS AGUILAS,2021-11-17,0,18,11,0,15
LAS AGUILAS,2021-11-18,5,9,11,1,16
LAS AGUILAS,2021-11-19,5,16,6,0,15
LAS AGUILAS,2021-11-20,2,18,4,1,14
LAS AGUILAS,2021-11-21,1,14,1,0,10
LAS AGUILAS,2021-11-22,1,15,11,0,15
LAS AGUILAS,2021-11-23,7,8,7,0,12
LAS AGUILAS,2021-11-24,3,9,5,0,6
LAS AGUILAS,2021-11-25,1,11,6,0,8
LAS AGUILAS,2021-11-26,1,5,4,0,NA
LAS AGUILAS,2021-11-27,2,15,3,0,11
LAS AGUILAS,2021-11-28,3,6,1,0,6
LAS AGUILAS,2021-11-29,2,6,3,0,6
LAS AGUILAS,2021-11-30,2,9,0,0,7
LAS AGUILAS,2021-12-01,2,9,1,0,NA
LAS AGUILAS,2021-12-02,2,16,8,0,16
LAS AGUILAS,2021-12-03,2,10,0,0,NA
LAS AGUILAS,2021-12-04,2,4,3,0,7
LAS AGUILAS,2021-12-05,2,4,0,0,5
LAS AGUILAS,2021-12-06,4,12,5,0,NA
LAS AGUILAS,2021-12-07,1,11,4,0,11
LAS AGUILAS,2021-12-08,5,4,3,0,7
LAS AGUILAS,2021-12-09,3,5,1,0,5
LAS AGUILAS,2021-12-10,4,5,5,0,9
LAS AGUILAS,2021-12-11,1,5,6,0,9
LAS AGUILAS,2021-12-12,0,6,1,0,6
LAS AGUILAS,2021-12-13,1,2,1,0,3
LAS AGUILAS,2021-12-14,4,3,0,0,6
LAS AGUILAS,2021-12-15,1,1,0,0,1
LAS AGUILAS,2021-12-16,2,5,1,0,NA
LAS AGUILAS,2021-12-17,2,4,1,0,5
LAS AGUILAS,2021-12-18,3,6,2,0,8
LAS AGUILAS,2021-12-19,1,8,3,0,8
LAS AGUILAS,2021-12-20,1,7,0,0,5
LAS AGUILAS,2021-12-21,2,4,2,0,NA
LAS AGUILAS,2021-12-22,0,9,2,0,6
LAS AGUILAS,2021-12-23,1,10,2,0,8
LAS AGUILAS,2021-12-24,0,3,2,0,5
LAS AGUILAS,2021-12-25,1,4,2,0,10
LAS AGUILAS,2021-12-26,0,4,2,0,6
LAS AGUILAS,2021-12-27,1,3,1,0,3
LAS AGUILAS,2021-12-28,2,10,5,1,13
LAS AGUILAS,2021-12-29,2,7,4,0,9
LAS AGUILAS,2021-12-30,1,8,3,0,8
LAS AGUILAS,2021-12-31,1,5,5,0,10
LAS AGUILAS,2022-01-01,0,3,2,0,10
LAS AGUILAS,2022-01-02,0,3,0,2,6
LAS AGUILAS,2022-01-03,0,8,1,1,6
LAS AGUILAS,2022-01-04,1,4,2,0,NA
LAS AGUILAS,2022-01-05,0,2,0,0,2
LAS AGUILAS,2022-01-06,4,9,3,0,10
LAS AGUILAS,2022-01-07,0,7,3,0,7
LAS AGUILAS,2022-01-08,1,3,3,0,6
LAS AGUILAS,2022-01-09,0,4,0,0,4
LAS AGUILAS,2022-01-10,1,8,2,0,NA
LAS AGUILAS,2022-01-11,1,2,4,0,4
LAS AGUILAS,2022-01-12,1,6,0,0,6
LAS AGUILAS,2022-01-13,0,7,7,0,9
LAS AGUILAS,2022-01-14,1,7,12,0,13
LAS AGUILAS,2022-01-15,2,13,3,0,13
LAS AGUILAS,2022-01-16,0,12,3,0,NA
LAS AGUILAS,2022-01-17,2,8,7,0,11
LAS AGUILAS,2022-01-18,2,8,4,0,8
LAS AGUILAS,2022-01-19,2,3,1,0,5
LAS AGUILAS,2022-01-20,2,3,2,0,5
LAS AGUILAS,2022-01-21,6,9,2,0,10
LAS AGUILAS,2022-01-22,1,5,1,0,5
LAS AGUILAS,2022-01-23,0,2,1,0,3
LAS AGUILAS,2022-01-24,3,5,4,0,7
LAS AGUILAS,2022-01-25,0,5,0,0,3
LAS AGUILAS,2022-01-26,4,4,1,0,6
LAS AGUILAS,2022-01-27,9,9,2,0,15
LAS AGUILAS,2022-01-28,3,6,4,0,10
LAS AGUILAS,2022-01-29,3,8,1,0,8
LAS AGUILAS,2022-01-30,4,5,3,0,10
LAS AGUILAS,2022-01-31,6,18,6,0,17
LAS AGUILAS,2022-02-01,6,15,4,0,18
LAS AGUILAS,2022-02-02,1,20,4,0,17
LAS AGUILAS,2022-02-03,3,12,3,0,12
LAS AGUILAS,2022-02-04,2,17,9,0,17
LAS AGUILAS,2022-02-05,1,11,1,0,11
LAS AGUILAS,2022-02-06,0,7,0,0,6
LAS AGUILAS,2022-02-07,2,7,4,1,10
LAS AGUILAS,2022-02-08,3,2,3,0,4
LAS AGUILAS,2022-02-09,1,3,1,0,3
LAS AGUILAS,2022-02-10,1,11,2,0,9
LAS AGUILAS,2022-02-11,3,5,5,0,7
LAS AGUILAS,2022-02-12,4,8,3,0,9
LAS AGUILAS,2022-02-13,0,6,2,0,7
LAS AGUILAS,2022-02-14,0,9,0,0,6
LAS AGUILAS,2022-02-15,2,16,2,0,10
LAS AGUILAS,2022-02-16,2,11,6,0,9
LAS AGUILAS,2022-02-17,3,8,5,0,9
LAS AGUILAS,2022-02-18,2,9,0,0,7
LAS AGUILAS,2022-02-19,3,18,2,0,13
LAS AGUILAS,2022-02-20,2,4,1,0,6
LAS AGUILAS,2022-02-21,2,15,1,0,12
LAS AGUILAS,2022-02-22,4,9,0,0,8
LAS AGUILAS,2022-02-23,0,8,2,0,NA
LAS AGUILAS,2022-02-24,0,11,2,0,7
LAS AGUILAS,2022-02-25,3,5,3,0,7
LAS AGUILAS,2022-02-26,2,6,2,0,7
LAS AGUILAS,2022-02-27,2,17,2,0,14
LAS AGUILAS,2022-02-28,2,10,6,0,8
LAS AGUILAS,2022-03-01,3,15,13,0,18
LAS AGUILAS,2022-03-02,5,23,14,0,20
LAS AGUILAS,2022-03-03,0,20,9,0,12
LAS AGUILAS,2022-03-04,2,14,15,0,19
LAS AGUILAS,2022-03-05,1,5,4,0,7
LAS AGUILAS,2022-03-06,2,3,0,0,4
LAS AGUILAS,2022-03-07,2,6,1,0,6
LAS AGUILAS,2022-03-08,0,6,0,0,4
LAS AGUILAS,2022-03-09,2,3,1,0,4
LAS AGUILAS,2022-03-10,0,7,0,0,5
LAS AGUILAS,2022-03-11,2,2,0,0,4
LAS AGUILAS,2022-03-12,0,3,0,0,3
LAS AGUILAS,2022-03-13,0,2,1,0,3
LAS AGUILAS,2022-03-14,4,7,2,0,12
LAS AGUILAS,2022-03-15,0,4,0,0,4
LAS AGUILAS,2022-03-16,1,6,8,0,11
LAS AGUILAS,2022-03-17,1,3,1,0,4
LAS AGUILAS,2022-03-18,2,9,0,0,8
LAS AGUILAS,2022-03-19,0,7,2,0,6
LAS AGUILAS,2022-03-20,2,0,2,0,4
LAS AGUILAS,2022-03-21,1,4,1,0,5
LAS AGUILAS,2022-03-22,3,4,0,0,6
LAS AGUILAS,2022-03-23,2,2,1,0,4
LAS AGUILAS,2022-03-24,1,3,0,0,NA
LAS AGUILAS,2022-03-25,2,4,0,0,6
LAS AGUILAS,2022-03-26,1,7,2,0,8
LAS AGUILAS,2022-03-27,1,2,0,0,3
LAS AGUILAS,2022-03-28,0,2,0,0,2
LAS AGUILAS,2022-03-29,0,2,1,0,NA
LAS AGUILAS,2022-03-30,0,1,0,0,1
LAS AGUILAS,2022-03-31,2,1,1,0,3
LOS MOCHIS,2021-08-16,0,1,0,0,2
LOS MOCHIS,2021-08-17,1,2,0,0,5
LOS MOCHIS,2021-08-18,0,2,0,0,3
LOS MOCHIS,2021-08-21,0,1,1,0,3
LOS MOCHIS,2021-08-22,0,2,2,0,9
LOS MOCHIS,2021-08-23,0,1,0,0,2
LOS MOCHIS,2021-08-24,0,1,0,0,2
LOS MOCHIS,2021-08-25,0,2,0,0,3
LOS MOCHIS,2021-08-26,0,2,0,0,3
LOS MOCHIS,2021-08-27,0,4,3,0,9
LOS MOCHIS,2021-08-28,2,11,5,0,17
LOS MOCHIS,2021-08-29,0,11,8,0,27
LOS MOCHIS,2021-08-30,1,12,10,0,20
LOS MOCHIS,2021-08-31,1,13,15,0,29
LOS MOCHIS,2021-09-01,0,7,17,0,27
LOS MOCHIS,2021-09-02,0,8,7,0,16
LOS MOCHIS,2021-09-03,0,9,9,0,18
LOS MOCHIS,2021-09-04,0,8,6,0,15
LOS MOCHIS,2021-09-05,0,1,3,0,7
LOS MOCHIS,2021-09-06,0,2,7,0,10
LOS MOCHIS,2021-09-07,0,5,4,0,11
LOS MOCHIS,2021-09-08,2,3,6,0,13
LOS MOCHIS,2021-09-09,0,3,4,0,8
LOS MOCHIS,2021-09-10,0,1,1,0,2
LOS MOCHIS,2021-09-11,0,3,2,0,7
LOS MOCHIS,2021-09-12,0,3,3,0,10
LOS MOCHIS,2021-09-13,0,1,1,0,3
LOS MOCHIS,2021-09-14,1,0,0,0,1
LOS MOCHIS,2021-09-20,0,1,0,0,1
LOS MOCHIS,2021-09-21,0,1,0,0,2
LOS MOCHIS,2021-09-22,0,1,0,0,1
LOS MOCHIS,2021-09-23,1,0,0,0,2
LOS MOCHIS,2021-09-24,1,0,0,0,2
LOS MOCHIS,2021-09-25,0,1,2,0,5
LOS MOCHIS,2021-09-27,0,3,1,0,7
LOS MOCHIS,2021-09-28,0,1,0,0,1
LOS MOCHIS,2021-10-01,0,1,1,0,3
LOS MOCHIS,2021-10-02,1,0,1,0,4
LOS MOCHIS,2021-10-03,0,2,0,0,4
LOS MOCHIS,2021-10-04,0,1,3,0,6
LOS MOCHIS,2021-10-06,0,0,1,0,1
LOS MOCHIS,2021-10-07,0,1,0,0,1
LOS MOCHIS,2021-10-08,0,1,0,0,2
LOS MOCHIS,2021-10-09,0,1,0,0,1
LOS MOCHIS,2021-10-10,0,1,0,0,2
LOS MOCHIS,2021-10-12,0,1,0,0,2
LOS MOCHIS,2021-10-13,0,1,0,0,1
LOS MOCHIS,2021-10-14,0,7,0,0,9
LOS MOCHIS,2021-10-18,0,2,1,0,4
LOS MOCHIS,2021-10-19,0,1,0,0,1
LOS MOCHIS,2021-10-21,0,1,1,0,3
LOS MOCHIS,2021-10-24,0,3,0,0,7
LOS MOCHIS,2021-10-25,0,1,1,0,3
LOS MOCHIS,2021-10-27,1,0,0,0,1
LOS MOCHIS,2021-10-28,0,1,0,0,2
LOS MOCHIS,2021-10-29,0,2,0,0,3
LOS MOCHIS,2021-10-30,0,1,0,0,1
LOS MOCHIS,2021-10-31,0,1,0,0,1
LOS MOCHIS,2021-11-01,0,1,0,0,2
LOS MOCHIS,2021-11-02,0,2,0,0,4
LOS MOCHIS,2021-11-03,0,1,0,0,2
LOS MOCHIS,2021-11-05,0,1,1,0,3
LOS MOCHIS,2021-11-06,0,1,0,0,1
LOS MOCHIS,2021-11-08,0,2,0,0,3
LOS MOCHIS,2021-11-09,0,1,1,0,3
LOS MOCHIS,2021-11-11,0,1,1,0,NA
LOS MOCHIS,2021-11-16,0,0,1,0,1
LOS MOCHIS,2021-11-17,0,0,2,0,3
LOS MOCHIS,2021-11-18,0,1,0,0,1
LOS MOCHIS,2021-11-19,0,0,1,0,1
LOS MOCHIS,2021-11-24,1,3,0,0,6
LOS MOCHIS,2021-11-26,0,1,0,0,NA
LOS MOCHIS,2021-11-27,0,1,0,0,2
LOS MOCHIS,2021-11-30,0,2,1,0,3
LOS MOCHIS,2021-12-01,1,0,1,0,NA
LOS MOCHIS,2021-12-02,0,1,0,0,1
LOS MOCHIS,2021-12-03,0,1,0,0,NA
LOS MOCHIS,2021-12-04,0,3,0,0,4
LOS MOCHIS,2021-12-05,1,0,0,0,2
LOS MOCHIS,2021-12-06,0,1,2,0,NA
LOS MOCHIS,2021-12-07,0,1,0,0,1
LOS MOCHIS,2021-12-08,0,0,1,1,2
LOS MOCHIS,2021-12-09,1,1,1,0,4
LOS MOCHIS,2021-12-10,0,0,2,0,3
LOS MOCHIS,2021-12-11,0,1,0,0,1
LOS MOCHIS,2021-12-12,0,1,0,0,2
LOS MOCHIS,2021-12-13,0,1,0,0,1
LOS MOCHIS,2021-12-15,0,3,0,0,3
LOS MOCHIS,2021-12-16,0,3,0,0,NA
LOS MOCHIS,2021-12-18,0,1,0,0,1
LOS MOCHIS,2021-12-21,0,1,0,0,NA
LOS MOCHIS,2021-12-22,0,3,1,0,5
LOS MOCHIS,2021-12-23,0,1,0,0,2
LOS MOCHIS,2021-12-25,0,2,0,0,10
LOS MOCHIS,2021-12-26,0,0,1,0,2
LOS MOCHIS,2021-12-27,0,1,0,0,1
LOS MOCHIS,2021-12-28,0,1,0,0,1
LOS MOCHIS,2021-12-29,0,0,1,0,1
LOS MOCHIS,2021-12-30,0,0,1,0,2
LOS MOCHIS,2022-01-03,0,1,0,0,1
LOS MOCHIS,2022-01-04,0,1,2,0,NA
LOS MOCHIS,2022-01-05,0,1,1,0,2
LOS MOCHIS,2022-01-07,0,2,2,0,4
LOS MOCHIS,2022-01-09,0,1,1,0,3
LOS MOCHIS,2022-01-11,0,2,1,0,3
LOS MOCHIS,2022-01-12,0,1,0,0,1
LOS MOCHIS,2022-01-13,2,1,0,0,4
LOS MOCHIS,2022-01-14,0,1,1,0,2
LOS MOCHIS,2022-01-18,0,1,0,0,2
LOS MOCHIS,2022-01-23,0,1,0,0,3
LOS MOCHIS,2022-01-25,0,1,0,0,1
LOS MOCHIS,2022-01-27,0,2,0,0,3
LOS MOCHIS,2022-01-31,1,2,0,0,4
LOS MOCHIS,2022-02-01,0,0,1,0,1
LOS MOCHIS,2022-02-02,0,0,1,0,1
LOS MOCHIS,2022-02-03,0,1,0,0,2
LOS MOCHIS,2022-02-04,0,1,1,0,3
LOS MOCHIS,2022-02-08,0,2,0,0,3
LOS MOCHIS,2022-02-09,0,2,1,0,4
LOS MOCHIS,2022-02-10,0,2,0,0,3
LOS MOCHIS,2022-02-14,0,1,0,0,2
LOS MOCHIS,2022-02-15,0,1,1,0,3
LOS MOCHIS,2022-02-16,0,3,0,0,4
LOS MOCHIS,2022-02-20,0,1,0,0,3
LOS MOCHIS,2022-02-21,0,1,0,0,1
LOS MOCHIS,2022-02-22,0,2,0,0,3
LOS MOCHIS,2022-02-24,0,3,0,0,4
LOS MOCHIS,2022-02-25,0,1,0,0,1
LOS MOCHIS,2022-02-27,0,1,0,0,2
LOS MOCHIS,2022-03-05,1,1,0,0,3
LOS MOCHIS,2022-03-06,1,0,0,0,2
LOS MOCHIS,2022-03-07,1,2,1,0,5
LOS MOCHIS,2022-03-09,0,2,0,0,3
LOS MOCHIS,2022-03-11,0,1,0,0,2
LOS MOCHIS,2022-03-13,0,1,0,0,2
LOS MOCHIS,2022-03-15,0,1,0,0,1
LOS MOCHIS,2022-03-17,0,2,0,0,3
LOS MOCHIS,2022-03-18,0,3,0,0,3
LOS MOCHIS,2022-03-22,0,1,0,0,1
LOS MOCHIS,2022-03-23,0,1,0,0,2
LOS MOCHIS,2022-03-26,0,2,0,0,3
LOS MOCHIS,2022-03-28,0,1,1,0,3
LOS MOCHIS,2022-03-29,0,3,0,0,NA
LOS MOCHIS,2022-03-30,0,1,0,0,1
LOS REYES,2021-08-16,2,4,0,1,6
LOS REYES,2021-08-17,1,8,4,0,10
LOS REYES,2021-08-18,3,6,6,0,10
LOS REYES,2021-08-19,1,5,1,0,5
LOS REYES,2021-08-20,2,10,1,0,9
LOS REYES,2021-08-21,0,1,0,0,1
LOS REYES,2021-08-22,0,6,1,0,6
LOS REYES,2021-08-23,2,5,1,0,5
LOS REYES,2021-08-24,0,2,0,0,1
LOS REYES,2021-08-25,2,3,1,0,4
LOS REYES,2021-08-26,1,3,2,0,4
LOS REYES,2021-08-27,0,6,1,0,5
