DISTRITO,fecha_apertura,Cliente Reagenda,CONFIRMACION DE VISITA,INCUMPLIMIENTO FUERA DE TIEMPO,Splitter,% incump. sobre total agendado
ACAPULCO,2021-08-16,0,2,0,0,5
ACAPULCO,2021-08-18,1,1,0,0,4
ACAPULCO,2021-08-20,0,1,0,0,2
ACAPULCO,2021-08-23,0,1,0,0,2
ACAPULCO,2021-08-24,0,3,1,0,9
ACAPULCO,2021-08-25,0,4,0,0,9
ACAPULCO,2021-08-26,0,1,0,0,2
ACAPULCO,2021-08-27,0,9,1,0,21
ACAPULCO,2021-08-28,0,4,3,0,11
ACAPULCO,2021-08-29,0,4,1,0,7
ACAPULCO,2021-08-30,0,2,0,0,4
ACAPULCO,2021-08-31,1,1,0,0,4
ACAPULCO,2021-09-01,0,1,1,0,4
ACAPULCO,2021-09-02,1,4,4,0,16
ACAPULCO,2021-09-03,2,2,4,0,16
ACAPULCO,2021-09-04,1,5,2,0,11
ACAPULCO,2021-09-05,0,4,2,0,9
ACAPULCO,2021-09-06,1,1,5,0,10
ACAPULCO,2021-09-07,0,5,5,0,15
ACAPULCO,2021-09-08,0,7,5,1,17
ACAPULCO,2021-09-09,0,7,2,0,11
ACAPULCO,2021-09-10,0,3,3,0,9
ACAPULCO,2021-09-11,0,4,0,0,6
ACAPULCO,2021-09-12,0,1,1,0,3
ACAPULCO,2021-09-13,0,4,2,0,10
ACAPULCO,2021-09-14,0,2,2,0,7
ACAPULCO,2021-09-15,1,3,0,0,6
ACAPULCO,2021-09-16,2,2,2,0,14
ACAPULCO,2021-09-17,0,3,3,0,8
ACAPULCO,2021-09-18,1,3,2,0,11
ACAPULCO,2021-09-20,1,2,0,0,6
ACAPULCO,2021-09-22,0,1,0,0,2
ACAPULCO,2021-09-23,1,0,0,0,2
ACAPULCO,2021-09-28,0,2,0,0,4
ACAPULCO,2021-09-29,0,2,1,0,4
ACAPULCO,2021-09-30,0,1,0,0,2
ACAPULCO,2021-10-01,1,3,1,0,7
ACAPULCO,2021-10-02,0,2,0,0,4
ACAPULCO,2021-10-04,0,1,0,0,2
ACAPULCO,2021-10-05,0,1,0,0,1
ACAPULCO,2021-10-06,2,2,2,0,9
ACAPULCO,2021-10-07,1,4,1,0,11
ACAPULCO,2021-10-09,1,0,1,0,3
ACAPULCO,2021-10-11,0,2,1,0,4
ACAPULCO,2021-10-12,0,5,0,0,6
ACAPULCO,2021-10-13,0,2,0,0,4
ACAPULCO,2021-10-14,0,1,0,0,1
ACAPULCO,2021-10-15,0,1,0,0,1
ACAPULCO,2021-10-16,1,2,0,0,5
ACAPULCO,2021-10-18,0,1,1,0,3
ACAPULCO,2021-10-20,1,4,0,0,8
ACAPULCO,2021-10-21,0,3,0,0,6
ACAPULCO,2021-10-22,0,1,0,0,2
ACAPULCO,2021-10-23,0,1,0,0,2
ACAPULCO,2021-10-25,0,1,1,0,3
ACAPULCO,2021-10-26,0,0,0,1,2
ACAPULCO,2021-10-28,0,0,1,0,2
ACAPULCO,2021-10-29,1,1,0,0,3
ACAPULCO,2021-10-30,2,0,0,0,3
ACAPULCO,2021-10-31,0,0,1,0,2
ACAPULCO,2021-11-01,0,3,1,0,7
ACAPULCO,2021-11-04,1,2,0,0,5
ACAPULCO,2021-11-05,0,3,0,0,5
ACAPULCO,2021-11-06,0,2,1,0,5
ACAPULCO,2021-11-07,0,2,0,0,3
ACAPULCO,2021-11-09,0,2,0,0,3
ACAPULCO,2021-11-10,0,1,0,0,1
ACAPULCO,2021-11-11,1,1,0,0,NA
ACAPULCO,2021-11-13,1,3,0,0,6
ACAPULCO,2021-11-14,0,2,0,0,3
ACAPULCO,2021-11-15,1,1,0,0,4
ACAPULCO,2021-11-16,0,3,1,0,6
ACAPULCO,2021-11-17,1,2,2,0,7
ACAPULCO,2021-11-18,1,1,1,0,5
ACAPULCO,2021-11-19,0,0,2,0,3
ACAPULCO,2021-11-20,0,3,0,0,4
ACAPULCO,2021-11-21,0,1,0,0,1
ACAPULCO,2021-11-22,0,1,0,0,2
ACAPULCO,2021-11-25,0,2,2,0,9
ACAPULCO,2021-11-26,0,1,0,0,NA
ACAPULCO,2021-11-27,0,1,0,0,2
ACAPULCO,2021-11-28,0,1,0,0,2
ACAPULCO,2021-11-30,2,4,0,0,10
ACAPULCO,2021-12-01,0,0,2,0,NA
ACAPULCO,2021-12-02,1,1,0,0,4
ACAPULCO,2021-12-03,1,2,0,0,NA
ACAPULCO,2021-12-04,0,1,0,0,1
ACAPULCO,2021-12-06,0,3,0,0,NA
ACAPULCO,2021-12-07,0,1,1,0,3
ACAPULCO,2021-12-08,0,1,0,0,2
ACAPULCO,2021-12-10,0,1,0,0,2
ACAPULCO,2021-12-11,1,1,1,0,4
ACAPULCO,2021-12-12,0,1,0,0,2
ACAPULCO,2021-12-14,1,2,0,0,5
ACAPULCO,2021-12-15,0,3,0,0,5
ACAPULCO,2021-12-16,0,1,0,0,NA
ACAPULCO,2021-12-17,0,1,0,0,2
ACAPULCO,2021-12-18,2,2,0,0,8
ACAPULCO,2021-12-20,0,1,0,0,2
ACAPULCO,2021-12-21,0,2,0,0,NA
ACAPULCO,2021-12-22,2,2,0,0,7
ACAPULCO,2021-12-23,0,6,2,0,14
ACAPULCO,2021-12-28,1,0,0,0,2
ACAPULCO,2021-12-29,0,3,0,0,5
ACAPULCO,2021-12-30,0,1,0,0,2
ACAPULCO,2021-12-31,0,1,0,0,2
ACAPULCO,2022-01-01,0,1,0,0,7
ACAPULCO,2022-01-03,0,2,0,0,4
ACAPULCO,2022-01-04,0,2,0,0,NA
ACAPULCO,2022-01-05,0,1,1,0,4
ACAPULCO,2022-01-07,0,1,0,0,2
ACAPULCO,2022-01-10,0,0,1,0,NA
ACAPULCO,2022-01-11,0,1,0,0,2
ACAPULCO,2022-01-12,0,3,0,0,6
ACAPULCO,2022-01-13,1,1,0,0,4
ACAPULCO,2022-01-14,1,2,0,0,5
ACAPULCO,2022-01-15,0,2,0,0,3
ACAPULCO,2022-01-17,0,1,0,0,2
ACAPULCO,2022-01-18,0,2,0,0,3
ACAPULCO,2022-01-19,0,1,1,0,4
ACAPULCO,2022-01-20,0,1,0,1,4
ACAPULCO,2022-01-21,0,2,0,0,3
ACAPULCO,2022-01-22,0,1,0,0,2
ACAPULCO,2022-01-25,0,2,0,0,5
ACAPULCO,2022-01-26,0,1,0,0,2
ACAPULCO,2022-01-29,0,1,0,0,3
ACAPULCO,2022-01-30,0,0,1,0,2
ACAPULCO,2022-02-01,0,1,0,0,2
ACAPULCO,2022-02-04,0,1,0,0,2
ACAPULCO,2022-02-05,0,1,0,0,2
ACAPULCO,2022-02-06,1,2,0,0,4
ACAPULCO,2022-02-10,0,1,0,0,2
ACAPULCO,2022-02-11,0,1,0,0,2
ACAPULCO,2022-02-13,0,1,0,0,2
ACAPULCO,2022-02-15,1,0,0,0,2
ACAPULCO,2022-02-16,0,3,0,0,5
ACAPULCO,2022-02-17,0,1,1,0,4
ACAPULCO,2022-02-18,0,2,0,0,4
ACAPULCO,2022-02-21,0,1,0,0,2
ACAPULCO,2022-02-22,1,0,0,0,2
ACAPULCO,2022-02-24,0,0,1,0,2
ACAPULCO,2022-02-26,0,1,0,0,2
ACAPULCO,2022-02-27,0,1,0,0,2
ACAPULCO,2022-03-02,1,0,1,0,5
ACAPULCO,2022-03-03,0,2,0,0,4
ACAPULCO,2022-03-04,1,0,0,0,2
ACAPULCO,2022-03-05,0,1,0,0,2
ACAPULCO,2022-03-08,0,1,0,0,3
ACAPULCO,2022-03-09,1,0,0,0,2
ACAPULCO,2022-03-11,0,1,0,0,2
ACAPULCO,2022-03-12,0,1,0,0,2
ACAPULCO,2022-03-13,0,1,0,0,3
ACAPULCO,2022-03-15,0,1,0,0,2
ACAPULCO,2022-03-16,0,2,1,0,7
ACAPULCO,2022-03-17,1,1,0,0,5
ACAPULCO,2022-03-20,0,2,0,0,5
ACAPULCO,2022-03-24,0,2,0,0,NA
ACAPULCO,2022-03-26,1,2,0,0,7
ACAPULCO,2022-03-27,0,1,0,0,3
ACAPULCO,2022-03-29,0,1,0,0,NA
ACAPULCO,2022-03-30,0,3,0,0,6
ACAPULCO,2022-03-31,0,1,0,0,2
AEROPUERTO,2021-08-16,2,7,5,0,8
AEROPUERTO,2021-08-17,2,14,5,0,12
AEROPUERTO,2021-08-18,1,25,7,0,17
AEROPUERTO,2021-08-19,3,30,10,1,23
AEROPUERTO,2021-08-20,5,20,6,0,15
AEROPUERTO,2021-08-21,2,9,8,0,10
AEROPUERTO,2021-08-22,3,20,6,0,18
AEROPUERTO,2021-08-23,3,14,8,0,13
AEROPUERTO,2021-08-24,4,16,11,0,17
AEROPUERTO,2021-08-25,6,24,11,2,20
AEROPUERTO,2021-08-26,4,21,3,0,14
AEROPUERTO,2021-08-27,1,13,5,0,9
AEROPUERTO,2021-08-28,6,21,8,0,20
AEROPUERTO,2021-08-29,3,10,3,1,11
AEROPUERTO,2021-08-30,1,25,13,0,20
AEROPUERTO,2021-08-31,2,20,3,1,15
AEROPUERTO,2021-09-01,3,26,14,0,20
AEROPUERTO,2021-09-02,4,21,13,0,21
AEROPUERTO,2021-09-03,2,23,16,0,22
AEROPUERTO,2021-09-04,2,21,10,0,21
AEROPUERTO,2021-09-05,1,13,3,0,13
AEROPUERTO,2021-09-06,6,28,14,0,24
AEROPUERTO,2021-09-07,3,27,12,0,19
AEROPUERTO,2021-09-08,1,48,13,1,21
AEROPUERTO,2021-09-09,5,30,14,3,21
AEROPUERTO,2021-09-10,1,23,5,2,15
AEROPUERTO,2021-09-11,1,17,8,0,14
AEROPUERTO,2021-09-12,0,13,8,0,13
AEROPUERTO,2021-09-13,2,20,8,1,17
AEROPUERTO,2021-09-14,4,18,12,0,15
AEROPUERTO,2021-09-15,1,18,9,1,13
AEROPUERTO,2021-09-16,0,16,5,0,11
AEROPUERTO,2021-09-17,6,10,3,0,10
AEROPUERTO,2021-09-18,2,7,4,0,7
AEROPUERTO,2021-09-19,1,6,4,0,6
AEROPUERTO,2021-09-20,0,5,3,0,4
AEROPUERTO,2021-09-21,1,10,3,0,8
AEROPUERTO,2021-09-22,2,8,1,0,6
AEROPUERTO,2021-09-23,0,10,4,0,7
AEROPUERTO,2021-09-24,1,11,3,0,6
AEROPUERTO,2021-09-25,2,10,0,0,6
AEROPUERTO,2021-09-26,2,6,5,0,8
AEROPUERTO,2021-09-27,2,5,8,0,9
AEROPUERTO,2021-09-28,1,10,6,0,9
AEROPUERTO,2021-09-29,2,4,1,0,4
AEROPUERTO,2021-09-30,1,6,1,0,4
AEROPUERTO,2021-10-01,3,10,4,0,9
AEROPUERTO,2021-10-02,2,11,4,1,9
AEROPUERTO,2021-10-03,2,5,4,0,6
AEROPUERTO,2021-10-04,3,11,2,1,9
AEROPUERTO,2021-10-05,0,8,3,1,7
AEROPUERTO,2021-10-06,1,4,0,2,4
AEROPUERTO,2021-10-07,1,6,3,0,5
AEROPUERTO,2021-10-08,1,9,1,0,6
AEROPUERTO,2021-10-09,3,1,0,0,2
AEROPUERTO,2021-10-10,2,6,0,0,5
AEROPUERTO,2021-10-11,2,9,0,0,6
AEROPUERTO,2021-10-12,1,14,3,0,9
AEROPUERTO,2021-10-13,1,10,2,0,7
AEROPUERTO,2021-10-14,4,12,4,0,10
AEROPUERTO,2021-10-15,0,13,3,0,9
AEROPUERTO,2021-10-16,4,22,5,0,14
AEROPUERTO,2021-10-17,1,16,4,0,9
AEROPUERTO,2021-10-18,1,10,7,0,8
AEROPUERTO,2021-10-19,2,12,5,0,9
AEROPUERTO,2021-10-20,1,8,2,0,7
AEROPUERTO,2021-10-21,3,8,3,0,6
AEROPUERTO,2021-10-22,1,16,2,0,8
AEROPUERTO,2021-10-23,2,10,1,1,6
AEROPUERTO,2021-10-24,1,11,1,0,8
AEROPUERTO,2021-10-25,1,5,5,0,5
AEROPUERTO,2021-10-26,3,19,5,0,10
AEROPUERTO,2021-10-27,7,20,5,1,14
AEROPUERTO,2021-10-28,3,12,5,0,9
AEROPUERTO,2021-10-29,4,11,5,1,9
AEROPUERTO,2021-10-30,3,18,1,0,11
AEROPUERTO,2021-10-31,3,9,3,1,8
AEROPUERTO,2021-11-01,1,9,0,0,5
AEROPUERTO,2021-11-02,1,10,6,0,8
AEROPUERTO,2021-11-03,4,14,3,0,10
AEROPUERTO,2021-11-04,1,10,1,1,6
AEROPUERTO,2021-11-05,0,11,1,0,6
AEROPUERTO,2021-11-06,2,22,15,1,18
AEROPUERTO,2021-11-07,3,16,5,1,10
AEROPUERTO,2021-11-08,6,12,2,2,11
AEROPUERTO,2021-11-09,3,15,6,0,12
AEROPUERTO,2021-11-10,3,7,1,0,5
AEROPUERTO,2021-11-11,4,15,3,0,NA
AEROPUERTO,2021-11-12,1,16,6,0,10
AEROPUERTO,2021-11-13,0,14,5,0,8
AEROPUERTO,2021-11-14,2,7,3,1,6
AEROPUERTO,2021-11-15,5,9,4,0,7
AEROPUERTO,2021-11-16,4,10,4,0,7
AEROPUERTO,2021-11-17,2,26,6,0,12
AEROPUERTO,2021-11-18,7,12,6,0,11
AEROPUERTO,2021-11-19,4,17,5,1,11
AEROPUERTO,2021-11-20,2,9,4,2,8
AEROPUERTO,2021-11-21,4,15,2,0,11
AEROPUERTO,2021-11-22,1,10,6,0,7
AEROPUERTO,2021-11-23,2,14,4,0,9
AEROPUERTO,2021-11-24,1,11,7,0,8
AEROPUERTO,2021-11-25,2,12,2,0,6
AEROPUERTO,2021-11-26,1,13,7,1,NA
AEROPUERTO,2021-11-27,1,12,13,0,12
AEROPUERTO,2021-11-28,4,12,5,0,11
AEROPUERTO,2021-11-29,5,21,5,1,12
AEROPUERTO,2021-11-30,3,23,12,0,15
AEROPUERTO,2021-12-01,3,22,5,1,NA
AEROPUERTO,2021-12-02,5,15,6,0,13
AEROPUERTO,2021-12-03,1,7,3,0,NA
AEROPUERTO,2021-12-04,3,8,2,0,7
AEROPUERTO,2021-12-05,1,5,1,0,4
AEROPUERTO,2021-12-06,3,11,5,0,NA
AEROPUERTO,2021-12-07,0,11,0,0,6
AEROPUERTO,2021-12-08,2,6,3,0,7
AEROPUERTO,2021-12-09,3,9,2,0,8
AEROPUERTO,2021-12-10,3,10,3,1,10
AEROPUERTO,2021-12-11,5,8,1,0,9
AEROPUERTO,2021-12-12,1,7,4,0,9
AEROPUERTO,2021-12-13,0,10,1,1,7
AEROPUERTO,2021-12-14,2,8,5,0,8
AEROPUERTO,2021-12-15,1,8,1,0,5
AEROPUERTO,2021-12-16,3,11,2,0,NA
AEROPUERTO,2021-12-17,1,6,7,0,7
AEROPUERTO,2021-12-18,1,7,1,0,5
AEROPUERTO,2021-12-19,0,7,3,0,6
AEROPUERTO,2021-12-20,2,9,1,1,7
AEROPUERTO,2021-12-21,1,8,3,0,NA
AEROPUERTO,2021-12-22,0,6,2,0,4
AEROPUERTO,2021-12-23,1,16,3,0,10
AEROPUERTO,2021-12-24,1,4,1,0,4
AEROPUERTO,2021-12-25,3,5,2,0,11
AEROPUERTO,2021-12-26,1,6,1,0,5
AEROPUERTO,2021-12-27,0,3,1,0,2
AEROPUERTO,2021-12-28,2,5,0,0,4
AEROPUERTO,2021-12-29,2,10,5,0,9
AEROPUERTO,2021-12-30,2,14,7,0,12
AEROPUERTO,2021-12-31,0,6,2,0,6
AEROPUERTO,2022-01-01,2,2,0,0,5
AEROPUERTO,2022-01-02,0,9,1,0,7
AEROPUERTO,2022-01-03,0,4,0,0,3
AEROPUERTO,2022-01-04,1,3,2,0,NA
AEROPUERTO,2022-01-05,2,5,1,0,5
AEROPUERTO,2022-01-06,2,9,5,1,10
AEROPUERTO,2022-01-07,3,5,1,0,5
AEROPUERTO,2022-01-08,1,4,1,0,4
AEROPUERTO,2022-01-09,0,6,0,0,5
AEROPUERTO,2022-01-10,1,11,2,0,NA
AEROPUERTO,2022-01-11,2,4,2,0,4
AEROPUERTO,2022-01-12,3,8,6,0,9
AEROPUERTO,2022-01-13,1,8,1,0,4
AEROPUERTO,2022-01-14,2,13,2,0,9
AEROPUERTO,2022-01-15,4,11,3,0,8
AEROPUERTO,2022-01-16,1,5,3,0,NA
AEROPUERTO,2022-01-17,2,13,3,0,8
AEROPUERTO,2022-01-18,7,12,3,0,10
AEROPUERTO,2022-01-19,2,12,1,0,8
AEROPUERTO,2022-01-20,1,17,5,0,10
AEROPUERTO,2022-01-21,5,13,3,1,8
AEROPUERTO,2022-01-22,2,17,4,0,11
AEROPUERTO,2022-01-23,1,9,1,0,6
AEROPUERTO,2022-01-24,0,9,0,0,5
AEROPUERTO,2022-01-25,2,6,1,0,5
AEROPUERTO,2022-01-26,1,9,1,1,6
AEROPUERTO,2022-01-27,1,8,1,0,5
AEROPUERTO,2022-01-28,0,6,1,1,4
AEROPUERTO,2022-01-29,2,13,3,0,10
AEROPUERTO,2022-01-30,0,3,2,0,3
AEROPUERTO,2022-01-31,4,7,4,1,9
AEROPUERTO,2022-02-01,2,12,3,1,10
AEROPUERTO,2022-02-02,1,13,5,1,10
AEROPUERTO,2022-02-03,2,19,5,0,14
AEROPUERTO,2022-02-04,1,4,5,0,6
AEROPUERTO,2022-02-05,2,3,0,0,2
AEROPUERTO,2022-02-06,1,3,0,0,2
AEROPUERTO,2022-02-07,1,4,0,0,3
AEROPUERTO,2022-02-08,0,4,1,0,3
AEROPUERTO,2022-02-09,0,7,1,0,5
AEROPUERTO,2022-02-10,2,15,5,0,14
AEROPUERTO,2022-02-11,4,9,0,0,8
AEROPUERTO,2022-02-12,3,6,1,0,6
AEROPUERTO,2022-02-13,3,3,2,0,6
AEROPUERTO,2022-02-14,1,12,1,0,9
AEROPUERTO,2022-02-15,1,8,4,0,9
AEROPUERTO,2022-02-16,2,14,4,0,12
AEROPUERTO,2022-02-17,1,18,5,1,12
AEROPUERTO,2022-02-18,4,13,5,0,12
AEROPUERTO,2022-02-19,4,17,7,1,13
AEROPUERTO,2022-02-20,3,10,1,0,7
AEROPUERTO,2022-02-21,4,9,12,0,13
AEROPUERTO,2022-02-22,1,17,7,0,13
AEROPUERTO,2022-02-23,0,19,2,0,NA
AEROPUERTO,2022-02-24,2,11,0,0,7
AEROPUERTO,2022-02-25,3,13,7,1,13
AEROPUERTO,2022-02-26,0,6,3,0,5
AEROPUERTO,2022-02-27,0,4,0,0,2
AEROPUERTO,2022-02-28,1,16,3,0,10
AEROPUERTO,2022-03-01,1,17,3,1,13
AEROPUERTO,2022-03-02,4,16,4,1,13
AEROPUERTO,2022-03-03,1,14,4,0,10
AEROPUERTO,2022-03-04,4,8,2,0,7
AEROPUERTO,2022-03-05,4,6,1,0,6
AEROPUERTO,2022-03-06,2,4,2,0,6
AEROPUERTO,2022-03-07,1,8,1,0,7
AEROPUERTO,2022-03-08,4,8,1,0,9
AEROPUERTO,2022-03-09,0,20,1,0,14
AEROPUERTO,2022-03-10,1,6,2,0,5
AEROPUERTO,2022-03-11,1,1,0,0,1
AEROPUERTO,2022-03-12,2,5,1,0,5
AEROPUERTO,2022-03-13,0,3,0,0,3
AEROPUERTO,2022-03-14,0,6,0,1,4
AEROPUERTO,2022-03-15,0,2,5,0,4
AEROPUERTO,2022-03-16,2,8,1,0,6
AEROPUERTO,2022-03-17,0,10,1,0,6
AEROPUERTO,2022-03-18,1,6,0,0,4
AEROPUERTO,2022-03-19,1,8,0,0,6
AEROPUERTO,2022-03-20,2,4,1,0,5
AEROPUERTO,2022-03-21,1,4,1,0,5
AEROPUERTO,2022-03-22,0,10,0,0,7
AEROPUERTO,2022-03-23,1,7,2,1,6
AEROPUERTO,2022-03-24,1,6,0,0,NA
AEROPUERTO,2022-03-25,3,10,1,0,8
AEROPUERTO,2022-03-26,1,7,2,0,6
AEROPUERTO,2022-03-27,1,4,0,0,3
AEROPUERTO,2022-03-28,0,4,0,0,3
AEROPUERTO,2022-03-29,4,5,2,0,NA
AEROPUERTO,2022-03-30,2,15,3,0,13
AEROPUERTO,2022-03-31,3,13,5,1,13
AGUASCALIENTES,2021-08-16,0,6,0,1,4
AGUASCALIENTES,2021-08-17,1,7,0,0,4
AGUASCALIENTES,2021-08-18,0,5,0,0,2
AGUASCALIENTES,2021-08-19,0,3,0,0,2
AGUASCALIENTES,2021-08-20,0,4,2,0,3
AGUASCALIENTES,2021-08-21,1,6,3,0,5
AGUASCALIENTES,2021-08-22,0,5,1,0,4
AGUASCALIENTES,2021-08-23,2,7,2,0,5
AGUASCALIENTES,2021-08-24,0,2,2,0,2
AGUASCALIENTES,2021-08-25,3,4,0,1,4
AGUASCALIENTES,2021-08-26,0,5,0,0,3
AGUASCALIENTES,2021-08-27,2,4,0,0,3
AGUASCALIENTES,2021-08-28,1,5,3,0,5
AGUASCALIENTES,2021-08-29,0,4,0,0,3
AGUASCALIENTES,2021-08-30,4,4,0,0,4
AGUASCALIENTES,2021-08-31,2,6,2,1,5
AGUASCALIENTES,2021-09-01,1,5,2,2,5
AGUASCALIENTES,2021-09-02,0,7,1,0,4
AGUASCALIENTES,2021-09-03,1,8,3,0,6
AGUASCALIENTES,2021-09-04,3,14,4,0,9
AGUASCALIENTES,2021-09-05,3,8,2,0,7
AGUASCALIENTES,2021-09-06,4,16,4,0,10
AGUASCALIENTES,2021-09-07,2,17,9,1,11
AGUASCALIENTES,2021-09-08,1,18,3,0,9
AGUASCALIENTES,2021-09-09,4,20,3,0,11
AGUASCALIENTES,2021-09-10,2,11,6,1,9
AGUASCALIENTES,2021-09-11,0,12,2,1,6
AGUASCALIENTES,2021-09-12,0,6,5,0,6
AGUASCALIENTES,2021-09-13,2,14,2,1,8
AGUASCALIENTES,2021-09-14,1,12,4,0,6
AGUASCALIENTES,2021-09-15,1,5,4,0,5
AGUASCALIENTES,2021-09-16,0,4,4,4,7
AGUASCALIENTES,2021-09-17,0,4,1,0,2
AGUASCALIENTES,2021-09-18,1,4,1,0,3
AGUASCALIENTES,2021-09-19,0,4,1,0,4
AGUASCALIENTES,2021-09-20,0,10,1,0,5
AGUASCALIENTES,2021-09-21,0,13,0,0,6
AGUASCALIENTES,2021-09-22,0,9,0,0,4
AGUASCALIENTES,2021-09-23,0,10,2,0,5
AGUASCALIENTES,2021-09-24,0,7,2,0,4
AGUASCALIENTES,2021-09-25,0,3,1,1,2
AGUASCALIENTES,2021-09-26,1,6,0,0,5
AGUASCALIENTES,2021-09-27,2,13,1,0,7
AGUASCALIENTES,2021-09-28,1,5,2,0,3
AGUASCALIENTES,2021-09-29,0,1,0,0,0
AGUASCALIENTES,2021-09-30,0,6,1,1,4
AGUASCALIENTES,2021-10-01,0,6,1,0,3
AGUASCALIENTES,2021-10-02,1,7,1,1,5
AGUASCALIENTES,2021-10-03,1,11,3,1,12
AGUASCALIENTES,2021-10-04,0,7,1,3,6
AGUASCALIENTES,2021-10-05,0,8,0,0,3
AGUASCALIENTES,2021-10-06,0,4,0,1,2
AGUASCALIENTES,2021-10-07,1,6,0,0,3
AGUASCALIENTES,2021-10-08,0,2,1,0,1
AGUASCALIENTES,2021-10-09,1,4,1,0,3
AGUASCALIENTES,2021-10-10,1,0,0,0,1
AGUASCALIENTES,2021-10-11,0,2,1,0,2
AGUASCALIENTES,2021-10-12,1,2,0,0,2
AGUASCALIENTES,2021-10-13,1,2,0,0,2
AGUASCALIENTES,2021-10-14,1,10,0,2,6
AGUASCALIENTES,2021-10-15,1,2,1,0,2
AGUASCALIENTES,2021-10-16,1,3,1,0,3
AGUASCALIENTES,2021-10-17,1,4,0,0,4
AGUASCALIENTES,2021-10-18,1,0,1,1,2
AGUASCALIENTES,2021-10-19,2,3,0,0,2
AGUASCALIENTES,2021-10-20,1,1,0,0,1
AGUASCALIENTES,2021-10-21,1,2,0,0,1
AGUASCALIENTES,2021-10-22,1,8,1,0,5
AGUASCALIENTES,2021-10-23,0,7,0,1,4
AGUASCALIENTES,2021-10-24,2,2,0,0,2
AGUASCALIENTES,2021-10-25,0,7,0,0,3
AGUASCALIENTES,2021-10-26,2,5,0,0,3
AGUASCALIENTES,2021-10-27,1,4,0,0,2
AGUASCALIENTES,2021-10-28,1,2,0,0,1
AGUASCALIENTES,2021-10-29,1,3,0,1,3
AGUASCALIENTES,2021-10-30,0,6,0,1,4
AGUASCALIENTES,2021-11-01,1,2,0,0,2
AGUASCALIENTES,2021-11-02,2,3,0,0,3
AGUASCALIENTES,2021-11-03,0,6,0,0,3
AGUASCALIENTES,2021-11-04,0,3,1,0,2
AGUASCALIENTES,2021-11-05,0,4,1,0,3
AGUASCALIENTES,2021-11-06,0,2,1,0,2
AGUASCALIENTES,2021-11-07,0,1,0,0,1
AGUASCALIENTES,2021-11-08,1,1,0,0,1
AGUASCALIENTES,2021-11-09,1,3,0,1,3
AGUASCALIENTES,2021-11-10,0,2,1,2,2
AGUASCALIENTES,2021-11-11,2,3,0,0,NA
AGUASCALIENTES,2021-11-12,0,3,1,1,2
AGUASCALIENTES,2021-11-13,1,4,1,0,3
AGUASCALIENTES,2021-11-14,0,1,0,0,1
AGUASCALIENTES,2021-11-15,0,6,0,0,3
AGUASCALIENTES,2021-11-16,0,4,1,0,2
AGUASCALIENTES,2021-11-17,0,3,1,0,2
AGUASCALIENTES,2021-11-18,1,2,0,0,1
AGUASCALIENTES,2021-11-19,0,2,1,0,1
AGUASCALIENTES,2021-11-20,1,3,4,0,4
AGUASCALIENTES,2021-11-21,0,3,0,0,3
AGUASCALIENTES,2021-11-22,0,2,0,0,1
AGUASCALIENTES,2021-11-23,4,5,1,1,5
AGUASCALIENTES,2021-11-24,1,2,0,0,1
AGUASCALIENTES,2021-11-25,1,3,0,0,2
AGUASCALIENTES,2021-11-26,0,6,0,0,NA
AGUASCALIENTES,2021-11-27,2,5,0,0,4
AGUASCALIENTES,2021-11-28,0,3,0,0,2
AGUASCALIENTES,2021-11-29,0,4,1,0,2
AGUASCALIENTES,2021-11-30,0,4,0,0,2
AGUASCALIENTES,2021-12-01,0,2,0,0,NA
AGUASCALIENTES,2021-12-02,2,7,0,0,5
AGUASCALIENTES,2021-12-03,2,3,0,0,NA
AGUASCALIENTES,2021-12-04,3,7,1,0,5
AGUASCALIENTES,2021-12-05,1,2,1,0,4
AGUASCALIENTES,2021-12-06,1,9,3,0,NA
AGUASCALIENTES,2021-12-07,0,4,3,0,3
AGUASCALIENTES,2021-12-08,1,7,7,0,5
AGUASCALIENTES,2021-12-09,4,7,5,0,7
AGUASCALIENTES,2021-12-10,1,9,3,0,6
AGUASCALIENTES,2021-12-11,4,0,0,0,2
AGUASCALIENTES,2021-12-12,0,1,0,0,1
AGUASCALIENTES,2021-12-13,0,4,1,0,2
AGUASCALIENTES,2021-12-14,2,6,2,0,5
AGUASCALIENTES,2021-12-15,1,6,2,0,4
AGUASCALIENTES,2021-12-16,0,5,4,1,NA
AGUASCALIENTES,2021-12-17,0,7,1,0,4
AGUASCALIENTES,2021-12-18,0,10,0,2,6
AGUASCALIENTES,2021-12-19,1,1,0,0,1
AGUASCALIENTES,2021-12-20,0,3,1,0,2
AGUASCALIENTES,2021-12-21,1,1,0,0,NA
AGUASCALIENTES,2021-12-22,0,2,1,0,2
AGUASCALIENTES,2021-12-23,0,1,2,0,1
AGUASCALIENTES,2021-12-24,0,4,2,0,4
AGUASCALIENTES,2021-12-25,0,2,0,0,3
AGUASCALIENTES,2021-12-26,0,3,0,0,3
AGUASCALIENTES,2021-12-27,0,3,0,0,2
AGUASCALIENTES,2021-12-28,0,4,1,0,2
AGUASCALIENTES,2021-12-29,1,10,1,0,5
AGUASCALIENTES,2021-12-30,1,11,5,0,7
AGUASCALIENTES,2021-12-31,0,9,2,0,6
AGUASCALIENTES,2022-01-01,2,3,1,0,4
AGUASCALIENTES,2022-01-02,0,4,0,0,2
