DESPACHO CENTRALIZADO,DISTRITO,FechaF,Asignaciones_totales,Asignaciones_automaticas,Asigmacion_manual,%AA
SI,CANCUN 1,2023-01-16,106,84,22,0.79245
SI,CANCUN 1,2023-01-17,114,97,17,0.85088
SI,CANCUN 1,2023-01-18,111,94,17,0.84685
SI,CANCUN 1,2023-01-19,113,97,16,0.85841
SI,CANCUN 1,2023-01-20,100,86,14,0.86
SI,CANCUN 1,2023-01-21,110,92,18,0.83636
SI,CANCUN 1,2023-01-22,84,68,16,0.80952
SI,CANCUN 1,2023-01-23,120,90,30,0.75
SI,CANCUN 1,2023-01-24,103,85,18,0.82524
SI,CANCUN 1,2023-01-25,118,86,32,0.72881
SI,CANCUN 1,2023-01-26,118,89,29,0.75424
SI,CANCUN 1,2023-01-27,90,65,25,0.72222
SI,CANCUN 1,2023-01-28,120,102,18,0.85
SI,CANCUN 1,2023-01-29,98,84,14,0.85714
SI,CANCUN 1,2023-01-30,130,102,28,0.78462
SI,CANCUN 1,2023-01-31,125,97,28,0.776
SI,CANCUN 1,2023-02-01,127,102,25,0.80315
SI,CANCUN 1,2023-02-02,116,92,24,0.7931
SI,CANCUN 1,2023-02-03,114,95,19,0.83333
SI,CANCUN 1,2023-02-04,109,82,27,0.75229
SI,CANCUN 1,2023-02-05,92,79,13,0.8587
SI,CANCUN 1,2023-02-06,133,111,22,0.83459
SI,CANCUN 1,2023-02-07,140,102,38,0.72857
SI,CANCUN 1,2023-02-08,127,94,33,0.74016
SI,CANCUN 1,2023-02-09,125,93,32,0.744
SI,CANCUN 1,2023-02-10,117,83,34,0.7094
SI,CANCUN 1,2023-02-11,116,86,30,0.74138
SI,CANCUN 1,2023-02-12,107,85,22,0.79439
SI,CANCUN 1,2023-02-13,119,92,27,0.77311
SI,CANCUN 1,2023-02-14,134,103,31,0.76866
SI,CANCUN 1,2023-02-15,116,96,20,0.82759
SI,CANCUN 1,2023-02-16,114,79,35,0.69298
SI,CANCUN 1,2023-02-17,116,103,13,0.88793
SI,CANCUN 1,2023-02-18,138,116,22,0.84058
SI,CANCUN 1,2023-02-19,90,76,14,0.84444
SI,CANCUN 1,2023-02-20,125,103,22,0.824
SI,CANCUN 1,2023-02-21,114,93,21,0.81579
SI,CANCUN 1,2023-02-22,114,90,24,0.78947
SI,CANCUN 1,2023-02-23,95,72,23,0.75789
SI,CANCUN 1,2023-02-24,90,76,14,0.84444
SI,CANCUN 1,2023-02-25,101,65,36,0.64356
SI,CANCUN 1,2023-02-26,79,59,20,0.74684
SI,CANCUN 1,2023-02-27,109,89,20,0.81651
SI,CANCUN 1,2023-02-28,110,93,17,0.84545
SI,CANCUN 1,2023-03-01,121,97,24,0.80165
SI,CANCUN 1,2023-03-02,102,84,18,0.82353
SI,CANCUN 1,2023-03-03,112,94,18,0.83929
SI,CANCUN 1,2023-03-04,109,98,11,0.89908
SI,CANCUN 1,2023-03-05,93,71,22,0.76344
SI,CANCUN 1,2023-03-06,141,111,30,0.78723
SI,CANCUN 1,2023-03-07,142,129,13,0.90845
SI,CANCUN 1,2023-03-08,127,99,28,0.77953
SI,CANCUN 1,2023-03-09,150,125,25,0.83333
SI,CANCUN 1,2023-03-10,134,112,22,0.83582
SI,CANCUN 1,2023-03-11,128,98,30,0.76562
SI,CANCUN 1,2023-03-12,115,78,37,0.67826
SI,CANCUN 1,2023-03-13,109,65,44,0.59633
SI,CANCUN 1,2023-03-14,106,86,20,0.81132
SI,CANCUN 1,2023-03-15,98,84,14,0.85714
SI,CANCUN 1,2023-03-16,92,85,7,0.92391
SI,CANCUN 1,2023-03-17,87,75,12,0.86207
SI,CANCUN 1,2023-03-18,105,101,4,0.9619
SI,CANCUN 1,2023-03-19,82,75,7,0.91463
SI,CANCUN 1,2023-03-20,123,95,28,0.77236
SI,CANCUN 1,2023-03-21,106,80,26,0.75472
SI,CANCUN 1,2023-03-22,132,113,19,0.85606
SI,CANCUN 1,2023-03-23,124,105,19,0.84677
SI,CANCUN 1,2023-03-24,115,102,13,0.88696
SI,CANCUN 1,2023-03-25,107,98,9,0.91589
SI,CANCUN 1,2023-03-26,108,92,16,0.85185
SI,CANCUN 1,2023-03-27,92,76,16,0.82609
SI,CANCUN 1,2023-03-28,106,96,10,0.90566
SI,CANCUN 1,2023-03-29,93,69,24,0.74194
SI,CANCUN 1,2023-03-30,92,82,10,0.8913
SI,CANCUN 1,2023-03-31,92,79,13,0.8587
SI,CANCUN 1,2023-04-01,62,55,7,0.8871
SI,CANCUN 1,2023-04-02,66,56,10,0.84848
SI,CANCUN 1,2023-04-03,117,100,17,0.8547
SI,CANCUN 1,2023-04-04,132,103,29,0.7803
SI,CANCUN 1,2023-04-05,118,77,41,0.65254
SI,CANCUN 1,2023-04-06,103,68,35,0.66019
SI,CANCUN 1,2023-04-07,113,67,46,0.59292
SI,CANCUN 1,2023-04-08,97,67,30,0.69072
SI,CANCUN 1,2023-04-09,80,57,23,0.7125
SI,CANCUN 1,2023-04-10,95,50,45,0.52632
SI,CANCUN 1,2023-04-11,114,97,17,0.85088
SI,CANCUN 2,2023-01-01,21,21,0,1
SI,CANCUN 2,2023-01-02,77,77,0,1
SI,CANCUN 2,2023-01-03,78,78,0,1
SI,CANCUN 2,2023-01-04,100,100,0,1
SI,CANCUN 2,2023-01-05,90,88,2,0.97778
SI,CANCUN 2,2023-01-06,83,81,2,0.9759
SI,CANCUN 2,2023-01-07,80,75,5,0.9375
SI,CANCUN 2,2023-01-08,84,83,1,0.9881
SI,CANCUN 2,2023-01-09,83,77,6,0.92771
SI,CANCUN 2,2023-01-10,77,76,1,0.98701
SI,CANCUN 2,2023-01-11,80,77,3,0.9625
SI,CANCUN 2,2023-01-12,95,94,1,0.98947
SI,CANCUN 2,2023-01-13,85,84,1,0.98824
SI,CANCUN 2,2023-01-14,91,86,5,0.94505
SI,CANCUN 2,2023-01-15,60,57,3,0.95
SI,CANCUN 2,2023-01-16,73,71,2,0.9726
SI,CANCUN 2,2023-01-17,72,67,5,0.93056
SI,CANCUN 2,2023-01-18,63,62,1,0.98413
SI,CANCUN 2,2023-01-19,59,54,5,0.91525
SI,CANCUN 2,2023-01-20,69,66,3,0.95652
SI,CANCUN 2,2023-01-21,76,75,1,0.98684
SI,CANCUN 2,2023-01-22,51,43,8,0.84314
SI,CANCUN 2,2023-01-23,85,75,10,0.88235
SI,CANCUN 2,2023-01-24,98,80,18,0.81633
SI,CANCUN 2,2023-01-25,89,68,21,0.76404
SI,CANCUN 2,2023-01-26,97,91,6,0.93814
SI,CANCUN 2,2023-01-27,77,63,14,0.81818
SI,CANCUN 2,2023-01-28,87,82,5,0.94253
SI,CANCUN 2,2023-01-29,74,58,16,0.78378
SI,CANCUN 2,2023-01-30,91,82,9,0.9011
SI,CANCUN 2,2023-01-31,96,83,13,0.86458
SI,CANCUN 2,2023-02-01,91,79,12,0.86813
SI,CANCUN 2,2023-02-02,86,73,13,0.84884
SI,CANCUN 2,2023-02-03,89,83,6,0.93258
SI,CANCUN 2,2023-02-04,73,64,9,0.87671
SI,CANCUN 2,2023-02-05,65,55,10,0.84615
SI,CANCUN 2,2023-02-06,66,48,18,0.72727
SI,CANCUN 2,2023-02-07,88,81,7,0.92045
SI,CANCUN 2,2023-02-08,84,68,16,0.80952
SI,CANCUN 2,2023-02-09,78,57,21,0.73077
SI,CANCUN 2,2023-02-10,82,64,18,0.78049
SI,CANCUN 2,2023-02-11,106,85,21,0.80189
SI,CANCUN 2,2023-02-12,90,80,10,0.88889
SI,CANCUN 2,2023-02-13,95,84,11,0.88421
SI,CANCUN 2,2023-02-14,80,60,20,0.75
SI,CANCUN 2,2023-02-15,83,76,7,0.91566
SI,CANCUN 2,2023-02-16,74,74,0,1
SI,CANCUN 2,2023-02-17,66,62,4,0.93939
SI,CANCUN 2,2023-02-18,75,67,8,0.89333
SI,CANCUN 2,2023-02-19,49,34,15,0.69388
SI,CANCUN 2,2023-02-20,76,68,8,0.89474
SI,CANCUN 2,2023-02-21,73,70,3,0.9589
SI,CANCUN 2,2023-02-22,85,79,6,0.92941
SI,CANCUN 2,2023-02-23,82,79,3,0.96341
SI,CANCUN 2,2023-02-24,92,79,13,0.8587
SI,CANCUN 2,2023-02-25,84,76,8,0.90476
SI,CANCUN 2,2023-02-26,64,60,4,0.9375
SI,CANCUN 2,2023-02-27,76,68,8,0.89474
SI,CANCUN 2,2023-02-28,75,70,5,0.93333
SI,CANCUN 2,2023-03-01,68,52,16,0.76471
SI,CANCUN 2,2023-03-02,72,59,13,0.81944
SI,CANCUN 2,2023-03-03,84,74,10,0.88095
SI,CANCUN 2,2023-03-04,75,62,13,0.82667
SI,CANCUN 2,2023-03-05,62,54,8,0.87097
SI,CANCUN 2,2023-03-06,90,75,15,0.83333
SI,CANCUN 2,2023-03-07,90,79,11,0.87778
SI,CANCUN 2,2023-03-08,88,75,13,0.85227
SI,CANCUN 2,2023-03-09,93,81,12,0.87097
SI,CANCUN 2,2023-03-10,76,60,16,0.78947
SI,CANCUN 2,2023-03-11,73,57,16,0.78082
SI,CANCUN 2,2023-03-12,63,59,4,0.93651
SI,CANCUN 2,2023-03-13,82,70,12,0.85366
SI,CANCUN 2,2023-03-14,77,71,6,0.92208
SI,CANCUN 2,2023-03-15,50,49,1,0.98
SI,CANCUN 2,2023-03-16,51,48,3,0.94118
SI,CANCUN 2,2023-03-17,68,61,7,0.89706
SI,CANCUN 2,2023-03-18,60,50,10,0.83333
SI,CANCUN 2,2023-03-19,58,48,10,0.82759
SI,CANCUN 2,2023-03-20,69,60,9,0.86957
SI,CANCUN 2,2023-03-21,74,69,5,0.93243
SI,CANCUN 2,2023-03-22,76,57,19,0.75
SI,CANCUN 2,2023-03-23,68,47,21,0.69118
SI,CANCUN 2,2023-03-24,77,63,14,0.81818
SI,CANCUN 2,2023-03-25,68,60,8,0.88235
SI,CANCUN 2,2023-03-26,53,38,15,0.71698
SI,CANCUN 2,2023-03-27,77,65,12,0.84416
SI,CANCUN 2,2023-03-28,72,62,10,0.86111
SI,CANCUN 2,2023-03-29,69,61,8,0.88406
SI,CANCUN 2,2023-03-30,68,51,17,0.75
SI,CANCUN 2,2023-03-31,54,46,8,0.85185
SI,CANCUN 2,2023-04-01,49,46,3,0.93878
SI,CANCUN 2,2023-04-02,57,53,4,0.92982
SI,CANCUN 2,2023-04-03,58,49,9,0.84483
SI,CANCUN 2,2023-04-04,73,61,12,0.83562
SI,CANCUN 2,2023-04-05,86,71,15,0.82558
SI,CANCUN 2,2023-04-06,99,71,28,0.71717
SI,CANCUN 2,2023-04-07,102,87,15,0.85294
SI,CANCUN 2,2023-04-08,118,96,22,0.81356
SI,CANCUN 2,2023-04-09,95,71,24,0.74737
SI,CANCUN 2,2023-04-10,83,69,14,0.83133
SI,CANCUN 2,2023-04-11,107,83,24,0.7757
SI,CELAYA,2023-01-01,28,28,0,1
SI,CELAYA,2023-01-02,94,84,10,0.89362
SI,CELAYA,2023-01-03,78,62,16,0.79487
SI,CELAYA,2023-01-04,95,82,13,0.86316
SI,CELAYA,2023-01-05,88,74,14,0.84091
SI,CELAYA,2023-01-06,77,77,0,1
SI,CELAYA,2023-01-07,102,89,13,0.87255
SI,CELAYA,2023-01-08,48,40,8,0.83333
SI,CELAYA,2023-01-09,103,89,14,0.86408
SI,CELAYA,2023-01-10,106,95,11,0.89623
SI,CELAYA,2023-01-11,81,60,21,0.74074
SI,CELAYA,2023-01-12,89,87,2,0.97753
SI,CELAYA,2023-01-13,84,83,1,0.9881
SI,CELAYA,2023-01-14,67,66,1,0.98507
SI,CELAYA,2023-01-15,54,54,0,1
SI,CELAYA,2023-01-16,100,99,1,0.99
SI,CELAYA,2023-01-17,89,87,2,0.97753
SI,CELAYA,2023-01-18,82,78,4,0.95122
SI,CELAYA,2023-01-19,75,73,2,0.97333
SI,CELAYA,2023-01-20,82,80,2,0.97561
SI,CELAYA,2023-01-21,85,78,7,0.91765
SI,CELAYA,2023-01-22,47,46,1,0.97872
SI,CELAYA,2023-01-23,66,59,7,0.89394
SI,CELAYA,2023-01-24,68,64,4,0.94118
SI,CELAYA,2023-01-25,74,72,2,0.97297
SI,CELAYA,2023-01-26,70,66,4,0.94286
SI,CELAYA,2023-01-27,84,82,2,0.97619
SI,CELAYA,2023-01-28,85,84,1,0.98824
SI,CELAYA,2023-01-29,51,50,1,0.98039
SI,CELAYA,2023-01-30,83,80,3,0.96386
SI,CELAYA,2023-01-31,99,96,3,0.9697
SI,CELAYA,2023-02-01,106,105,1,0.99057
SI,CELAYA,2023-02-02,108,100,8,0.92593
SI,CELAYA,2023-02-03,67,67,0,1
SI,CELAYA,2023-02-04,84,83,1,0.9881
SI,CELAYA,2023-02-05,53,52,1,0.98113
SI,CELAYA,2023-02-06,96,96,0,1
SI,CELAYA,2023-02-07,81,81,0,1
SI,CELAYA,2023-02-08,67,66,1,0.98507
SI,CELAYA,2023-02-09,77,77,0,1
SI,CELAYA,2023-02-10,89,89,0,1
SI,CELAYA,2023-02-11,84,84,0,1
SI,CELAYA,2023-02-12,53,53,0,1
SI,CELAYA,2023-02-13,63,63,0,1
SI,CELAYA,2023-02-14,85,84,1,0.98824
SI,CELAYA,2023-02-15,82,81,1,0.9878
SI,CELAYA,2023-02-16,84,84,0,1
SI,CELAYA,2023-02-17,76,75,1,0.98684
SI,CELAYA,2023-02-18,95,94,1,0.98947
SI,CELAYA,2023-02-19,60,59,1,0.98333
SI,CELAYA,2023-02-20,68,65,3,0.95588
SI,CELAYA,2023-02-21,66,65,1,0.98485
SI,CELAYA,2023-02-22,56,56,0,1
SI,CELAYA,2023-02-23,72,72,0,1
SI,CELAYA,2023-02-24,89,89,0,1
SI,CELAYA,2023-02-25,92,91,1,0.98913
SI,CELAYA,2023-02-26,50,49,1,0.98
SI,CELAYA,2023-02-27,69,69,0,1
SI,CELAYA,2023-02-28,69,69,0,1
SI,CELAYA,2023-03-01,90,89,1,0.98889
SI,CELAYA,2023-03-02,60,56,4,0.93333
SI,CELAYA,2023-03-03,80,76,4,0.95
SI,CELAYA,2023-03-04,87,81,6,0.93103
SI,CELAYA,2023-03-05,51,44,7,0.86275
SI,CELAYA,2023-03-06,83,73,10,0.87952
SI,CELAYA,2023-03-07,69,63,6,0.91304
SI,CENTRO HISTORICO,2023-01-01,13,13,0,1
SI,CENTRO HISTORICO,2023-01-02,43,41,2,0.95349
SI,CENTRO HISTORICO,2023-01-03,79,78,1,0.98734
SI,CENTRO HISTORICO,2023-01-04,60,60,0,1
SI,CENTRO HISTORICO,2023-01-05,67,66,1,0.98507
SI,CENTRO HISTORICO,2023-01-06,58,57,1,0.98276
SI,CENTRO HISTORICO,2023-01-07,64,63,1,0.98438
SI,CENTRO HISTORICO,2023-01-08,51,48,3,0.94118
SI,CENTRO HISTORICO,2023-01-09,60,59,1,0.98333
SI,CENTRO HISTORICO,2023-01-10,59,59,0,1
SI,CENTRO HISTORICO,2023-01-11,74,71,3,0.95946
SI,CENTRO HISTORICO,2023-01-12,64,62,2,0.96875
SI,CENTRO HISTORICO,2023-01-13,71,71,0,1
SI,CENTRO HISTORICO,2023-01-14,64,61,3,0.95312
SI,CENTRO HISTORICO,2023-01-15,62,61,1,0.98387
SI,CENTRO HISTORICO,2023-01-16,70,68,2,0.97143
SI,CENTRO HISTORICO,2023-01-17,66,64,2,0.9697
SI,CENTRO HISTORICO,2023-01-18,56,55,1,0.98214
SI,CENTRO HISTORICO,2023-01-19,58,55,3,0.94828
SI,CENTRO HISTORICO,2023-01-20,63,54,9,0.85714
SI,CENTRO HISTORICO,2023-01-21,65,60,5,0.92308
SI,CENTRO HISTORICO,2023-01-22,59,58,1,0.98305
SI,CENTRO HISTORICO,2023-01-23,63,61,2,0.96825
SI,CENTRO HISTORICO,2023-01-24,84,79,5,0.94048
SI,CENTRO HISTORICO,2023-01-25,74,73,1,0.98649
SI,CENTRO HISTORICO,2023-01-26,78,75,3,0.96154
SI,CENTRO HISTORICO,2023-01-27,68,68,0,1
SI,CENTRO HISTORICO,2023-01-28,83,79,4,0.95181
SI,CENTRO HISTORICO,2023-01-29,64,62,2,0.96875
SI,CENTRO HISTORICO,2023-01-30,72,69,3,0.95833
SI,CENTRO HISTORICO,2023-01-31,81,78,3,0.96296
SI,CENTRO HISTORICO,2023-02-01,49,47,2,0.95918
SI,CENTRO HISTORICO,2023-02-02,87,80,7,0.91954
SI,CENTRO HISTORICO,2023-02-03,70,66,4,0.94286
SI,CENTRO HISTORICO,2023-02-04,70,66,4,0.94286
SI,CENTRO HISTORICO,2023-02-05,70,64,6,0.91429
SI,CENTRO HISTORICO,2023-02-06,61,59,2,0.96721
SI,CENTRO HISTORICO,2023-02-07,76,72,4,0.94737
SI,CENTRO HISTORICO,2023-02-08,80,78,2,0.975
SI,CENTRO HISTORICO,2023-02-09,74,71,3,0.95946
SI,CENTRO HISTORICO,2023-02-10,78,74,4,0.94872
SI,CENTRO HISTORICO,2023-02-11,79,74,5,0.93671
SI,CENTRO HISTORICO,2023-02-12,65,63,2,0.96923
SI,CENTRO HISTORICO,2023-02-13,92,88,4,0.95652
SI,CENTRO HISTORICO,2023-02-14,72,67,5,0.93056
SI,CENTRO HISTORICO,2023-02-15,68,67,1,0.98529
SI,CENTRO HISTORICO,2023-02-16,52,48,4,0.92308
SI,CENTRO HISTORICO,2023-02-17,69,66,3,0.95652
SI,CENTRO HISTORICO,2023-02-18,89,85,4,0.95506
SI,CENTRO HISTORICO,2023-02-19,59,52,7,0.88136
SI,CENTRO HISTORICO,2023-02-20,68,63,5,0.92647
SI,CENTRO HISTORICO,2023-02-21,67,60,7,0.89552
SI,CENTRO HISTORICO,2023-02-22,70,64,6,0.91429
SI,CENTRO HISTORICO,2023-02-23,69,61,8,0.88406
SI,CENTRO HISTORICO,2023-02-24,62,51,11,0.82258
SI,CENTRO HISTORICO,2023-02-25,76,67,9,0.88158
SI,CENTRO HISTORICO,2023-02-26,71,67,4,0.94366
SI,CENTRO HISTORICO,2023-02-27,67,55,12,0.8209
SI,CENTRO HISTORICO,2023-02-28,67,57,10,0.85075
SI,CENTRO HISTORICO,2023-03-01,54,50,4,0.92593
SI,CENTRO HISTORICO,2023-03-02,75,68,7,0.90667
SI,CENTRO HISTORICO,2023-03-03,80,76,4,0.95
SI,CENTRO HISTORICO,2023-03-04,79,67,12,0.8481
SI,CENTRO HISTORICO,2023-03-05,53,51,2,0.96226
SI,CENTRO HISTORICO,2023-03-06,63,60,3,0.95238
SI,CENTRO HISTORICO,2023-03-07,58,57,1,0.98276
SI,CENTRO HISTORICO,2023-03-08,67,64,3,0.95522
SI,CENTRO HISTORICO,2023-03-09,72,64,8,0.88889
SI,CENTRO HISTORICO,2023-03-10,66,56,10,0.84848
SI,CENTRO HISTORICO,2023-03-11,70,65,5,0.92857
SI,CENTRO HISTORICO,2023-03-12,63,56,7,0.88889
SI,CENTRO HISTORICO,2023-03-13,63,55,8,0.87302
SI,CENTRO HISTORICO,2023-03-14,66,57,9,0.86364
SI,CENTRO HISTORICO,2023-03-15,48,42,6,0.875
SI,CENTRO HISTORICO,2023-03-16,50,44,6,0.88
SI,CENTRO HISTORICO,2023-03-17,62,56,6,0.90323
SI,CENTRO HISTORICO,2023-03-18,61,58,3,0.95082
SI,CENTRO HISTORICO,2023-03-19,56,51,5,0.91071
SI,CENTRO HISTORICO,2023-03-20,54,46,8,0.85185
SI,CENTRO HISTORICO,2023-03-21,64,62,2,0.96875
SI,CENTRO HISTORICO,2023-03-22,78,73,5,0.9359
SI,CENTRO HISTORICO,2023-03-23,69,62,7,0.89855
SI,CENTRO HISTORICO,2023-03-24,73,69,4,0.94521
SI,CENTRO HISTORICO,2023-03-25,69,67,2,0.97101
SI,CENTRO HISTORICO,2023-03-26,65,61,4,0.93846
SI,CENTRO HISTORICO,2023-03-27,50,49,1,0.98
SI,CENTRO HISTORICO,2023-03-28,58,50,8,0.86207
SI,CENTRO HISTORICO,2023-03-29,54,52,2,0.96296
SI,CENTRO HISTORICO,2023-03-30,57,49,8,0.85965
SI,CENTRO HISTORICO,2023-03-31,60,52,8,0.86667
SI,CENTRO HISTORICO,2023-04-01,57,48,9,0.84211
SI,CENTRO HISTORICO,2023-04-02,62,53,9,0.85484
SI,CENTRO HISTORICO,2023-04-03,60,51,9,0.85
SI,CENTRO HISTORICO,2023-04-04,52,35,17,0.67308
SI,CENTRO HISTORICO,2023-04-05,57,48,9,0.84211
SI,CENTRO HISTORICO,2023-04-06,67,54,13,0.80597
SI,CENTRO HISTORICO,2023-04-07,55,49,6,0.89091
SI,CENTRO HISTORICO,2023-04-08,65,57,8,0.87692
SI,CENTRO HISTORICO,2023-04-09,88,81,7,0.92045
SI,CENTRO HISTORICO,2023-04-10,66,53,13,0.80303
SI,CENTRO HISTORICO,2023-04-10,67,53,14,0.79104
SI,CENTRO HISTORICO,2023-04-11,63,54,9,0.85714
SI,CHALCO IXTAPALUCA,2023-01-01,18,18,0,1
SI,CHALCO IXTAPALUCA,2023-01-02,77,77,0,1
SI,CHALCO IXTAPALUCA,2023-01-03,81,80,1,0.98765
SI,CHALCO IXTAPALUCA,2023-01-04,102,102,0,1
SI,CHALCO IXTAPALUCA,2023-01-05,77,76,1,0.98701
SI,CHALCO IXTAPALUCA,2023-01-06,84,84,0,1
SI,CHALCO IXTAPALUCA,2023-01-07,81,81,0,1
SI,CHALCO IXTAPALUCA,2023-01-08,72,71,1,0.98611
SI,CHALCO IXTAPALUCA,2023-01-09,88,88,0,1
SI,CHALCO IXTAPALUCA,2023-01-10,90,90,0,1
SI,CHALCO IXTAPALUCA,2023-01-11,104,103,1,0.99038
SI,CHALCO IXTAPALUCA,2023-01-12,110,108,2,0.98182
SI,CHALCO IXTAPALUCA,2023-01-13,75,74,1,0.98667
SI,CHALCO IXTAPALUCA,2023-01-14,65,65,0,1
SI,CHALCO IXTAPALUCA,2023-01-15,63,63,0,1
SI,CHALCO IXTAPALUCA,2023-01-16,75,75,0,1
SI,CHALCO IXTAPALUCA,2023-01-17,79,76,3,0.96203
SI,CHALCO IXTAPALUCA,2023-01-18,86,84,2,0.97674
SI,CHALCO IXTAPALUCA,2023-01-19,78,76,2,0.97436
SI,CHALCO IXTAPALUCA,2023-01-20,81,81,0,1
SI,CHALCO IXTAPALUCA,2023-01-21,88,88,0,1
SI,CHALCO IXTAPALUCA,2023-01-22,71,69,2,0.97183
SI,CHALCO IXTAPALUCA,2023-01-23,79,77,2,0.97468
SI,CHALCO IXTAPALUCA,2023-01-24,73,73,0,1
SI,CHALCO IXTAPALUCA,2023-01-25,121,119,2,0.98347
SI,CHALCO IXTAPALUCA,2023-01-26,134,130,4,0.97015
SI,CHALCO IXTAPALUCA,2023-01-27,96,95,1,0.98958
SI,CHALCO IXTAPALUCA,2023-01-28,117,117,0,1
SI,CHALCO IXTAPALUCA,2023-01-29,82,82,0,1
SI,CHALCO IXTAPALUCA,2023-01-30,121,121,0,1
SI,CHALCO IXTAPALUCA,2023-01-31,91,91,0,1
SI,CHALCO IXTAPALUCA,2023-02-01,77,77,0,1
SI,CHALCO IXTAPALUCA,2023-02-02,113,111,2,0.9823
SI,CHALCO IXTAPALUCA,2023-02-03,106,104,2,0.98113
SI,CHALCO IXTAPALUCA,2023-02-04,119,118,1,0.9916
SI,CHALCO IXTAPALUCA,2023-02-05,95,95,0,1
SI,CHALCO IXTAPALUCA,2023-02-06,129,128,1,0.99225
SI,CHALCO IXTAPALUCA,2023-02-07,102,102,0,1
SI,CHALCO IXTAPALUCA,2023-02-08,113,112,1,0.99115
SI,CHALCO IXTAPALUCA,2023-02-09,90,89,1,0.98889
SI,CHALCO IXTAPALUCA,2023-02-10,90,84,6,0.93333
SI,CHALCO IXTAPALUCA,2023-02-11,66,65,1,0.98485
SI,CHALCO IXTAPALUCA,2023-02-12,84,80,4,0.95238
SI,CHALCO IXTAPALUCA,2023-02-13,111,106,5,0.95495
SI,CHALCO IXTAPALUCA,2023-02-14,101,99,2,0.9802
SI,CHALCO IXTAPALUCA,2023-02-15,112,112,0,1
SI,CHALCO IXTAPALUCA,2023-02-16,83,80,3,0.96386
SI,CHALCO IXTAPALUCA,2023-02-17,100,98,2,0.98
SI,CHALCO IXTAPALUCA,2023-02-18,99,96,3,0.9697
SI,CHALCO IXTAPALUCA,2023-02-19,99,94,5,0.94949
SI,CHALCO IXTAPALUCA,2023-02-20,86,81,5,0.94186
SI,CHALCO IXTAPALUCA,2023-02-21,95,89,6,0.93684
SI,CHALCO IXTAPALUCA,2023-02-22,93,88,5,0.94624
SI,CHALCO IXTAPALUCA,2023-02-23,100,95,5,0.95
SI,CHALCO IXTAPALUCA,2023-02-24,78,75,3,0.96154
SI,CHALCO IXTAPALUCA,2023-02-25,119,115,4,0.96639
SI,CHALCO IXTAPALUCA,2023-02-26,86,78,8,0.90698
SI,CHALCO IXTAPALUCA,2023-02-27,113,108,5,0.95575
SI,CHALCO IXTAPALUCA,2023-02-28,89,85,4,0.95506
SI,CHALCO IXTAPALUCA,2023-03-01,53,50,3,0.9434
SI,CHALCO IXTAPALUCA,2023-03-02,100,100,0,1
SI,CHALCO IXTAPALUCA,2023-03-03,87,84,3,0.96552
SI,CHALCO IXTAPALUCA,2023-03-04,94,87,7,0.92553
SI,CHALCO IXTAPALUCA,2023-03-05,89,88,1,0.98876
SI,CHALCO IXTAPALUCA,2023-03-06,111,100,11,0.9009
SI,CHALCO IXTAPALUCA,2023-03-07,76,70,6,0.92105
SI,CHALCO IXTAPALUCA,2023-03-08,119,114,5,0.95798
SI,CHALCO IXTAPALUCA,2023-03-09,125,114,11,0.912
SI,CHALCO IXTAPALUCA,2023-03-10,107,96,11,0.8972
SI,CHALCO IXTAPALUCA,2023-03-11,118,104,14,0.88136
SI,CHALCO IXTAPALUCA,2023-03-12,97,90,7,0.92784
SI,CHALCO IXTAPALUCA,2023-03-13,137,122,15,0.89051
SI,CHALCO IXTAPALUCA,2023-03-14,113,104,9,0.92035
SI,CHALCO IXTAPALUCA,2023-03-15,108,102,6,0.94444
SI,CHALCO IXTAPALUCA,2023-03-16,116,114,2,0.98276
SI,CHALCO IXTAPALUCA,2023-03-17,118,113,5,0.95763
SI,CHALCO IXTAPALUCA,2023-03-18,138,135,3,0.97826
SI,CHALCO IXTAPALUCA,2023-03-19,123,121,2,0.98374
SI,CHALCO IXTAPALUCA,2023-03-20,151,150,1,0.99338
SI,CHALCO IXTAPALUCA,2023-03-21,138,136,2,0.98551
SI,CHALCO IXTAPALUCA,2023-03-22,107,104,3,0.97196
SI,CHALCO IXTAPALUCA,2023-03-23,114,113,1,0.99123
SI,CHALCO IXTAPALUCA,2023-03-24,110,110,0,1
SI,CHALCO IXTAPALUCA,2023-03-25,123,121,2,0.98374
SI,CHALCO IXTAPALUCA,2023-03-26,100,98,2,0.98
SI,CHALCO IXTAPALUCA,2023-03-27,105,103,2,0.98095
SI,CHALCO IXTAPALUCA,2023-03-28,140,138,2,0.98571
SI,CHALCO IXTAPALUCA,2023-03-29,150,147,3,0.98
SI,CHALCO IXTAPALUCA,2023-03-30,144,144,0,1
SI,CHALCO IXTAPALUCA,2023-03-31,123,122,1,0.99187
SI,CHALCO IXTAPALUCA,2023-04-01,129,121,8,0.93798
SI,CHALCO IXTAPALUCA,2023-04-02,102,100,2,0.98039
SI,CHALCO IXTAPALUCA,2023-04-03,139,133,6,0.95683
SI,CHALCO IXTAPALUCA,2023-04-11,1,0,1,0
SI,CHIHUAHUA CUMBRES,2023-01-01,27,21,6,0.77778
SI,CHIHUAHUA CUMBRES,2023-01-02,87,73,14,0.83908
SI,CHIHUAHUA CUMBRES,2023-01-03,121,103,18,0.85124
SI,CHIHUAHUA CUMBRES,2023-01-04,145,119,26,0.82069
