DESPACHO CENTRALIZADO,DISTRITO,FechaF,Asignaciones_totales,Asignaciones_automaticas,Asigmacion_manual,%AA
SI,ACAPULCO,2023-01-01,9,7,2,0.77778
SI,ACAPULCO,2023-01-02,45,41,4,0.91111
SI,ACAPULCO,2023-01-03,45,40,5,0.88889
SI,ACAPULCO,2023-01-04,46,42,4,0.91304
SI,ACAPULCO,2023-01-05,47,36,11,0.76596
SI,ACAPULCO,2023-01-06,40,27,13,0.675
SI,ACAPULCO,2023-01-07,49,35,14,0.71429
SI,ACAPULCO,2023-01-08,56,47,9,0.83929
SI,ACAPULCO,2023-01-09,62,52,10,0.83871
SI,ACAPULCO,2023-01-10,43,35,8,0.81395
SI,ACAPULCO,2023-01-11,54,41,13,0.75926
SI,ACAPULCO,2023-01-12,47,40,7,0.85106
SI,ACAPULCO,2023-01-13,63,49,14,0.77778
SI,ACAPULCO,2023-01-14,47,33,14,0.70213
SI,ACAPULCO,2023-01-15,54,47,7,0.87037
SI,ACAPULCO,2023-01-16,53,44,9,0.83019
SI,ACAPULCO,2023-01-17,48,29,19,0.60417
SI,ACAPULCO,2023-01-18,45,32,13,0.71111
SI,ACAPULCO,2023-01-19,46,41,5,0.8913
SI,ACAPULCO,2023-01-20,56,50,6,0.89286
SI,ACAPULCO,2023-01-21,42,31,11,0.7381
SI,ACAPULCO,2023-01-22,54,41,13,0.75926
SI,ACAPULCO,2023-01-23,44,34,10,0.77273
SI,ACAPULCO,2023-01-24,54,42,12,0.77778
SI,ACAPULCO,2023-01-25,53,46,7,0.86792
SI,ACAPULCO,2023-01-26,49,43,6,0.87755
SI,ACAPULCO,2023-01-27,52,41,11,0.78846
SI,ACAPULCO,2023-01-28,51,40,11,0.78431
SI,ACAPULCO,2023-01-29,48,38,10,0.79167
SI,ACAPULCO,2023-01-30,58,54,4,0.93103
SI,ACAPULCO,2023-01-31,48,39,9,0.8125
SI,ACAPULCO,2023-02-01,51,43,8,0.84314
SI,ACAPULCO,2023-02-02,54,43,11,0.7963
SI,ACAPULCO,2023-02-03,46,40,6,0.86957
SI,ACAPULCO,2023-02-04,55,46,9,0.83636
SI,ACAPULCO,2023-02-05,56,46,10,0.82143
SI,ACAPULCO,2023-02-06,64,62,2,0.96875
SI,ACAPULCO,2023-02-07,67,60,7,0.89552
SI,ACAPULCO,2023-02-08,60,49,11,0.81667
SI,ACAPULCO,2023-02-09,58,46,12,0.7931
SI,ACAPULCO,2023-02-10,63,51,12,0.80952
SI,ACAPULCO,2023-02-11,68,59,9,0.86765
SI,ACAPULCO,2023-02-12,52,42,10,0.80769
SI,ACAPULCO,2023-02-13,66,57,9,0.86364
SI,ACAPULCO,2023-02-14,47,36,11,0.76596
SI,ACAPULCO,2023-02-15,70,57,13,0.81429
SI,ACAPULCO,2023-02-16,61,48,13,0.78689
SI,ACAPULCO,2023-02-17,51,42,9,0.82353
SI,ACAPULCO,2023-02-18,60,46,14,0.76667
SI,ACAPULCO,2023-02-19,43,41,2,0.95349
SI,ACAPULCO,2023-02-20,47,42,5,0.89362
SI,ACAPULCO,2023-02-21,53,36,17,0.67925
SI,ACAPULCO,2023-02-22,55,33,22,0.6
SI,ACAPULCO,2023-02-23,57,37,20,0.64912
SI,ACAPULCO,2023-02-24,63,48,15,0.7619
SI,ACAPULCO,2023-02-25,39,31,8,0.79487
SI,ACAPULCO,2023-02-26,39,25,14,0.64103
SI,ACAPULCO,2023-02-27,48,39,9,0.8125
SI,ACAPULCO,2023-02-28,58,54,4,0.93103
SI,ACAPULCO,2023-03-01,53,38,15,0.71698
SI,ACAPULCO,2023-03-14,1,0,1,0
SI,AEROPUERTO,2023-01-01,55,54,1,0.98182
SI,AEROPUERTO,2023-01-02,113,110,3,0.97345
SI,AEROPUERTO,2023-01-03,159,156,3,0.98113
SI,AEROPUERTO,2023-01-04,208,207,1,0.99519
SI,AEROPUERTO,2023-01-05,155,153,2,0.9871
SI,AEROPUERTO,2023-01-06,155,147,8,0.94839
SI,AEROPUERTO,2023-01-07,158,157,1,0.99367
SI,AEROPUERTO,2023-01-08,121,120,1,0.99174
SI,AEROPUERTO,2023-01-09,122,117,5,0.95902
SI,AEROPUERTO,2023-01-10,140,133,7,0.95
SI,AEROPUERTO,2023-01-11,132,126,6,0.95455
SI,AEROPUERTO,2023-01-12,170,164,6,0.96471
SI,AEROPUERTO,2023-01-13,132,130,2,0.98485
SI,AEROPUERTO,2023-01-14,104,101,3,0.97115
SI,AEROPUERTO,2023-01-15,124,119,5,0.95968
SI,AEROPUERTO,2023-01-16,123,116,7,0.94309
SI,AEROPUERTO,2023-01-17,151,147,4,0.97351
SI,AEROPUERTO,2023-01-18,157,152,5,0.96815
SI,AEROPUERTO,2023-01-19,145,140,5,0.96552
SI,AEROPUERTO,2023-01-20,142,140,2,0.98592
SI,AEROPUERTO,2023-01-21,146,140,6,0.9589
SI,AEROPUERTO,2023-01-22,110,108,2,0.98182
SI,AEROPUERTO,2023-01-23,137,130,7,0.94891
SI,AEROPUERTO,2023-01-24,135,127,8,0.94074
SI,AEROPUERTO,2023-01-25,160,152,8,0.95
SI,AEROPUERTO,2023-01-26,159,153,6,0.96226
SI,AEROPUERTO,2023-01-27,158,150,8,0.94937
SI,AEROPUERTO,2023-01-28,178,168,10,0.94382
SI,AEROPUERTO,2023-01-29,135,128,7,0.94815
SI,AEROPUERTO,2023-01-30,138,135,3,0.97826
SI,AEROPUERTO,2023-01-31,148,146,2,0.98649
SI,AEROPUERTO,2023-02-01,125,120,5,0.96
SI,AEROPUERTO,2023-02-02,125,115,10,0.92
SI,AEROPUERTO,2023-02-03,149,139,10,0.93289
SI,AEROPUERTO,2023-02-04,130,130,0,1
SI,AEROPUERTO,2023-02-05,116,112,4,0.96552
SI,AEROPUERTO,2023-02-06,140,131,9,0.93571
SI,AEROPUERTO,2023-02-07,153,148,5,0.96732
SI,AEROPUERTO,2023-02-08,137,134,3,0.9781
SI,AEROPUERTO,2023-02-09,147,139,8,0.94558
SI,AEROPUERTO,2023-02-10,157,150,7,0.95541
SI,AEROPUERTO,2023-02-11,132,125,7,0.94697
SI,AEROPUERTO,2023-02-12,119,117,2,0.98319
SI,AEROPUERTO,2023-02-13,123,122,1,0.99187
SI,AEROPUERTO,2023-02-14,133,129,4,0.96992
SI,AEROPUERTO,2023-02-15,120,118,2,0.98333
SI,AEROPUERTO,2023-02-16,123,117,6,0.95122
SI,AEROPUERTO,2023-02-17,140,138,2,0.98571
SI,AEROPUERTO,2023-02-18,157,151,6,0.96178
SI,AEROPUERTO,2023-02-19,137,134,3,0.9781
SI,AEROPUERTO,2023-02-20,118,114,4,0.9661
SI,AEROPUERTO,2023-02-21,125,122,3,0.976
SI,AEROPUERTO,2023-02-22,140,135,5,0.96429
SI,AEROPUERTO,2023-02-23,128,119,9,0.92969
SI,AEROPUERTO,2023-02-24,128,126,2,0.98438
SI,AEROPUERTO,2023-02-25,157,152,5,0.96815
SI,AEROPUERTO,2023-02-26,124,122,2,0.98387
SI,AEROPUERTO,2023-02-27,135,130,5,0.96296
SI,AEROPUERTO,2023-02-28,161,158,3,0.98137
SI,AEROPUERTO,2023-03-01,121,119,2,0.98347
SI,AEROPUERTO,2023-03-02,121,120,1,0.99174
SI,AEROPUERTO,2023-03-03,165,163,2,0.98788
SI,AEROPUERTO,2023-03-04,148,146,2,0.98649
SI,AEROPUERTO,2023-03-05,127,125,2,0.98425
SI,AEROPUERTO,2023-03-06,133,124,9,0.93233
SI,AEROPUERTO,2023-03-07,139,138,1,0.99281
SI,AEROPUERTO,2023-03-08,148,146,2,0.98649
SI,AEROPUERTO,2023-03-09,173,170,3,0.98266
SI,AEROPUERTO,2023-03-10,153,150,3,0.98039
SI,AEROPUERTO,2023-03-11,145,145,0,1
SI,AEROPUERTO,2023-03-12,151,148,3,0.98013
SI,AEROPUERTO,2023-03-13,145,143,2,0.98621
SI,AEROPUERTO,2023-03-14,143,142,1,0.99301
SI,AEROPUERTO,2023-03-15,126,123,3,0.97619
SI,AEROPUERTO,2023-03-16,112,112,0,1
SI,AEROPUERTO,2023-03-17,161,161,0,1
SI,AEROPUERTO,2023-03-18,158,158,0,1
SI,AEROPUERTO,2023-03-19,126,125,1,0.99206
SI,AEROPUERTO,2023-03-20,120,115,5,0.95833
SI,AEROPUERTO,2023-03-21,167,167,0,1
SI,AEROPUERTO,2023-03-22,142,142,0,1
SI,AEROPUERTO,2023-03-23,146,146,0,1
SI,AEROPUERTO,2023-03-24,133,133,0,1
SI,AEROPUERTO,2023-03-25,148,148,0,1
SI,AEROPUERTO,2023-03-26,110,110,0,1
SI,AEROPUERTO,2023-03-27,129,128,1,0.99225
SI,AEROPUERTO,2023-03-28,138,138,0,1
SI,AEROPUERTO,2023-03-29,133,132,1,0.99248
SI,AEROPUERTO,2023-03-30,136,135,1,0.99265
SI,AEROPUERTO,2023-03-31,144,142,2,0.98611
SI,AEROPUERTO,2023-04-01,136,136,0,1
SI,AEROPUERTO,2023-04-02,144,143,1,0.99306
SI,AEROPUERTO,2023-04-03,134,134,0,1
SI,AGUASCALIENTES,2023-01-01,46,40,6,0.86957
SI,AGUASCALIENTES,2023-01-02,188,174,14,0.92553
SI,AGUASCALIENTES,2023-01-03,192,177,15,0.92188
SI,AGUASCALIENTES,2023-01-04,245,226,19,0.92245
SI,AGUASCALIENTES,2023-01-05,217,197,20,0.90783
SI,AGUASCALIENTES,2023-01-06,184,167,17,0.90761
SI,AGUASCALIENTES,2023-01-07,221,195,26,0.88235
SI,AGUASCALIENTES,2023-01-08,101,80,21,0.79208
SI,AGUASCALIENTES,2023-01-09,171,154,17,0.90058
SI,AGUASCALIENTES,2023-01-10,206,181,25,0.87864
SI,AGUASCALIENTES,2023-01-11,192,168,24,0.875
SI,AGUASCALIENTES,2023-01-12,188,167,21,0.8883
SI,AGUASCALIENTES,2023-01-13,190,177,13,0.93158
SI,AGUASCALIENTES,2023-01-14,175,157,18,0.89714
SI,AGUASCALIENTES,2023-01-15,89,80,9,0.89888
SI,AGUASCALIENTES,2023-01-16,197,188,9,0.95431
SI,AGUASCALIENTES,2023-01-17,186,170,16,0.91398
SI,AGUASCALIENTES,2023-01-18,138,134,4,0.97101
SI,AGUASCALIENTES,2023-01-19,152,142,10,0.93421
SI,AGUASCALIENTES,2023-01-20,154,149,5,0.96753
SI,AGUASCALIENTES,2023-01-21,170,165,5,0.97059
SI,AGUASCALIENTES,2023-01-22,106,101,5,0.95283
SI,AGUASCALIENTES,2023-01-23,155,145,10,0.93548
SI,AGUASCALIENTES,2023-01-24,152,144,8,0.94737
SI,AGUASCALIENTES,2023-01-25,188,178,10,0.94681
SI,AGUASCALIENTES,2023-01-26,207,198,9,0.95652
SI,AGUASCALIENTES,2023-01-27,210,197,13,0.9381
SI,AGUASCALIENTES,2023-01-28,206,194,12,0.94175
SI,AGUASCALIENTES,2023-01-29,98,92,6,0.93878
SI,AGUASCALIENTES,2023-01-30,237,230,7,0.97046
SI,AGUASCALIENTES,2023-01-31,223,213,10,0.95516
SI,AGUASCALIENTES,2023-02-01,189,175,14,0.92593
SI,AGUASCALIENTES,2023-02-02,197,179,18,0.90863
SI,AGUASCALIENTES,2023-02-03,164,157,7,0.95732
SI,AGUASCALIENTES,2023-02-04,136,124,12,0.91176
SI,AGUASCALIENTES,2023-02-05,103,93,10,0.90291
SI,AGUASCALIENTES,2023-02-06,154,139,15,0.9026
SI,AGUASCALIENTES,2023-02-07,187,179,8,0.95722
SI,AGUASCALIENTES,2023-02-08,193,175,18,0.90674
SI,AGUASCALIENTES,2023-02-09,197,186,11,0.94416
SI,AGUASCALIENTES,2023-02-10,229,211,18,0.9214
SI,AGUASCALIENTES,2023-02-11,173,160,13,0.92486
SI,AGUASCALIENTES,2023-02-12,104,100,4,0.96154
SI,AGUASCALIENTES,2023-02-13,171,156,15,0.91228
SI,AGUASCALIENTES,2023-02-14,179,167,12,0.93296
SI,AGUASCALIENTES,2023-02-15,147,131,16,0.89116
SI,AGUASCALIENTES,2023-02-16,148,139,9,0.93919
SI,AGUASCALIENTES,2023-02-17,153,138,15,0.90196
SI,AGUASCALIENTES,2023-02-18,140,128,12,0.91429
SI,AGUASCALIENTES,2023-02-19,88,86,2,0.97727
SI,AGUASCALIENTES,2023-02-20,160,135,25,0.84375
SI,AGUASCALIENTES,2023-02-21,174,164,10,0.94253
SI,AGUASCALIENTES,2023-02-22,179,152,27,0.84916
SI,AGUASCALIENTES,2023-02-23,197,183,14,0.92893
SI,AGUASCALIENTES,2023-02-24,204,192,12,0.94118
SI,AGUASCALIENTES,2023-02-25,204,191,13,0.93627
SI,AGUASCALIENTES,2023-02-26,93,81,12,0.87097
SI,AGUASCALIENTES,2023-02-27,208,186,22,0.89423
SI,AGUASCALIENTES,2023-02-28,133,117,16,0.8797
SI,AGUASCALIENTES,2023-03-01,135,115,20,0.85185
SI,AGUASCALIENTES,2023-03-02,138,112,26,0.81159
SI,AGUASCALIENTES,2023-03-03,128,100,28,0.78125
SI,AGUASCALIENTES,2023-03-04,195,181,14,0.92821
SI,AGUASCALIENTES,2023-03-05,122,111,11,0.90984
SI,AGUASCALIENTES,2023-03-06,178,156,22,0.8764
SI,AGUASCALIENTES,2023-03-07,155,137,18,0.88387
SI,AGUASCALIENTES,2023-03-08,183,158,25,0.86339
SI,AGUASCALIENTES,2023-03-09,244,220,24,0.90164
SI,AGUASCALIENTES,2023-03-10,246,231,15,0.93902
SI,AGUASCALIENTES,2023-03-11,249,235,14,0.94378
SI,AGUASCALIENTES,2023-03-12,154,139,15,0.9026
SI,AGUASCALIENTES,2023-03-13,197,188,9,0.95431
SI,AGUASCALIENTES,2023-03-14,190,167,23,0.87895
SI,AGUASCALIENTES,2023-03-15,189,167,22,0.8836
SI,AGUASCALIENTES,2023-03-16,245,230,15,0.93878
SI,AGUASCALIENTES,2023-03-17,218,211,7,0.96789
SI,AGUASCALIENTES,2023-03-18,197,192,5,0.97462
SI,AGUASCALIENTES,2023-03-19,149,141,8,0.94631
SI,AGUASCALIENTES,2023-03-20,120,116,4,0.96667
SI,AGUASCALIENTES,2023-03-21,200,193,7,0.965
SI,AGUASCALIENTES,2023-03-22,208,192,16,0.92308
SI,AGUASCALIENTES,2023-03-23,233,219,14,0.93991
SI,AGUASCALIENTES,2023-03-24,211,204,7,0.96682
SI,AGUASCALIENTES,2023-03-25,223,211,12,0.94619
SI,AGUASCALIENTES,2023-03-26,147,145,2,0.98639
SI,AGUASCALIENTES,2023-03-27,195,183,12,0.93846
SI,AGUASCALIENTES,2023-03-28,202,187,15,0.92574
SI,AGUASCALIENTES,2023-03-29,198,186,12,0.93939
SI,AGUASCALIENTES,2023-03-30,183,172,11,0.93989
SI,AGUASCALIENTES,2023-03-31,158,146,12,0.92405
SI,AGUASCALIENTES,2023-04-01,152,143,9,0.94079
SI,AGUASCALIENTES,2023-04-02,172,166,6,0.96512
SI,AGUASCALIENTES,2023-04-03,184,177,7,0.96196
SI,AGUASCALIENTES,2023-04-04,157,147,10,0.93631
SI,AGUASCALIENTES,2023-04-05,174,161,13,0.92529
SI,AGUASCALIENTES,2023-04-06,179,168,11,0.93855
SI,AGUASCALIENTES,2023-04-07,101,96,5,0.9505
SI,AGUASCALIENTES,2023-04-08,118,112,6,0.94915
SI,AGUASCALIENTES,2023-04-09,74,71,3,0.95946
SI,AGUASCALIENTES,2023-04-10,150,133,17,0.88667
SI,AGUASCALIENTES,2023-04-10,152,135,17,0.88816
SI,AGUASCALIENTES,2023-04-11,184,172,12,0.93478
SI,ARAGON,2023-01-01,61,61,0,1
SI,ARAGON,2023-01-02,181,180,1,0.99448
SI,ARAGON,2023-01-03,202,202,0,1
SI,ARAGON,2023-01-04,209,209,0,1
SI,ARAGON,2023-01-05,175,175,0,1
SI,ARAGON,2023-01-06,163,163,0,1
SI,ARAGON,2023-01-07,178,178,0,1
SI,ARAGON,2023-01-08,187,186,1,0.99465
SI,ARAGON,2023-01-09,186,186,0,1
SI,ARAGON,2023-01-10,190,190,0,1
SI,ARAGON,2023-01-11,240,237,3,0.9875
SI,ARAGON,2023-01-12,221,209,12,0.9457
SI,ARAGON,2023-01-13,213,209,4,0.98122
SI,ARAGON,2023-01-14,148,145,3,0.97973
SI,ARAGON,2023-01-15,144,140,4,0.97222
SI,ARAGON,2023-01-16,140,135,5,0.96429
SI,ARAGON,2023-01-17,163,163,0,1
SI,ARAGON,2023-01-18,172,172,0,1
SI,ARAGON,2023-01-19,182,182,0,1
SI,ARAGON,2023-01-20,193,191,2,0.98964
SI,ARAGON,2023-01-21,132,132,0,1
SI,ARAGON,2023-01-22,181,179,2,0.98895
SI,ARAGON,2023-01-23,168,168,0,1
SI,ARAGON,2023-01-24,164,164,0,1
SI,ARAGON,2023-01-25,189,188,1,0.99471
SI,ARAGON,2023-01-26,155,155,0,1
SI,ARAGON,2023-01-27,171,169,2,0.9883
SI,ARAGON,2023-01-28,163,162,1,0.99387
SI,ARAGON,2023-01-29,159,157,2,0.98742
SI,ARAGON,2023-01-30,190,188,2,0.98947
SI,ARAGON,2023-01-31,190,189,1,0.99474
SI,ARAGON,2023-02-01,180,180,0,1
SI,ARAGON,2023-02-02,196,191,5,0.97449
SI,ARAGON,2023-02-03,192,190,2,0.98958
SI,ARAGON,2023-02-04,192,186,6,0.96875
SI,ARAGON,2023-02-05,180,178,2,0.98889
SI,ARAGON,2023-02-06,176,175,1,0.99432
SI,ARAGON,2023-02-07,198,196,2,0.9899
SI,ARAGON,2023-02-08,153,152,1,0.99346
SI,ARAGON,2023-02-09,190,187,3,0.98421
SI,ARAGON,2023-02-10,168,166,2,0.9881
SI,ARAGON,2023-02-11,167,167,0,1
SI,ARAGON,2023-02-12,176,176,0,1
SI,ARAGON,2023-02-13,181,181,0,1
SI,ARAGON,2023-02-14,174,174,0,1
SI,ARAGON,2023-02-15,162,161,1,0.99383
SI,ARAGON,2023-02-16,162,161,1,0.99383
SI,ARAGON,2023-02-17,172,171,1,0.99419
SI,ARAGON,2023-02-18,145,143,2,0.98621
SI,ARAGON,2023-02-19,161,161,0,1
SI,ARAGON,2023-02-20,176,175,1,0.99432
SI,ARAGON,2023-02-21,147,146,1,0.9932
SI,ARAGON,2023-02-22,169,169,0,1
SI,ARAGON,2023-02-23,177,177,0,1
SI,ARAGON,2023-02-24,147,147,0,1
SI,ARAGON,2023-02-25,168,168,0,1
SI,ARAGON,2023-02-26,161,157,4,0.97516
SI,ARAGON,2023-02-27,181,181,0,1
SI,ARAGON,2023-02-28,185,185,0,1
SI,ARAGON,2023-03-01,174,170,4,0.97701
SI,ARAGON,2023-03-02,150,149,1,0.99333
SI,ARAGON,2023-03-03,161,161,0,1
SI,ARAGON,2023-03-04,144,144,0,1
SI,ARAGON,2023-03-05,159,159,0,1
SI,ARAGON,2023-03-06,158,156,2,0.98734
SI,ARAGON,2023-03-07,153,152,1,0.99346
SI,ARAGON,2023-03-08,172,172,0,1
SI,ARAGON,2023-03-09,192,192,0,1
SI,ARAGON,2023-03-10,175,175,0,1
SI,ARAGON,2023-03-11,158,158,0,1
SI,ARAGON,2023-03-12,132,130,2,0.98485
SI,ARAGON,2023-03-13,207,207,0,1
SI,ARAGON,2023-03-14,198,196,2,0.9899
SI,ARAGON,2023-03-15,179,179,0,1
SI,ARAGON,2023-03-16,185,185,0,1
SI,ARAGON,2023-03-17,195,195,0,1
SI,ARAGON,2023-03-18,171,170,1,0.99415
SI,ARAGON,2023-03-19,143,143,0,1
SI,ARAGON,2023-03-20,186,183,3,0.98387
SI,ARAGON,2023-03-21,191,191,0,1
SI,ARAGON,2023-03-22,174,174,0,1
SI,ARAGON,2023-03-23,160,160,0,1
SI,ARAGON,2023-03-24,176,176,0,1
SI,ARAGON,2023-03-25,185,185,0,1
SI,ARAGON,2023-03-26,159,159,0,1
SI,ARAGON,2023-03-27,179,179,0,1
SI,ARAGON,2023-03-28,201,201,0,1
SI,ARAGON,2023-03-29,170,170,0,1
SI,ARAGON,2023-03-30,204,204,0,1
SI,ARAGON,2023-03-31,168,167,1,0.99405
SI,ARAGON,2023-04-01,149,148,1,0.99329
SI,ARAGON,2023-04-02,154,146,8,0.94805
SI,ARAGON,2023-04-03,193,192,1,0.99482
SI,AZCAPOTZALCO,2023-01-01,26,26,0,1
SI,AZCAPOTZALCO,2023-01-02,180,179,1,0.99444
SI,AZCAPOTZALCO,2023-01-03,203,203,0,1
SI,AZCAPOTZALCO,2023-01-04,187,186,1,0.99465
SI,AZCAPOTZALCO,2023-01-05,216,213,3,0.98611
SI,AZCAPOTZALCO,2023-01-06,191,189,2,0.98953
SI,AZCAPOTZALCO,2023-01-07,208,203,5,0.97596
SI,AZCAPOTZALCO,2023-01-08,160,156,4,0.975
SI,AZCAPOTZALCO,2023-01-09,185,184,1,0.99459
SI,AZCAPOTZALCO,2023-01-10,200,200,0,1
SI,AZCAPOTZALCO,2023-01-11,211,211,0,1
SI,AZCAPOTZALCO,2023-01-12,181,180,1,0.99448
SI,AZCAPOTZALCO,2023-01-13,168,166,2,0.9881
SI,AZCAPOTZALCO,2023-01-14,176,175,1,0.99432
SI,AZCAPOTZALCO,2023-01-15,163,160,3,0.9816
SI,AZCAPOTZALCO,2023-01-16,179,177,2,0.98883
SI,AZCAPOTZALCO,2023-01-17,144,139,5,0.96528
SI,AZCAPOTZALCO,2023-01-18,152,152,0,1
SI,AZCAPOTZALCO,2023-01-19,147,144,3,0.97959
SI,AZCAPOTZALCO,2023-01-20,148,145,3,0.97973
SI,AZCAPOTZALCO,2023-01-21,145,143,2,0.98621
SI,AZCAPOTZALCO,2023-01-22,145,141,4,0.97241
SI,AZCAPOTZALCO,2023-01-23,167,160,7,0.95808
SI,AZCAPOTZALCO,2023-01-24,160,154,6,0.9625
SI,AZCAPOTZALCO,2023-01-25,172,170,2,0.98837
SI,AZCAPOTZALCO,2023-01-26,188,184,4,0.97872
SI,AZCAPOTZALCO,2023-01-27,182,178,4,0.97802
SI,AZCAPOTZALCO,2023-01-28,162,159,3,0.98148
SI,AZCAPOTZALCO,2023-01-29,148,145,3,0.97973
SI,AZCAPOTZALCO,2023-01-30,197,197,0,1
SI,AZCAPOTZALCO,2023-01-31,174,168,6,0.96552
SI,AZCAPOTZALCO,2023-02-01,193,182,11,0.94301
SI,AZCAPOTZALCO,2023-02-02,199,173,26,0.86935
SI,AZCAPOTZALCO,2023-02-03,194,181,13,0.93299
SI,AZCAPOTZALCO,2023-02-04,199,177,22,0.88945
SI,AZCAPOTZALCO,2023-02-05,146,128,18,0.87671
SI,AZCAPOTZALCO,2023-02-06,100,90,10,0.9
SI,AZCAPOTZALCO,2023-02-07,207,177,30,0.85507
SI,AZCAPOTZALCO,2023-02-08,207,170,37,0.82126
SI,AZCAPOTZALCO,2023-02-09,202,152,50,0.75248
SI,AZCAPOTZALCO,2023-02-10,212,173,39,0.81604
SI,AZCAPOTZALCO,2023-02-11,186,162,24,0.87097
SI,AZCAPOTZALCO,2023-02-12,163,142,21,0.87117
SI,AZCAPOTZALCO,2023-02-13,188,173,15,0.92021
SI,AZCAPOTZALCO,2023-02-14,201,153,48,0.76119
SI,AZCAPOTZALCO,2023-02-15,191,157,34,0.82199
SI,AZCAPOTZALCO,2023-02-16,217,194,23,0.89401
SI,AZCAPOTZALCO,2023-02-17,223,192,31,0.86099
SI,AZCAPOTZALCO,2023-02-18,230,194,36,0.84348
SI,AZCAPOTZALCO,2023-02-19,159,138,21,0.86792
SI,AZCAPOTZALCO,2023-02-20,221,182,39,0.82353
SI,AZCAPOTZALCO,2023-02-21,196,179,17,0.91327
SI,AZCAPOTZALCO,2023-02-22,212,193,19,0.91038
SI,AZCAPOTZALCO,2023-02-23,202,180,22,0.89109
SI,AZCAPOTZALCO,2023-02-24,166,148,18,0.89157
SI,AZCAPOTZALCO,2023-02-25,198,178,20,0.89899
SI,AZCAPOTZALCO,2023-02-26,158,142,16,0.89873
SI,AZCAPOTZALCO,2023-02-27,222,207,15,0.93243
SI,AZCAPOTZALCO,2023-02-28,221,194,27,0.87783
SI,AZCAPOTZALCO,2023-03-01,175,152,23,0.86857
SI,AZCAPOTZALCO,2023-03-02,178,136,42,0.76404
SI,AZCAPOTZALCO,2023-03-03,168,134,34,0.79762
SI,AZCAPOTZALCO,2023-03-04,147,128,19,0.87075
SI,AZCAPOTZALCO,2023-03-05,130,115,15,0.88462
SI,AZCAPOTZALCO,2023-03-06,171,145,26,0.84795
SI,AZCAPOTZALCO,2023-03-07,180,143,37,0.79444
SI,AZCAPOTZALCO,2023-03-08,161,125,36,0.7764
SI,AZCAPOTZALCO,2023-03-09,225,177,48,0.78667
SI,AZCAPOTZALCO,2023-03-10,219,166,53,0.75799
SI,AZCAPOTZALCO,2023-03-11,245,205,40,0.83673
SI,AZCAPOTZALCO,2023-03-12,189,171,18,0.90476
SI,AZCAPOTZALCO,2023-03-13,231,206,25,0.89177
SI,AZCAPOTZALCO,2023-03-14,253,231,22,0.91304
SI,AZCAPOTZALCO,2023-03-15,209,184,25,0.88038
SI,AZCAPOTZALCO,2023-03-16,199,187,12,0.9397
SI,AZCAPOTZALCO,2023-03-17,184,173,11,0.94022
SI,AZCAPOTZALCO,2023-03-18,198,179,19,0.90404
SI,AZCAPOTZALCO,2023-03-19,149,138,11,0.92617
SI,AZCAPOTZALCO,2023-03-20,119,112,7,0.94118
SI,AZCAPOTZALCO,2023-03-21,207,185,22,0.89372
SI,AZCAPOTZALCO,2023-03-22,186,168,18,0.90323
SI,AZCAPOTZALCO,2023-03-23,216,192,24,0.88889
SI,AZCAPOTZALCO,2023-03-24,219,191,28,0.87215
SI,AZCAPOTZALCO,2023-03-25,186,169,17,0.9086
SI,AZCAPOTZALCO,2023-03-26,147,133,14,0.90476
SI,AZCAPOTZALCO,2023-03-27,184,157,27,0.85326
SI,AZCAPOTZALCO,2023-03-28,224,201,23,0.89732
SI,AZCAPOTZALCO,2023-03-29,247,229,18,0.92713
SI,AZCAPOTZALCO,2023-03-30,189,172,17,0.91005
SI,AZCAPOTZALCO,2023-03-31,187,169,18,0.90374
SI,AZCAPOTZALCO,2023-04-01,174,154,20,0.88506
SI,AZCAPOTZALCO,2023-04-02,159,146,13,0.91824
SI,AZCAPOTZALCO,2023-04-03,215,185,30,0.86047
SI,AZCAPOTZALCO,2023-04-04,226,205,21,0.90708
SI,AZCAPOTZALCO,2023-04-05,205,188,17,0.91707
SI,AZCAPOTZALCO,2023-04-06,200,178,22,0.89
SI,AZCAPOTZALCO,2023-04-07,161,150,11,0.93168
SI,AZCAPOTZALCO,2023-04-08,156,133,23,0.85256
SI,AZCAPOTZALCO,2023-04-09,130,112,18,0.86154
SI,AZCAPOTZALCO,2023-04-10,176,155,21,0.88068
SI,AZCAPOTZALCO,2023-04-10,184,163,21,0.88587
SI,AZCAPOTZALCO,2023-04-11,207,188,19,0.90821
SI,CANCUN 1,2023-01-01,21,21,0,1
SI,CANCUN 1,2023-01-02,110,93,17,0.84545
SI,CANCUN 1,2023-01-03,112,91,21,0.8125
SI,CANCUN 1,2023-01-04,125,107,18,0.856
SI,CANCUN 1,2023-01-05,117,98,19,0.83761
SI,CANCUN 1,2023-01-06,99,84,15,0.84848
SI,CANCUN 1,2023-01-07,109,89,20,0.81651
SI,CANCUN 1,2023-01-08,102,91,11,0.89216
SI,CANCUN 1,2023-01-09,136,110,26,0.80882
SI,CANCUN 1,2023-01-10,139,114,25,0.82014
SI,CANCUN 1,2023-01-11,122,100,22,0.81967
SI,CANCUN 1,2023-01-12,119,90,29,0.7563
SI,CANCUN 1,2023-01-13,108,77,31,0.71296
SI,CANCUN 1,2023-01-14,107,94,13,0.8785
SI,CANCUN 1,2023-01-15,82,69,13,0.84146
