PLAZA,Fecha_Descarga,CDD,Addon,Soportes,Instalaciones,Recolecciones
CIUDAD OBREGON / NAVOJOA,2022-10-20,7,5,3,37,5
CIUDAD OBREGON / NAVOJOA,2022-10-21,9,10,6,27,31
CIUDAD OBREGON / NAVOJOA,2022-10-22,8,10,7,23,17
CIUDAD OBREGON / NAVOJOA,2022-10-23,4,7,5,21,22
CIUDAD OBREGON / NAVOJOA,2022-10-24,5,4,5,26,17
CIUDAD OBREGON / NAVOJOA,2022-10-25,6,2,10,28,7
CIUDAD OBREGON / NAVOJOA,2022-10-26,7,2,8,30,6
CIUDAD OBREGON / NAVOJOA,2022-10-27,5,2,NA,34,2
CIUDAD OBREGON / NAVOJOA,2022-10-28,4,4,4,38,7
CIUDAD OBREGON / NAVOJOA,2022-10-29,8,8,9,36,10
CIUDAD OBREGON / NAVOJOA,2022-10-30,9,10,7,40,10
CIUDAD OBREGON / NAVOJOA,2022-10-31,6,6,5,29,6
CIUDAD OBREGON / NAVOJOA,2022-11-01,9,5,5,31,4
CIUDAD OBREGON / NAVOJOA,2022-11-02,6,2,8,22,8
CIUDAD OBREGON / NAVOJOA,2022-11-03,7,2,9,20,12
CIUDAD OBREGON / NAVOJOA,2022-11-04,6,2,NA,13,6
CIUDAD OBREGON / NAVOJOA,2022-11-05,8,2,2,12,2
CIUDAD OBREGON / NAVOJOA,2022-11-06,6,3,3,12,4
CIUDAD OBREGON / NAVOJOA,2022-11-07,3,4,NA,16,3
CIUDAD OBREGON / NAVOJOA,2022-11-08,3,2,2,11,12
CIUDAD OBREGON / NAVOJOA,2022-11-09,5,2,6,8,9
CIUDAD OBREGON / NAVOJOA,2022-11-10,10,6,5,18,1
CIUDAD OBREGON / NAVOJOA,2022-11-11,6,6,6,14,3
CIUDAD OBREGON / NAVOJOA,2022-11-12,4,5,12,13,5
CIUDAD OBREGON / NAVOJOA,2022-11-13,4,3,3,12,1
CIUDAD OBREGON / NAVOJOA,2022-11-14,3,3,3,10,1
CIUDAD OBREGON / NAVOJOA,2022-11-15,5,3,6,14,1
CIUDAD OBREGON / NAVOJOA,2022-11-16,3,4,4,15,5
CIUDAD OBREGON / NAVOJOA,2022-11-17,6,8,4,15,4
CIUDAD OBREGON / NAVOJOA,2022-11-18,3,1,2,17,3
CIUDAD OBREGON / NAVOJOA,2022-11-19,3,4,NA,13,2
CIUDAD OBREGON / NAVOJOA,2022-11-20,4,3,1,13,3
CIUDAD OBREGON / NAVOJOA,2022-11-21,4,4,5,15,2
CIUDAD OBREGON / NAVOJOA,2022-11-22,3,2,3,10,1
CIUDAD OBREGON / NAVOJOA,2022-11-23,4,3,6,21,8
CIUDAD OBREGON / NAVOJOA,2022-11-24,6,6,3,11,3
CIUDAD OBREGON / NAVOJOA,2022-11-25,6,6,3,15,7
CIUDAD OBREGON / NAVOJOA,2022-11-26,5,4,4,17,5
CIUDAD OBREGON / NAVOJOA,2022-11-27,6,3,5,13,3
CIUDAD OBREGON / NAVOJOA,2022-11-28,4,2,6,6,2
CIUDAD OBREGON / NAVOJOA,2022-11-29,5,2,2,10,2
CIUDAD OBREGON / NAVOJOA,2022-11-30,5,2,3,11,5
CIUDAD OBREGON / NAVOJOA,2022-12-01,6,7,8,15,10
CIUDAD OBREGON / NAVOJOA,2022-12-02,7,6,6,11,10
CIUDAD OBREGON / NAVOJOA,2022-12-03,7,5,5,15,5
CIUDAD OBREGON / NAVOJOA,2022-12-04,5,3,3,12,7
CIUDAD OBREGON / NAVOJOA,2022-12-05,4,2,1,10,3
CIUDAD OBREGON / NAVOJOA,2022-12-06,5,3,1,11,2
CIUDAD OBREGON / NAVOJOA,2022-12-07,5,3,5,14,8
CIUDAD OBREGON / NAVOJOA,2022-12-08,4,6,6,13,7
CIUDAD OBREGON / NAVOJOA,2022-12-09,4,4,9,18,8
CIUDAD OBREGON / NAVOJOA,2022-12-10,4,4,5,18,6
CIUDAD OBREGON / NAVOJOA,2022-12-11,6,7,6,13,7
CIUDAD OBREGON / NAVOJOA,2022-12-12,4,NA,4,6,3
CIUDAD OBREGON / NAVOJOA,2022-12-13,6,6,3,12,5
CIUDAD OBREGON / NAVOJOA,2022-12-14,5,1,2,9,6
CIUDAD OBREGON / NAVOJOA,2022-12-15,3,NA,3,9,8
CIUDAD OBREGON / NAVOJOA,2022-12-16,3,4,6,14,6
CIUDAD OBREGON / NAVOJOA,2022-12-17,2,3,5,13,4
CIUDAD OBREGON / NAVOJOA,2022-12-18,3,5,5,13,1
CIUDAD OBREGON / NAVOJOA,2022-12-19,2,2,1,5,1
CIUDAD OBREGON / NAVOJOA,2022-12-20,1,NA,2,7,3
CIUDAD OBREGON / NAVOJOA,2022-12-21,NA,5,7,8,4
CIUDAD OBREGON / NAVOJOA,2022-12-22,3,6,5,17,3
CIUDAD OBREGON / NAVOJOA,2022-12-23,4,9,2,12,4
CIUDAD OBREGON / NAVOJOA,2022-12-24,1,7,6,5,6
CIUDAD OBREGON / NAVOJOA,2022-12-25,1,3,5,9,6
CIUDAD OBREGON / NAVOJOA,2022-12-26,1,3,2,5,4
CIUDAD OBREGON / NAVOJOA,2022-12-27,4,4,6,13,3
CIUDAD OBREGON / NAVOJOA,2022-12-28,3,1,4,9,1
CIUDAD OBREGON / NAVOJOA,2022-12-29,2,2,3,9,2
CIUDAD OBREGON / NAVOJOA,2022-12-30,NA,4,4,8,8
CIUDAD OBREGON / NAVOJOA,2022-12-31,1,4,2,7,8
CIUDAD OBREGON / NAVOJOA,2023-01-01,NA,2,2,8,9
CIUDAD OBREGON / NAVOJOA,2023-01-02,1,2,4,6,3
CIUDAD OBREGON / NAVOJOA,2023-01-03,2,9,2,4,4
CIUDAD OBREGON / NAVOJOA,2023-01-04,3,12,3,3,11
CIUDAD OBREGON / NAVOJOA,2023-01-05,6,12,1,11,10
CIUDAD OBREGON / NAVOJOA,2023-01-06,5,8,5,9,10
CIUDAD OBREGON / NAVOJOA,2023-01-07,5,5,7,10,14
CIUDAD OBREGON / NAVOJOA,2023-01-08,2,7,4,11,10
CIUDAD OBREGON / NAVOJOA,2023-01-09,2,2,14,7,5
CIUDAD OBREGON / NAVOJOA,2023-01-10,2,6,15,13,11
CIUDAD OBREGON / NAVOJOA,2023-01-11,1,3,2,10,6
CIUDAD OBREGON / NAVOJOA,2023-01-12,2,2,NA,13,3
CIUDAD OBREGON / NAVOJOA,2023-01-13,2,1,2,17,5
CIUDAD OBREGON / NAVOJOA,2023-01-14,2,3,8,14,2
CIUDAD OBREGON / NAVOJOA,2023-01-15,4,3,5,15,1
CIUDAD OBREGON / NAVOJOA,2023-01-16,8,5,5,10,3
CIUDAD OBREGON / NAVOJOA,2023-01-17,6,8,9,12,6
CIUDAD OBREGON / NAVOJOA,2023-01-18,6,7,8,11,13
CIUDAD OBREGON / NAVOJOA,2023-01-19,5,4,9,9,8
CIUDAD OBREGON / NAVOJOA,2023-01-20,2,4,1,7,6
CIUDAD OBREGON / NAVOJOA,2023-01-21,NA,NA,3,15,2
CIUDAD OBREGON / NAVOJOA,2023-01-22,8,3,6,15,6
CIUDAD OBREGON / NAVOJOA,2023-01-23,5,3,NA,8,10
CIUDAD OBREGON / NAVOJOA,2023-01-24,7,3,5,12,6
CIUDAD OBREGON / NAVOJOA,2023-01-25,6,3,2,14,5
CIUDAD OBREGON / NAVOJOA,2023-01-26,6,6,2,13,7
CIUDAD OBREGON / NAVOJOA,2023-01-27,5,6,5,9,5
CIUDAD OBREGON / NAVOJOA,2023-01-28,6,4,1,9,6
CIUDAD OBREGON / NAVOJOA,2023-01-29,3,5,1,11,11
CIUDAD OBREGON / NAVOJOA,2023-01-30,4,4,1,9,5
CIUDAD OBREGON / NAVOJOA,2023-01-31,5,3,6,13,4
CIUDAD OBREGON / NAVOJOA,2023-02-01,7,6,1,11,7
CIUDAD OBREGON / NAVOJOA,2023-02-02,2,2,8,9,4
CIUDAD OBREGON / NAVOJOA,2023-02-03,4,3,3,16,2
CIUDAD OBREGON / NAVOJOA,2023-02-04,4,5,3,8,3
CIUDAD OBREGON / NAVOJOA,2023-02-05,7,3,5,7,3
CIUDAD OBREGON / NAVOJOA,2023-02-06,7,1,3,9,2
CIUDAD OBREGON / NAVOJOA,2023-02-07,NA,2,1,4,NA
CIUDAD OBREGON / NAVOJOA,2023-02-08,4,3,3,7,1
CIUDAD OBREGON / NAVOJOA,2023-02-09,2,NA,4,8,1
CIUDAD OBREGON / NAVOJOA,2023-02-10,1,1,7,9,4
CIUDAD OBREGON / NAVOJOA,2023-02-11,4,4,4,7,5
CIUDAD OBREGON / NAVOJOA,2023-02-12,1,5,4,7,1
CIUDAD OBREGON / NAVOJOA,2023-02-13,3,2,3,6,NA
CIUDAD OBREGON / NAVOJOA,2023-02-14,2,1,4,7,NA
CIUDAD OBREGON / NAVOJOA,2023-02-15,3,2,1,8,2
CIUDAD OBREGON / NAVOJOA,2023-02-16,6,2,10,8,6
CIUDAD OBREGON / NAVOJOA,2023-02-17,5,3,3,7,6
CIUDAD OBREGON / NAVOJOA,2023-02-18,4,2,NA,5,7
CIUDAD OBREGON / NAVOJOA,2023-02-19,3,4,2,8,8
CIUDAD OBREGON / NAVOJOA,2023-02-20,2,NA,5,9,NA
CIUDAD OBREGON / NAVOJOA,2023-02-21,NA,1,2,13,2
CIUDAD OBREGON / NAVOJOA,2023-02-22,3,1,2,8,6
CIUDAD OBREGON / NAVOJOA,2023-02-23,5,5,7,10,3
CIUDAD OBREGON / NAVOJOA,2023-02-24,7,2,8,10,4
CIUDAD OBREGON / NAVOJOA,2023-02-25,3,3,4,7,3
CIUDAD OBREGON / NAVOJOA,2023-02-26,2,5,3,8,7
CIUDAD OBREGON / NAVOJOA,2023-02-27,3,6,2,7,7
CIUDAD OBREGON / NAVOJOA,2023-02-28,2,2,3,8,5
CIUDAD OBREGON / NAVOJOA,2023-03-01,7,NA,1,5,10
CIUDAD OBREGON / NAVOJOA,2023-03-02,5,2,3,10,4
CIUDAD OBREGON / NAVOJOA,2023-03-03,6,4,9,11,6
CIUDAD OBREGON / NAVOJOA,2023-03-04,5,1,6,14,4
CIUDAD OBREGON / NAVOJOA,2023-03-05,1,2,1,6,2
CIUDAD OBREGON / NAVOJOA,2023-03-06,2,2,2,5,1
CIUDAD OBREGON / NAVOJOA,2023-03-07,2,2,4,13,3
CIUDAD OBREGON / NAVOJOA,2023-03-08,5,1,2,6,6
CIUDAD OBREGON / NAVOJOA,2023-03-09,4,2,5,9,5
CIUDAD OBREGON / NAVOJOA,2023-03-10,7,3,7,7,12
CIUDAD OBREGON / NAVOJOA,2023-03-11,5,2,5,10,18
CIUDAD OBREGON / NAVOJOA,2023-03-12,8,5,9,10,13
CIUDAD OBREGON / NAVOJOA,2023-03-13,6,4,2,7,15
CIUDAD OBREGON / NAVOJOA,2023-03-14,2,6,6,8,18
CIUDAD OBREGON / NAVOJOA,2023-03-15,6,3,7,11,16
CIUDAD OBREGON / NAVOJOA,2023-03-16,5,2,5,7,6
CIUDAD OBREGON / NAVOJOA,2023-03-17,6,4,10,17,7
CIUDAD OBREGON / NAVOJOA,2023-03-18,3,6,7,14,13
CIUDAD OBREGON / NAVOJOA,2023-03-19,4,14,7,11,13
CIUDAD OBREGON / NAVOJOA,2023-03-20,4,12,11,15,13
CIUDAD OBREGON / NAVOJOA,2023-03-21,5,28,16,15,17
CIUDAD OBREGON / NAVOJOA,2023-03-22,6,22,8,13,19
CIUDAD OBREGON / NAVOJOA,2023-03-23,4,19,6,11,17
CIUDAD OBREGON / NAVOJOA,2023-03-24,2,8,6,12,13
CIUDAD OBREGON / NAVOJOA,2023-03-25,3,6,4,11,10
CIUDAD OBREGON / NAVOJOA,2023-03-26,4,10,3,13,8
CIUDAD OBREGON / NAVOJOA,2023-03-27,3,10,2,5,8
CIUDAD OBREGON / NAVOJOA,2023-03-28,4,6,2,6,3
CIUDAD OBREGON / NAVOJOA,2023-03-29,2,5,5,14,3
CIUDAD OBREGON / NAVOJOA,2023-03-30,1,4,1,15,5
CIUDAD OBREGON / NAVOJOA,2023-03-31,3,3,3,11,5
CIUDAD OBREGON / NAVOJOA,2023-04-01,4,1,4,14,9
CIUDAD OBREGON / NAVOJOA,2023-04-02,3,2,6,12,10
CIUDAD OBREGON / NAVOJOA,2023-04-03,4,3,2,8,15
CIUDAD OBREGON / NAVOJOA,2023-04-04,6,6,11,13,13
CIUDAD OBREGON / NAVOJOA,2023-04-05,6,6,5,7,14
CIUDAD OBREGON / NAVOJOA,2023-04-06,5,4,3,5,13
CIUDAD OBREGON / NAVOJOA,2023-04-07,3,7,7,3,11
CIUDAD OBREGON / NAVOJOA,2023-04-08,4,1,3,6,6
CIUDAD OBREGON / NAVOJOA,2023-04-09,2,1,3,4,4
CIUDAD OBREGON / NAVOJOA,2023-04-10,3,1,4,6,7
CIUDAD OBREGON / NAVOJOA,2023-04-11,3,10,5,7,11
CIUDAD OBREGON / NAVOJOA,2023-04-12,6,7,7,6,12
CIUDAD OBREGON / NAVOJOA,2023-04-13,2,7,2,12,7
CIUDAD OBREGON / NAVOJOA,2023-04-14,2,3,3,10,2
CIUDAD OBREGON / NAVOJOA,2023-04-15,3,4,5,21,7
CIUDAD VICTORIA,2022-03-01,NA,NA,NA,25,NA
CIUDAD VICTORIA,2022-03-02,NA,NA,NA,23,NA
CIUDAD VICTORIA,2022-03-03,1,NA,1,45,NA
CIUDAD VICTORIA,2022-03-04,NA,1,NA,48,NA
CIUDAD VICTORIA,2022-03-05,NA,1,3,45,NA
CIUDAD VICTORIA,2022-03-06,NA,NA,1,20,NA
CIUDAD VICTORIA,2022-03-07,NA,NA,NA,9,NA
CIUDAD VICTORIA,2022-03-08,NA,NA,NA,8,NA
CIUDAD VICTORIA,2022-03-09,NA,NA,NA,10,NA
CIUDAD VICTORIA,2022-03-10,NA,NA,NA,15,NA
CIUDAD VICTORIA,2022-03-11,NA,NA,1,12,NA
CIUDAD VICTORIA,2022-03-12,NA,NA,1,16,NA
CIUDAD VICTORIA,2022-03-13,NA,NA,NA,12,NA
CIUDAD VICTORIA,2022-03-14,NA,NA,NA,5,NA
CIUDAD VICTORIA,2022-03-15,NA,NA,NA,8,NA
CIUDAD VICTORIA,2022-03-16,NA,NA,NA,5,NA
CIUDAD VICTORIA,2022-03-17,NA,NA,NA,2,NA
CIUDAD VICTORIA,2022-03-22,NA,NA,NA,1,NA
CIUDAD VICTORIA,2022-03-23,NA,NA,NA,1,NA
CIUDAD VICTORIA,2022-03-24,NA,NA,NA,1,NA
CIUDAD VICTORIA,2022-03-25,NA,NA,NA,1,NA
CIUDAD VICTORIA,2022-03-27,NA,NA,NA,1,NA
CIUDAD VICTORIA,2022-03-30,1,NA,NA,1,NA
CIUDAD VICTORIA,2022-03-31,1,NA,NA,2,NA
CIUDAD VICTORIA,2022-04-01,1,NA,2,1,NA
CIUDAD VICTORIA,2022-04-02,1,NA,2,1,NA
CIUDAD VICTORIA,2022-04-09,1,NA,3,14,NA
CIUDAD VICTORIA,2022-04-10,NA,NA,3,90,NA
CIUDAD VICTORIA,2022-04-11,NA,NA,2,61,NA
CIUDAD VICTORIA,2022-04-12,NA,NA,2,63,NA
CIUDAD VICTORIA,2022-04-13,NA,1,NA,88,NA
CIUDAD VICTORIA,2022-04-14,NA,1,2,124,1
CIUDAD VICTORIA,2022-04-15,NA,2,1,136,1
CIUDAD VICTORIA,2022-04-16,NA,2,NA,123,NA
CIUDAD VICTORIA,2022-04-17,NA,3,NA,114,NA
CIUDAD VICTORIA,2022-04-18,NA,3,1,89,NA
CIUDAD VICTORIA,2022-04-19,NA,4,NA,116,NA
CIUDAD VICTORIA,2022-04-20,NA,4,1,121,NA
CIUDAD VICTORIA,2022-04-21,NA,5,1,123,NA
CIUDAD VICTORIA,2022-04-22,NA,NA,2,117,NA
CIUDAD VICTORIA,2022-04-23,1,NA,1,100,NA
CIUDAD VICTORIA,2022-04-24,1,NA,3,93,NA
CIUDAD VICTORIA,2022-04-25,NA,NA,NA,60,NA
CIUDAD VICTORIA,2022-04-26,NA,1,2,66,NA
CIUDAD VICTORIA,2022-04-27,NA,NA,NA,99,NA
CIUDAD VICTORIA,2022-04-28,1,1,1,110,NA
CIUDAD VICTORIA,2022-04-29,NA,1,1,123,NA
CIUDAD VICTORIA,2022-04-30,NA,NA,2,115,NA
CIUDAD VICTORIA,2022-05-01,NA,3,2,81,NA
CIUDAD VICTORIA,2022-05-02,NA,2,1,48,NA
CIUDAD VICTORIA,2022-05-03,1,1,NA,54,NA
CIUDAD VICTORIA,2022-05-04,NA,NA,3,73,NA
CIUDAD VICTORIA,2022-05-05,NA,NA,1,82,NA
CIUDAD VICTORIA,2022-05-06,NA,NA,2,85,NA
CIUDAD VICTORIA,2022-05-07,NA,NA,3,88,NA
CIUDAD VICTORIA,2022-05-08,1,NA,1,84,NA
CIUDAD VICTORIA,2022-05-09,NA,1,NA,63,NA
CIUDAD VICTORIA,2022-05-10,1,NA,1,67,NA
CIUDAD VICTORIA,2022-05-11,NA,1,1,74,NA
CIUDAD VICTORIA,2022-05-12,NA,NA,NA,89,1
CIUDAD VICTORIA,2022-05-13,NA,2,1,109,NA
CIUDAD VICTORIA,2022-05-14,1,2,2,114,NA
CIUDAD VICTORIA,2022-05-15,1,2,3,115,NA
CIUDAD VICTORIA,2022-05-16,2,1,3,82,NA
CIUDAD VICTORIA,2022-05-17,1,1,2,93,NA
CIUDAD VICTORIA,2022-05-18,NA,2,2,98,NA
CIUDAD VICTORIA,2022-05-19,1,2,4,76,NA
CIUDAD VICTORIA,2022-05-20,1,2,3,71,NA
CIUDAD VICTORIA,2022-05-21,1,2,2,74,NA
CIUDAD VICTORIA,2022-05-22,1,2,2,53,NA
CIUDAD VICTORIA,2022-05-23,NA,NA,3,45,NA
CIUDAD VICTORIA,2022-05-24,3,1,NA,68,NA
CIUDAD VICTORIA,2022-05-25,NA,NA,3,77,NA
CIUDAD VICTORIA,2022-05-26,NA,NA,1,86,NA
CIUDAD VICTORIA,2022-05-27,1,NA,NA,101,NA
CIUDAD VICTORIA,2022-05-28,NA,NA,1,87,NA
CIUDAD VICTORIA,2022-05-29,1,2,1,87,NA
CIUDAD VICTORIA,2022-05-30,2,1,NA,76,NA
CIUDAD VICTORIA,2022-05-31,2,3,2,78,NA
CIUDAD VICTORIA,2022-06-01,1,NA,1,76,NA
CIUDAD VICTORIA,2022-06-02,NA,1,1,67,NA
CIUDAD VICTORIA,2022-06-03,NA,NA,4,47,1
CIUDAD VICTORIA,2022-06-04,2,1,2,50,NA
CIUDAD VICTORIA,2022-06-05,3,3,NA,51,2
CIUDAD VICTORIA,2022-06-06,3,2,NA,28,NA
CIUDAD VICTORIA,2022-06-07,1,3,4,39,NA
CIUDAD VICTORIA,2022-06-08,NA,1,2,48,1
CIUDAD VICTORIA,2022-06-09,NA,1,3,43,1
CIUDAD VICTORIA,2022-06-10,NA,1,1,57,2
CIUDAD VICTORIA,2022-06-11,1,NA,2,41,1
CIUDAD VICTORIA,2022-06-12,1,NA,NA,45,NA
CIUDAD VICTORIA,2022-06-13,NA,NA,1,32,NA
CIUDAD VICTORIA,2022-06-14,NA,NA,1,45,NA
CIUDAD VICTORIA,2022-06-15,NA,1,NA,45,NA
CIUDAD VICTORIA,2022-06-16,NA,NA,1,47,NA
CIUDAD VICTORIA,2022-06-17,NA,NA,NA,47,NA
CIUDAD VICTORIA,2022-06-18,NA,NA,NA,38,1
CIUDAD VICTORIA,2022-06-19,NA,1,1,38,NA
CIUDAD VICTORIA,2022-06-20,1,NA,NA,32,NA
CIUDAD VICTORIA,2022-06-21,NA,NA,NA,34,1
CIUDAD VICTORIA,2022-06-22,1,NA,1,50,NA
CIUDAD VICTORIA,2022-06-23,6,2,NA,52,NA
CIUDAD VICTORIA,2022-06-24,NA,NA,4,52,NA
CIUDAD VICTORIA,2022-06-25,1,NA,NA,65,NA
CIUDAD VICTORIA,2022-06-26,NA,NA,1,57,NA
CIUDAD VICTORIA,2022-06-27,NA,NA,1,50,NA
CIUDAD VICTORIA,2022-06-28,NA,NA,1,59,NA
CIUDAD VICTORIA,2022-06-29,NA,NA,NA,74,NA
CIUDAD VICTORIA,2022-06-30,NA,NA,3,77,1
CIUDAD VICTORIA,2022-07-01,NA,NA,NA,75,NA
CIUDAD VICTORIA,2022-07-02,NA,NA,NA,53,NA
CIUDAD VICTORIA,2022-07-03,NA,NA,2,41,NA
CIUDAD VICTORIA,2022-07-04,NA,NA,1,30,NA
CIUDAD VICTORIA,2022-07-05,NA,NA,3,36,NA
CIUDAD VICTORIA,2022-07-06,NA,NA,NA,33,NA
CIUDAD VICTORIA,2022-07-07,1,1,NA,44,NA
CIUDAD VICTORIA,2022-07-08,1,NA,NA,42,NA
CIUDAD VICTORIA,2022-07-09,1,NA,NA,41,NA
CIUDAD VICTORIA,2022-07-10,NA,1,1,36,NA
CIUDAD VICTORIA,2022-07-11,NA,NA,2,19,NA
CIUDAD VICTORIA,2022-07-12,NA,NA,3,29,NA
CIUDAD VICTORIA,2022-07-13,NA,NA,1,50,NA
CIUDAD VICTORIA,2022-07-14,NA,NA,2,53,NA
CIUDAD VICTORIA,2022-07-15,NA,NA,2,54,NA
CIUDAD VICTORIA,2022-07-16,NA,1,2,35,NA
CIUDAD VICTORIA,2022-07-17,3,1,1,33,1
CIUDAD VICTORIA,2022-07-18,1,NA,2,24,NA
CIUDAD VICTORIA,2022-07-19,1,NA,2,34,NA
CIUDAD VICTORIA,2022-07-20,1,NA,3,33,NA
CIUDAD VICTORIA,2022-07-21,NA,NA,1,52,NA
CIUDAD VICTORIA,2022-07-22,2,3,1,37,2
CIUDAD VICTORIA,2022-07-23,1,NA,1,33,NA
CIUDAD VICTORIA,2022-07-24,2,NA,1,40,NA
CIUDAD VICTORIA,2022-07-25,NA,1,3,30,NA
CIUDAD VICTORIA,2022-07-26,1,1,1,44,NA
CIUDAD VICTORIA,2022-07-27,1,1,1,45,NA
CIUDAD VICTORIA,2022-07-28,1,NA,2,57,NA
CIUDAD VICTORIA,2022-07-29,1,NA,3,55,NA
CIUDAD VICTORIA,2022-07-30,NA,1,3,51,NA
CIUDAD VICTORIA,2022-07-31,1,1,1,26,NA
CIUDAD VICTORIA,2022-08-01,2,1,2,20,NA
CIUDAD VICTORIA,2022-08-02,2,1,4,28,NA
CIUDAD VICTORIA,2022-08-03,1,NA,9,29,NA
CIUDAD VICTORIA,2022-08-04,2,NA,3,31,1
CIUDAD VICTORIA,2022-08-05,1,1,2,32,1
CIUDAD VICTORIA,2022-08-06,1,1,2,39,2
CIUDAD VICTORIA,2022-08-07,2,1,3,37,NA
CIUDAD VICTORIA,2022-08-08,2,3,1,24,NA
CIUDAD VICTORIA,2022-08-09,1,3,1,32,NA
CIUDAD VICTORIA,2022-08-10,1,1,1,32,NA
CIUDAD VICTORIA,2022-08-11,NA,1,1,29,NA
CIUDAD VICTORIA,2022-08-12,2,NA,3,29,1
CIUDAD VICTORIA,2022-08-13,NA,NA,1,44,1
CIUDAD VICTORIA,2022-08-14,NA,NA,3,41,NA
CIUDAD VICTORIA,2022-08-15,1,NA,3,35,NA
CIUDAD VICTORIA,2022-08-16,1,NA,3,33,NA
CIUDAD VICTORIA,2022-08-17,NA,NA,2,35,2
CIUDAD VICTORIA,2022-08-18,1,1,4,41,2
CIUDAD VICTORIA,2022-08-19,1,3,5,35,NA
CIUDAD VICTORIA,2022-08-20,NA,2,2,51,NA
CIUDAD VICTORIA,2022-08-21,2,1,6,30,NA
CIUDAD VICTORIA,2022-08-22,1,1,2,25,NA
CIUDAD VICTORIA,2022-08-23,1,3,3,24,NA
CIUDAD VICTORIA,2022-08-24,2,3,4,25,NA
CIUDAD VICTORIA,2022-08-25,NA,1,2,30,NA
CIUDAD VICTORIA,2022-08-26,1,4,4,43,2
CIUDAD VICTORIA,2022-08-27,1,NA,3,38,NA
CIUDAD VICTORIA,2022-08-28,NA,2,4,25,NA
CIUDAD VICTORIA,2022-08-29,NA,1,5,30,1
CIUDAD VICTORIA,2022-08-30,2,NA,2,33,1
CIUDAD VICTORIA,2022-08-31,2,1,3,52,NA
CIUDAD VICTORIA,2022-09-01,2,1,4,51,2
CIUDAD VICTORIA,2022-09-02,3,NA,7,49,1
CIUDAD VICTORIA,2022-09-03,6,NA,4,37,NA
CIUDAD VICTORIA,2022-09-04,1,3,8,28,NA
CIUDAD VICTORIA,2022-09-05,1,NA,1,13,NA
CIUDAD VICTORIA,2022-09-06,NA,NA,4,21,1
CIUDAD VICTORIA,2022-09-07,NA,1,2,16,NA
CIUDAD VICTORIA,2022-09-08,1,2,2,21,NA
CIUDAD VICTORIA,2022-09-09,2,3,2,23,2
CIUDAD VICTORIA,2022-09-10,2,3,2,21,2
CIUDAD VICTORIA,2022-09-11,NA,5,5,13,3
CIUDAD VICTORIA,2022-09-12,3,2,4,10,3
CIUDAD VICTORIA,2022-09-13,3,NA,1,17,NA
CIUDAD VICTORIA,2022-09-14,3,2,2,21,NA
CIUDAD VICTORIA,2022-09-15,3,2,3,30,NA
CIUDAD VICTORIA,2022-09-16,1,NA,1,31,NA
CIUDAD VICTORIA,2022-09-17,2,NA,3,36,NA
CIUDAD VICTORIA,2022-09-18,4,5,2,37,1
CIUDAD VICTORIA,2022-09-19,1,2,2,12,NA
CIUDAD VICTORIA,2022-09-20,3,2,1,18,NA
CIUDAD VICTORIA,2022-09-21,1,2,2,19,1
CIUDAD VICTORIA,2022-09-22,3,3,2,25,6
CIUDAD VICTORIA,2022-09-23,3,1,4,27,3
CIUDAD VICTORIA,2022-09-24,1,1,7,39,5
CIUDAD VICTORIA,2022-09-25,1,1,3,34,1
CIUDAD VICTORIA,2022-09-26,NA,NA,2,31,1
CIUDAD VICTORIA,2022-09-27,1,NA,2,34,2
CIUDAD VICTORIA,2022-09-28,NA,1,3,31,2
CIUDAD VICTORIA,2022-09-29,1,1,4,40,1
CIUDAD VICTORIA,2022-09-30,3,4,2,62,2
CIUDAD VICTORIA,2022-10-01,6,7,4,54,3
CIUDAD VICTORIA,2022-10-02,2,4,3,19,2
CIUDAD VICTORIA,2022-10-03,2,3,2,16,NA
CIUDAD VICTORIA,2022-10-04,1,3,1,20,NA
CIUDAD VICTORIA,2022-10-05,4,5,2,18,NA
CIUDAD VICTORIA,2022-10-06,4,NA,3,18,NA
CIUDAD VICTORIA,2022-10-07,2,1,4,33,NA
CIUDAD VICTORIA,2022-10-08,2,NA,4,20,NA
CIUDAD VICTORIA,2022-10-09,NA,3,1,11,1
CIUDAD VICTORIA,2022-10-10,NA,2,3,11,NA
CIUDAD VICTORIA,2022-10-11,1,4,1,19,1
CIUDAD VICTORIA,2022-10-12,2,2,3,23,1
CIUDAD VICTORIA,2022-10-13,1,3,2,28,1
CIUDAD VICTORIA,2022-10-14,3,2,4,25,1
CIUDAD VICTORIA,2022-10-15,1,1,3,21,2
CIUDAD VICTORIA,2022-10-16,NA,1,1,20,1
CIUDAD VICTORIA,2022-10-17,NA,1,1,15,1
CIUDAD VICTORIA,2022-10-18,NA,1,2,20,NA
CIUDAD VICTORIA,2022-10-19,NA,3,3,34,2
CIUDAD VICTORIA,2022-10-20,1,NA,4,26,2
CIUDAD VICTORIA,2022-10-21,NA,1,8,40,NA
CIUDAD VICTORIA,2022-10-22,4,1,2,31,NA
CIUDAD VICTORIA,2022-10-23,3,1,6,29,5
CIUDAD VICTORIA,2022-10-24,2,1,1,29,NA
CIUDAD VICTORIA,2022-10-25,2,2,2,22,NA
CIUDAD VICTORIA,2022-10-26,NA,2,3,26,NA
CIUDAD VICTORIA,2022-10-27,NA,3,5,37,NA
CIUDAD VICTORIA,2022-10-28,1,NA,1,28,NA
CIUDAD VICTORIA,2022-10-29,3,NA,2,34,NA
