DESPACHO CENTRALIZADO,PLAZA,FechaF,Asignaciones_totales,Asignaciones_automaticas,Asignaciones_manuales,PorcAA
SI,MORELIA,2023-01-01,38,38,0,1
SI,MORELIA,2023-01-02,60,60,0,1
SI,MORELIA,2023-01-03,88,88,0,1
SI,MORELIA,2023-01-04,92,92,0,1
SI,MORELIA,2023-01-05,88,88,0,1
SI,MORELIA,2023-01-06,80,80,0,1
SI,MORELIA,2023-01-07,77,77,0,1
SI,MORELIA,2023-01-08,56,55,1,0.98214
SI,MORELIA,2023-01-09,96,96,0,1
SI,MORELIA,2023-01-10,90,90,0,1
SI,MORELIA,2023-01-11,106,106,0,1
SI,MORELIA,2023-01-12,97,94,3,0.96907
SI,MORELIA,2023-01-13,89,89,0,1
SI,MORELIA,2023-01-14,92,91,1,0.98913
SI,MORELIA,2023-01-15,53,53,0,1
SI,MORELIA,2023-01-16,94,94,0,1
SI,MORELIA,2023-01-17,90,89,1,0.98889
SI,MORELIA,2023-01-18,89,89,0,1
SI,MORELIA,2023-01-19,89,89,0,1
SI,MORELIA,2023-01-20,84,84,0,1
SI,MORELIA,2023-01-21,99,99,0,1
SI,MORELIA,2023-01-22,42,42,0,1
SI,MORELIA,2023-01-23,88,88,0,1
SI,MORELIA,2023-01-24,81,81,0,1
SI,MORELIA,2023-01-25,93,86,7,0.92473
SI,MORELIA,2023-01-26,112,110,2,0.98214
SI,MORELIA,2023-01-27,102,100,2,0.98039
SI,MORELIA,2023-01-28,110,107,3,0.97273
SI,MORELIA,2023-01-29,58,57,1,0.98276
SI,MORELIA,2023-01-30,101,98,3,0.9703
SI,MORELIA,2023-01-31,90,90,0,1
SI,MORELIA,2023-02-01,107,107,0,1
SI,MORELIA,2023-02-02,97,96,1,0.98969
SI,MORELIA,2023-02-03,107,107,0,1
SI,MORELIA,2023-02-04,112,111,1,0.99107
SI,MORELIA,2023-02-05,71,70,1,0.98592
SI,MORELIA,2023-02-06,103,103,0,1
SI,MORELIA,2023-02-07,94,94,0,1
SI,MORELIA,2023-02-08,96,96,0,1
SI,MORELIA,2023-02-09,99,98,1,0.9899
SI,MORELIA,2023-02-10,103,102,1,0.99029
SI,MORELIA,2023-02-11,100,100,0,1
SI,MORELIA,2023-02-12,66,66,0,1
SI,MORELIA,2023-02-13,95,95,0,1
SI,MORELIA,2023-02-14,91,91,0,1
SI,MORELIA,2023-02-15,96,94,2,0.97917
SI,MORELIA,2023-02-16,103,102,1,0.99029
SI,MORELIA,2023-02-17,94,94,0,1
SI,MORELIA,2023-02-18,84,83,1,0.9881
SI,MORELIA,2023-02-19,63,63,0,1
SI,MORELIA,2023-02-20,87,86,1,0.98851
SI,MORELIA,2023-02-21,100,100,0,1
SI,MORELIA,2023-02-22,105,105,0,1
SI,MORELIA,2023-02-23,97,96,1,0.98969
SI,MORELIA,2023-02-24,114,114,0,1
SI,MORELIA,2023-02-25,102,101,1,0.9902
SI,MORELIA,2023-02-26,63,63,0,1
SI,MORELIA,2023-02-27,85,85,0,1
SI,MORELIA,2023-02-28,104,104,0,1
SI,MORELIA,2023-03-01,94,94,0,1
SI,MORELIA,2023-03-02,74,0,74,0
SI,MORELIA,2023-03-03,76,0,76,0
SI,MORELIA,2023-03-04,101,0,101,0
SI,MORELIA,2023-03-05,54,0,54,0
SI,MORELIA,2023-03-06,84,0,84,0
SI,MORELIA,2023-03-07,90,0,90,0
SI,MORELIA,2023-03-08,82,0,82,0
SI,MORELIA,2023-03-09,88,0,88,0
SI,MORELIA,2023-03-10,90,0,90,0
SI,MORELIA,2023-03-11,105,0,105,0
SI,MORELIA,2023-03-12,59,0,59,0
SI,MORELIA,2023-03-13,83,0,83,0
SI,MORELIA,2023-03-14,76,0,76,0
SI,MORELIA,2023-03-15,95,0,95,0
SI,MORELIA,2023-03-16,81,0,81,0
SI,MORELIA,2023-03-17,67,0,67,0
SI,MORELIA,2023-03-18,82,0,82,0
SI,MORELIA,2023-03-19,60,0,60,0
SI,MORELIA,2023-03-20,89,0,89,0
SI,MORELIA,2023-03-21,86,85,1,0.98837
SI,MORELIA,2023-03-22,88,88,0,1
SI,MORELIA,2023-03-23,88,84,4,0.95455
SI,MORELIA,2023-03-24,83,82,1,0.98795
SI,MORELIA,2023-03-25,101,99,2,0.9802
SI,MORELIA,2023-03-26,65,65,0,1
SI,MORELIA,2023-03-27,87,85,2,0.97701
SI,MORELIA,2023-03-28,73,73,0,1
SI,MORELIA,2023-03-29,86,81,5,0.94186
SI,MORELIA,2023-03-30,78,74,4,0.94872
SI,MORELIA,2023-03-31,69,66,3,0.95652
SI,MORELIA,2023-04-01,90,84,6,0.93333
SI,MORELIA,2023-04-02,55,53,2,0.96364
SI,MORELIA,2023-04-03,89,85,4,0.95506
SI,MORELIA,2023-04-04,83,77,6,0.92771
SI,MORELIA,2023-04-05,78,68,10,0.87179
SI,MORELIA,2023-04-06,68,62,6,0.91176
SI,MORELIA,2023-04-07,46,36,10,0.78261
SI,MORELIA,2023-04-08,57,42,15,0.73684
SI,MORELIA,2023-04-09,41,31,10,0.7561
SI,MORELIA,2023-04-10,77,69,8,0.8961
SI,MORELIA,2023-04-11,96,84,12,0.875
SI,MORELIA,2023-04-12,97,82,15,0.84536
SI,MORELIA,2023-04-13,79,60,19,0.75949
SI,MORELIA,2023-04-14,98,89,9,0.90816
SI,MORELIA,2023-04-15,86,72,14,0.83721
SI,MORELIA,2023-04-16,50,41,9,0.82
SI,MORELIA,2023-04-17,85,76,9,0.89412
SI,MORELIA,2023-04-18,65,54,11,0.83077
SI,MORELIA,2023-04-19,103,93,10,0.90291
SI,MORELIA,2023-04-20,89,71,18,0.79775
SI,MORELIA,2023-04-21,81,74,7,0.91358
SI,MORELIA,2023-04-22,71,57,14,0.80282
SI,MORELIA,2023-04-23,49,39,10,0.79592
SI,MORELIA,2023-04-24,79,66,13,0.83544
SI,MORELIA,2023-04-25,57,41,16,0.7193
SI,MORELIA,2023-04-26,56,39,17,0.69643
SI,MORELIA,2023-04-27,65,54,11,0.83077
SI,MORELIA,2023-04-28,49,47,2,0.95918
SI,MORELIA,2023-04-29,67,65,2,0.97015
SI,MORELIA,2023-04-30,51,45,6,0.88235
SI,MORELIA,2023-05-01,65,56,9,0.86154
SI,MORELIA,2023-05-02,69,65,4,0.94203
SI,MORELIA,2023-05-03,64,53,11,0.82812
SI,MORELIA,2023-05-04,52,50,2,0.96154
SI,MORELIA,2023-05-05,50,43,7,0.86
SI,MORELIA,2023-05-06,61,51,10,0.83607
SI,MORELIA,2023-05-07,54,43,11,0.7963
SI,MORELIA,2023-05-08,55,46,9,0.83636
SI,MORELIA,2023-05-09,69,59,10,0.85507
SI,MORELIA,2023-05-10,63,47,16,0.74603
SI,MORELIA,2023-05-11,52,40,12,0.76923
SI,MORELIA,2023-05-12,50,44,6,0.88
SI,MORELIA,2023-05-13,44,40,4,0.90909
SI,MORELIA,2023-05-14,43,34,9,0.7907
SI,MORELIA,2023-05-15,84,70,14,0.83333
SI,MORELIA,2023-05-16,104,98,6,0.94231
SI,NUEVO LAREDO,2023-02-03,23,18,5,0.78261
SI,NUEVO LAREDO,2023-02-04,35,29,6,0.82857
SI,NUEVO LAREDO,2023-02-05,40,29,11,0.725
SI,NUEVO LAREDO,2023-02-06,42,33,9,0.78571
SI,NUEVO LAREDO,2023-02-07,34,30,4,0.88235
SI,NUEVO LAREDO,2023-02-08,35,30,5,0.85714
SI,NUEVO LAREDO,2023-02-09,44,35,9,0.79545
SI,NUEVO LAREDO,2023-02-10,36,29,7,0.80556
SI,NUEVO LAREDO,2023-02-11,30,26,4,0.86667
SI,NUEVO LAREDO,2023-02-12,29,19,10,0.65517
SI,NUEVO LAREDO,2023-02-13,35,27,8,0.77143
SI,NUEVO LAREDO,2023-02-14,46,33,13,0.71739
SI,NUEVO LAREDO,2023-02-15,56,28,28,0.5
SI,NUEVO LAREDO,2023-02-16,46,28,18,0.6087
SI,NUEVO LAREDO,2023-02-17,49,38,11,0.77551
SI,NUEVO LAREDO,2023-02-18,44,37,7,0.84091
SI,NUEVO LAREDO,2023-02-19,36,29,7,0.80556
SI,NUEVO LAREDO,2023-02-20,33,21,12,0.63636
SI,NUEVO LAREDO,2023-02-21,43,25,18,0.5814
SI,NUEVO LAREDO,2023-02-22,36,15,21,0.41667
SI,NUEVO LAREDO,2023-02-23,28,22,6,0.78571
SI,NUEVO LAREDO,2023-02-24,45,28,17,0.62222
SI,NUEVO LAREDO,2023-02-25,36,24,12,0.66667
SI,NUEVO LAREDO,2023-02-26,30,18,12,0.6
SI,NUEVO LAREDO,2023-02-27,34,28,6,0.82353
SI,NUEVO LAREDO,2023-02-28,45,23,22,0.51111
SI,NUEVO LAREDO,2023-03-01,57,49,8,0.85965
SI,NUEVO LAREDO,2023-03-02,38,31,7,0.81579
SI,NUEVO LAREDO,2023-03-03,50,29,21,0.58
SI,NUEVO LAREDO,2023-03-04,45,33,12,0.73333
SI,NUEVO LAREDO,2023-03-05,29,25,4,0.86207
SI,NUEVO LAREDO,2023-03-06,43,30,13,0.69767
SI,NUEVO LAREDO,2023-03-07,47,32,15,0.68085
SI,NUEVO LAREDO,2023-03-08,52,33,19,0.63462
SI,NUEVO LAREDO,2023-03-09,46,26,20,0.56522
SI,NUEVO LAREDO,2023-03-10,53,41,12,0.77358
SI,NUEVO LAREDO,2023-03-11,53,37,16,0.69811
SI,NUEVO LAREDO,2023-03-12,49,35,14,0.71429
SI,NUEVO LAREDO,2023-03-13,64,47,17,0.73438
SI,NUEVO LAREDO,2023-03-14,54,27,27,0.5
SI,NUEVO LAREDO,2023-03-15,47,41,6,0.87234
SI,NUEVO LAREDO,2023-03-16,51,46,5,0.90196
SI,NUEVO LAREDO,2023-03-17,62,55,7,0.8871
SI,NUEVO LAREDO,2023-03-18,54,43,11,0.7963
SI,NUEVO LAREDO,2023-03-19,39,35,4,0.89744
SI,NUEVO LAREDO,2023-03-20,72,61,11,0.84722
SI,NUEVO LAREDO,2023-03-21,68,62,6,0.91176
SI,NUEVO LAREDO,2023-03-22,66,57,9,0.86364
SI,NUEVO LAREDO,2023-03-23,70,58,12,0.82857
SI,NUEVO LAREDO,2023-03-24,64,57,7,0.89062
SI,NUEVO LAREDO,2023-03-25,73,63,10,0.86301
SI,NUEVO LAREDO,2023-03-26,44,34,10,0.77273
SI,NUEVO LAREDO,2023-03-27,76,65,11,0.85526
SI,NUEVO LAREDO,2023-03-28,73,66,7,0.90411
SI,NUEVO LAREDO,2023-03-29,73,65,8,0.89041
SI,NUEVO LAREDO,2023-03-30,54,45,9,0.83333
SI,NUEVO LAREDO,2023-03-31,79,63,16,0.79747
SI,NUEVO LAREDO,2023-04-01,57,44,13,0.77193
SI,NUEVO LAREDO,2023-04-02,49,36,13,0.73469
SI,NUEVO LAREDO,2023-04-03,80,68,12,0.85
SI,NUEVO LAREDO,2023-04-04,78,65,13,0.83333
SI,NUEVO LAREDO,2023-04-05,68,54,14,0.79412
SI,NUEVO LAREDO,2023-04-06,68,54,14,0.79412
SI,NUEVO LAREDO,2023-04-07,63,57,6,0.90476
SI,NUEVO LAREDO,2023-04-08,54,51,3,0.94444
SI,NUEVO LAREDO,2023-04-09,29,24,5,0.82759
SI,NUEVO LAREDO,2023-04-10,56,51,5,0.91071
SI,NUEVO LAREDO,2023-04-11,72,60,12,0.83333
SI,NUEVO LAREDO,2023-04-12,69,60,9,0.86957
SI,NUEVO LAREDO,2023-04-13,63,50,13,0.79365
SI,NUEVO LAREDO,2023-04-14,64,41,23,0.64062
SI,NUEVO LAREDO,2023-04-15,67,52,15,0.77612
SI,NUEVO LAREDO,2023-04-16,22,20,2,0.90909
SI,NUEVO LAREDO,2023-04-17,58,47,11,0.81034
SI,NUEVO LAREDO,2023-04-18,68,58,10,0.85294
SI,NUEVO LAREDO,2023-04-19,74,68,6,0.91892
SI,NUEVO LAREDO,2023-04-20,55,43,12,0.78182
SI,NUEVO LAREDO,2023-04-21,60,47,13,0.78333
SI,NUEVO LAREDO,2023-04-22,60,52,8,0.86667
SI,NUEVO LAREDO,2023-04-23,35,30,5,0.85714
SI,NUEVO LAREDO,2023-04-24,56,49,7,0.875
SI,NUEVO LAREDO,2023-04-25,63,55,8,0.87302
SI,NUEVO LAREDO,2023-04-26,58,45,13,0.77586
SI,NUEVO LAREDO,2023-04-27,52,43,9,0.82692
SI,NUEVO LAREDO,2023-04-28,55,46,9,0.83636
SI,NUEVO LAREDO,2023-04-29,67,43,24,0.64179
SI,NUEVO LAREDO,2023-04-30,37,33,4,0.89189
SI,NUEVO LAREDO,2023-05-01,37,32,5,0.86486
SI,NUEVO LAREDO,2023-05-02,61,49,12,0.80328
SI,NUEVO LAREDO,2023-05-03,60,58,2,0.96667
SI,NUEVO LAREDO,2023-05-04,65,59,6,0.90769
SI,NUEVO LAREDO,2023-05-05,59,53,6,0.89831
SI,NUEVO LAREDO,2023-05-06,66,55,11,0.83333
SI,NUEVO LAREDO,2023-05-07,46,39,7,0.84783
SI,NUEVO LAREDO,2023-05-08,64,58,6,0.90625
SI,NUEVO LAREDO,2023-05-09,71,63,8,0.88732
SI,NUEVO LAREDO,2023-05-10,71,68,3,0.95775
SI,NUEVO LAREDO,2023-05-11,69,63,6,0.91304
SI,NUEVO LAREDO,2023-05-12,65,59,6,0.90769
SI,NUEVO LAREDO,2023-05-13,69,62,7,0.89855
SI,NUEVO LAREDO,2023-05-14,66,64,2,0.9697
SI,NUEVO LAREDO,2023-05-15,71,59,12,0.83099
SI,NUEVO LAREDO,2023-05-16,59,53,6,0.89831
SI,PACHUCA,2023-01-01,28,23,5,0.82143
SI,PACHUCA,2023-01-02,163,124,39,0.76074
SI,PACHUCA,2023-01-03,200,135,65,0.675
SI,PACHUCA,2023-01-04,226,174,52,0.76991
SI,PACHUCA,2023-01-05,223,170,53,0.76233
SI,PACHUCA,2023-01-06,194,137,57,0.70619
SI,PACHUCA,2023-01-07,179,110,69,0.61453
SI,PACHUCA,2023-01-08,154,92,62,0.5974
SI,PACHUCA,2023-01-09,175,130,45,0.74286
SI,PACHUCA,2023-01-10,197,128,69,0.64975
SI,PACHUCA,2023-01-11,201,115,86,0.57214
SI,PACHUCA,2023-01-12,217,135,82,0.62212
SI,PACHUCA,2023-01-13,201,134,67,0.66667
SI,PACHUCA,2023-01-14,182,112,70,0.61538
SI,PACHUCA,2023-01-15,148,89,59,0.60135
SI,PACHUCA,2023-01-16,200,104,96,0.52
SI,PACHUCA,2023-01-17,186,91,95,0.48925
SI,PACHUCA,2023-01-18,187,103,84,0.5508
SI,PACHUCA,2023-01-19,186,100,86,0.53763
SI,PACHUCA,2023-01-20,177,104,73,0.58757
SI,PACHUCA,2023-01-21,181,99,82,0.54696
SI,PACHUCA,2023-01-22,139,87,52,0.6259
SI,PACHUCA,2023-01-23,207,156,51,0.75362
SI,PACHUCA,2023-01-24,193,152,41,0.78756
SI,PACHUCA,2023-01-25,180,139,41,0.77222
SI,PACHUCA,2023-01-26,190,146,44,0.76842
SI,PACHUCA,2023-01-27,207,170,37,0.82126
SI,PACHUCA,2023-01-28,179,123,56,0.68715
SI,PACHUCA,2023-01-29,159,131,28,0.8239
SI,PACHUCA,2023-01-30,189,133,56,0.7037
SI,PACHUCA,2023-01-31,217,151,66,0.69585
SI,PACHUCA,2023-02-01,169,101,68,0.59763
SI,PACHUCA,2023-02-02,179,98,81,0.54749
SI,PACHUCA,2023-02-03,179,105,74,0.58659
SI,PACHUCA,2023-02-04,170,101,69,0.59412
SI,PACHUCA,2023-02-05,158,101,57,0.63924
SI,PACHUCA,2023-02-06,185,126,59,0.68108
SI,PACHUCA,2023-02-07,202,122,80,0.60396
SI,PACHUCA,2023-02-08,205,111,94,0.54146
SI,PACHUCA,2023-02-09,212,120,92,0.56604
SI,PACHUCA,2023-02-10,197,109,88,0.5533
SI,PACHUCA,2023-02-11,182,120,62,0.65934
SI,PACHUCA,2023-02-12,165,111,54,0.67273
SI,PACHUCA,2023-02-13,187,124,63,0.6631
SI,PACHUCA,2023-02-14,192,116,76,0.60417
SI,PACHUCA,2023-02-15,196,115,81,0.58673
SI,PACHUCA,2023-02-16,180,85,95,0.47222
SI,PACHUCA,2023-02-17,158,98,60,0.62025
SI,PACHUCA,2023-02-18,184,124,60,0.67391
SI,PACHUCA,2023-02-19,153,101,52,0.66013
SI,PACHUCA,2023-02-20,211,135,76,0.63981
SI,PACHUCA,2023-02-21,183,127,56,0.69399
SI,PACHUCA,2023-02-22,194,123,71,0.63402
SI,PACHUCA,2023-02-23,199,140,59,0.70352
SI,PACHUCA,2023-02-24,195,143,52,0.73333
SI,PACHUCA,2023-02-25,181,105,76,0.58011
SI,PACHUCA,2023-02-26,153,100,53,0.65359
SI,PACHUCA,2023-02-27,205,142,63,0.69268
SI,PACHUCA,2023-02-28,207,137,70,0.66184
SI,PACHUCA,2023-03-01,183,122,61,0.66667
SI,PACHUCA,2023-03-02,197,119,78,0.60406
SI,PACHUCA,2023-03-03,176,97,79,0.55114
SI,PACHUCA,2023-03-04,179,127,52,0.7095
SI,PACHUCA,2023-03-05,127,81,46,0.6378
SI,PACHUCA,2023-03-06,200,121,79,0.605
SI,PACHUCA,2023-03-07,180,97,83,0.53889
SI,PACHUCA,2023-03-08,200,132,68,0.66
SI,PACHUCA,2023-03-09,186,117,69,0.62903
SI,PACHUCA,2023-03-10,165,105,60,0.63636
SI,PACHUCA,2023-03-11,170,97,73,0.57059
SI,PACHUCA,2023-03-12,149,118,31,0.79195
SI,PACHUCA,2023-03-13,172,133,39,0.77326
SI,PACHUCA,2023-03-14,166,121,45,0.72892
SI,PACHUCA,2023-03-15,144,108,36,0.75
SI,PACHUCA,2023-03-16,175,145,30,0.82857
SI,PACHUCA,2023-03-17,172,141,31,0.81977
SI,PACHUCA,2023-03-18,162,131,31,0.80864
SI,PACHUCA,2023-03-19,171,135,36,0.78947
SI,PACHUCA,2023-03-20,149,123,26,0.8255
SI,PACHUCA,2023-03-21,217,190,27,0.87558
SI,PACHUCA,2023-03-22,183,157,26,0.85792
SI,PACHUCA,2023-03-23,177,155,22,0.87571
SI,PACHUCA,2023-03-24,184,158,26,0.8587
SI,PACHUCA,2023-03-25,220,187,33,0.85
SI,PACHUCA,2023-03-26,157,134,23,0.8535
SI,PACHUCA,2023-03-27,188,166,22,0.88298
SI,PACHUCA,2023-03-28,201,191,10,0.95025
SI,PACHUCA,2023-03-29,179,165,14,0.92179
SI,PACHUCA,2023-03-30,160,147,13,0.91875
SI,PACHUCA,2023-03-31,152,136,16,0.89474
SI,PACHUCA,2023-04-01,194,179,15,0.92268
SI,PACHUCA,2023-04-02,171,160,11,0.93567
SI,PACHUCA,2023-04-03,208,184,24,0.88462
SI,PACHUCA,2023-04-04,173,163,10,0.9422
SI,PACHUCA,2023-04-05,197,179,18,0.90863
SI,PACHUCA,2023-04-06,206,185,21,0.89806
SI,PACHUCA,2023-04-07,167,146,21,0.87425
SI,PACHUCA,2023-04-08,123,111,12,0.90244
SI,PACHUCA,2023-04-09,116,99,17,0.85345
SI,PACHUCA,2023-04-10,192,169,23,0.88021
SI,PACHUCA,2023-04-11,186,170,16,0.91398
SI,PACHUCA,2023-04-12,192,173,19,0.90104
SI,PACHUCA,2023-04-13,193,171,22,0.88601
SI,PACHUCA,2023-04-14,217,195,22,0.89862
SI,PACHUCA,2023-04-15,170,155,15,0.91176
SI,PACHUCA,2023-04-16,140,129,11,0.92143
SI,PACHUCA,2023-04-17,186,172,14,0.92473
SI,PACHUCA,2023-04-18,200,185,15,0.925
SI,PACHUCA,2023-04-19,201,180,21,0.89552
SI,PACHUCA,2023-04-20,146,133,13,0.91096
SI,PACHUCA,2023-04-21,148,134,14,0.90541
SI,PACHUCA,2023-04-22,162,137,25,0.84568
SI,PACHUCA,2023-04-23,131,112,19,0.85496
SI,PACHUCA,2023-04-24,198,176,22,0.88889
SI,PACHUCA,2023-04-25,199,173,26,0.86935
SI,PACHUCA,2023-04-26,192,172,20,0.89583
SI,PACHUCA,2023-04-27,193,159,34,0.82383
SI,PACHUCA,2023-04-28,179,153,26,0.85475
SI,PACHUCA,2023-04-29,192,164,28,0.85417
SI,PACHUCA,2023-04-30,133,121,12,0.90977
SI,PACHUCA,2023-05-01,126,108,18,0.85714
SI,PACHUCA,2023-05-02,172,155,17,0.90116
SI,PACHUCA,2023-05-03,187,169,18,0.90374
SI,PACHUCA,2023-05-04,204,177,27,0.86765
SI,PACHUCA,2023-05-05,193,165,28,0.85492
SI,PACHUCA,2023-05-06,198,177,21,0.89394
SI,PACHUCA,2023-05-07,146,133,13,0.91096
SI,PACHUCA,2023-05-08,215,195,20,0.90698
SI,PACHUCA,2023-05-09,184,168,16,0.91304
SI,PACHUCA,2023-05-10,176,159,17,0.90341
SI,PACHUCA,2023-05-11,191,181,10,0.94764
SI,PACHUCA,2023-05-12,183,162,21,0.88525
SI,PACHUCA,2023-05-13,184,163,21,0.88587
SI,PACHUCA,2023-05-14,145,129,16,0.88966
SI,PACHUCA,2023-05-15,213,195,18,0.91549
SI,PACHUCA,2023-05-16,216,195,21,0.90278
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-01,22,19,3,0.86364
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-02,76,67,9,0.88158
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-03,101,96,5,0.9505
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-04,105,94,11,0.89524
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-05,102,95,7,0.93137
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-06,123,115,8,0.93496
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-07,104,93,11,0.89423
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-08,77,72,5,0.93506
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-09,97,84,13,0.86598
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-10,133,126,7,0.94737
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-11,118,110,8,0.9322
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-12,93,90,3,0.96774
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-13,111,105,6,0.94595
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-14,105,97,8,0.92381
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-15,61,48,13,0.78689
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-16,89,85,4,0.95506
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-17,100,94,6,0.94
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-18,103,98,5,0.95146
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-19,103,92,11,0.8932
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-20,100,83,17,0.83
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-21,95,80,15,0.84211
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-22,65,58,7,0.89231
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-23,84,71,13,0.84524
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-24,91,85,6,0.93407
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-25,99,95,4,0.9596
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-26,78,70,8,0.89744
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-27,103,98,5,0.95146
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-28,85,82,3,0.96471
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-29,75,72,3,0.96
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-30,92,81,11,0.88043
SI,PIEDRAS NEGRAS / MONCLOVA,2023-01-31,93,89,4,0.95699
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-01,73,70,3,0.9589
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-02,90,82,8,0.91111
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-03,85,77,8,0.90588
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-04,96,93,3,0.96875
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-05,75,64,11,0.85333
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-06,73,69,4,0.94521
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-07,97,93,4,0.95876
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-08,88,85,3,0.96591
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-09,83,74,9,0.89157
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-10,96,85,11,0.88542
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-11,89,80,9,0.89888
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-12,68,66,2,0.97059
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-13,91,79,12,0.86813
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-14,89,86,3,0.96629
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-15,76,62,14,0.81579
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-16,91,79,12,0.86813
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-17,101,90,11,0.89109
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-18,83,68,15,0.81928
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-19,78,69,9,0.88462
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-20,94,86,8,0.91489
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-21,113,103,10,0.9115
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-22,79,75,4,0.94937
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-23,72,65,7,0.90278
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-24,83,77,6,0.92771
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-25,67,58,9,0.86567
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-26,74,67,7,0.90541
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-27,99,93,6,0.93939
SI,PIEDRAS NEGRAS / MONCLOVA,2023-02-28,86,77,9,0.89535
SI,PIEDRAS NEGRAS / MONCLOVA,2023-03-01,113,93,20,0.82301
SI,PIEDRAS NEGRAS / MONCLOVA,2023-03-02,101,96,5,0.9505
SI,PIEDRAS NEGRAS / MONCLOVA,2023-03-03,109,95,14,0.87156
SI,PIEDRAS NEGRAS / MONCLOVA,2023-03-04,120,114,6,0.95
SI,PIEDRAS NEGRAS / MONCLOVA,2023-03-05,117,102,15,0.87179
SI,PIEDRAS NEGRAS / MONCLOVA,2023-03-06,120,109,11,0.90833
SI,PIEDRAS NEGRAS / MONCLOVA,2023-03-07,144,129,15,0.89583
SI,PIEDRAS NEGRAS / MONCLOVA,2023-03-08,122,118,4,0.96721
SI,PIEDRAS NEGRAS / MONCLOVA,2023-03-09,102,87,15,0.85294
SI,PIEDRAS NEGRAS / MONCLOVA,2023-03-10,132,122,10,0.92424
SI,PIEDRAS NEGRAS / MONCLOVA,2023-03-11,109,98,11,0.89908
SI,PIEDRAS NEGRAS / MONCLOVA,2023-03-12,78,67,11,0.85897
SI,PIEDRAS NEGRAS / MONCLOVA,2023-03-13,99,89,10,0.89899
SI,PIEDRAS NEGRAS / MONCLOVA,2023-03-14,100,87,13,0.87
SI,PIEDRAS NEGRAS / MONCLOVA,2023-03-15,107,97,10,0.90654
SI,PIEDRAS NEGRAS / MONCLOVA,2023-03-16,113,103,10,0.9115
SI,PIEDRAS NEGRAS / MONCLOVA,2023-03-17,107,104,3,0.97196
SI,PIEDRAS NEGRAS / MONCLOVA,2023-03-18,112,105,7,0.9375
SI,PIEDRAS NEGRAS / MONCLOVA,2023-03-19,70,62,8,0.88571
