DISTRITO,Fecha_Descarga,CDD,Addon,Soportes,Instalaciones,Recolecciones
TLALPAN,2021-12-27,23,27,22,39,17
TLALPAN,2021-12-28,30,33,22,51,30
TLALPAN,2021-12-29,30,41,26,58,36
TLALPAN,2021-12-30,19,43,31,68,26
TLALPAN,2021-12-31,21,45,46,57,26
TLALPAN,2022-01-01,21,37,30,34,18
TLALPAN,2022-01-02,23,46,27,34,23
TLALPAN,2022-01-03,18,35,22,42,30
TLALPAN,2022-01-04,18,36,27,37,41
TLALPAN,2022-01-05,17,37,28,42,32
TLALPAN,2022-01-06,24,44,25,49,23
TLALPAN,2022-01-07,26,40,29,54,28
TLALPAN,2022-01-08,29,44,18,58,27
TLALPAN,2022-01-09,26,52,29,50,28
TLALPAN,2022-01-10,21,49,26,53,34
TLALPAN,2022-01-11,28,45,34,71,51
TLALPAN,2022-01-12,32,55,37,55,51
TLALPAN,2022-01-13,37,50,33,66,49
TLALPAN,2022-01-14,31,69,28,56,39
TLALPAN,2022-01-15,22,55,28,70,50
TLALPAN,2022-01-16,21,41,26,65,43
TLALPAN,2022-01-17,19,35,25,58,38
TLALPAN,2022-01-18,24,50,39,68,35
TLALPAN,2022-01-19,27,62,29,81,39
TLALPAN,2022-01-20,27,59,29,68,47
TLALPAN,2022-01-21,26,67,29,56,40
TLALPAN,2022-01-22,34,49,26,65,43
TLALPAN,2022-01-23,34,29,23,58,51
TLALPAN,2022-01-24,34,35,20,58,51
TLALPAN,2022-01-25,33,54,15,62,52
TLALPAN,2022-01-26,34,53,20,62,51
TLALPAN,2022-01-27,43,58,40,69,43
TLALPAN,2022-01-28,49,67,34,83,40
TLALPAN,2022-01-29,51,87,26,81,43
TLALPAN,2022-01-30,43,79,18,86,45
TLALPAN,2022-01-31,41,82,24,79,48
TLALPAN,2022-02-01,52,96,40,72,41
TLALPAN,2022-02-02,52,102,32,88,42
TLALPAN,2022-02-03,51,97,34,74,47
TLALPAN,2022-02-04,51,93,33,80,61
TOL LERMA SAN MATEO,2021-08-16,58,102,41,71,86
TOL LERMA SAN MATEO,2021-08-17,46,79,29,90,77
TOL LERMA SAN MATEO,2021-08-18,44,66,39,94,91
TOL LERMA SAN MATEO,2021-08-19,46,74,33,94,87
TOL LERMA SAN MATEO,2021-08-20,47,76,33,97,97
TOL LERMA SAN MATEO,2021-08-21,44,75,36,96,95
TOL LERMA SAN MATEO,2021-08-22,36,79,12,86,105
TOL LERMA SAN MATEO,2021-08-23,25,42,23,64,100
TOL LERMA SAN MATEO,2021-08-24,34,53,40,78,89
TOL LERMA SAN MATEO,2021-08-25,38,64,28,98,92
TOL LERMA SAN MATEO,2021-08-26,44,52,29,82,94
TOL LERMA SAN MATEO,2021-08-27,46,44,31,97,95
TOL LERMA SAN MATEO,2021-08-28,51,47,32,108,114
TOL LERMA SAN MATEO,2021-08-30,45,48,17,70,114
TOL LERMA SAN MATEO,2021-08-31,52,55,23,58,108
TOL LERMA SAN MATEO,2021-09-01,55,65,34,70,106
TOL LERMA SAN MATEO,2021-09-02,66,84,36,79,112
TOL LERMA SAN MATEO,2021-09-03,62,103,42,79,122
TOL LERMA SAN MATEO,2021-09-04,60,106,57,93,129
TOL LERMA SAN MATEO,2021-09-05,70,110,49,94,137
TOL LERMA SAN MATEO,2021-09-06,75,107,17,62,142
TOL LERMA SAN MATEO,2021-09-07,83,121,52,69,139
TOL LERMA SAN MATEO,2021-09-08,82,128,55,46,142
TOL LERMA SAN MATEO,2021-09-09,81,124,73,63,155
TOL LERMA SAN MATEO,2021-09-10,67,127,88,71,159
TOL LERMA SAN MATEO,2021-09-11,72,116,70,71,157
TOL LERMA SAN MATEO,2021-09-12,75,113,42,61,167
TOL LERMA SAN MATEO,2021-09-13,63,87,22,36,179
TOL LERMA SAN MATEO,2021-09-14,63,79,34,62,190
TOL LERMA SAN MATEO,2021-09-15,64,87,25,74,213
TOL LERMA SAN MATEO,2021-09-16,61,81,26,62,227
TOL LERMA SAN MATEO,2021-09-17,53,60,32,51,233
TOL LERMA SAN MATEO,2021-09-18,43,47,40,68,242
TOL LERMA SAN MATEO,2021-09-19,42,36,27,66,249
TOL LERMA SAN MATEO,2021-09-20,21,23,33,51,256
TOL LERMA SAN MATEO,2021-09-21,26,22,28,58,267
TOL LERMA SAN MATEO,2021-09-22,26,28,45,52,265
TOL LERMA SAN MATEO,2021-09-23,29,35,29,51,232
TOL LERMA SAN MATEO,2021-09-24,30,40,27,59,200
TOL LERMA SAN MATEO,2021-09-25,28,40,29,70,196
TOL LERMA SAN MATEO,2021-09-26,27,39,32,66,182
TOL LERMA SAN MATEO,2021-09-27,15,29,16,49,187
TOL LERMA SAN MATEO,2021-09-28,14,14,24,50,164
TOL LERMA SAN MATEO,2021-09-29,20,12,35,71,127
TOL LERMA SAN MATEO,2021-09-30,30,22,25,82,132
TOL LERMA SAN MATEO,2021-10-01,35,24,44,56,135
TOL LERMA SAN MATEO,2021-10-02,27,30,28,65,122
TOL LERMA SAN MATEO,2021-10-03,31,32,39,59,110
TOL LERMA SAN MATEO,2021-10-04,32,30,19,43,114
TOL LERMA SAN MATEO,2021-10-05,25,36,39,63,119
TOL LERMA SAN MATEO,2021-10-06,32,88,65,72,106
TOL LERMA SAN MATEO,2021-10-07,39,151,47,75,114
TOL LERMA SAN MATEO,2021-10-08,39,132,48,87,117
TOL LERMA SAN MATEO,2021-10-09,43,141,54,81,121
TOL LERMA SAN MATEO,2021-10-10,46,151,31,79,128
TOL LERMA SAN MATEO,2021-10-11,27,134,31,59,123
TOL LERMA SAN MATEO,2021-10-12,28,115,47,63,120
TOL LERMA SAN MATEO,2021-10-13,34,118,31,70,128
TOL LERMA SAN MATEO,2021-10-14,39,96,37,78,136
TOL LERMA SAN MATEO,2021-10-15,41,86,26,75,129
TOL LERMA SAN MATEO,2021-10-16,37,76,36,85,140
TOL LERMA SAN MATEO,2021-10-17,33,74,33,81,150
TOL LERMA SAN MATEO,2021-10-18,22,64,24,56,151
TOL LERMA SAN MATEO,2021-10-19,27,74,45,84,147
TOL LERMA SAN MATEO,2021-10-20,27,84,46,113,164
TOL LERMA SAN MATEO,2021-10-21,37,97,30,109,173
TOL LERMA SAN MATEO,2021-10-22,38,81,33,101,169
TOL LERMA SAN MATEO,2021-10-23,32,79,32,108,169
TOL LERMA SAN MATEO,2021-10-24,26,51,31,96,175
TOL LERMA SAN MATEO,2021-10-25,17,36,14,94,153
TOL LERMA SAN MATEO,2021-10-26,17,42,35,112,138
TOL LERMA SAN MATEO,2021-10-27,25,24,42,150,142
TOL LERMA SAN MATEO,2021-10-28,30,38,39,178,149
TOL LERMA SAN MATEO,2021-10-29,24,42,62,200,140
TOL LERMA SAN MATEO,2021-10-30,35,45,51,187,147
TOL LERMA SAN MATEO,2021-10-31,26,43,43,185,145
TOL LERMA SAN MATEO,2021-11-01,13,18,28,165,128
TOL LERMA SAN MATEO,2021-11-02,14,11,19,175,76
TOL LERMA SAN MATEO,2021-11-03,16,18,29,146,59
TOL LERMA SAN MATEO,2021-11-04,21,25,24,69,65
TOL LERMA SAN MATEO,2021-11-05,19,29,36,80,73
TOL LERMA SAN MATEO,2021-11-06,27,32,NA,54,79
TOL LERMA SAN MATEO,2021-11-07,20,26,15,54,67
TOL LERMA SAN MATEO,2021-11-08,13,24,13,46,66
TOL LERMA SAN MATEO,2021-11-09,22,36,38,67,58
TOL LERMA SAN MATEO,2021-11-10,27,44,37,72,67
TOL LERMA SAN MATEO,2021-11-11,28,62,37,80,76
TOL LERMA SAN MATEO,2021-11-12,28,76,40,105,67
TOL LERMA SAN MATEO,2021-11-13,27,66,27,76,81
TOL LERMA SAN MATEO,2021-11-14,26,34,28,63,96
TOL LERMA SAN MATEO,2021-11-15,12,27,30,64,105
TOL LERMA SAN MATEO,2021-11-16,10,34,23,54,117
TOL LERMA SAN MATEO,2021-11-17,25,48,22,73,118
TOL LERMA SAN MATEO,2021-11-18,39,64,48,57,139
TOL LERMA SAN MATEO,2021-11-19,33,54,38,57,147
TOL LERMA SAN MATEO,2021-11-20,27,43,29,60,153
TOL LERMA SAN MATEO,2021-11-21,22,27,19,59,155
TOL LERMA SAN MATEO,2021-11-22,10,29,18,51,139
TOL LERMA SAN MATEO,2021-11-23,14,39,25,45,95
TOL LERMA SAN MATEO,2021-11-24,15,40,31,55,91
TOL LERMA SAN MATEO,2021-11-25,15,33,23,67,90
TOL LERMA SAN MATEO,2021-11-26,15,27,36,70,65
TOL LERMA SAN MATEO,2021-11-27,23,22,27,75,68
TOL LERMA SAN MATEO,2021-11-28,22,33,33,70,75
TOL LERMA SAN MATEO,2021-11-29,19,16,25,47,75
TOL LERMA SAN MATEO,2021-11-30,24,23,35,58,62
TOL LERMA SAN MATEO,2021-12-01,34,40,61,53,75
TOL LERMA SAN MATEO,2021-12-02,34,41,38,60,99
TOL LERMA SAN MATEO,2021-12-03,28,43,25,63,114
TOL LERMA SAN MATEO,2021-12-04,36,54,40,52,102
TOL LERMA SAN MATEO,2021-12-05,27,42,20,40,104
TOL LERMA SAN MATEO,2021-12-06,11,32,19,42,79
TOL LERMA SAN MATEO,2021-12-07,17,23,27,33,73
TOL LERMA SAN MATEO,2021-12-08,22,24,21,47,75
TOL LERMA SAN MATEO,2021-12-09,18,28,22,30,64
TOL LERMA SAN MATEO,2021-12-10,15,31,32,38,43
TOL LERMA SAN MATEO,2021-12-11,16,27,26,37,32
TOL LERMA SAN MATEO,2021-12-12,16,18,25,41,31
TOL LERMA SAN MATEO,2021-12-13,11,21,25,25,24
TOL LERMA SAN MATEO,2021-12-14,22,35,40,43,29
TOL LERMA SAN MATEO,2021-12-15,25,44,41,60,50
TOL LERMA SAN MATEO,2021-12-16,32,73,53,76,64
TOL LERMA SAN MATEO,2021-12-17,40,79,42,73,67
TOL LERMA SAN MATEO,2021-12-18,44,88,48,71,67
TOL LERMA SAN MATEO,2021-12-19,41,85,40,69,70
TOL LERMA SAN MATEO,2021-12-20,38,64,21,52,50
TOL LERMA SAN MATEO,2021-12-21,33,69,33,68,39
TOL LERMA SAN MATEO,2021-12-22,35,79,28,59,45
TOL LERMA SAN MATEO,2021-12-23,26,72,39,68,42
TOL LERMA SAN MATEO,2021-12-24,20,75,34,77,43
TOL LERMA SAN MATEO,2021-12-25,23,50,14,46,43
TOL LERMA SAN MATEO,2021-12-26,18,27,15,31,49
TOL LERMA SAN MATEO,2021-12-27,14,22,22,36,26
TOL LERMA SAN MATEO,2021-12-28,19,35,33,47,50
TOL LERMA SAN MATEO,2021-12-29,21,41,23,38,44
TOL LERMA SAN MATEO,2021-12-30,24,39,22,60,52
TOL LERMA SAN MATEO,2021-12-31,26,49,20,42,59
TOL LERMA SAN MATEO,2022-01-01,20,35,13,20,49
TOL LERMA SAN MATEO,2022-01-02,20,32,15,19,62
TOL LERMA SAN MATEO,2022-01-03,10,15,26,17,34
TOL LERMA SAN MATEO,2022-01-04,12,27,33,44,39
TOL LERMA SAN MATEO,2022-01-05,21,33,25,57,35
TOL LERMA SAN MATEO,2022-01-06,24,29,36,71,29
TOL LERMA SAN MATEO,2022-01-07,22,35,28,62,31
TOL LERMA SAN MATEO,2022-01-08,24,35,22,69,32
TOL LERMA SAN MATEO,2022-01-09,24,51,30,77,40
TOL LERMA SAN MATEO,2022-01-10,15,31,22,51,40
TOL LERMA SAN MATEO,2022-01-11,29,41,31,61,45
TOL LERMA SAN MATEO,2022-01-12,32,51,22,68,54
TOL LERMA SAN MATEO,2022-01-13,29,43,34,81,67
TOL LERMA SAN MATEO,2022-01-14,34,64,51,73,80
TOL LERMA SAN MATEO,2022-01-15,47,85,36,89,81
TOL LERMA SAN MATEO,2022-01-16,52,84,38,89,76
TOL LERMA SAN MATEO,2022-01-17,49,85,26,70,92
TOL LERMA SAN MATEO,2022-01-18,49,86,38,62,93
TOL LERMA SAN MATEO,2022-01-19,50,78,30,72,109
TOL LERMA SAN MATEO,2022-01-20,39,70,39,84,106
TOL LERMA SAN MATEO,2022-01-21,29,64,23,81,87
TOL LERMA SAN MATEO,2022-01-22,21,50,43,80,69
TOL LERMA SAN MATEO,2022-01-23,32,53,25,70,73
TOL LERMA SAN MATEO,2022-01-24,18,22,17,79,72
TOL LERMA SAN MATEO,2022-01-25,22,42,22,90,72
TOL LERMA SAN MATEO,2022-01-26,24,84,28,93,67
TOL LERMA SAN MATEO,2022-01-27,33,83,43,94,86
TOL LERMA SAN MATEO,2022-01-28,42,89,48,105,85
TOL LERMA SAN MATEO,2022-01-29,48,97,47,108,83
TOL LERMA SAN MATEO,2022-01-30,49,95,31,96,87
TOL LERMA SAN MATEO,2022-01-31,50,68,27,72,87
TOL LERMA SAN MATEO,2022-02-01,42,67,31,59,84
TOL LERMA SAN MATEO,2022-02-02,48,71,33,84,85
TOL LERMA SAN MATEO,2022-02-03,47,69,31,78,99
TOL LERMA SAN MATEO,2022-02-04,40,49,29,86,98
TOL METEPEC,2021-08-16,26,28,15,24,45
TOL METEPEC,2021-08-17,15,25,13,34,39
TOL METEPEC,2021-08-18,16,17,16,37,38
TOL METEPEC,2021-08-19,25,18,13,34,38
TOL METEPEC,2021-08-20,26,30,23,35,33
TOL METEPEC,2021-08-21,28,31,23,40,33
TOL METEPEC,2021-08-22,26,30,15,40,40
TOL METEPEC,2021-08-23,26,25,16,44,35
TOL METEPEC,2021-08-24,24,27,16,49,29
TOL METEPEC,2021-08-25,26,17,17,50,30
TOL METEPEC,2021-08-26,30,24,19,58,35
TOL METEPEC,2021-08-27,33,25,22,61,37
TOL METEPEC,2021-08-28,36,15,14,66,32
TOL METEPEC,2021-08-30,29,20,12,45,38
TOL METEPEC,2021-08-31,28,23,15,47,35
TOL METEPEC,2021-09-01,32,34,21,59,42
TOL METEPEC,2021-09-02,38,39,13,61,42
TOL METEPEC,2021-09-03,46,38,14,63,45
TOL METEPEC,2021-09-04,46,38,36,67,53
TOL METEPEC,2021-09-05,51,36,23,54,58
TOL METEPEC,2021-09-06,53,36,21,34,64
TOL METEPEC,2021-09-07,59,40,26,49,62
TOL METEPEC,2021-09-08,58,49,23,56,63
TOL METEPEC,2021-09-09,52,61,38,53,65
TOL METEPEC,2021-09-10,54,67,40,43,57
TOL METEPEC,2021-09-11,47,62,32,43,64
TOL METEPEC,2021-09-12,47,60,24,38,73
TOL METEPEC,2021-09-13,35,48,18,31,76
TOL METEPEC,2021-09-14,33,41,18,37,79
TOL METEPEC,2021-09-15,27,47,20,25,82
TOL METEPEC,2021-09-16,25,41,18,27,84
TOL METEPEC,2021-09-17,23,25,12,21,88
TOL METEPEC,2021-09-18,19,25,26,41,89
TOL METEPEC,2021-09-19,22,20,7,32,95
TOL METEPEC,2021-09-20,11,14,17,30,92
TOL METEPEC,2021-09-21,20,10,13,36,93
TOL METEPEC,2021-09-22,20,15,19,31,68
TOL METEPEC,2021-09-23,27,21,24,34,75
TOL METEPEC,2021-09-24,22,19,6,38,66
TOL METEPEC,2021-09-25,22,9,13,42,59
TOL METEPEC,2021-09-26,20,10,8,38,54
TOL METEPEC,2021-09-27,17,6,10,29,56
TOL METEPEC,2021-09-28,10,5,19,30,46
TOL METEPEC,2021-09-29,13,10,15,43,44
TOL METEPEC,2021-09-30,18,7,22,55,34
TOL METEPEC,2021-10-01,18,10,18,37,39
TOL METEPEC,2021-10-02,25,14,12,39,36
TOL METEPEC,2021-10-03,23,20,11,35,30
TOL METEPEC,2021-10-04,15,15,11,19,29
TOL METEPEC,2021-10-05,13,12,23,31,29
TOL METEPEC,2021-10-06,12,58,14,33,32
TOL METEPEC,2021-10-07,12,121,9,35,32
TOL METEPEC,2021-10-08,18,131,24,30,32
TOL METEPEC,2021-10-09,21,122,21,29,35
TOL METEPEC,2021-10-10,21,121,20,24,41
TOL METEPEC,2021-10-11,11,110,13,16,37
TOL METEPEC,2021-10-12,15,105,21,27,38
TOL METEPEC,2021-10-13,27,104,20,24,41
TOL METEPEC,2021-10-14,24,107,21,23,43
TOL METEPEC,2021-10-15,22,87,26,35,46
TOL METEPEC,2021-10-16,14,80,15,36,48
TOL METEPEC,2021-10-17,16,65,11,38,58
TOL METEPEC,2021-10-18,12,53,12,36,58
TOL METEPEC,2021-10-19,16,52,26,43,55
TOL METEPEC,2021-10-20,17,59,24,56,57
TOL METEPEC,2021-10-21,20,72,12,51,61
TOL METEPEC,2021-10-22,21,67,8,57,64
TOL METEPEC,2021-10-23,24,62,17,47,54
TOL METEPEC,2021-10-24,15,39,12,34,54
TOL METEPEC,2021-10-25,11,27,9,33,55
TOL METEPEC,2021-10-26,14,35,18,38,48
TOL METEPEC,2021-10-27,17,25,11,45,51
TOL METEPEC,2021-10-28,18,31,8,56,48
TOL METEPEC,2021-10-29,20,35,18,57,47
TOL METEPEC,2021-10-30,19,35,17,42,49
TOL METEPEC,2021-10-31,19,25,16,36,54
TOL METEPEC,2021-11-01,12,14,6,20,46
TOL METEPEC,2021-11-02,13,9,13,24,37
TOL METEPEC,2021-11-03,5,4,6,21,21
TOL METEPEC,2021-11-04,9,15,11,31,27
TOL METEPEC,2021-11-05,10,18,12,25,34
TOL METEPEC,2021-11-06,12,19,NA,29,35
TOL METEPEC,2021-11-07,9,15,13,22,31
TOL METEPEC,2021-11-08,5,11,17,20,38
TOL METEPEC,2021-11-09,11,19,10,31,28
TOL METEPEC,2021-11-10,12,22,23,31,29
TOL METEPEC,2021-11-11,18,30,18,36,35
TOL METEPEC,2021-11-12,18,37,17,32,33
TOL METEPEC,2021-11-13,15,17,19,30,37
TOL METEPEC,2021-11-14,13,16,17,42,48
TOL METEPEC,2021-11-15,4,16,20,25,54
TOL METEPEC,2021-11-16,7,25,19,35,62
TOL METEPEC,2021-11-17,9,21,19,47,60
TOL METEPEC,2021-11-18,14,30,14,32,45
TOL METEPEC,2021-11-19,15,35,17,41,39
TOL METEPEC,2021-11-20,15,25,10,46,40
TOL METEPEC,2021-11-21,13,20,12,24,46
TOL METEPEC,2021-11-22,1,9,13,19,40
TOL METEPEC,2021-11-23,7,6,13,26,17
TOL METEPEC,2021-11-24,5,13,12,24,21
TOL METEPEC,2021-11-25,8,18,12,36,26
TOL METEPEC,2021-11-26,6,10,15,36,22
TOL METEPEC,2021-11-27,13,15,12,41,25
TOL METEPEC,2021-11-28,16,16,13,38,29
TOL METEPEC,2021-11-29,9,15,17,41,28
TOL METEPEC,2021-11-30,17,24,27,51,27
TOL METEPEC,2021-12-01,21,32,35,48,35
TOL METEPEC,2021-12-02,20,33,37,57,47
TOL METEPEC,2021-12-03,20,29,20,37,55
TOL METEPEC,2021-12-04,17,23,22,51,48
TOL METEPEC,2021-12-05,11,23,14,39,55
TOL METEPEC,2021-12-06,9,20,15,29,51
TOL METEPEC,2021-12-07,8,24,12,33,39
TOL METEPEC,2021-12-08,12,27,16,31,45
TOL METEPEC,2021-12-09,13,21,16,45,40
TOL METEPEC,2021-12-10,11,18,42,68,32
TOL METEPEC,2021-12-11,16,17,16,80,27
TOL METEPEC,2021-12-12,12,16,10,68,34
TOL METEPEC,2021-12-13,9,13,18,75,31
TOL METEPEC,2021-12-14,12,20,20,104,26
TOL METEPEC,2021-12-15,16,16,14,111,29
TOL METEPEC,2021-12-16,20,33,64,106,32
TOL METEPEC,2021-12-17,20,33,32,88,35
TOL METEPEC,2021-12-18,18,36,32,57,35
TOL METEPEC,2021-12-19,14,32,20,40,35
TOL METEPEC,2021-12-20,14,33,14,30,35
TOL METEPEC,2021-12-21,11,24,18,91,33
TOL METEPEC,2021-12-22,11,21,17,38,15
TOL METEPEC,2021-12-23,12,13,17,36,10
TOL METEPEC,2021-12-24,8,18,18,26,8
TOL METEPEC,2021-12-25,8,13,18,15,8
TOL METEPEC,2021-12-26,8,10,14,15,12
TOL METEPEC,2021-12-27,9,12,15,16,9
TOL METEPEC,2021-12-28,12,11,20,22,7
TOL METEPEC,2021-12-29,9,5,11,26,8
TOL METEPEC,2021-12-30,6,11,20,37,8
TOL METEPEC,2021-12-31,8,19,6,25,11
TOL METEPEC,2022-01-01,9,16,5,14,11
TOL METEPEC,2022-01-02,8,12,11,7,13
TOL METEPEC,2022-01-03,3,6,17,11,9
TOL METEPEC,2022-01-04,6,11,20,28,9
TOL METEPEC,2022-01-05,9,5,13,28,13
TOL METEPEC,2022-01-06,14,2,50,38,7
TOL METEPEC,2022-01-07,15,12,13,38,14
TOL METEPEC,2022-01-08,15,13,19,53,11
TOL METEPEC,2022-01-09,15,22,26,46,14
TOL METEPEC,2022-01-10,12,14,11,43,16
TOL METEPEC,2022-01-11,17,18,18,47,13
TOL METEPEC,2022-01-12,17,28,10,41,17
TOL METEPEC,2022-01-13,17,34,19,39,18
TOL METEPEC,2022-01-14,18,39,18,44,18
TOL METEPEC,2022-01-15,18,29,10,40,19
TOL METEPEC,2022-01-16,23,30,21,47,13
TOL METEPEC,2022-01-17,19,30,15,32,17
TOL METEPEC,2022-01-18,18,29,23,31,13
TOL METEPEC,2022-01-19,16,25,19,40,16
TOL METEPEC,2022-01-20,24,27,16,32,25
TOL METEPEC,2022-01-21,20,14,17,37,21
TOL METEPEC,2022-01-22,14,11,19,47,18
TOL METEPEC,2022-01-23,11,14,7,30,18
TOL METEPEC,2022-01-24,8,6,13,23,26
TOL METEPEC,2022-01-25,10,12,17,39,26
TOL METEPEC,2022-01-26,9,27,22,32,23
TOL METEPEC,2022-01-27,11,39,26,31,41
TOL METEPEC,2022-01-28,21,52,21,30,41
TOL METEPEC,2022-01-29,18,65,18,33,37
TOL METEPEC,2022-01-30,27,47,17,44,38
TOL METEPEC,2022-01-31,19,35,16,22,39
TOL METEPEC,2022-02-01,20,39,14,33,41
TOL METEPEC,2022-02-02,18,39,27,44,37
TOL METEPEC,2022-02-03,21,37,11,36,33
TOL METEPEC,2022-02-04,17,28,13,23,25
TOL SAN CARLOS,2021-08-16,40,59,21,35,35
TOL SAN CARLOS,2021-08-17,34,63,25,52,29
TOL SAN CARLOS,2021-08-18,28,60,27,53,34
TOL SAN CARLOS,2021-08-19,32,52,36,50,34
TOL SAN CARLOS,2021-08-20,34,33,24,69,22
TOL SAN CARLOS,2021-08-21,39,27,30,63,32
TOL SAN CARLOS,2021-08-22,33,27,32,52,33
TOL SAN CARLOS,2021-08-23,31,28,34,56,35
TOL SAN CARLOS,2021-08-24,30,33,35,76,35
TOL SAN CARLOS,2021-08-25,26,23,29,74,22
TOL SAN CARLOS,2021-08-26,28,29,21,82,29
TOL SAN CARLOS,2021-08-27,27,34,19,85,31
TOL SAN CARLOS,2021-08-28,32,30,8,81,30
TOL SAN CARLOS,2021-08-30,29,30,25,61,18
TOL SAN CARLOS,2021-08-31,44,41,30,64,18
TOL SAN CARLOS,2021-09-01,50,48,47,87,34
TOL SAN CARLOS,2021-09-02,52,68,48,88,45
TOL SAN CARLOS,2021-09-03,58,76,40,129,53
TOL SAN CARLOS,2021-09-04,64,88,47,128,53
TOL SAN CARLOS,2021-09-05,65,92,35,110,65
TOL SAN CARLOS,2021-09-06,70,90,39,86,70
TOL SAN CARLOS,2021-09-07,66,113,59,89,65
TOL SAN CARLOS,2021-09-08,68,119,54,77,83
TOL SAN CARLOS,2021-09-09,60,117,74,94,89
TOL SAN CARLOS,2021-09-10,58,125,50,91,86
TOL SAN CARLOS,2021-09-11,60,121,49,91,92
TOL SAN CARLOS,2021-09-12,44,98,34,69,103
TOL SAN CARLOS,2021-09-13,42,76,28,41,109
TOL SAN CARLOS,2021-09-14,43,59,19,47,109
TOL SAN CARLOS,2021-09-15,28,53,37,48,112
TOL SAN CARLOS,2021-09-16,25,44,29,45,113
TOL SAN CARLOS,2021-09-17,24,31,26,56,119
TOL SAN CARLOS,2021-09-18,22,29,31,58,112
TOL SAN CARLOS,2021-09-19,24,33,19,55,119
TOL SAN CARLOS,2021-09-20,19,21,26,43,121
TOL SAN CARLOS,2021-09-21,20,16,39,57,120
TOL SAN CARLOS,2021-09-22,32,31,34,46,59
TOL SAN CARLOS,2021-09-23,32,26,17,49,65
TOL SAN CARLOS,2021-09-24,21,14,26,63,59
TOL SAN CARLOS,2021-09-25,31,12,21,68,46
TOL SAN CARLOS,2021-09-26,30,12,12,58,36
TOL SAN CARLOS,2021-09-27,25,9,15,37,36
TOL SAN CARLOS,2021-09-28,25,15,32,65,30
TOL SAN CARLOS,2021-09-29,27,20,26,68,33
TOL SAN CARLOS,2021-09-30,40,22,25,75,33
TOL SAN CARLOS,2021-10-01,45,26,43,72,43
TOL SAN CARLOS,2021-10-02,48,34,30,54,50
TOL SAN CARLOS,2021-10-03,42,34,25,37,34
TOL SAN CARLOS,2021-10-04,38,25,24,27,30
TOL SAN CARLOS,2021-10-05,35,33,26,33,33
TOL SAN CARLOS,2021-10-06,20,89,49,59,41
TOL SAN CARLOS,2021-10-07,20,180,44,57,40
TOL SAN CARLOS,2021-10-08,26,183,41,40,44
TOL SAN CARLOS,2021-10-09,30,192,41,48,51
TOL SAN CARLOS,2021-10-10,22,166,20,65,52
TOL SAN CARLOS,2021-10-11,17,174,22,41,54
TOL SAN CARLOS,2021-10-12,24,188,27,48,49
TOL SAN CARLOS,2021-10-13,26,208,48,48,50
TOL SAN CARLOS,2021-10-14,31,199,52,59,53
TOL SAN CARLOS,2021-10-15,37,182,24,64,64
TOL SAN CARLOS,2021-10-16,41,159,36,62,70
TOL SAN CARLOS,2021-10-17,33,113,36,52,69
TOL SAN CARLOS,2021-10-18,16,82,21,36,64
TOL SAN CARLOS,2021-10-19,21,82,35,60,67
TOL SAN CARLOS,2021-10-20,28,90,46,68,69
TOL SAN CARLOS,2021-10-21,39,87,37,60,63
TOL SAN CARLOS,2021-10-22,32,82,29,62,69
TOL SAN CARLOS,2021-10-23,32,92,23,72,63
TOL SAN CARLOS,2021-10-24,24,55,33,79,62
TOL SAN CARLOS,2021-10-25,16,39,29,55,53
TOL SAN CARLOS,2021-10-26,17,48,12,68,48
TOL SAN CARLOS,2021-10-27,23,51,25,69,43
TOL SAN CARLOS,2021-10-28,24,43,24,72,48
TOL SAN CARLOS,2021-10-29,26,32,28,80,43
TOL SAN CARLOS,2021-10-30,31,38,30,73,44
TOL SAN CARLOS,2021-10-31,26,31,21,60,43
TOL SAN CARLOS,2021-11-01,12,31,12,34,51
TOL SAN CARLOS,2021-11-02,11,18,18,36,30
TOL SAN CARLOS,2021-11-03,13,22,19,40,27
TOL SAN CARLOS,2021-11-04,13,39,19,35,36
TOL SAN CARLOS,2021-11-05,16,30,28,42,42
TOL SAN CARLOS,2021-11-06,24,19,NA,45,47
TOL SAN CARLOS,2021-11-07,18,19,21,36,42
TOL SAN CARLOS,2021-11-08,17,20,14,32,47
TOL SAN CARLOS,2021-11-09,20,23,37,48,24
TOL SAN CARLOS,2021-11-10,25,33,40,49,42
TOL SAN CARLOS,2021-11-11,31,47,33,56,54
TOL SAN CARLOS,2021-11-12,32,64,28,68,56
TOL SAN CARLOS,2021-11-13,24,41,23,60,69
TOL SAN CARLOS,2021-11-14,17,27,21,86,91
TOL SAN CARLOS,2021-11-15,15,32,23,63,108
TOL SAN CARLOS,2021-11-16,15,35,28,75,119
TOL SAN CARLOS,2021-11-17,17,46,42,76,131
TOL SAN CARLOS,2021-11-18,25,69,28,56,106
TOL SAN CARLOS,2021-11-19,31,55,26,62,92
TOL SAN CARLOS,2021-11-20,34,34,33,54,99
TOL SAN CARLOS,2021-11-21,19,18,15,45,105
TOL SAN CARLOS,2021-11-22,14,11,13,47,57
TOL SAN CARLOS,2021-11-23,21,27,24,45,31
TOL SAN CARLOS,2021-11-24,27,32,28,66,47
TOL SAN CARLOS,2021-11-25,25,39,25,67,56
TOL SAN CARLOS,2021-11-26,24,23,25,74,65
TOL SAN CARLOS,2021-11-27,30,25,28,74,51
TOL SAN CARLOS,2021-11-28,37,31,24,69,47
