DISTRITO,Fecha_Descarga,CDD,Addon,Soportes,Instalaciones,Recolecciones
ACAPULCO,2021-08-16,NA,4,1,20,4
ACAPULCO,2021-08-17,1,2,4,25,3
ACAPULCO,2021-08-18,1,5,NA,20,3
ACAPULCO,2021-08-19,1,5,4,23,2
ACAPULCO,2021-08-20,2,3,1,24,2
ACAPULCO,2021-08-21,2,6,NA,25,3
ACAPULCO,2021-08-22,2,4,2,27,1
ACAPULCO,2021-08-23,1,4,5,27,2
ACAPULCO,2021-08-24,2,5,1,30,1
ACAPULCO,2021-08-25,4,3,2,38,1
ACAPULCO,2021-08-26,4,6,1,38,7
ACAPULCO,2021-08-27,5,9,8,33,6
ACAPULCO,2021-08-28,7,15,7,53,8
ACAPULCO,2021-08-30,2,14,5,30,3
ACAPULCO,2021-08-31,3,9,4,30,3
ACAPULCO,2021-09-01,3,9,5,40,4
ACAPULCO,2021-09-02,4,13,3,51,3
ACAPULCO,2021-09-03,4,16,5,58,5
ACAPULCO,2021-09-04,5,18,5,66,3
ACAPULCO,2021-09-05,6,17,3,63,4
ACAPULCO,2021-09-06,6,19,4,41,4
ACAPULCO,2021-09-07,8,21,3,44,8
ACAPULCO,2021-09-08,10,25,19,35,9
ACAPULCO,2021-09-09,13,26,12,49,10
ACAPULCO,2021-09-10,17,25,6,51,9
ACAPULCO,2021-09-11,8,22,8,51,6
ACAPULCO,2021-09-12,8,18,5,65,7
ACAPULCO,2021-09-13,10,18,8,55,5
ACAPULCO,2021-09-14,9,14,2,52,4
ACAPULCO,2021-09-15,12,16,3,41,8
ACAPULCO,2021-09-16,14,20,1,36,6
ACAPULCO,2021-09-17,15,22,3,40,7
ACAPULCO,2021-09-18,12,12,2,36,5
ACAPULCO,2021-09-19,9,9,6,27,7
ACAPULCO,2021-09-20,4,4,2,31,4
ACAPULCO,2021-09-21,4,2,5,43,3
ACAPULCO,2021-09-22,4,2,1,34,5
ACAPULCO,2021-09-23,6,4,2,37,9
ACAPULCO,2021-09-24,1,2,2,45,6
ACAPULCO,2021-09-25,1,4,4,34,5
ACAPULCO,2021-09-26,2,4,1,27,7
ACAPULCO,2021-09-27,3,4,3,21,5
ACAPULCO,2021-09-28,6,4,2,25,2
ACAPULCO,2021-09-29,6,7,1,21,1
ACAPULCO,2021-09-30,8,2,3,21,1
ACAPULCO,2021-10-01,7,4,2,42,NA
ACAPULCO,2021-10-02,9,5,4,31,NA
ACAPULCO,2021-10-03,6,8,2,39,2
ACAPULCO,2021-10-04,7,6,2,29,4
ACAPULCO,2021-10-05,10,7,5,26,6
ACAPULCO,2021-10-06,8,9,8,30,11
ACAPULCO,2021-10-07,6,8,5,50,10
ACAPULCO,2021-10-08,6,7,2,52,9
ACAPULCO,2021-10-09,2,3,2,45,7
ACAPULCO,2021-10-10,3,3,2,51,7
ACAPULCO,2021-10-11,2,6,5,37,4
ACAPULCO,2021-10-12,4,5,9,46,8
ACAPULCO,2021-10-13,6,6,3,49,12
ACAPULCO,2021-10-14,5,9,5,42,11
ACAPULCO,2021-10-15,5,8,6,42,20
ACAPULCO,2021-10-16,9,6,5,34,20
ACAPULCO,2021-10-17,9,3,3,30,18
ACAPULCO,2021-10-18,6,3,6,22,15
ACAPULCO,2021-10-19,7,7,6,26,12
ACAPULCO,2021-10-20,9,7,4,33,14
ACAPULCO,2021-10-21,7,7,1,39,13
ACAPULCO,2021-10-22,2,7,2,29,16
ACAPULCO,2021-10-23,3,4,2,31,19
ACAPULCO,2021-10-24,3,1,4,21,15
ACAPULCO,2021-10-25,3,3,19,26,13
ACAPULCO,2021-10-26,3,2,5,29,13
ACAPULCO,2021-10-27,5,4,5,20,14
ACAPULCO,2021-10-28,9,5,2,36,15
ACAPULCO,2021-10-29,8,3,2,36,13
ACAPULCO,2021-10-30,6,2,4,34,10
ACAPULCO,2021-10-31,4,4,2,27,10
ACAPULCO,2021-11-01,2,2,1,23,11
ACAPULCO,2021-11-02,NA,3,5,28,12
ACAPULCO,2021-11-03,1,6,NA,27,13
ACAPULCO,2021-11-04,2,5,3,23,9
ACAPULCO,2021-11-05,5,6,1,23,8
ACAPULCO,2021-11-06,4,7,8,27,13
ACAPULCO,2021-11-07,4,5,8,24,12
ACAPULCO,2021-11-08,3,7,6,22,9
ACAPULCO,2021-11-09,2,6,5,39,11
ACAPULCO,2021-11-10,2,8,3,34,11
ACAPULCO,2021-11-11,7,10,4,36,13
ACAPULCO,2021-11-12,8,9,3,31,14
ACAPULCO,2021-11-13,7,9,4,45,8
ACAPULCO,2021-11-14,9,11,6,41,8
ACAPULCO,2021-11-15,7,5,1,28,7
ACAPULCO,2021-11-16,6,5,2,38,6
ACAPULCO,2021-11-17,7,7,6,33,9
ACAPULCO,2021-11-18,6,12,5,36,15
ACAPULCO,2021-11-19,7,13,5,44,19
ACAPULCO,2021-11-20,5,11,5,49,18
ACAPULCO,2021-11-21,6,12,3,23,21
ACAPULCO,2021-11-22,4,3,2,25,9
ACAPULCO,2021-11-23,3,3,5,29,7
ACAPULCO,2021-11-24,3,4,3,16,6
ACAPULCO,2021-11-25,4,1,3,23,9
ACAPULCO,2021-11-26,3,8,6,31,11
ACAPULCO,2021-11-27,2,6,1,30,10
ACAPULCO,2021-11-28,2,3,1,38,7
ACAPULCO,2021-11-29,1,2,1,39,6
ACAPULCO,2021-11-30,1,4,4,37,4
ACAPULCO,2021-12-01,2,6,4,30,8
ACAPULCO,2021-12-02,3,6,3,23,9
ACAPULCO,2021-12-03,3,5,3,30,15
ACAPULCO,2021-12-04,5,3,8,29,12
ACAPULCO,2021-12-05,1,2,2,17,14
ACAPULCO,2021-12-06,2,1,1,20,3
ACAPULCO,2021-12-07,2,6,6,24,4
ACAPULCO,2021-12-08,3,9,1,21,7
ACAPULCO,2021-12-09,4,5,1,19,4
ACAPULCO,2021-12-10,4,5,3,31,3
ACAPULCO,2021-12-11,3,6,2,29,6
ACAPULCO,2021-12-12,5,5,5,34,5
ACAPULCO,2021-12-13,3,1,8,24,6
ACAPULCO,2021-12-14,3,2,1,26,7
ACAPULCO,2021-12-15,4,2,5,26,8
ACAPULCO,2021-12-16,2,1,5,24,4
ACAPULCO,2021-12-17,2,2,4,31,3
ACAPULCO,2021-12-18,6,4,3,37,2
ACAPULCO,2021-12-19,8,5,1,21,4
ACAPULCO,2021-12-20,4,4,NA,21,3
ACAPULCO,2021-12-21,7,7,4,16,2
ACAPULCO,2021-12-22,10,10,2,32,1
ACAPULCO,2021-12-23,6,8,4,33,2
ACAPULCO,2021-12-24,5,6,7,30,3
ACAPULCO,2021-12-25,4,1,4,22,4
ACAPULCO,2021-12-26,6,3,1,14,5
ACAPULCO,2021-12-27,1,3,2,24,2
ACAPULCO,2021-12-28,1,1,2,25,4
ACAPULCO,2021-12-29,2,4,1,33,4
ACAPULCO,2021-12-30,3,7,2,25,5
ACAPULCO,2021-12-31,2,6,5,26,2
ACAPULCO,2022-01-01,3,1,4,14,NA
ACAPULCO,2022-01-02,4,NA,1,14,2
ACAPULCO,2022-01-03,NA,3,2,17,1
ACAPULCO,2022-01-04,2,2,2,24,2
ACAPULCO,2022-01-05,3,3,2,25,3
ACAPULCO,2022-01-06,4,3,2,16,3
ACAPULCO,2022-01-07,6,4,2,21,3
ACAPULCO,2022-01-08,4,4,6,17,3
ACAPULCO,2022-01-09,1,3,6,22,4
ACAPULCO,2022-01-10,1,2,2,23,NA
ACAPULCO,2022-01-11,2,6,2,28,1
ACAPULCO,2022-01-12,1,4,NA,20,2
ACAPULCO,2022-01-13,4,3,3,21,8
ACAPULCO,2022-01-14,3,6,2,27,5
ACAPULCO,2022-01-15,4,7,7,31,8
ACAPULCO,2022-01-16,6,7,5,28,9
ACAPULCO,2022-01-17,4,4,2,27,7
ACAPULCO,2022-01-18,1,10,5,25,7
ACAPULCO,2022-01-19,1,13,3,24,5
ACAPULCO,2022-01-20,2,14,1,26,10
ACAPULCO,2022-01-21,3,6,8,25,7
ACAPULCO,2022-01-22,1,5,5,28,6
ACAPULCO,2022-01-23,1,3,4,21,10
ACAPULCO,2022-01-24,NA,3,7,25,6
ACAPULCO,2022-01-25,2,5,3,20,6
ACAPULCO,2022-01-26,5,4,4,21,3
ACAPULCO,2022-01-27,5,7,2,12,2
ACAPULCO,2022-01-28,6,6,3,20,3
ACAPULCO,2022-01-29,2,3,NA,19,3
ACAPULCO,2022-01-30,4,5,NA,17,2
ACAPULCO,2022-01-31,4,3,3,12,2
ACAPULCO,2022-02-01,2,2,3,15,3
ACAPULCO,2022-02-02,3,2,3,18,2
ACAPULCO,2022-02-03,1,5,4,14,4
ACAPULCO,2022-02-04,NA,5,2,17,7
AEROPUERTO,2021-08-16,19,29,17,67,18
AEROPUERTO,2021-08-17,16,33,18,77,18
AEROPUERTO,2021-08-18,22,43,37,94,36
AEROPUERTO,2021-08-19,28,50,30,93,30
AEROPUERTO,2021-08-20,27,57,23,90,40
AEROPUERTO,2021-08-21,30,60,19,109,25
AEROPUERTO,2021-08-22,27,50,13,109,14
AEROPUERTO,2021-08-23,26,42,16,106,12
AEROPUERTO,2021-08-24,32,45,24,106,7
AEROPUERTO,2021-08-25,34,42,31,116,22
AEROPUERTO,2021-08-26,38,46,18,126,35
AEROPUERTO,2021-08-27,39,52,16,124,21
AEROPUERTO,2021-08-28,38,53,9,123,32
AEROPUERTO,2021-08-30,37,52,29,93,18
AEROPUERTO,2021-08-31,46,59,47,98,23
AEROPUERTO,2021-09-01,57,64,33,104,23
AEROPUERTO,2021-09-02,65,72,31,84,36
AEROPUERTO,2021-09-03,72,77,37,83,32
AEROPUERTO,2021-09-04,75,87,38,78,28
AEROPUERTO,2021-09-05,80,101,9,76,30
AEROPUERTO,2021-09-06,84,106,25,64,27
AEROPUERTO,2021-09-07,73,120,63,80,45
AEROPUERTO,2021-09-08,74,138,88,85,46
AEROPUERTO,2021-09-09,84,126,86,84,49
AEROPUERTO,2021-09-10,69,120,49,113,49
AEROPUERTO,2021-09-11,63,128,25,113,59
AEROPUERTO,2021-09-12,62,106,25,108,70
AEROPUERTO,2021-09-13,48,98,15,101,79
AEROPUERTO,2021-09-14,48,102,31,81,86
AEROPUERTO,2021-09-15,45,106,48,95,104
AEROPUERTO,2021-09-16,26,79,39,88,119
AEROPUERTO,2021-09-17,21,53,12,70,127
AEROPUERTO,2021-09-18,16,44,27,83,129
AEROPUERTO,2021-09-19,13,35,18,89,138
AEROPUERTO,2021-09-20,13,10,12,80,145
AEROPUERTO,2021-09-21,11,11,16,87,149
AEROPUERTO,2021-09-22,15,17,16,82,148
AEROPUERTO,2021-09-23,16,17,14,81,143
AEROPUERTO,2021-09-24,20,18,14,80,130
AEROPUERTO,2021-09-25,18,21,31,97,118
AEROPUERTO,2021-09-26,23,27,18,70,110
AEROPUERTO,2021-09-27,12,30,14,72,113
AEROPUERTO,2021-09-28,14,29,21,74,122
AEROPUERTO,2021-09-29,20,26,15,81,127
AEROPUERTO,2021-09-30,27,24,19,83,138
AEROPUERTO,2021-10-01,15,15,18,89,124
AEROPUERTO,2021-10-02,17,26,21,84,115
AEROPUERTO,2021-10-03,26,21,33,72,86
AEROPUERTO,2021-10-04,26,19,13,67,74
AEROPUERTO,2021-10-05,31,21,16,63,77
AEROPUERTO,2021-10-06,28,26,20,67,78
AEROPUERTO,2021-10-07,26,12,13,67,84
AEROPUERTO,2021-10-08,19,23,16,92,64
AEROPUERTO,2021-10-09,22,22,9,88,48
AEROPUERTO,2021-10-10,21,30,15,83,42
AEROPUERTO,2021-10-11,19,33,17,74,36
AEROPUERTO,2021-10-12,20,41,22,71,24
AEROPUERTO,2021-10-13,25,14,35,77,33
AEROPUERTO,2021-10-14,21,23,27,82,50
AEROPUERTO,2021-10-15,22,34,20,68,67
AEROPUERTO,2021-10-16,28,33,25,77,83
AEROPUERTO,2021-10-17,28,42,20,75,98
AEROPUERTO,2021-10-18,19,45,15,61,106
AEROPUERTO,2021-10-19,9,53,14,70,104
AEROPUERTO,2021-10-20,12,58,14,81,102
AEROPUERTO,2021-10-21,16,54,23,93,105
AEROPUERTO,2021-10-22,19,68,25,90,120
AEROPUERTO,2021-10-23,22,49,28,87,135
AEROPUERTO,2021-10-24,27,37,15,78,131
AEROPUERTO,2021-10-25,22,36,11,72,109
AEROPUERTO,2021-10-26,29,62,35,83,90
AEROPUERTO,2021-10-27,41,74,17,86,85
AEROPUERTO,2021-10-28,39,66,24,80,93
AEROPUERTO,2021-10-29,31,50,12,87,89
AEROPUERTO,2021-10-30,28,30,25,89,85
AEROPUERTO,2021-10-31,29,16,22,70,74
AEROPUERTO,2021-11-01,27,10,11,43,80
AEROPUERTO,2021-11-02,20,16,15,38,63
AEROPUERTO,2021-11-03,19,17,26,46,57
AEROPUERTO,2021-11-04,21,23,21,50,51
AEROPUERTO,2021-11-05,20,30,24,59,48
AEROPUERTO,2021-11-06,21,48,27,71,34
AEROPUERTO,2021-11-07,32,55,25,76,40
AEROPUERTO,2021-11-08,21,34,12,63,17
AEROPUERTO,2021-11-09,20,39,19,68,16
AEROPUERTO,2021-11-10,20,40,29,69,26
AEROPUERTO,2021-11-11,21,46,26,67,29
AEROPUERTO,2021-11-12,26,51,28,111,33
AEROPUERTO,2021-11-13,21,38,25,104,51
AEROPUERTO,2021-11-14,24,40,18,107,52
AEROPUERTO,2021-11-15,17,39,10,102,61
AEROPUERTO,2021-11-16,14,39,13,132,66
AEROPUERTO,2021-11-17,30,73,22,147,70
AEROPUERTO,2021-11-18,39,90,6,119,66
AEROPUERTO,2021-11-19,42,72,15,99,65
AEROPUERTO,2021-11-20,30,30,10,106,76
AEROPUERTO,2021-11-21,31,21,19,91,67
AEROPUERTO,2021-11-22,23,27,24,99,61
AEROPUERTO,2021-11-23,17,38,30,100,65
AEROPUERTO,2021-11-24,17,45,34,109,68
AEROPUERTO,2021-11-25,18,37,23,114,79
AEROPUERTO,2021-11-26,24,25,14,102,90
AEROPUERTO,2021-11-27,25,31,10,113,68
AEROPUERTO,2021-11-28,29,18,23,112,62
AEROPUERTO,2021-11-29,31,30,20,109,41
AEROPUERTO,2021-11-30,49,37,21,94,38
AEROPUERTO,2021-12-01,49,32,26,59,44
AEROPUERTO,2021-12-02,38,38,31,65,46
AEROPUERTO,2021-12-03,37,40,17,66,47
AEROPUERTO,2021-12-04,28,31,19,60,33
AEROPUERTO,2021-12-05,25,23,8,56,15
AEROPUERTO,2021-12-06,8,23,10,53,6
AEROPUERTO,2021-12-07,14,31,27,38,14
AEROPUERTO,2021-12-08,15,27,10,50,25
AEROPUERTO,2021-12-09,16,30,18,43,19
AEROPUERTO,2021-12-10,20,36,24,36,15
AEROPUERTO,2021-12-11,20,26,14,42,15
AEROPUERTO,2021-12-12,15,26,20,34,4
AEROPUERTO,2021-12-13,12,30,16,41,16
AEROPUERTO,2021-12-14,10,30,16,45,12
AEROPUERTO,2021-12-15,19,32,14,53,16
AEROPUERTO,2021-12-16,15,34,31,66,16
AEROPUERTO,2021-12-17,23,33,20,62,20
AEROPUERTO,2021-12-18,24,35,25,63,29
AEROPUERTO,2021-12-19,23,48,21,60,31
AEROPUERTO,2021-12-20,23,43,17,44,30
AEROPUERTO,2021-12-21,27,36,27,51,24
AEROPUERTO,2021-12-22,26,48,20,48,19
AEROPUERTO,2021-12-23,23,47,27,52,12
AEROPUERTO,2021-12-24,23,39,16,49,9
AEROPUERTO,2021-12-25,14,30,10,32,8
AEROPUERTO,2021-12-26,12,18,7,29,11
AEROPUERTO,2021-12-27,17,16,21,37,4
AEROPUERTO,2021-12-28,7,20,19,44,6
AEROPUERTO,2021-12-29,13,12,24,59,7
AEROPUERTO,2021-12-30,20,23,20,54,5
AEROPUERTO,2021-12-31,16,20,18,40,8
AEROPUERTO,2022-01-01,18,35,8,22,15
AEROPUERTO,2022-01-02,12,25,17,22,23
AEROPUERTO,2022-01-03,6,15,11,22,9
AEROPUERTO,2022-01-04,4,23,19,35,10
AEROPUERTO,2022-01-05,7,14,14,30,10
AEROPUERTO,2022-01-06,11,17,19,43,9
AEROPUERTO,2022-01-07,14,34,16,46,14
AEROPUERTO,2022-01-08,20,33,21,46,21
AEROPUERTO,2022-01-09,13,32,14,40,38
AEROPUERTO,2022-01-10,16,60,12,44,41
AEROPUERTO,2022-01-11,18,41,13,49,19
AEROPUERTO,2022-01-12,22,40,19,54,13
AEROPUERTO,2022-01-13,19,49,21,42,27
AEROPUERTO,2022-01-14,22,42,20,46,14
AEROPUERTO,2022-01-15,26,44,19,59,22
AEROPUERTO,2022-01-16,24,57,9,55,28
AEROPUERTO,2022-01-17,13,45,29,51,23
AEROPUERTO,2022-01-18,15,64,17,49,19
AEROPUERTO,2022-01-19,21,55,34,61,27
AEROPUERTO,2022-01-20,24,50,14,70,32
AEROPUERTO,2022-01-21,29,64,25,68,38
AEROPUERTO,2022-01-22,36,61,22,60,22
AEROPUERTO,2022-01-23,30,47,20,40,24
AEROPUERTO,2022-01-24,17,31,6,40,7
AEROPUERTO,2022-01-25,16,31,12,64,23
AEROPUERTO,2022-01-26,26,45,15,61,26
AEROPUERTO,2022-01-27,27,42,21,74,41
AEROPUERTO,2022-01-28,27,54,18,64,23
AEROPUERTO,2022-01-29,24,42,16,71,27
AEROPUERTO,2022-01-30,20,34,14,63,20
AEROPUERTO,2022-01-31,13,29,9,53,8
AEROPUERTO,2022-02-01,15,31,31,60,15
AEROPUERTO,2022-02-02,19,47,36,55,24
AEROPUERTO,2022-02-03,25,54,27,45,30
AEROPUERTO,2022-02-04,22,46,10,50,26
AGUASCALIENTES,2021-08-16,22,5,10,46,42
AGUASCALIENTES,2021-08-17,12,10,7,70,29
AGUASCALIENTES,2021-08-18,22,17,15,93,29
AGUASCALIENTES,2021-08-19,23,19,18,88,24
AGUASCALIENTES,2021-08-20,24,23,18,112,24
AGUASCALIENTES,2021-08-21,24,18,13,132,34
AGUASCALIENTES,2021-08-22,22,12,16,96,28
AGUASCALIENTES,2021-08-23,25,17,14,84,31
AGUASCALIENTES,2021-08-24,19,19,26,113,26
AGUASCALIENTES,2021-08-25,30,23,8,116,32
AGUASCALIENTES,2021-08-26,29,26,8,123,37
AGUASCALIENTES,2021-08-27,25,24,10,132,40
AGUASCALIENTES,2021-08-28,33,27,17,146,35
AGUASCALIENTES,2021-08-30,27,38,6,77,25
AGUASCALIENTES,2021-08-31,35,49,8,96,17
AGUASCALIENTES,2021-09-01,39,34,19,92,32
AGUASCALIENTES,2021-09-02,42,45,30,102,46
AGUASCALIENTES,2021-09-03,39,56,20,117,63
AGUASCALIENTES,2021-09-04,53,57,14,150,77
AGUASCALIENTES,2021-09-05,54,69,26,134,80
AGUASCALIENTES,2021-09-06,58,72,19,107,83
AGUASCALIENTES,2021-09-07,62,63,32,120,87
AGUASCALIENTES,2021-09-08,56,52,28,121,86
AGUASCALIENTES,2021-09-09,54,49,32,114,95
AGUASCALIENTES,2021-09-10,53,45,21,123,102
AGUASCALIENTES,2021-09-11,51,35,12,123,103
AGUASCALIENTES,2021-09-12,47,34,12,122,98
AGUASCALIENTES,2021-09-13,46,40,7,96,79
AGUASCALIENTES,2021-09-14,43,40,16,94,72
AGUASCALIENTES,2021-09-15,44,42,9,110,79
AGUASCALIENTES,2021-09-16,45,43,22,126,84
AGUASCALIENTES,2021-09-17,43,41,16,115,94
AGUASCALIENTES,2021-09-18,46,39,16,123,84
AGUASCALIENTES,2021-09-19,41,28,12,111,97
AGUASCALIENTES,2021-09-20,41,29,11,87,100
AGUASCALIENTES,2021-09-21,42,30,15,100,89
AGUASCALIENTES,2021-09-22,40,35,36,106,91
AGUASCALIENTES,2021-09-23,37,36,24,121,82
AGUASCALIENTES,2021-09-24,40,40,15,109,80
AGUASCALIENTES,2021-09-25,42,40,13,102,89
AGUASCALIENTES,2021-09-26,44,32,10,79,105
AGUASCALIENTES,2021-09-27,39,35,20,72,79
AGUASCALIENTES,2021-09-28,45,38,21,77,64
AGUASCALIENTES,2021-09-29,43,28,12,90,61
AGUASCALIENTES,2021-09-30,38,46,31,87,65
AGUASCALIENTES,2021-10-01,40,43,32,87,84
AGUASCALIENTES,2021-10-02,37,45,14,97,101
AGUASCALIENTES,2021-10-03,37,36,10,77,105
AGUASCALIENTES,2021-10-04,38,36,8,59,108
AGUASCALIENTES,2021-10-05,27,30,11,64,139
AGUASCALIENTES,2021-10-06,26,18,17,77,124
AGUASCALIENTES,2021-10-07,17,30,9,72,97
AGUASCALIENTES,2021-10-08,17,26,6,92,62
AGUASCALIENTES,2021-10-09,21,16,10,87,38
AGUASCALIENTES,2021-10-10,14,7,13,66,25
AGUASCALIENTES,2021-10-11,10,14,11,47,20
AGUASCALIENTES,2021-10-12,10,10,14,62,24
AGUASCALIENTES,2021-10-13,13,12,26,72,26
AGUASCALIENTES,2021-10-14,14,20,15,60,46
AGUASCALIENTES,2021-10-15,14,35,18,80,30
AGUASCALIENTES,2021-10-16,13,32,10,80,44
AGUASCALIENTES,2021-10-17,13,23,11,53,50
AGUASCALIENTES,2021-10-18,12,17,21,39,46
AGUASCALIENTES,2021-10-19,15,21,23,67,46
AGUASCALIENTES,2021-10-20,14,35,17,67,49
AGUASCALIENTES,2021-10-21,23,37,16,73,47
AGUASCALIENTES,2021-10-22,14,19,25,80,48
AGUASCALIENTES,2021-10-23,17,19,21,81,56
AGUASCALIENTES,2021-10-24,12,15,17,72,67
AGUASCALIENTES,2021-10-25,8,15,14,57,49
AGUASCALIENTES,2021-10-26,5,16,24,68,47
AGUASCALIENTES,2021-10-27,11,27,20,69,47
AGUASCALIENTES,2021-10-28,15,28,16,66,32
AGUASCALIENTES,2021-10-29,14,18,11,78,20
AGUASCALIENTES,2021-10-30,16,15,10,71,14
AGUASCALIENTES,2021-10-31,12,11,10,67,20
AGUASCALIENTES,2021-11-01,14,10,8,42,20
AGUASCALIENTES,2021-11-02,19,25,10,58,20
AGUASCALIENTES,2021-11-03,14,13,16,30,21
AGUASCALIENTES,2021-11-04,12,21,12,40,23
AGUASCALIENTES,2021-11-05,10,10,11,63,21
AGUASCALIENTES,2021-11-06,13,12,11,70,18
AGUASCALIENTES,2021-11-07,9,13,12,55,20
AGUASCALIENTES,2021-11-08,6,11,1,46,12
AGUASCALIENTES,2021-11-09,8,8,16,63,25
AGUASCALIENTES,2021-11-10,11,13,10,80,28
AGUASCALIENTES,2021-11-11,11,13,19,82,22
AGUASCALIENTES,2021-11-12,16,19,16,124,29
AGUASCALIENTES,2021-11-13,13,14,15,133,47
AGUASCALIENTES,2021-11-14,16,6,4,87,47
AGUASCALIENTES,2021-11-15,14,7,9,67,48
AGUASCALIENTES,2021-11-16,9,17,11,75,38
AGUASCALIENTES,2021-11-17,13,16,16,97,48
AGUASCALIENTES,2021-11-18,16,14,12,88,62
AGUASCALIENTES,2021-11-19,9,20,6,78,52
AGUASCALIENTES,2021-11-20,12,15,10,77,54
AGUASCALIENTES,2021-11-21,11,11,12,64,22
AGUASCALIENTES,2021-11-22,13,19,10,64,32
AGUASCALIENTES,2021-11-23,12,19,12,61,28
AGUASCALIENTES,2021-11-24,9,16,15,56,35
AGUASCALIENTES,2021-11-25,7,17,21,52,33
AGUASCALIENTES,2021-11-26,15,16,8,82,27
AGUASCALIENTES,2021-11-27,12,14,12,97,32
AGUASCALIENTES,2021-11-28,19,17,7,73,47
AGUASCALIENTES,2021-11-29,18,12,10,70,49
AGUASCALIENTES,2021-11-30,12,11,10,61,40
AGUASCALIENTES,2021-12-01,7,13,22,44,25
AGUASCALIENTES,2021-12-02,9,26,10,59,33
AGUASCALIENTES,2021-12-03,12,53,29,63,31
AGUASCALIENTES,2021-12-04,17,106,8,55,33
AGUASCALIENTES,2021-12-05,6,134,8,47,20
AGUASCALIENTES,2021-12-06,5,128,5,29,13
AGUASCALIENTES,2021-12-07,14,131,16,50,14
AGUASCALIENTES,2021-12-08,18,96,18,58,33
AGUASCALIENTES,2021-12-09,17,103,21,65,41
AGUASCALIENTES,2021-12-10,15,85,12,64,33
AGUASCALIENTES,2021-12-11,12,94,9,63,31
AGUASCALIENTES,2021-12-12,11,57,10,44,45
AGUASCALIENTES,2021-12-13,10,47,6,32,47
AGUASCALIENTES,2021-12-14,11,39,19,54,36
AGUASCALIENTES,2021-12-15,13,42,14,61,37
AGUASCALIENTES,2021-12-16,20,46,26,68,35
AGUASCALIENTES,2021-12-17,9,53,7,77,37
AGUASCALIENTES,2021-12-18,11,55,22,72,35
AGUASCALIENTES,2021-12-19,8,43,8,56,37
AGUASCALIENTES,2021-12-20,5,25,10,52,41
AGUASCALIENTES,2021-12-21,11,28,24,68,29
AGUASCALIENTES,2021-12-22,13,20,6,64,19
AGUASCALIENTES,2021-12-23,12,17,21,74,13
AGUASCALIENTES,2021-12-24,13,19,12,68,10
AGUASCALIENTES,2021-12-25,5,11,11,36,6
AGUASCALIENTES,2021-12-26,5,9,13,30,4
AGUASCALIENTES,2021-12-27,11,9,7,29,11
AGUASCALIENTES,2021-12-28,16,23,12,68,33
AGUASCALIENTES,2021-12-29,18,31,24,90,41
AGUASCALIENTES,2021-12-30,23,53,24,85,46
AGUASCALIENTES,2021-12-31,22,65,23,67,48
AGUASCALIENTES,2022-01-01,20,52,22,40,46
AGUASCALIENTES,2022-01-02,17,23,12,26,50
AGUASCALIENTES,2022-01-03,9,17,12,31,11
AGUASCALIENTES,2022-01-04,13,20,12,41,14
AGUASCALIENTES,2022-01-05,12,14,20,39,13
AGUASCALIENTES,2022-01-06,17,14,16,56,14
AGUASCALIENTES,2022-01-07,11,4,14,66,17
AGUASCALIENTES,2022-01-08,10,13,9,68,22
AGUASCALIENTES,2022-01-09,8,9,8,40,14
AGUASCALIENTES,2022-01-10,5,6,3,34,11
AGUASCALIENTES,2022-01-11,8,4,7,48,13
AGUASCALIENTES,2022-01-12,6,10,17,55,15
AGUASCALIENTES,2022-01-13,9,16,12,62,38
AGUASCALIENTES,2022-01-14,8,22,17,74,29
AGUASCALIENTES,2022-01-15,15,21,15,72,38
AGUASCALIENTES,2022-01-16,17,9,15,58,24
AGUASCALIENTES,2022-01-17,18,15,7,25,35
AGUASCALIENTES,2022-01-18,12,21,25,54,28
AGUASCALIENTES,2022-01-19,13,23,12,47,31
AGUASCALIENTES,2022-01-20,21,18,13,47,54
AGUASCALIENTES,2022-01-21,15,27,14,48,42
AGUASCALIENTES,2022-01-22,14,19,6,62,41
AGUASCALIENTES,2022-01-23,13,10,10,38,33
AGUASCALIENTES,2022-01-24,6,7,9,30,24
AGUASCALIENTES,2022-01-25,8,20,14,44,18
AGUASCALIENTES,2022-01-26,16,17,23,48,24
AGUASCALIENTES,2022-01-27,20,13,13,50,19
AGUASCALIENTES,2022-01-28,19,17,9,67,11
AGUASCALIENTES,2022-01-29,26,16,4,81,15
AGUASCALIENTES,2022-01-30,25,21,14,65,15
AGUASCALIENTES,2022-01-31,14,15,9,59,22
AGUASCALIENTES,2022-02-01,17,18,11,63,34
AGUASCALIENTES,2022-02-02,20,24,21,39,42
AGUASCALIENTES,2022-02-03,19,31,12,49,42
AGUASCALIENTES,2022-02-04,20,40,21,50,47
ARAGON,2021-08-16,26,35,23,75,51
ARAGON,2021-08-17,26,49,24,75,52
ARAGON,2021-08-18,26,55,56,82,47
ARAGON,2021-08-19,37,57,42,98,60
ARAGON,2021-08-20,35,65,39,100,75
ARAGON,2021-08-21,38,56,37,112,85
ARAGON,2021-08-22,27,64,34,105,89
ARAGON,2021-08-23,24,58,20,85,73
ARAGON,2021-08-24,32,62,36,97,79
ARAGON,2021-08-25,40,77,27,98,74
ARAGON,2021-08-26,43,86,28,107,81
ARAGON,2021-08-27,37,88,28,115,87
ARAGON,2021-08-28,42,82,12,127,103
ARAGON,2021-08-30,36,85,36,132,98
ARAGON,2021-08-31,50,103,41,131,81
