Fecha,Distrito,Tiempo Prom. Traslado (Sin 1 era),Tiempo sumT traslado sin1ra24,n traslados sin1ra
12/01/2024,PORTALES,00:36,4.865972222,192
13/01/2024,PORTALES,00:31,4.231944444,193
14/01/2024,PORTALES,00:31,4.14375,187
15/01/2024,PORTALES,00:36,4.735416667,186
16/01/2024,PORTALES,00:36,4.283333333,170
17/01/2024,PORTALES,00:36,4.17255787,164
18/01/2024,PORTALES,00:36,4.027326389,159
19/01/2024,PORTALES,00:32,4.347858796,193
20/01/2024,PORTALES,00:29,2.743634259,132
21/01/2024,PORTALES,00:27,2.454826389,127
22/01/2024,PORTALES,00:32,4.063263889,178
23/01/2024,PORTALES,00:33,4.356273148,185
24/01/2024,PORTALES,00:26,3.407638889,182
25/01/2024,PORTALES,00:33,4.169444444,179
26/01/2024,PORTALES,00:34,4.597222222,192
27/01/2024,PORTALES,00:30,3.746527778,177
28/01/2024,PORTALES,00:28,3.111111111,160
29/01/2024,PORTALES,00:29,4.106944444,198
30/01/2024,PORTALES,00:33,3.711805556,158
31/01/2024,PORTALES,00:28,3.509027778,179
01/02/2024,PORTALES,00:38,4.263888889,179
02/02/2024,PORTALES,00:35,3.528472222,163
03/02/2024,PORTALES,00:33,3.73125,178
04/02/2024,PORTALES,00:33,2.8625,140
05/02/2024,PORTALES,00:30,2.40625,125
06/02/2024,PORTALES,00:34,4.700694444,199
07/02/2024,PORTALES,00:28,4.159722222,209
08/02/2024,PORTALES,00:27,3.547222222,183
09/02/2024,PORTALES,00:26,3.751388889,202
10/02/2024,PORTALES,00:25,3.657638889,205
11/02/2024,PORTALES,00:28,2.936805556,150
12/02/2024,PORTALES,00:23,2.936111111,177
13/02/2024,PORTALES,00:25,3.547222222,203
14/02/2024,PORTALES,00:27,4.027083333,210
15/02/2024,PORTALES,00:26,4.310416667,230
16/02/2024,PORTALES,00:28,3.745138889,191
17/02/2024,PORTALES,00:28,3.709027778,187
18/02/2024,PORTALES,00:30,3.5,163
19/02/2024,PORTALES,00:28,3.874305556,195
20/02/2024,PORTALES,00:27,3.261805556,170
21/02/2024,PORTALES,00:28,4.007638889,201
22/02/2024,PORTALES,00:30,3.890972222,183
23/02/2024,PORTALES,00:24,2.163194444,129
24/02/2024,PORTALES,00:29,3.039583333,150
25/02/2024,PORTALES,00:21,2.436805556,160
26/02/2024,PORTALES,00:27,3.770833333,196
27/02/2024,PORTALES,00:27,3.999305556,212
28/02/2024,PORTALES,00:27,3.947916667,208
29/02/2024,PORTALES,00:27,3.733333333,195
01/03/2024,PORTALES,00:33,4.009722222,171
02/03/2024,PORTALES,00:28,3.63125,185
03/03/2024,PORTALES,00:27,2.922916667,155
04/03/2024,PORTALES,00:25,2.980555556,171
05/03/2024,PORTALES,00:27,4.311805556,229
06/03/2024,PORTALES,00:28,3.809027778,195
07/03/2024,PORTALES,00:27,3.215972222,170
08/03/2024,PORTALES,00:30,4.229166667,203
09/03/2024,PORTALES,00:29,3.59375,176
10/03/2024,PORTALES,00:28,3.273611111,168
11/03/2024,PORTALES,00:27,3.579166667,188
12/03/2024,PORTALES,00:29,3.938194444,190
13/03/2024,PORTALES,00:27,3.616666667,191
14/03/2024,PORTALES,00:26,3.516666667,194
15/03/2024,PORTALES,00:25,3.588888889,206
16/03/2024,PORTALES,00:28,4.06875,205
17/03/2024,PORTALES,00:23,2.831944444,173
18/03/2024,PORTALES,00:22,2.613194444,167
19/03/2024,PORTALES,00:25,3.530555556,201
20/03/2024,PORTALES,00:27,3.78125,200
21/03/2024,PORTALES,00:26,3.472222222,190
22/03/2024,PORTALES,00:28,3.928472222,201
23/03/2024,PORTALES,00:26,4.064583333,217
24/03/2024,PORTALES,00:26,3.009027778,166
25/03/2024,PORTALES,00:26,3.536805556,193
26/03/2024,PORTALES,00:25,3.919444444,222
27/03/2024,PORTALES,00:27,3.625,189
28/03/2024,PORTALES,00:24,3.194444444,191
29/03/2024,PORTALES,00:26,2.640972222,145
30/03/2024,PORTALES,00:24,2.297222222,134
31/03/2024,PORTALES,00:23,1.944444444,121
01/04/2024,PORTALES,00:26,2.888888889,159
01/11/2023,SANTA FE,00:43,4.082638889,136
02/11/2023,SANTA FE,00:38,3.8625,144
03/11/2023,SANTA FE,00:39,3.902777778,143
04/11/2023,SANTA FE,00:39,3.527777778,130
05/11/2023,SANTA FE,00:35,3.001388889,123
06/11/2023,SANTA FE,00:36,4.747222222,186
07/11/2023,SANTA FE,00:39,4.065972222,150
08/11/2023,SANTA FE,00:37,3.772222222,145
09/11/2023,SANTA FE,00:39,3.763194444,137
10/11/2023,SANTA FE,00:36,3.411805556,133
11/11/2023,SANTA FE,00:38,3.204166667,119
12/11/2023,SANTA FE,00:36,2.879861111,113
13/11/2023,SANTA FE,00:39,4.951388889,179
14/11/2023,SANTA FE,00:43,5.164583333,171
15/11/2023,SANTA FE,00:41,5.084722222,176
16/11/2023,SANTA FE,00:41,4.369444444,150
17/11/2023,SANTA FE,00:35,4.229861111,172
18/11/2023,SANTA FE,00:33,2.843055556,123
19/11/2023,SANTA FE,00:40,3.14375,111
20/11/2023,SANTA FE,00:36,3.833333333,151
21/11/2023,SANTA FE,00:34,4.425,184
22/11/2023,SANTA FE,00:37,4.470833333,172
23/11/2023,SANTA FE,00:37,5.167361111,199
24/11/2023,SANTA FE,00:42,4.945138889,167
25/11/2023,SANTA FE,00:34,4.023611111,166
26/11/2023,SANTA FE,00:35,2.897916667,117
27/11/2023,SANTA FE,00:41,4.599305556,158
28/11/2023,SANTA FE,00:39,5.21875,189
29/11/2023,SANTA FE,00:44,5.616666667,183
30/11/2023,SANTA FE,00:39,4.600694444,167
01/12/2023,SANTA FE,00:42,3.552777778,120
02/12/2023,SANTA FE,00:35,2.915972222,119
03/12/2023,SANTA FE,00:34,2.675,113
04/12/2023,SANTA FE,00:43,4.559722222,152
05/12/2023,SANTA FE,00:38,4.413888889,165
06/12/2023,SANTA FE,00:41,4.275,150
07/12/2023,SANTA FE,00:53,4.172222222,113
08/12/2023,SANTA FE,00:44,5.039583333,162
09/12/2023,SANTA FE,00:35,3.536111111,143
10/12/2023,SANTA FE,00:40,2.956944444,106
11/12/2023,SANTA FE,00:42,4.120138889,140
12/12/2023,SANTA FE,00:42,4.434722222,150
13/12/2023,SANTA FE,00:43,4.4125,145
14/12/2023,SANTA FE,00:43,3.739583333,123
15/12/2023,SANTA FE,00:49,4.630555556,136
16/12/2023,SANTA FE,00:44,3.95625,128
17/12/2023,SANTA FE,00:39,3.490277778,127
18/12/2023,SANTA FE,00:43,4.294444444,141
19/12/2023,SANTA FE,00:43,5.150694444,172
20/12/2023,SANTA FE,00:42,4.102777778,139
21/12/2023,SANTA FE,00:40,4.097222222,144
22/12/2023,SANTA FE,00:40,3.4125,120
23/12/2023,SANTA FE,00:43,3.166666667,104
26/12/2023,SANTA FE,00:38,3.995833333,149
27/12/2023,SANTA FE,00:41,4.15625,145
28/12/2023,SANTA FE,00:43,4.915277778,163
29/12/2023,SANTA FE,00:39,3.830555556,141
30/12/2023,SANTA FE,00:41,3.375,116
02/01/2024,SANTA FE,00:37,3.483333333,134
03/01/2024,SANTA FE,00:35,4.102777778,168
04/01/2024,SANTA FE,00:39,3.663194444,134
05/01/2024,SANTA FE,00:41,4.207638889,146
06/01/2024,SANTA FE,00:48,3.768055556,112
07/01/2024,SANTA FE,00:41,1.798611111,63
08/01/2024,SANTA FE,00:47,4.084027778,123
09/01/2024,SANTA FE,00:33,2.765972222,119
10/01/2024,SANTA FE,00:38,3.306944444,125
11/01/2024,SANTA FE,00:38,3.451388889,129
12/01/2024,SANTA FE,00:42,4.054166667,139
13/01/2024,SANTA FE,00:40,3.861111111,138
14/01/2024,SANTA FE,00:38,3.132638889,117
15/01/2024,SANTA FE,00:41,3.778472222,131
16/01/2024,SANTA FE,00:43,3.857638889,127
17/01/2024,SANTA FE,00:40,4.214270833,150
18/01/2024,SANTA FE,00:46,3.754259259,117
19/01/2024,SANTA FE,00:43,3.262118056,109
20/01/2024,SANTA FE,00:42,3.401921296,116
21/01/2024,SANTA FE,00:41,3.109733796,108
22/01/2024,SANTA FE,00:42,4.567349537,153
23/01/2024,SANTA FE,00:45,4.767696759,150
24/01/2024,SANTA FE,00:47,4.570138889,139
25/01/2024,SANTA FE,00:44,4.006944444,130
26/01/2024,SANTA FE,00:41,4.364583333,152
27/01/2024,SANTA FE,00:45,3.941666667,124
28/01/2024,SANTA FE,00:35,2.943055556,119
29/01/2024,SANTA FE,00:44,4.486805556,145
30/01/2024,SANTA FE,00:45,4.182638889,131
31/01/2024,SANTA FE,00:43,4.286805556,143
01/02/2024,SANTA FE,00:36,3.866666667,152
02/02/2024,SANTA FE,00:43,4.367361111,143
03/02/2024,SANTA FE,00:39,3.226388889,118
04/02/2024,SANTA FE,00:42,2.43125,83
05/02/2024,SANTA FE,00:46,3.549305556,109
06/02/2024,SANTA FE,00:39,3.875,143
07/02/2024,SANTA FE,00:44,5.513194444,180
08/02/2024,SANTA FE,00:45,5.84375,184
09/02/2024,SANTA FE,00:43,5.704861111,189
10/02/2024,SANTA FE,00:41,4.189583333,147
11/02/2024,SANTA FE,00:31,2.704166667,123
12/02/2024,SANTA FE,00:34,3.508333333,146
13/02/2024,SANTA FE,00:41,4.881944444,170
14/02/2024,SANTA FE,00:46,5.609027778,172
15/02/2024,SANTA FE,00:38,4.940972222,186
16/02/2024,SANTA FE,00:41,4.390277778,152
17/02/2024,SANTA FE,00:47,4.58125,139
18/02/2024,SANTA FE,00:37,3.454861111,132
19/02/2024,SANTA FE,00:43,4.761111111,159
20/02/2024,SANTA FE,00:43,4.827083333,159
21/02/2024,SANTA FE,00:44,5.490972222,178
22/02/2024,SANTA FE,00:38,5.092361111,191
23/02/2024,SANTA FE,00:44,3.54375,114
24/02/2024,SANTA FE,00:42,4.034027778,138
25/02/2024,SANTA FE,00:36,2.511805556,100
26/02/2024,SANTA FE,00:41,4.238194444,147
27/02/2024,SANTA FE,00:46,4.950694444,154
28/02/2024,SANTA FE,00:43,5.426388889,180
29/02/2024,SANTA FE,00:43,5.323611111,177
01/03/2024,SANTA FE,00:46,4.44375,137
02/03/2024,SANTA FE,00:47,4.860416667,148
03/03/2024,SANTA FE,00:37,2.605555556,100
04/03/2024,SANTA FE,00:42,4.325,147
05/03/2024,SANTA FE,00:41,4.356944444,150
06/03/2024,SANTA FE,00:39,4.996527778,181
07/03/2024,SANTA FE,00:40,5.202083333,187
08/03/2024,SANTA FE,00:38,5.046527778,190
09/03/2024,SANTA FE,00:42,4.097916667,139
10/03/2024,SANTA FE,00:33,2.74375,118
11/03/2024,SANTA FE,00:36,4.390277778,174
12/03/2024,SANTA FE,00:40,4.536805556,160
13/03/2024,SANTA FE,00:43,5.022222222,165
14/03/2024,SANTA FE,00:38,4.454166667,167
15/03/2024,SANTA FE,00:36,4.298611111,169
16/03/2024,SANTA FE,00:38,2.884722222,108
17/03/2024,SANTA FE,00:36,2.582638889,102
18/03/2024,SANTA FE,00:36,3.245138889,128
19/03/2024,SANTA FE,00:40,4.745833333,169
20/03/2024,SANTA FE,00:39,3.964583333,144
21/03/2024,SANTA FE,00:43,4.475,147
22/03/2024,SANTA FE,00:44,4.007638889,129
23/03/2024,SANTA FE,00:37,3.664583333,141
24/03/2024,SANTA FE,00:31,1.942361111,88
25/03/2024,SANTA FE,00:35,3.538888889,145
26/03/2024,SANTA FE,00:42,4.6125,156
27/03/2024,SANTA FE,00:38,3.872222222,146
28/03/2024,SANTA FE,00:34,3.529166667,147
29/03/2024,SANTA FE,00:33,3.219444444,137
30/03/2024,SANTA FE,00:30,2.163888889,101
31/03/2024,SANTA FE,00:39,2.339583333,86
01/04/2024,SANTA FE,00:36,3.699305556,145
01/11/2023,TLALPAN,00:38,3.377083333,126
02/11/2023,TLALPAN,00:31,2.577777778,118
03/11/2023,TLALPAN,00:32,2.6,116
04/11/2023,TLALPAN,00:35,3.214583333,129
05/11/2023,TLALPAN,00:35,2.438888889,99
06/11/2023,TLALPAN,00:41,3.559027778,124
07/11/2023,TLALPAN,00:38,3.538194444,131
08/11/2023,TLALPAN,00:45,3.626388889,115
09/11/2023,TLALPAN,00:37,2.710416667,103
10/11/2023,TLALPAN,00:41,3.789583333,130
11/11/2023,TLALPAN,00:38,3.485416667,130
12/11/2023,TLALPAN,00:34,2.509027778,106
13/11/2023,TLALPAN,00:41,3.424305556,118
14/11/2023,TLALPAN,00:38,3.2125,119
15/11/2023,TLALPAN,00:42,3.647222222,125
16/11/2023,TLALPAN,00:38,4.032638889,150
17/11/2023,TLALPAN,00:42,3.650694444,123
18/11/2023,TLALPAN,00:35,3.289583333,132
19/11/2023,TLALPAN,00:36,2.831944444,112
20/11/2023,TLALPAN,00:32,1.241666667,55
21/11/2023,TLALPAN,00:39,4.045138889,149
22/11/2023,TLALPAN,00:37,3.540277778,135
23/11/2023,TLALPAN,00:37,3.988194444,153
24/11/2023,TLALPAN,00:43,4.074305556,135
25/11/2023,TLALPAN,00:35,3.624305556,147
26/11/2023,TLALPAN,00:38,2.956944444,111
27/11/2023,TLALPAN,00:44,4.430555556,144
28/11/2023,TLALPAN,00:41,3.958333333,136
29/11/2023,TLALPAN,00:41,3.945833333,138
30/11/2023,TLALPAN,00:42,4.528472222,153
01/12/2023,TLALPAN,00:43,4.047916667,135
02/12/2023,TLALPAN,00:35,2.896527778,117
03/12/2023,TLALPAN,00:36,3.425,134
04/12/2023,TLALPAN,00:38,3.459722222,129
05/12/2023,TLALPAN,00:37,3.490972222,135
06/12/2023,TLALPAN,00:39,3.109722222,114
07/12/2023,TLALPAN,00:38,3.065277778,116
08/12/2023,TLALPAN,00:40,3.404166667,121
09/12/2023,TLALPAN,00:41,3.427083333,118
10/12/2023,TLALPAN,00:39,2.495833333,92
11/12/2023,TLALPAN,00:46,3.427777778,106
12/12/2023,TLALPAN,00:42,2.744444444,94
13/12/2023,TLALPAN,00:41,2.5625,89
14/12/2023,TLALPAN,00:43,2.981944444,98
15/12/2023,TLALPAN,00:37,3.163888889,120
16/12/2023,TLALPAN,00:43,3.379166667,111
17/12/2023,TLALPAN,00:44,2.277777778,73
18/12/2023,TLALPAN,00:50,4.845138889,139
19/12/2023,TLALPAN,00:42,3.804166667,128
20/12/2023,TLALPAN,00:43,3.433333333,114
21/12/2023,TLALPAN,00:43,3.665972222,120
22/12/2023,TLALPAN,00:45,3.008333333,95
23/12/2023,TLALPAN,00:41,2.530555556,87
26/12/2023,TLALPAN,00:36,3.311111111,130
27/12/2023,TLALPAN,00:42,3.498611111,118
28/12/2023,TLALPAN,00:43,3.996527778,131
29/12/2023,TLALPAN,00:39,3.668055556,134
30/12/2023,TLALPAN,00:42,2.748611111,93
02/01/2024,TLALPAN,00:39,3.547222222,130
03/01/2024,TLALPAN,00:38,3.257638889,121
04/01/2024,TLALPAN,00:41,3.919444444,135
05/01/2024,TLALPAN,00:45,3.863194444,121
06/01/2024,TLALPAN,00:47,2.873611111,88
07/01/2024,TLALPAN,00:34,2.517361111,106
08/01/2024,TLALPAN,00:36,2.897916667,113
09/01/2024,TLALPAN,00:50,4.582638889,132
10/01/2024,TLALPAN,00:43,3.395833333,113
11/01/2024,TLALPAN,00:43,4.438888889,147
12/01/2024,TLALPAN,00:38,3.360416667,126
13/01/2024,TLALPAN,00:37,2.800694444,107
14/01/2024,TLALPAN,00:39,2.21875,81
15/01/2024,TLALPAN,00:48,3.85,114
16/01/2024,TLALPAN,00:50,2.728472222,78
17/01/2024,TLALPAN,00:44,3.462673611,112
18/01/2024,TLALPAN,00:36,3.399548611,134
19/01/2024,TLALPAN,00:51,3.234016204,91
20/01/2024,TLALPAN,00:38,2.350856481,88
21/01/2024,TLALPAN,00:41,1.370775463,48
22/01/2024,TLALPAN,00:40,3.509131944,125
23/01/2024,TLALPAN,00:40,3.574201389,126
24/01/2024,TLALPAN,00:42,3.076388889,104
25/01/2024,TLALPAN,00:40,3.817361111,137
26/01/2024,TLALPAN,00:42,3.885416667,132
27/01/2024,TLALPAN,00:40,3.397222222,122
28/01/2024,TLALPAN,00:42,2.629166667,89
29/01/2024,TLALPAN,00:40,3.218055556,115
30/01/2024,TLALPAN,00:49,2.770138889,80
31/01/2024,TLALPAN,00:50,3.534722222,100
01/02/2024,TLALPAN,00:46,3.147222222,98
02/02/2024,TLALPAN,00:47,4.127083333,125
03/02/2024,TLALPAN,00:43,2.918055556,96
04/02/2024,TLALPAN,00:45,2.859027778,90
05/02/2024,TLALPAN,00:41,2.647916667,92
06/02/2024,TLALPAN,00:46,3.590277778,112
07/02/2024,TLALPAN,00:48,3.876388889,116
08/02/2024,TLALPAN,00:42,3.799305556,129
09/02/2024,TLALPAN,00:38,3.616666667,134
10/02/2024,TLALPAN,00:44,3.833333333,125
11/02/2024,TLALPAN,00:35,2.547222222,102
12/02/2024,TLALPAN,00:38,3.199305556,120
13/02/2024,TLALPAN,00:43,3.678472222,121
14/02/2024,TLALPAN,00:40,3.032638889,108
15/02/2024,TLALPAN,00:38,3.974305556,147
16/02/2024,TLALPAN,00:37,3.586805556,136
17/02/2024,TLALPAN,00:35,3.332638889,137
18/02/2024,TLALPAN,00:37,3.322916667,127
19/02/2024,TLALPAN,00:37,3.7875,144
20/02/2024,TLALPAN,00:37,3.781944444,145
21/02/2024,TLALPAN,00:35,3.859027778,158
22/02/2024,TLALPAN,00:40,3.997222222,143
23/02/2024,TLALPAN,00:35,2.383333333,96
24/02/2024,TLALPAN,00:34,2.792361111,118
25/02/2024,TLALPAN,00:30,2.263194444,108
26/02/2024,TLALPAN,00:40,3.895138889,140
27/02/2024,TLALPAN,00:37,3.065277778,118
28/02/2024,TLALPAN,00:36,3.222916667,128
29/02/2024,TLALPAN,00:40,3.667361111,131
01/03/2024,TLALPAN,00:46,3.988888889,123
02/03/2024,TLALPAN,00:44,3.629166667,118
03/03/2024,TLALPAN,00:32,2.849305556,125
04/03/2024,TLALPAN,00:38,2.953472222,111
05/03/2024,TLALPAN,00:37,3.625,139
06/03/2024,TLALPAN,00:39,3.836111111,139
07/03/2024,TLALPAN,00:40,3.563194444,127
08/03/2024,TLALPAN,00:31,2.986805556,136
09/03/2024,TLALPAN,00:37,4.018055556,153
10/03/2024,TLALPAN,00:36,3.495138889,138
11/03/2024,TLALPAN,00:39,3.709027778,134
12/03/2024,TLALPAN,00:40,4.358333333,155
13/03/2024,TLALPAN,00:35,3.548611111,143
14/03/2024,TLALPAN,00:38,3.565972222,134
15/03/2024,TLALPAN,00:42,3.861805556,132
16/03/2024,TLALPAN,00:39,3.172916667,117
17/03/2024,TLALPAN,00:38,2.809722222,105
18/03/2024,TLALPAN,00:32,2.695138889,120
19/03/2024,TLALPAN,00:33,3.329166667,143
20/03/2024,TLALPAN,00:38,4.03125,152
21/03/2024,TLALPAN,00:34,3.588194444,149
22/03/2024,TLALPAN,00:42,3.615972222,123
23/03/2024,TLALPAN,00:37,2.699305556,104
24/03/2024,TLALPAN,00:34,2.240972222,93
25/03/2024,TLALPAN,00:31,2.983333333,137
26/03/2024,TLALPAN,00:37,3.263194444,124
27/03/2024,TLALPAN,00:35,3.082638889,124
28/03/2024,TLALPAN,00:37,3.803472222,145
29/03/2024,TLALPAN,00:37,2.909722222,113
30/03/2024,TLALPAN,00:35,3.110416667,128
31/03/2024,TLALPAN,00:35,2.138194444,87
01/04/2024,TLALPAN,00:32,2.940277778,131
01/11/2023,XOCHIMILCO,00:41,4.326388889,151
02/11/2023,XOCHIMILCO,00:37,3.41875,131
03/11/2023,XOCHIMILCO,00:40,4.16875,150
04/11/2023,XOCHIMILCO,00:41,4.275,147
05/11/2023,XOCHIMILCO,00:37,4.323611111,164
06/11/2023,XOCHIMILCO,00:37,4.402083333,169
07/11/2023,XOCHIMILCO,00:43,5.188194444,171
08/11/2023,XOCHIMILCO,00:39,4.747916667,172
09/11/2023,XOCHIMILCO,00:41,4.926388889,172
10/11/2023,XOCHIMILCO,00:42,5.485416667,185
11/11/2023,XOCHIMILCO,00:44,5.176388889,169
12/11/2023,XOCHIMILCO,00:40,4.644444444,164
13/11/2023,XOCHIMILCO,00:45,6.3375,201
14/11/2023,XOCHIMILCO,00:45,5.65625,178
15/11/2023,XOCHIMILCO,00:42,4.592361111,154
16/11/2023,XOCHIMILCO,00:41,5.067361111,178
17/11/2023,XOCHIMILCO,00:42,5.3375,183
18/11/2023,XOCHIMILCO,00:42,5.486805556,185
19/11/2023,XOCHIMILCO,00:47,4.963194444,152
20/11/2023,XOCHIMILCO,00:37,4.709027778,181
21/11/2023,XOCHIMILCO,00:37,5.027777778,192
22/11/2023,XOCHIMILCO,00:43,5.704861111,189
23/11/2023,XOCHIMILCO,00:40,5.408333333,193
24/11/2023,XOCHIMILCO,00:45,6.203472222,196
25/11/2023,XOCHIMILCO,00:43,5.235416667,175
26/11/2023,XOCHIMILCO,00:43,5.33125,175
27/11/2023,XOCHIMILCO,00:39,5.772222222,209
28/11/2023,XOCHIMILCO,00:40,5.3,188
29/11/2023,XOCHIMILCO,00:43,5.495833333,184
30/11/2023,XOCHIMILCO,00:45,6.127777778,195
01/12/2023,XOCHIMILCO,00:39,4.454166667,163
02/12/2023,XOCHIMILCO,00:44,5.389583333,173
03/12/2023,XOCHIMILCO,00:42,4.827777778,162
04/12/2023,XOCHIMILCO,00:45,6.197222222,195
05/12/2023,XOCHIMILCO,00:41,6.490972222,227
06/12/2023,XOCHIMILCO,00:44,5.476388889,178
07/12/2023,XOCHIMILCO,00:45,5.88125,188
08/12/2023,XOCHIMILCO,00:46,4.857638889,149
09/12/2023,XOCHIMILCO,00:39,4.613194444,168
10/12/2023,XOCHIMILCO,00:42,4.715972222,160
11/12/2023,XOCHIMILCO,00:48,5.577083333,165
12/12/2023,XOCHIMILCO,00:37,4.572916667,176
13/12/2023,XOCHIMILCO,00:44,4.977083333,161
14/12/2023,XOCHIMILCO,00:44,4.875,157
15/12/2023,XOCHIMILCO,00:45,4.747916667,151
16/12/2023,XOCHIMILCO,00:41,4.259722222,149
17/12/2023,XOCHIMILCO,00:43,4.368055556,146
18/12/2023,XOCHIMILCO,00:42,4.828472222,163
19/12/2023,XOCHIMILCO,00:45,4.9625,157
20/12/2023,XOCHIMILCO,00:46,5.23125,161
21/12/2023,XOCHIMILCO,00:45,5.572222222,176
22/12/2023,XOCHIMILCO,00:44,5.192361111,167
23/12/2023,XOCHIMILCO,00:44,5.024305556,164
26/12/2023,XOCHIMILCO,00:42,3.829861111,129
27/12/2023,XOCHIMILCO,00:43,4.54375,151
28/12/2023,XOCHIMILCO,00:46,4.159027778,128
29/12/2023,XOCHIMILCO,00:42,3.805555556,129
30/12/2023,XOCHIMILCO,00:45,3.866666667,122
02/01/2024,XOCHIMILCO,00:39,3.963888889,144
03/01/2024,XOCHIMILCO,00:46,4.529861111,141
04/01/2024,XOCHIMILCO,00:51,5.177083333,144
05/01/2024,XOCHIMILCO,00:46,4.690277778,144
06/01/2024,XOCHIMILCO,00:43,4.809027778,159
07/01/2024,XOCHIMILCO,00:40,3.4875,124
08/01/2024,XOCHIMILCO,00:48,5.318055556,157
09/01/2024,XOCHIMILCO,00:41,4.910416667,172
10/01/2024,XOCHIMILCO,00:46,5.807638889,180
11/01/2024,XOCHIMILCO,00:47,6.138888889,185
12/01/2024,XOCHIMILCO,00:46,5.497222222,169
13/01/2024,XOCHIMILCO,00:44,4.575,147
14/01/2024,XOCHIMILCO,00:43,4.243055556,140
15/01/2024,XOCHIMILCO,00:45,4.803472222,152
16/01/2024,XOCHIMILCO,00:50,5.678472222,161
17/01/2024,XOCHIMILCO,00:44,5.230173611,168
18/01/2024,XOCHIMILCO,00:45,4.790601852,151
19/01/2024,XOCHIMILCO,00:44,4.165381944,135
20/01/2024,XOCHIMILCO,00:42,4.464212963,153
21/01/2024,XOCHIMILCO,00:40,4.946215278,175
22/01/2024,XOCHIMILCO,00:45,4.892789352,154
23/01/2024,XOCHIMILCO,00:48,5.073020833,150
24/01/2024,XOCHIMILCO,00:48,4.895138889,146
25/01/2024,XOCHIMILCO,00:43,5.55625,185
26/01/2024,XOCHIMILCO,00:49,5.364583333,155
27/01/2024,XOCHIMILCO,00:50,5.055555556,145
28/01/2024,XOCHIMILCO,00:53,5.798611111,156
29/01/2024,XOCHIMILCO,00:50,4.553472222,130
30/01/2024,XOCHIMILCO,00:51,4.65625,131
31/01/2024,XOCHIMILCO,00:50,6.075694444,175
01/02/2024,XOCHIMILCO,00:48,5.76875,170
02/02/2024,XOCHIMILCO,00:50,5.155555556,148
03/02/2024,XOCHIMILCO,00:45,6.191666667,198
04/02/2024,XOCHIMILCO,00:40,4.772222222,169
05/02/2024,XOCHIMILCO,00:49,4.736111111,138
06/02/2024,XOCHIMILCO,00:50,5.571527778,158
07/02/2024,XOCHIMILCO,00:50,5.975,172
08/02/2024,XOCHIMILCO,00:53,6.160416667,167
09/02/2024,XOCHIMILCO,00:48,5.113194444,153
10/02/2024,XOCHIMILCO,00:39,4.590972222,166
11/02/2024,XOCHIMILCO,00:40,3.976388889,142
12/02/2024,XOCHIMILCO,00:43,4.520833333,150
13/02/2024,XOCHIMILCO,00:42,5.759722222,194
14/02/2024,XOCHIMILCO,00:44,5.495833333,177
15/02/2024,XOCHIMILCO,00:42,5.109722222,172
16/02/2024,XOCHIMILCO,00:46,5.775,178
17/02/2024,XOCHIMILCO,00:43,5.2125,174
18/02/2024,XOCHIMILCO,00:49,4.85,141
19/02/2024,XOCHIMILCO,00:44,5.236805556,170
20/02/2024,XOCHIMILCO,00:53,6.014583333,163
21/02/2024,XOCHIMILCO,00:40,5.124305556,184
22/02/2024,XOCHIMILCO,00:50,6.68125,191
23/02/2024,XOCHIMILCO,00:51,4.349305556,121
24/02/2024,XOCHIMILCO,00:43,4.100694444,135
25/02/2024,XOCHIMILCO,00:35,3.647222222,147
26/02/2024,XOCHIMILCO,00:42,4.679166667,157
27/02/2024,XOCHIMILCO,00:42,5.220138889,177
28/02/2024,XOCHIMILCO,00:48,5.193055556,153
29/02/2024,XOCHIMILCO,00:47,5.5375,168
01/03/2024,XOCHIMILCO,00:49,5.502777778,159
02/03/2024,XOCHIMILCO,00:47,5.422916667,164
03/03/2024,XOCHIMILCO,00:44,4.297222222,139
04/03/2024,XOCHIMILCO,00:50,5.984722222,172
05/03/2024,XOCHIMILCO,01:00,7.56875,179
06/03/2024,XOCHIMILCO,00:46,5.336111111,164
07/03/2024,XOCHIMILCO,00:43,4.272222222,143
08/03/2024,XOCHIMILCO,00:52,6.09375,166
09/03/2024,XOCHIMILCO,00:46,5.161805556,161
10/03/2024,XOCHIMILCO,00:41,4.686805556,163
11/03/2024,XOCHIMILCO,00:45,5.136805556,164
12/03/2024,XOCHIMILCO,00:50,6.207638889,176
13/03/2024,XOCHIMILCO,00:50,6.036805556,173
14/03/2024,XOCHIMILCO,00:47,4.977777778,152
15/03/2024,XOCHIMILCO,00:43,4.479166667,150
16/03/2024,XOCHIMILCO,00:49,4.496527778,130
17/03/2024,XOCHIMILCO,00:46,4.271527778,131
18/03/2024,XOCHIMILCO,00:48,4.66875,138
19/03/2024,XOCHIMILCO,00:48,4.971527778,147
20/03/2024,XOCHIMILCO,00:44,4.946527778,159
21/03/2024,XOCHIMILCO,00:46,6.088194444,189
22/03/2024,XOCHIMILCO,00:42,5.19375,177
23/03/2024,XOCHIMILCO,00:47,5.389583333,164
24/03/2024,XOCHIMILCO,00:47,3.970138889,121
25/03/2024,XOCHIMILCO,00:47,5.156944444,158
26/03/2024,XOCHIMILCO,00:48,5.641666667,166
27/03/2024,XOCHIMILCO,00:42,5.084722222,173
28/03/2024,XOCHIMILCO,00:45,5.536111111,175
29/03/2024,XOCHIMILCO,00:49,5.000694444,146
